N	2gram	Vygotskiy__5	NovoeSre
294	одну из	1	1
295	установить что	2	1
296	мы в	1	1
297	одна сторона	1	1
298	не столько	1	1
299	дальнейшее развитие	1	1
300	у нас	2	1
301	переходит от	1	1
302	в зависимости	2	1
303	в силу	10	1
304	не удалось	1	1
305	оно должно	1	1
306	но он	7	1
307	эту мысль	2	1
308	мы должны	8	1
309	и более	3	1
310	их в	2	1
311	что этот	1	1
312	в состоянии	4	1
313	распадается на	1	1
314	во времени	1	1
315	том смысле	1	1
316	по себе	7	1
317	в той	6	1
318	совершенно так	1	1
319	нас к	3	1
320	сих пор	3	1
321	так как	16	1
322	что совершается	1	1
323	должны быть	2	1
324	к вопросу	1	1
325	в сущности	13	1
326	в более	2	1
327	до сих	3	1
328	совершается в	2	1
329	если взять	1	1
330	нам предстоит	1	1
331	образования и	1	1
332	о природе	1	1
333	которая в	2	1
334	чтобы понять	2	1
335	особого рода	1	1
336	а во	1	1
337	они являются	1	1
338	или нет	1	1
339	к этой	3	1
340	к ней	1	1
341	своей природе	3	1
342	чтобы эти	1	1
343	логики и	1	1
344	и его	3	1
345	или не	2	1
346	они возникают	3	1
347	потребность в	4	1
348	все более	1	1
349	для другого	2	1
350	в области	12	1
351	в каком	1	1
352	в свою	4	1
353	для решения	1	1
354	их совершенно	1	1
355	того же	7	1
356	выход из	1	1
357	есть только	1	1
358	привел к	1	1
359	их место	1	1
360	ли он	1	1
361	в которой	5	1
362	числе и	1	1
363	мысли но	3	1
364	огромное значение	1	1
365	формы мысли	1	1
366	во всяком	2	1
367	оно не	1	1
368	как на	3	1
369	все что	2	1
370	том числе	1	1
371	и связаны	1	1
