N	2gram	Losev_Prob_3	Literetu
514	самой вещи	4	1
515	или о	1	1
516	что для	3	1
517	предмет и	1	1
518	ничем не	2	1
519	же для	1	1
520	данной вещи	2	1
521	только по	1	1
522	которой нет	1	1
523	смысла и	1	1
524	не было	5	1
525	с тем	5	1
526	и далее	1	1
527	не на	1	1
528	стало для	1	1
529	было сказано	1	1
530	в свете	1	1
531	далеко еще	1	1
532	произведение в	2	1
533	произведения искусства	1	1
534	без которых	1	1
535	в связи	7	1
536	в те	1	1
537	стороны в	1	1
538	этот самый	1	1
539	текста может	1	1
540	некоторые из	1	1
541	подобного рода	3	1
542	общего с	3	1
543	со словом	1	1
544	и самой	4	1
545	к своему	1	1
546	в той	3	1
547	есть только	4	1
548	самого себя	3	1
549	содержат в	1	1
550	о соотношении	1	1
551	возникновения и	1	1
552	это значит	4	1
553	и там	2	1
554	в контексте	2	1
555	что здесь	5	1
556	которых невозможно	1	1
557	действительность в	1	1
558	направления в	1	1
559	все это	5	1
560	точно и	1	1
561	говорят и	1	1
562	к другим	1	1
563	себе с	1	1
564	это уже	3	1
565	этот образ	1	1
566	и более	2	1
567	от той	1	1
568	иной мере	2	1
569	о котором	1	1
570	но отнюдь	1	1
571	свидетельствует о	1	1
572	данного стихотворения	2	1
573	себя самого	1	1
574	для нас	16	1
575	или менее	1	1
576	и все	3	1
577	у них	2	1
578	в литературной	1	1
579	в этих	2	1
580	чтобы его	1	1
581	не должен	1	1
582	его уже	1	1
583	хотя бы	3	1
584	этом как	1	1
585	и земли	1	1
586	до ее	1	1
587	но вот	3	1
588	не есть	35	1
589	нисколько не	2	1
590	себе и	1	1
591	к ее	1	1
592	нет ничего	6	1
593	есть от	2	1
594	от своего	1	1
595	сказать что	16	1
596	не что	4	1
597	бы его	1	1
598	из этого	3	1
599	есть и	2	1
600	вещи есть	2	1
601	себе но	1	1
602	и состоит	2	1
603	в таком	5	1
604	и мадонну	1	1
605	к этой	1	1
606	что за	1	1
607	эти категории	1	1
608	у символистов	1	1
609	этой точки	2	1
610	они не	1	1
