N	2gram	Voloshinov_1	RusskieA
171	в нашу	1	1
172	мы уже	2	1
173	например в	1	1
174	г в	3	1
175	на место	1	1
176	говорить о	3	1
177	из того	1	1
178	то это	1	1
179	в ней	2	1
180	на нем	1	1
181	и морфологические	1	1
182	в различных	1	1
183	тем как	1	1
184	относятся и	1	1
185	этом говорит	1	1
186	явлений и	2	1
187	не входит	1	1
188	к слову	1	1
189	воплощенной в	1	1
190	нет и	1	1
191	что они	2	1
192	к сожалению	2	1
193	отнюдь не	1	1
194	течение всего	1	1
195	в своем	1	1
196	тех случаях	1	1
197	и наконец	5	1
198	себе на	1	1
199	более или	1	1
200	от этого	2	1
201	в самом	2	1
202	уже в	2	1
203	выражение в	1	1
204	ни одна	1	1
205	что к	1	1
206	на то	1	1
207	и если	1	1
208	что без	1	1
209	в нем	2	1
210	в статье	1	1
211	школы все	1	1
212	только в	6	1
213	это конечно	1	1
214	к г	1	1
215	в другом	2	1
216	связанных с	2	1
217	г по	2	1
218	на все	1	1
219	а как	2	1
220	входит в	2	1
221	того или	2	1
222	те или	1	1
223	от одного	1	1
224	и дает	1	1
225	остановиться на	1	1
226	еще одно	1	1
227	и находит	1	1
228	только одно	1	1
229	и некоторых	1	1
230	такой же	1	1
231	или менее	1	1
232	при изучении	1	1
233	как все	1	1
234	в такой	1	1
235	уже к	1	1
236	и назначение	1	1
237	своего рода	2	1
238	на всю	1	1
239	общего не	1	1
240	из одного	1	1
241	что эта	2	1
242	виду что	1	1
243	и хозяйства	1	1
244	как о	1	1
245	в науке	1	1
246	в основе	1	1
247	материала например	1	1
248	именно с	1	1
249	с одним	1	1
250	детей и	1	1
251	по своей	1	1
252	и его	12	1
253	до того	1	1
254	этом отношении	1	1
255	не является	4	1
256	и несколько	1	1
257	и оно	1	1
258	и здесь	1	1
259	он называет	1	1
260	во все	1	1
261	ничего общего	3	1
262	обычно в	1	1
263	и это	1	1
264	необходимо изучить	1	1
265	иметь в	1	1
266	себе в	1	1
267	и сами	1	1
268	не могу	1	1
269	но далеко	1	1
270	на основе	1	1
271	в особенности	1	1
272	в пределах	3	1
273	некоторых других	1	1
274	так и	3	1
275	здесь нет	1	1
276	мог бы	2	1
277	найти в	1	1
278	к тем	1	1
279	но у	1	1
280	если бы	2	1
281	это обычно	1	1
282	но может	1	1
283	сводится к	1	1
284	другом месте	1	1
285	не имеем	1	1
286	состоит не	1	1
287	с момента	1	1
288	и остаются	1	1
289	обратное явление	1	1
290	этот момент	1	1
291	в его	7	1
292	во всей	2	1
293	сопоставляется с	1	1
294	все время	1	1
295	выбор и	2	1
296	полагая что	1	1
297	быть и	1	1
298	но так	2	1
299	тот же	2	1
300	с ними	2	1
301	на очень	1	1
302	что он	1	1
303	и является	2	1
304	который в	1	1
305	эту связь	1	1
306	то почему	1	1
307	можно установить	1	1
308	вопроса о	4	1
309	только на	1	1
310	превращаются в	1	1
311	не будут	1	1
312	для него	2	1
313	в одном	3	1
314	в конце	1	1
315	и должна	1	1
316	само собой	1	1
317	некоторые исследователи	1	1
318	в другой	1	1
319	имеет и	1	1
320	и чем	1	1
321	имеет место	2	1
322	и др	2	1
323	превращается в	3	1
324	не на	2	1
325	круга представлений	2	1
326	ставится в	1	1
327	него не	1	1
328	и следовательно	2	1
329	есть одно	1	1
330	может иметь	2	1
331	эти слова	1	1
332	нее как	1	1
333	в одной	1	1
334	ходить и	1	1
335	одном ряду	1	1
336	нашу задачу	1	1
337	всем разнообразии	1	1
338	и связанных	1	1
339	в тех	2	1
340	в человеческом	1	1
341	и более	1	1
342	быть не	1	1
343	этого слова	1	1
344	и не	8	1
345	этот не	1	1
346	сил которые	1	1
347	но это	1	1
348	что касается	1	1
349	и тогда	1	1
350	вошла в	1	1
351	случаях когда	1	1
352	быть случайным	1	1
353	в двух	4	1
354	от него	1	1
355	тем более	1	1
356	и создавать	1	1
357	мы должны	6	1
358	только что	1	1
359	его к	1	1
360	несмотря на	2	1
361	только с	1	1
362	от первого	1	1
363	сказать что	1	1
364	другой стороны	2	1
365	на который	1	1
366	когда в	1	1
367	и становится	1	1
368	его эта	1	1
369	и эта	5	1
370	и особенно	1	1
