N	2gram	Vinokur_Vv_1	slovoVRo
100	в отношении	2	4
101	не менее	8	4
102	в то	5	4
103	одна из	2	4
104	же время	5	4
105	или как	3	4
106	во всем	2	4
107	зависимости от	1	4
108	что оно	2	4
109	здесь не	2	4
110	для этого	3	4
111	но здесь	1	4
112	наконец в	1	4
113	дело с	6	4
114	и других	3	4
115	так как	13	4
116	даже и	3	4
117	и др	2	4
118	языка не	1	4
119	с помощью	1	4
120	в той	7	4
121	случае она	1	4
122	как предмет	1	4
123	а в	5	4
124	отношении к	2	4
125	отношению к	4	4
126	как это	5	3
127	в чисто	4	3
128	должна быть	2	3
129	собственном смысле	2	3
130	той же	4	3
131	язык как	3	3
132	человека и	1	3
133	говорить о	3	3
134	в чем	4	3
135	сама по	3	3
136	в собственном	2	3
137	стороны и	3	3
138	и как	9	3
139	бы и	2	3
140	с их	5	3
141	человеке и	1	3
142	на этом	3	3
143	материала и	1	3
144	не с	2	3
145	лишь в	1	3
146	еще раз	1	3
147	язык но	2	3
148	с точки	2	3
149	не столько	2	3
150	испытания в	1	3
151	точку зрения	1	3
152	не была	1	3
153	его от	1	3
154	связи с	3	3
155	этом отношении	3	3
156	слове но	1	3
157	в ней	3	3
158	исторической жизни	1	3
159	а также	3	3
160	языке как	1	3
161	к нему	2	3
162	между тем	8	3
163	что и	3	3
164	в свете	1	3
165	быть и	2	3
166	всех его	1	3
167	этого процесса	1	3
168	или даже	1	3
169	у него	1	3
170	рядом с	2	3
171	в особенности	4	3
172	здесь в	1	3
173	в свою	1	3
174	связано с	1	3
175	между языком	2	3
176	как к	1	3
177	и от	1	3
178	но это	1	3
179	и часто	1	3
180	что в	11	3
181	из себя	1	3
182	истории литературы	3	3
183	хотя бы	5	3
184	сказать что	5	3
185	одновременно и	1	3
186	языка то	1	3
187	во всяком	3	3
188	языков а	1	2
189	можно говорить	1	2
190	одним из	5	2
191	также и	16	2
192	оно входит	1	2
193	это и	1	2
194	и исторические	1	2
195	установка на	1	2
196	ведь и	1	2
197	оно было	1	2
198	в германии	3	2
199	мы уже	1	2
200	мы не	2	2
201	имеет дело	5	2
202	далее в	1	2
203	в противовес	1	2
204	но как	2	2
205	в новом	1	2
206	из важнейших	1	2
207	и речи	1	2
208	связи и	1	2
209	не входят	1	2
210	с этим	2	2
211	кроме того	1	2
212	хотя и	3	2
213	как уже	2	2
214	бы только	1	2
215	от действительности	2	2
216	в себе	4	2
217	становится предметом	1	2
218	как он	6	2
219	на его	1	2
220	т д	37	2
221	в виде	4	2
222	и более	1	2
223	из него	1	2
224	факт что	1	2
225	значение в	2	2
226	уже сказано	1	2
227	независимо от	3	2
228	мы видели	2	2
229	чем в	3	2
230	и прямо	1	2
231	автора и	1	2
232	и другие	1	2
233	и при	2	2
234	и художественно	1	2
235	в их	11	2
236	но он	1	2
237	однако в	3	2
238	в историческом	1	2
239	на котором	2	2
240	тогда когда	3	2
241	дело в	3	2
242	того как	3	2
243	которого он	1	2
244	того чтобы	21	2
245	в одном	4	2
246	с материалом	1	2
247	слова как	2	2
248	а лишь	1	2
249	входят в	1	2
250	точном смысле	1	2
251	в области	4	2
252	его нужно	1	2
253	отличается от	1	2
254	слова о	1	2
255	должен быть	4	2
256	свою очередь	1	2
257	языки в	1	2
258	без всякого	1	2
259	воплощен в	1	2
260	в себя	1	2
261	в дальнейшем	2	2
262	в другом	3	2
263	точности и	1	2
264	о том	15	2
265	и т.п	1	2
266	в различных	2	2
267	данного языка	1	2
268	нуждается в	2	2
269	в форме	2	2
270	еще более	1	2
271	единого и	2	2
272	как например	5	2
273	ни к	2	2
274	что он	4	2
275	от материала	1	2
276	всяком случае	3	2
277	именно на	2	2
278	уже в	5	2
279	на протяжении	2	2
280	его и	1	2
281	в прошлом	2	2
282	для того	21	2
283	то что	17	2
284	не было	1	2
285	именно как	3	2
286	до сих	5	2
287	языка или	2	2
288	именно в	8	2
289	а именно	6	2
290	них и	2	2
291	которых мы	1	2
292	более того	1	2
293	как о	4	2
294	не всегда	1	2
295	в одно	1	2
296	в связи	2	2
297	во франции	1	2
298	входить в	1	2
299	вместе с	6	2
300	и особенно	1	2
301	эта идея	1	2
302	в данном	11	2
303	тот факт	1	2
304	материал для	3	2
305	сих пор	5	2
306	например у	1	2
307	в более	2	2
308	этих случаях	2	2
309	в точном	1	2
310	или в	1	2
311	в результате	3	2
312	в языке	1	2
313	только с	3	2
314	может и	1	2
315	работы и	1	2
316	и внутренне	1	2
317	от характера	3	2
318	только о	2	2
319	просто не	1	2
320	все что	1	2
321	они не	1	2
322	смысле слова	7	1
323	от этой	1	1
324	речь идет	2	1
325	словом как	1	1
326	наших дней	1	1
327	того же	3	1
328	не остается	1	1
329	проблемы в	1	1
330	науки о	9	1
331	в средние	1	1
332	и есть	3	1
333	при известном	1	1
334	за собой	3	1
335	мы говорим	2	1
336	из самых	1	1
337	и до	2	1
338	sui generis	2	1
339	сюда входит	1	1
340	от которых	2	1
341	и за	1	1
342	и литературы	2	1
343	совсем иным	1	1
344	а как	3	1
345	есть не	3	1
346	и современной	1	1
347	опирающееся на	2	1
348	изложения и	2	1
349	и о	1	1
350	что уже	3	1
351	нам в	1	1
352	конца xviii	2	1
353	все здесь	1	1
354	на тему	2	1
355	он отчетливо	1	1
356	в составе	1	1
357	для исторического	1	1
358	от времени	1	1
359	как не	1	1
360	так называемые	1	1
361	мы ее	1	1
362	слово не	1	1
363	и говорить	1	1
364	момент в	1	1
365	почва для	1	1
366	литературы и	1	1
367	предметом и	1	1
368	материала на	1	1
369	и этого	3	1
370	не нужно	2	1
371	между собой	1	1
372	он сам	3	1
373	быть в	4	1
374	в широком	7	1
375	что его	1	1
376	этой почве	2	1
377	в создании	2	1
378	то мы	1	1
379	сохраняет свое	1	1
380	и установлением	1	1
381	различия между	1	1
382	самих себя	1	1
383	совсем не	3	1
384	в сторону	1	1
385	всего он	1	1
386	к ним	1	1
387	с каким	1	1
388	было вполне	1	1
389	что так	1	1
390	не просто	4	1
391	им свой	1	1
392	необходимый для	1	1
393	чем же	3	1
394	материалом для	1	1
395	трудно сказать	1	1
396	в одной	1	1
397	и языки	1	1
398	конкретное единство	1	1
399	из возможных	1	1
400	применении к	6	1
401	двух разных	1	1
402	слова своей	1	1
403	и художественного	1	1
404	увидим что	1	1
405	этой идеи	1	1
406	или иную	1	1
407	без остатка	2	1
408	для которого	1	1
409	в самом	12	1
410	та же	1	1
411	ряде случаев	1	1
412	и ясной	1	1
413	в целом	5	1
414	выражение в	1	1
415	действительности а	1	1
416	в этой	3	1
417	говорят о	1	1
418	оттенков и	1	1
419	и те	2	1
420	на то	1	1
421	если он	1	1
422	свой материал	1	1
423	дело здесь	1	1
424	этот процесс	3	1
425	вообще не	3	1
426	что она	3	1
427	больше всего	1	1
428	время и	1	1
429	национальная культура	1	1
430	культур в	1	1
431	не значит	1	1
432	как часто	1	1
433	широком смысле	8	1
434	и сам	2	1
435	кризиса и	1	1
436	одно и	1	1
437	русском языке	1	1
438	в каждом	4	1
439	подход к	1	1
440	нем есть	1	1
441	об этом	5	1
442	них не	1	1
443	на этой	3	1
444	это было	1	1
445	для нее	1	1
446	действительности в	2	1
447	то все	1	1
448	что неизбежно	1	1
449	должен был	4	1
450	и тем	5	1
451	языка совершенно	1	1
452	здесь нет	4	1
453	особое отношение	1	1
454	мог бы	2	1
455	истории языка	5	1
456	но уже	2	1
457	о которых	2	1
458	и представить	2	1
459	все равно	1	1
460	и совершается	1	1
461	на основании	5	1
462	этим и	1	1
463	всегда и	1	1
464	несмотря на	2	1
465	способы ее	1	1
466	рода и	1	1
467	как сказано	2	1
468	о всяком	1	1
469	языка которая	1	1
470	одного и	2	1
471	и становится	1	1
472	в эту	1	1
473	его нельзя	1	1
474	в своей	4	1
475	работы в	3	1
476	в такой	1	1
477	и без	2	1
478	с идеей	1	1
479	тема может	1	1
480	и истолкованием	1	1
481	прийти к	1	1
482	его современников	1	1
483	мысли и	2	1
484	не исчерпывается	2	1
485	от его	1	1
486	образцы этого	1	1
487	должны были	1	1
488	мы теперь	1	1
489	быта и	3	1
490	моментов но	1	1
491	заставляет нас	1	1
492	но во	1	1
493	тем не	8	1
494	своего времени	1	1
495	возможно только	1	1
496	тем именно	1	1
497	вещей и	1	1
498	в таких	1	1
499	а два	1	1
500	например и	1	1
501	и своими	1	1
502	как будет	2	1
503	себя не	1	1
504	самого начала	1	1
505	текста и	3	1
506	и способы	1	1
507	к новым	1	1
508	непосредственно и	1	1
509	и имеет	1	1
510	дело не	3	1
511	смысле которые	1	1
512	самого по	1	1
513	и уже	3	1
514	следовательно и	1	1
515	заключены в	1	1
516	источников в	1	1
517	ничего не	2	1
518	это то	1	1
519	она с	1	1
520	таким путем	1	1
521	в русском	1	1
522	ее с	1	1
523	дальнейшего развития	1	1
524	она имеет	1	1
525	лишь с	1	1
526	из существенных	1	1
527	не до	2	1
528	или иных	3	1
529	на известную	1	1
530	и бытовым	1	1
531	в духе	1	1
532	и должно	1	1
533	чтобы увидеть	1	1
534	из самого	1	1
535	языке и	1	1
536	было у	1	1
537	лежит в	2	1
538	если же	2	1
539	как только	1	1
540	языках и	1	1
541	и отдельных	1	1
542	содержанием и	1	1
543	анализа и	1	1
544	поколений в	1	1
545	в филологии	3	1
546	не предполагает	1	1
547	что при	1	1
548	утверждать что	1	1
549	но независимо	1	1
550	в применении	6	1
551	и это	6	1
552	говорят на	1	1
553	как они	1	1
554	дошедшие до	1	1
555	его использования	1	1
556	то она	1	1
557	это единство	1	1
558	в виду	4	1
559	как один	1	1
560	научной работы	3	1
561	чтобы быть	1	1
562	и этим	1	1
563	с самого	1	1
564	культуры и	1	1
565	их языком	1	1
566	слова а	1	1
567	на том	3	1
568	и которые	1	1
569	и глубины	1	1
570	еще в	1	1
571	этим в	1	1
572	во второй	3	1
573	интересом к	1	1
574	однако самая	1	1
575	это как	1	1
576	одно из	5	1
577	к языку	1	1
578	чтобы понять	2	1
579	нас и	1	1
580	не на	1	1
581	образом в	1	1
582	филологии в	7	1
583	затем у	1	1
584	этой традиции	2	1
585	другими словами	1	1
586	никак не	1	1
587	и что	4	1
588	можно сказать	3	1
589	должно было	1	1
590	это может	2	1
591	нем не	1	1
592	тем или	1	1
593	смысле не	1	1
594	когда оно	1	1
595	во всей	1	1
596	лишь к	1	1
597	этот последний	1	1
598	как особое	1	1
599	вообще и	3	1
600	ее представители	1	1
601	знания и	3	1
602	наук и	3	1
603	и об	1	1
604	в лучшем	1	1
605	на те	1	1
606	того что	12	1
607	все зависит	1	1
608	критикой и	2	1
609	проникая в	1	1
610	одной из	3	1
611	в какой	4	1
612	целом ряде	2	1
613	специфическое содержание	1	1
614	до нас	3	1
615	и ее	4	1
616	вопрос об	1	1
617	самое содержание	1	1
618	в качестве	7	1
619	чаще всего	1	1
620	с какой	1	1
621	первостепенное значение	1	1
622	это остается	1	1
623	на всем	1	1
624	своей целью	1	1
625	только на	3	1
626	вопроса тем	1	1
627	и античным	1	1
628	своим собственным	1	1
629	значение и	2	1
630	к слову	1	1
631	а это	1	1
632	и обратно	4	1
633	это требует	1	1
634	но есть	1	1
635	за ним	1	1
636	представить себе	5	1
637	самого слова	1	1
638	в известной	3	1
639	и со	1	1
640	в конце	3	1
641	может служить	3	1
642	мы можем	2	1
643	и никогда	1	1
644	свое выражение	3	1
645	как такового	2	1
646	как раз	4	1
647	тем что	6	1
648	ближайшим образом	1	1
649	науки в	4	1
650	самый стиль	1	1
651	глубине и	1	1
652	говорим о	1	1
653	или иначе	4	1
654	язык во	1	1
655	с той	1	1
656	или меньшей	2	1
657	на которые	1	1
658	что не	5	1
659	об особой	1	1
660	говорит о	3	1
661	должно быть	2	1
662	превращается в	1	1
663	нужно сказать	1	1
664	в подлинном	2	1
665	этого не	2	1
666	а наоборот	1	1
667	зависит от	3	1
668	однако и	1	1
669	другой стороны	5	1
670	именно так	1	1
671	идет уже	1	1
672	все время	1	1
673	и художественном	1	1
674	чужую мысль	1	1
675	его собственной	1	1
676	или с	1	1
677	мира в	1	1
678	ближе к	2	1
679	для этой	1	1
680	проникновения в	1	1
681	мы находим	1	1
682	все более	3	1
683	в частности	3	1
684	все то	1	1
685	ближе всего	1	1
686	во-вторых и	1	1
687	и чистые	1	1
688	таково одно	1	1
689	слова хотя	1	1
690	с изучением	2	1
691	философии языка	1	1
692	самой действительности	1	1
693	не влечет	2	1
694	не одно	1	1
695	от содержания	1	1
696	этого типа	1	1
697	или иного	1	1
698	в литературе	1	1
699	языков так	1	1
700	что одним	1	1
701	да и	4	1
702	и национальных	1	1
703	большей или	2	1
704	внешний характер	1	1
705	находить и	1	1
706	и разновидности	1	1
707	этого слова	2	1
708	влечет за	2	1
709	того или	1	1
710	этом и	1	1
711	мира у	1	1
712	однако не	4	1
713	которые были	2	1
714	и собственно	1	1
715	тех или	3	1
716	сомнения в	1	1
717	только одна	1	1
718	слова но	1	1
719	отсюда следует	1	1
720	ли они	1	1
721	или иным	1	1
722	особого рода	4	1
723	из различных	1	1
724	или нет	1	1
725	интерес к	1	1
726	вообще в	2	1
727	разной степени	1	1
728	но зато	2	1
729	на языке	2	1
730	идет об	2	1
731	же в	1	1
732	в системе	1	1
733	нисколько не	3	1
734	в который	1	1
735	нами не	2	1
736	лучшем случае	1	1
737	письма и	1	1
738	только как	6	1
739	средние века	1	1
740	относящиеся к	3	1
741	также в	1	1
742	не получила	1	1
743	эта установка	1	1
744	ко всему	1	1
745	что такое	10	1
746	частности в	1	1
747	также не	1	1
748	в своих	2	1
749	к этому	3	1
750	гораздо более	3	1
751	которая не	1	1
