N	2gram	Tiupa_Disk_1	FransuaR
135	здесь в	2	3
136	к которому	2	3
137	или меньшей	2	3
138	еще и	1	3
139	более того	2	3
140	не на	1	3
141	сказать что	3	3
142	и средневековой	1	3
143	с помощью	1	3
144	к его	2	3
145	до настоящего	1	3
146	образом и	1	3
147	он видел	1	3
148	в связи	1	3
149	в большей	1	3
150	то что	5	3
151	речи и	1	3
152	том числе	2	3
153	новое время	1	2
154	также и	3	2
155	и то	1	2
156	самом деле	1	2
157	на самом	1	2
158	по преимуществу	1	2
159	совершаются в	1	2
160	для своего	2	2
161	мы не	1	2
162	взгляде на	1	2
163	с другой	10	2
164	себе и	1	2
165	что они	1	2
166	как к	2	2
167	хотя и	2	2
168	когда он	2	2
169	целый ряд	2	2
170	и как	6	2
171	в действительности	3	2
172	бы и	1	2
173	в нашем	1	2
174	отчасти и	1	2
175	с их	1	2
176	и те	1	2
177	что она	1	2
178	в виде	1	2
179	не как	4	2
180	для понимания	2	2
181	картины мира	1	2
182	так например	2	2
183	в мире	1	2
184	этих форм	1	2
185	в нераздельное	1	2
186	всех областях	1	2
187	здесь как	1	2
188	в речевом	1	2
189	с тем	1	2
190	в слове	1	2
191	несмотря на	1	2
192	или менее	2	2
193	для него	4	2
194	и при	1	2
195	в своей	5	2
196	в котором	5	2
197	с точки	1	2
198	в которых	4	2
199	последовательности в	1	2
200	мир и	1	2
201	если бы	1	2
202	и эти	1	2
203	не могли	1	2
204	дело в	1	2
205	о них	1	2
206	дело не	2	2
207	к концу	1	2
208	событиями и	1	2
209	что на	1	2
210	в каком	1	2
211	ни о	1	2
212	числе и	2	2
213	той или	3	2
214	данном случае	2	2
215	картина мира	3	2
216	и сам	1	2
217	образом в	1	2
218	и постепенно	1	2
219	зрения на	3	2
220	можно сказать	5	2
221	в значительной	2	2
222	и во	2	2
223	к нему	1	2
224	отметить что	1	2
225	было бы	1	2
226	что он	4	2
227	это не	3	2
228	нераздельное единство	1	2
229	события и	1	2
230	уже в	2	2
231	только на	1	2
232	в известном	1	2
233	из них	3	2
234	точка зрения	2	2
235	в одном	2	2
236	к ним	3	2
237	как раз	1	2
238	момент в	1	2
239	далеко не	10	2
240	романа в	1	2
241	нового времени	1	2
242	говорит о	1	2
243	одной стороны	9	2
244	его как	2	2
245	не может	9	2
246	вместе с	1	2
247	он говорит	1	2
248	в данном	5	2
249	однако эти	1	2
250	с некоторыми	2	2
251	а не	22	2
252	как целое	1	2
253	с этой	1	2
254	но это	1	2
255	все же	3	2
256	многие из	1	2
257	на языке	1	2
258	а в	5	2
259	это в	2	2
260	другой стороны	3	2
261	культуры в	1	2
262	более или	2	2
263	к этому	2	2
264	как известно	1	1
265	общения там	1	1
266	с природой	1	1
267	речь идет	1	1
268	в обычном	1	1
269	диалогический момент	1	1
270	того же	3	1
271	идет о	1	1
272	тем же	1	1
273	он всегда	2	1
274	а как	1	1
275	по мнению	1	1
276	картины его	1	1
277	вопрос о	1	1
278	из своих	1	1
279	этого является	1	1
280	ему в	2	1
281	или иным	1	1
282	более глубокий	1	1
283	в официальных	1	1
284	т.п но	3	1
285	между собой	2	1
286	напротив они	1	1
287	объект изображения	1	1
288	пока они	1	1
289	в чем	1	1
290	сказать и	2	1
291	различия между	3	1
292	присутствует в	1	1
293	по отношению	9	1
294	и глухой	1	1
295	в новом	2	1
296	на уровень	1	1
297	себя в	2	1
298	одного и	2	1
299	почему они	1	1
300	в одной	3	1
301	как в	10	1
302	из уст	2	1
303	для всех	1	1
304	стороны и	2	1
305	и точность	1	1
306	в непосредственной	1	1
307	и глубокой	2	1
308	до больших	1	1
309	говорит не	1	1
310	он в	1	1
311	не исчерпывается	1	1
312	из этих	1	1
313	речевых жанров	12	1
314	тому же	5	1
315	всей его	2	1
316	этот процесс	1	1
317	по словам	2	1
318	не следует	2	1
319	в определенном	1	1
320	прямой смысл	1	1
321	они в	1	1
322	состоит в	9	1
323	к одному	1	1
324	не к	1	1
325	понимания и	1	1
326	высказываний в	1	1
327	свое время	1	1
328	осознала себя	1	1
329	чем она	1	1
330	этого жанра	2	1
331	подобно тому	2	1
332	что ни	1	1
333	весьма существенную	1	1
334	дистанции между	1	1
335	всех речевых	1	1
336	есть все	1	1
337	те же	1	1
338	известны в	1	1
339	на все	1	1
340	лишь в	4	1
341	сохраняется в	1	1
342	это было	2	1
343	заключается в	3	1
344	с другими	1	1
345	действительности в	1	1
346	на почве	1	1
347	этом смысле	1	1
348	в новое	1	1
349	и романа	1	1
350	событий так	1	1
351	о которых	1	1
352	частности из	1	1
353	выступает не	1	1
354	их как	1	1
355	устная речь	1	1
356	со своими	1	1
357	не всегда	2	1
358	его и	1	1
359	искать не	1	1
360	автора и	1	1
361	в саду	1	1
362	являются наиболее	1	1
363	можно так	1	1
364	читателей это	1	1
365	известной степени	2	1
366	лежат в	1	1
367	по внешности	1	1
368	наших дней	2	1
369	если можно	1	1
370	в отличие	5	1
371	мысли и	2	1
372	индивидуальностью и	1	1
373	результате этого	1	1
374	европейских литератур	1	1
375	которые в	1	1
376	войти в	1	1
377	о двух	1	1
378	чистой хвалы	1	1
379	и вся	1	1
380	устного народного	2	1
381	риторической и	1	1
382	но они	2	1
383	до известной	1	1
384	искусство слова	1	1
385	а иногда	1	1
386	всего это	1	1
387	она могла	1	1
388	самого начала	1	1
389	не имеет	1	1
390	в науке	2	1
391	и притом	1	1
392	и научный	1	1
393	не по	1	1
394	к жанру	1	1
395	в структуре	1	1
396	он мог	3	1
397	в отношениях	1	1
398	под углом	1	1
399	речи не	1	1
400	и речевой	1	1
401	при котором	1	1
402	и является	1	1
403	это слово	1	1
404	под названием	1	1
405	как будто	1	1
406	этом отношении	1	1
407	известных современников	1	1
408	такие же	1	1
409	уже о	2	1
410	одном ряду	1	1
411	не могут	1	1
412	могут быть	4	1
413	в категориях	1	1
414	же самое	2	1
415	этой книги	1	1
416	к тому	5	1
417	его с	1	1
418	но одновременно	2	1
419	они и	3	1
420	в полной	1	1
421	до самых	1	1
422	имеет место	3	1
423	если же	1	1
424	и он	2	1
425	т.е в	1	1
426	и это	1	1
427	не ограничивается	2	1
428	своего развития	1	1
429	в виду	2	1
430	но при	3	1
431	на нем	1	1
432	и сами	1	1
433	здесь не	1	1
434	реальной действительности	1	1
435	только то	1	1
436	в себя	5	1
437	с самого	1	1
438	где по	1	1
439	происходят в	1	1
440	на том	2	1
441	особенно в	1	1
442	живет в	1	1
443	мог бы	1	1
444	еще в	3	1
445	громадное значение	1	1
446	или иной	5	1
447	строго говоря	2	1
448	существенно связаны	1	1
449	существенные моменты	1	1
450	и что	2	1
451	утверждает что	1	1
452	на что	1	1
453	что его	1	1
454	там же	1	1
455	по их	1	1
456	должно было	1	1
457	места и	1	1
458	на протяжении	2	1
459	том или	1	1
460	и всю	1	1
461	тем или	1	1
462	творчества в	1	1
463	с реальной	1	1
464	уходят в	2	1
465	в античной	2	1
466	и главное	1	1
467	как правило	4	1
468	речи которые	1	1
469	и существенно	1	1
470	вообще в	1	1
471	в современной	1	1
472	хорошо известны	1	1
473	быть и	1	1
474	известном смысле	1	1
475	в формах	1	1
476	целое в	1	1
477	том как	1	1
478	и одновременно	2	1
479	он стал	1	1
480	речь о	1	1
481	дело с	2	1
482	традиции в	1	1
483	что даже	2	1
484	углом зрения	1	1
485	до нас	1	1
486	или же	1	1
487	и тем	2	1
488	времени как	1	1
489	со всеми	1	1
490	до наших	1	1
491	как нечто	1	1
492	вопроса о	1	1
493	в начале	2	1
494	или даже	2	1
495	за ним	1	1
496	в теоретическом	1	1
497	к своим	1	1
498	возможности для	1	1
499	он весь	1	1
500	слова в	2	1
501	представлений о	1	1
502	в прошлом	1	1
503	очевидно не	1	1
504	мы можем	1	1
505	как его	2	1
506	каждый из	1	1
507	отличие от	5	1
508	чтобы не	1	1
509	тем что	3	1
510	или ином	1	1
511	которой нет	1	1
512	того что	3	1
513	выходит за	1	1
514	это лишь	1	1
515	этом как	1	1
516	все сферы	1	1
517	именно в	3	1
518	а именно	1	1
519	и прежде	1	1
520	а с	5	1
521	в середине	1	1
522	и литературной	1	1
523	литературы нового	1	1
524	однако и	2	1
525	основных и	1	1
526	и фигура	1	1
527	и оно	1	1
528	которой он	1	1
529	мира в	3	1
530	их изучению	1	1
531	культуры не	1	1
532	действия в	1	1
533	и вообще	2	1
534	было в	2	1
535	времени однако	1	1
536	некоторые из	1	1
537	независимо от	1	1
538	поскольку мы	1	1
539	их к	1	1
540	если оно	1	1
541	тому как	3	1
542	в тех	2	1
543	быть только	1	1
544	в ряду	2	1
545	этого слова	1	1
546	с некоторым	1	1
547	в контексте	1	1
548	памяти в	1	1
549	замкнутой и	1	1
550	к другим	2	1
551	это явление	1	1
552	всего в	1	1
553	на слово	1	1
554	в книге	1	1
555	это уже	1	1
556	и часто	1	1
557	лицо и	1	1
558	и от	1	1
559	частности в	2	1
560	речи как	2	1
561	о котором	2	1
562	это как	1	1
563	к одной	1	1
564	тем более	1	1
565	это тоже	1	1
566	так выразиться	1	1
567	в системе	1	1
568	здесь только	1	1
569	может и	2	1
570	в период	1	1
571	от литературы	1	1
572	не знает	1	1
573	на более	1	1
574	их с	1	1
575	по причине	1	1
576	одновременно и	2	1
577	отношению к	9	1
578	в свое	1	1
579	людей но	1	1
580	обычно как	1	1
581	непосредственным и	1	1
582	было он	1	1
