N	2gram	Trubetskoy_1	KulturaY
244	в то	10	2
245	чтобы в	2	2
246	из предыдущего	1	2
247	был в	1	2
248	никогда не	5	2
249	же время	10	2
250	свидетельствуют о	1	2
251	доказать что	1	2
252	ли это	4	2
253	если его	1	2
254	не является	1	2
255	не могут	4	2
256	и должно	2	2
257	слова но	1	2
258	том и	2	2
259	если мы	1	2
260	что все	3	2
261	на известной	1	2
262	в собственном	1	2
263	идет речь	4	2
264	разумеется что	2	2
265	о котором	3	2
266	в разных	1	2
267	при том	4	2
268	никак не	1	2
269	любви к	2	2
270	должны быть	1	2
271	любовь к	2	2
272	и того	1	2
273	же и	1	2
274	в сторону	1	2
275	конечно не	5	2
276	видеть что	1	2
277	в большинстве	3	2
278	то и	1	2
279	а то	1	2
280	когда оно	1	2
281	были бы	2	2
282	это разумеется	2	2
283	на этот	1	2
284	по своим	1	2
285	только к	3	2
286	превращается в	1	2
287	а на	1	2
288	не всегда	1	2
289	именно так	1	2
290	может иметь	1	2
291	на эту	2	2
292	это есть	2	2
293	с этой	1	2
294	этом случае	3	2
295	поэтому что	1	2
296	между прочим	1	2
297	и для	6	2
298	этих случаях	1	2
299	разумеется только	1	2
300	или в	3	2
301	для нас	2	2
302	и все	1	2
303	тем более	1	2
304	бы на	1	2
305	понимать как	1	2
306	ее в	2	2
307	мировую войну	2	1
308	вряд ли	3	1
309	говоря о	2	1
310	в сфере	1	1
311	же как	1	1
312	и сейчас	3	1
313	связи между	1	1
314	для себя	2	1
315	тех же	1	1
316	к своей	1	1
317	на деле	1	1
318	показать что	1	1
319	в среду	1	1
320	не меняется	1	1
321	что когда	1	1
322	ту же	1	1
323	удовлетворить не	1	1
324	бы против	1	1
325	исходит из	1	1
326	противном случае	1	1
327	от которых	1	1
328	и этот	3	1
329	есть не	1	1
330	для достижения	1	1
331	и ничего	1	1
332	многих случаях	1	1
333	в семье	1	1
334	на место	1	1
335	приводят к	2	1
336	так чтобы	3	1
337	говорить о	3	1
338	в деле	1	1
339	но даже	2	1
340	когда речь	1	1
341	если возможно	1	1
342	устраняется но	1	1
343	столько же	1	1
344	заключающим в	1	1
345	всем этим	2	1
346	критически к	1	1
347	не хочет	1	1
348	не был	1	1
349	к ее	1	1
350	столь же	1	1
351	время в	2	1
352	жизни данного	1	1
353	в различных	1	1
354	у таких	1	1
355	заключается не	1	1
356	но тогда	1	1
357	в область	1	1
358	нельзя понимать	1	1
359	силу этого	1	1
360	к ним	1	1
361	друг от	2	1
362	из таких	1	1
363	которые не	1	1
364	в одной	1	1
365	к иностранным	1	1
366	что ее	1	1
367	помнить что	2	1
368	в противном	1	1
369	перед нами	1	1
370	ясен для	1	1
371	по пути	1	1
372	со своей	1	1
373	ни один	1	1
374	бы не	1	1
375	выражение в	1	1
376	что ничего	2	1
377	и те	2	1
378	но на	1	1
379	в культурной	1	1
380	исторические условия	2	1
381	то легко	1	1
382	не следует	1	1
383	мечтать о	1	1
384	всех этих	3	1
385	он должен	5	1
386	к одному	1	1
387	к переходу	1	1
388	и вот	2	1
389	вообще не	1	1
390	так часто	2	1
391	и по	3	1
392	лишь с	1	1
393	или иных	1	1
394	тому чтобы	4	1
395	является утверждение	1	1
396	то ни	4	1
397	в совершенно	4	1
398	том случае	4	1
399	об этом	1	1
400	первый и	1	1
401	на все	1	1
402	на этой	2	1
403	от степени	1	1
404	в данной	1	1
405	те или	1	1
406	чтобы все	1	1
407	сейчас в	1	1
408	на почве	2	1
409	то все	1	1
410	чаще всего	1	1
411	в жизни	1	1
412	это особенно	1	1
413	он принадлежит	1	1
414	родной язык	1	1
415	она и	1	1
416	силы в	1	1
417	в общей	1	1
418	с внешней	1	1
419	для чего	1	1
420	обозначить как	1	1
421	народа и	2	1
422	выполнять свою	1	1
423	мысли что	1	1
424	на первый	1	1
425	что среди	1	1
426	избавиться от	1	1
427	в такой	1	1
428	и без	1	1
429	от чисто	1	1
430	бы привести	1	1
431	что вся	1	1
432	мы в	1	1
433	оказывается что	1	1
434	том основании	1	1
435	должны были	1	1
436	точку зрения	4	1
437	но это	2	1
438	когда эти	1	1
439	друг другу	2	1
440	кроме одной	1	1
441	о какой-то	1	1
442	для россии	2	1
443	есть ничто	1	1
444	освободиться от	1	1
445	человеку не	1	1
446	любви и	1	1
447	из нас	1	1
448	как акт	2	1
449	по образцу	1	1
450	мы были	1	1
451	вопросу о	3	1
452	иметь в	1	1
453	та или	1	1
454	не могло	1	1
455	только не	1	1
456	возможно и	1	1
457	дело в	1	1
458	одна из	3	1
459	с одним	1	1
460	таким путем	1	1
461	же остается	1	1
462	этих последних	1	1
463	более что	1	1
464	как не	1	1
465	тех или	1	1
466	но дело	1	1
467	и теперь	1	1
468	с таким	1	1
469	прямо в	1	1
470	ничто иное	1	1
471	и форм	1	1
472	как будто	2	1
473	может и	1	1
474	что на	1	1
475	однако это	1	1
476	но только	1	1
477	за природными	1	1
478	выход из	1	1
479	есть только	1	1
480	могут быть	1	1
481	чтобы сделать	1	1
482	как только	1	1
483	языках и	1	1
484	раз навсегда	2	1
485	той или	3	1
486	указывает на	2	1
487	когда они	4	1
488	в настоящее	2	1
489	в применении	1	1
490	касается до	2	1
491	как мы	1	1
492	от друга	2	1
493	на нем	1	1
494	без всякого	1	1
495	сравнению со	1	1
496	в ее	1	1
497	совершенно ясно	1	1
498	и от	2	1
499	только то	1	1
500	в себя	1	1
501	быстро и	1	1
502	в индии	1	1
503	и когда	1	1
504	если они	2	1
505	менее полное	1	1
506	что у	1	1
507	за то	2	1
508	в борьбе	2	1
509	мог бы	1	1
510	в какое-то	1	1
511	это потому	2	1
512	по сравнению	1	1
513	точно также	1	1
514	это как	1	1
515	не будучи	1	1
516	и никакого	1	1
517	что отдельные	1	1
518	даже не	2	1
519	образом в	1	1
520	лишь при	5	1
521	движения и	1	1
522	это зависит	1	1
523	в роде	2	1
524	себе представить	1	1
525	власти в	1	1
526	этой статьи	1	1
527	язык и	1	1
528	настоящее время	2	1
529	одного из	1	1
530	сами в	1	1
531	и во	3	1
532	более глубоко	1	1
533	не умеет	1	1
534	если с	1	1
535	всего на	1	1
536	во всех	5	1
537	всех народов	2	1
538	переходит в	1	1
539	должно было	1	1
540	этом и	2	1
541	лишь к	4	1
542	и только	5	1
543	у всех	1	1
544	народов и	2	1
545	в лице	1	1
546	что только	2	1
547	находят себе	3	1
548	сомнению что	1	1
549	и дело	1	1
550	тому назад	1	1
551	этот вопрос	2	1
552	положение в	1	1
553	а лишь	4	1
554	это же	1	1
555	тот или	1	1
556	и у	1	1
557	вопроса о	1	1
558	себя в	4	1
559	только на	2	1
560	борьбы с	1	1
561	себя и	5	1
562	тем чтобы	3	1
563	в сознании	3	1
564	еще одну	1	1
565	является не	2	1
566	большинстве случаев	2	1
567	или даже	1	1
568	и других	1	1
569	его и	2	1
570	к мысли	1	1
571	не так	2	1
572	для него	6	1
573	и их	1	1
574	в известной	1	1
575	могло бы	1	1
576	в конце	3	1
577	не для	1	1
578	тому же	1	1
579	мы можем	2	1
580	случаев это	1	1
581	от всякого	1	1
582	к той	2	1
583	от того	4	1
584	и вместе	2	1
585	в других	2	1
586	же это	1	1
587	с общим	1	1
588	связан с	1	1
589	влияние на	1	1
590	совершенно ином	1	1
591	как же	1	1
592	происходит при	1	1
593	русской культуры	2	1
594	в россии	6	1
595	что для	3	1
596	не нужна	2	1
597	ничем не	1	1
598	без особых	1	1
599	в некоторых	2	1
600	здесь дело	1	1
601	и культур	1	1
602	а главное	1	1
603	зависит от	2	1
604	однако и	1	1
605	человеческой жизни	1	1
606	отнюдь не	7	1
607	не подлежит	2	1
608	в одно	1	1
609	работу по	1	1
610	но как	1	1
611	в лоно	1	1
612	понимание и	1	1
613	эта идея	1	1
614	к его	1	1
615	чтобы мы	1	1
616	в европе	1	1
617	к такому	2	1
618	данный момент	1	1
619	по своему	1	1
620	ведь даже	1	1
621	применении к	1	1
622	вкусов и	1	1
623	быть как	1	1
624	самого себя	7	1
625	содержат в	1	1
626	для человека	1	1
627	да и	3	1
628	наконец и	1	1
629	где это	1	1
630	какие же	1	1
631	сейчас же	1	1
632	его в	4	1
633	является для	1	1
634	ряду с	1	1
635	своей жизни	1	1
636	только для	2	1
637	и таким	1	1
638	в начале	2	1
639	но для	2	1
640	говорить что	1	1
641	к другим	1	1
642	культура для	1	1
643	к вопросу	4	1
644	с большой	1	1
645	и надо	1	1
646	отношениях к	1	1
647	основании что	1	1
648	недавнего времени	1	1
649	том виде	1	1
650	может но	1	1
651	которая в	1	1
652	вступила в	1	1
653	главным образом	3	1
654	с понятием	1	1
655	в истинности	1	1
656	отношении к	2	1
657	к соглашению	1	1
658	жизни в	5	1
659	всюду где	1	1
660	же будет	1	1
661	возможно лишь	4	1
662	лишь тогда	1	1
663	совершенно не	2	1
664	культуры в	3	1
665	есть и	2	1
666	жизни и	4	1
667	случае если	3	1
668	в своих	6	1
669	свою задачу	2	1
670	к этому	1	1
671	точно так	2	1
672	все что	4	1
