N	2gram	Vygotskiy__3	SlovoVZh
213	но этот	1	2
214	могут быть	5	2
215	же самое	1	2
216	что в	17	2
217	как на	2	2
218	не есть	3	2
219	к этому	3	2
220	с действительным	1	1
221	и это	4	1
222	ту же	1	1
223	например в	1	1
224	речью со	1	1
225	же как	6	1
226	как мы	8	1
227	совпадают с	4	1
228	с ее	5	1
229	сам по	1	1
230	свою очередь	2	1
231	задачи в	1	1
232	на основе	22	1
233	совершенно ясно	2	1
234	суждений и	1	1
235	характер и	1	1
236	каждая вещь	1	1
237	тем же	4	1
238	из трех	1	1
239	определить как	1	1
240	с первого	1	1
241	с самого	6	1
242	то время	4	1
243	из его	1	1
244	речи человека	1	1
245	высшей степени	6	1
246	с таким	1	1
247	определяется в	1	1
248	по аналогии	1	1
249	можно было	6	1
250	абстракции которые	1	1
251	мы уже	5	1
252	а этот	1	1
253	которая только	1	1
254	себе как	1	1
255	часто в	2	1
256	близости друг	1	1
257	та же	1	1
258	что уже	1	1
259	является в	3	1
260	для этого	2	1
261	к другу	1	1
262	на себя	2	1
263	сводится к	1	1
264	и он	1	1
265	слово не	1	1
266	нашей работы	1	1
267	за пределами	1	1
268	но при	1	1
269	что каждый	2	1
270	и который	1	1
271	столь же	7	1
272	аналогии с	1	1
273	в значительной	1	1
274	нам придется	1	1
275	во всех	1	1
276	вопросу о	1	1
277	и во	2	1
278	в конечном	1	1
279	то мы	1	1
280	ранних ступенях	1	1
281	не требует	1	1
282	друг к	1	1
283	то в	3	1
284	от его	1	1
285	он употребляет	1	1
286	менее всего	1	1
287	слову в	1	1
288	отметить что	1	1
289	в структуру	4	1
290	что они	10	1
291	они действительно	1	1
292	именно в	5	1
293	сама по	1	1
294	остается при	1	1
295	слов и	5	1
296	опирается на	1	1
297	так называемая	4	1
298	предполагает в	1	1
299	как например	1	1
300	предметы и	1	1
301	на которой	1	1
302	оно возникает	2	1
303	все остальные	2	1
304	перед нами	10	1
305	хотя и	2	1
306	и понимания	1	1
307	тот же	2	1
308	мы увидим	4	1
309	более или	1	1
310	следующим образом	1	1
311	увидим что	1	1
312	его место	1	1
313	первого же	1	1
314	внутренней речью	3	1
315	по мнению	1	1
316	тому как	2	1
317	отношения между	5	1
318	что нам	1	1
319	что это	5	1
320	в целом	13	1
321	формы в	3	1
322	если мы	3	1
323	более подробно	1	1
324	где они	2	1
325	думать что	1	1
326	остается места	1	1
327	есть в	1	1
328	им в	3	1
329	не можем	3	1
330	так можно	1	1
331	во многих	1	1
332	в большинстве	1	1
333	обоих этих	1	1
334	в виде	3	1
335	не исчерпывает	1	1
336	что она	5	1
337	слова не	2	1
338	или даже	1	1
339	при помощи	1	1
340	и обратно	1	1
341	она становится	1	1
342	одно из	1	1
343	и их	3	1
344	всяком случае	4	1
345	не как	3	1
346	в одном	2	1
347	не совпадают	1	1
348	вовсе не	1	1
349	ни были	1	1
350	ничего общего	3	1
351	друг друга	4	1
352	как его	1	1
353	дело и	1	1
354	у него	1	1
355	из нее	2	1
356	речь и	4	1
357	подобно тому	1	1
358	на этом	3	1
359	каждый элемент	1	1
360	помощью которой	2	1
361	значительной степени	1	1
362	что является	2	1
363	оно является	3	1
364	том же	1	1
365	бы это	1	1
366	здесь мы	2	1
367	и только	2	1
368	что все	1	1
369	этой задачи	2	1
370	в другом	1	1
371	без того	1	1
372	обстоятельство как	1	1
373	выходит за	1	1
374	оно становится	2	1
375	этого основного	1	1
376	зрения на	2	1
377	должно быть	2	1
378	входит в	5	1
379	и которые	3	1
380	внешней речи	6	1
381	было бы	10	1
382	речи а	1	1
383	к которому	3	1
384	не совпадает	1	1
385	этом смысле	2	1
386	уже сказано	5	1
387	отношение его	1	1
388	входящего в	1	1
389	и тем	1	1
390	окружающей его	1	1
391	что для	1	1
392	его социальная	1	1
393	говорит о	1	1
394	для них	1	1
395	от нее	4	1
396	между говорящими	2	1
397	а с	3	1
398	остается еще	1	1
399	все равно	1	1
400	и самый	1	1
401	не на	1	1
402	в ее	1	1
403	в слове	1	1
404	он имеет	2	1
405	которой он	1	1
406	несмотря на	1	1
407	они являются	2	1
408	человек но	1	1
409	так называемый	1	1
410	на эту	1	1
411	и свободно	1	1
412	в изучении	2	1
413	же не	1	1
414	и того	4	1
415	остается в	1	1
416	со всей	2	1
417	восприятия и	1	1
418	и становится	1	1
419	мы видели	6	1
420	или менее	3	1
421	все элементы	1	1
422	все более	2	1
423	вступает в	2	1
424	но если	1	1
425	в частности	4	1
426	на который	1	1
427	все основные	1	1
428	нас не	1	1
429	это делает	1	1
430	всего тем	1	1
431	относятся к	2	1
432	одним и	2	1
433	что всякий	1	1
434	к одному	5	1
435	социальная среда	1	1
436	степени не	1	1
437	не могут	4	1
438	так мы	2	1
439	чем мы	1	1
440	является еще	1	1
441	недостаточны для	1	1
442	и другого	2	1
443	наряду с	3	1
444	однако он	1	1
445	процесса а	1	1
446	формы является	1	1
447	тем кто	1	1
448	и продуктивного	1	1
449	этих моментов	2	1
450	которые в	3	1
451	определяют и	2	1
452	всегда имеет	1	1
453	сами по	3	1
454	отношении он	1	1
455	одному и	1	1
456	знак равенства	1	1
457	моментов в	2	1
458	ним в	1	1
459	и почти	1	1
460	и менее	1	1
461	речи так	1	1
462	с так	1	1
463	мы таким	1	1
464	другие области	1	1
465	и тому	1	1
466	степень его	1	1
467	по мере	1	1
468	от чисто	1	1
469	между людьми	1	1
470	в так	1	1
471	в высшей	6	1
472	точно и	1	1
473	слово к	1	1
474	в смысле	4	1
475	чисто словесного	1	1
476	самого начала	6	1
477	это последнее	1	1
478	к вопросу	1	1
479	более и	1	1
480	и остается	1	1
481	не является	8	1
482	в основе	16	1
483	время как	4	1
484	сущности как	1	1
485	опираться на	1	1
486	того чтобы	8	1
487	и форму	1	1
488	лицо и	1	1
489	для всего	2	1
490	это мы	2	1
491	имеет дело	2	1
492	в результате	3	1
493	которой можно	2	1
494	чрезвычайно важным	1	1
495	чтобы убедиться	1	1
496	только и	1	1
497	в качестве	12	1
498	речи с	1	1
499	имеем дело	2	1
500	слова как	1	1
501	моментов которые	1	1
502	от него	1	1
503	полагать что	1	1
504	и связи	1	1
505	мы должны	6	1
506	по своей	7	1
507	дана в	1	1
508	же этот	1	1
509	а лишь	1	1
510	связи с	9	1
511	следует отметить	1	1
512	в свою	3	1
513	эти три	1	1
514	общения со	1	1
515	без слов	2	1
516	входят в	1	1
517	уже и	1	1
518	этом отношении	3	1
519	и делает	1	1
520	в области	7	1
521	образом не	2	1
522	больше того	1	1
523	с ней	3	1
524	у нас	1	1
525	виду не	1	1
526	и оно	1	1
527	тем это	1	1
528	является то	7	1
529	поэтому не	1	1
530	или иного	2	1
531	которые может	1	1
532	в окончательном	1	1
533	включает в	2	1
534	что оно	4	1
535	к другим	2	1
536	его значение	1	1
537	мы могли	9	1
538	и эта	2	1
539	каждое слово	1	1
540	в таком	2	1
541	во всяком	4	1
542	к тому	4	1
