N	2gram	Tiupa_Disk_1	Problemy
155	в отличие	5	3
156	не как	4	3
157	образом и	1	3
158	войти в	1	3
159	дело в	1	3
160	но здесь	1	3
161	по своей	11	3
162	на него	1	3
163	не могут	1	3
164	числе и	2	3
165	с ее	2	3
166	но при	3	3
167	чужой речи	1	3
168	чем у	1	3
169	если бы	1	3
170	и т.д	4	3
171	и что	2	3
172	в различных	2	3
173	и во	2	3
174	в формах	1	3
175	отличается от	2	3
176	себя в	2	3
177	только на	1	3
178	в конце	1	3
179	что и	3	3
180	тем что	3	3
181	их поведение	1	3
182	и даже	3	3
183	с другой	10	3
184	себя и	1	3
185	более того	2	3
186	с помощью	1	3
187	что же	2	3
188	но для	1	3
189	другой стороны	3	3
190	того же	3	3
191	героя в	2	3
192	и другие	1	3
193	отношения к	2	2
194	и должны	1	2
195	он ничего	1	2
196	а как	1	2
197	вопрос о	1	2
198	из своих	1	2
199	меньшей степени	1	2
200	он сам	1	2
201	если в	1	2
202	слову в	1	2
203	нет и	1	2
204	в одной	3	2
205	не входят	1	2
206	в особом	2	2
207	с этим	3	2
208	стороны и	2	2
209	когда он	2	2
210	целый ряд	2	2
211	и как	6	2
212	не было	7	2
213	его к	1	2
214	зрения как	1	2
215	от этого	1	2
216	не хочет	1	2
217	бы и	1	2
218	время и	1	2
219	на том	2	2
220	свое время	1	2
221	и по	2	2
222	но все	1	2
223	об этом	2	2
224	высказывания и	2	2
225	самим собой	1	2
226	на все	1	2
227	лишь в	4	2
228	хотя бы	3	2
229	от одного	1	2
230	может стать	1	2
231	на почве	1	2
232	этом смысле	1	2
233	и тем	2	2
234	к области	2	2
235	и само	1	2
236	строгом смысле	1	2
237	автора и	1	2
238	что такое	1	2
239	нами два	1	2
240	себе а	1	2
241	в которых	4	2
242	мысли и	2	2
243	не менее	2	2
244	которые в	1	2
245	не могли	1	2
246	но она	1	2
247	не могло	2	2
248	своей природе	2	2
249	отношении к	1	2
250	и является	1	2
251	то и	1	2
252	возможности но	1	2
253	могут быть	4	2
254	нашего рассмотрения	1	2
255	к тому	5	2
256	той или	3	2
257	указывает на	2	2
258	языка и	2	2
259	в произведении	3	2
260	в другом	2	2
261	те же	1	2
262	времени и	3	2
263	живет в	1	2
264	в плоскости	1	2
265	из одного	1	2
266	быть ни	1	2
267	между тем	4	2
268	в античной	2	2
269	здесь в	2	2
270	для определенного	1	2
271	большей или	2	2
272	и одновременно	2	2
273	к различным	2	2
274	том или	1	2
275	отчасти и	1	2
276	он уже	1	2
277	человека эта	1	2
278	принадлежащих к	2	2
279	слова не	1	2
280	их как	1	2
281	для него	4	2
282	в известной	1	2
283	сами по	2	2
284	даже к	1	2
285	а в	5	2
286	о которых	1	2
287	всегда строится	1	2
288	или иной	5	2
289	или меньшей	2	2
290	в рассказе	2	2
291	его как	2	2
292	что так	1	2
293	в одно	1	2
294	вместе с	1	2
295	в строгом	3	2
296	в данном	5	2
297	если оно	1	2
298	для понимания	2	2
299	этого слова	1	2
300	утверждение о	1	2
301	и различные	1	2
302	при всем	1	2
303	и времени	1	2
304	речи как	2	2
305	в результате	1	2
306	о котором	2	2
307	в большей	1	2
308	в системе	1	2
309	здесь только	1	2
310	сказать что	3	2
311	в свое	1	2
312	к другим	2	2
313	значение в	1	2
314	во всяком	2	2
315	они не	2	2
316	в обычном	1	1
317	повестях белкина	1	1
318	чтобы не	1	1
319	и то	1	1
320	этом пункте	1	1
321	на самом	1	1
322	в чужой	1	1
323	значение однако	1	1
324	и есть	2	1
325	здесь возможны	1	1
326	по преимуществу	1	1
327	смерть в	1	1
328	видеть в	1	1
329	обойтись без	1	1
330	в повестях	1	1
331	собой как	1	1
332	катарсиса в	1	1
333	интересуют в	1	1
334	их к	1	1
335	предмет металингвистики	1	1
336	высказывания в	6	1
337	ибо стиль	1	1
338	совпадает с	2	1
339	принадлежит к	1	1
340	не вполне	1	1
341	и временную	1	1
342	из того	1	1
343	первого и	2	1
344	события на	1	1
345	в каждой	3	1
346	в xix	1	1
347	ни даже	1	1
348	и сами	1	1
349	между собой	2	1
350	от своей	1	1
351	события в	2	1
352	в нашем	1	1
353	иного рода	1	1
354	как правило	4	1
355	различия между	3	1
356	за сценой	1	1
357	могло быть	1	1
358	но как	2	1
359	а только	1	1
360	в новом	2	1
361	он пишет	1	1
362	рассказчика в	1	1
363	своей жанровой	1	1
364	форме и	1	1
365	характер и	2	1
366	приходит на	1	1
367	вследствие чего	1	1
368	из уст	2	1
369	речи но	1	1
370	как к	2	1
371	просто как	1	1
372	не являются	1	1
373	и художественного	1	1
374	всего как	1	1
375	себе не	3	1
376	в словаре	1	1
377	и пространства	1	1
378	со своей	1	1
379	времени как	1	1
380	ситуации в	1	1
381	точкой зрения	2	1
382	из жизни	3	1
383	что это	1	1
384	в целом	4	1
385	без учета	1	1
386	следы и	1	1
387	имеет громадное	1	1
388	учение о	1	1
389	собственному слову	1	1
390	рассказ о	1	1
391	с их	1	1
392	единство высказывания	1	1
393	тому же	5	1
394	из его	1	1
395	на его	4	1
396	что она	1	1
397	в ее	3	1
398	она еще	1	1
399	человек не	1	1
400	они в	1	1
401	или иному	1	1
402	однако он	1	1
403	в силу	5	1
404	в первом	3	1
405	новое и	1	1
406	характер в	1	1
407	к собственному	1	1
408	i в	1	1
409	одно и	1	1
410	дистанцию между	1	1
411	этом он	1	1
412	двумя пределами	1	1
413	а по	2	1
414	говорить не	1	1
415	речью и	1	1
416	выходит за	1	1
417	которая как	1	1
418	и мы	1	1
419	оно стремится	1	1
420	не соответствует	1	1
421	произведении и	1	1
422	типа действительно	1	1
423	в них	4	1
424	полифонического романа	1	1
425	их взаимоотношения	1	1
426	на металингвистику	1	1
427	не всегда	2	1
428	несмотря на	1	1
429	в научной	1	1
430	во время	1	1
431	бы на	1	1
432	во второй	1	1
433	или точнее	1	1
434	не становится	1	1
435	одним и	1	1
436	установки и	1	1
437	что вся	1	1
438	не столько	1	1
439	что до	1	1
440	оно живет	1	1
441	нельзя понять	1	1
442	смысле а	1	1
443	что было	1	1
444	тем самым	1	1
445	возможно только	2	1
446	однако в	3	1
447	где нет	1	1
448	не должна	1	1
449	все но	1	1
450	для разработки	1	1
451	и вся	1	1
452	то с	2	1
453	начиная от	1	1
454	вплоть до	1	1
455	но они	2	1
456	в пиковой	1	1
457	виду что	1	1
458	самого начала	1	1
459	дело не	2	1
460	и притом	1	1
461	как его	2	1
462	уст в	1	1
463	достигает своего	1	1
464	о них	1	1
465	но только	1	1
466	для всего	1	1
467	только его	1	1
468	и без	2	1
469	таково слово	1	1
470	речи не	1	1
471	определяющие особенности	1	1
472	пиковой даме	1	1
473	xix веке	1	1
474	пространственную и	1	1
475	связи с	4	1
476	как будто	1	1
477	героя а	1	1
478	их по	1	1
479	что на	1	1
480	в области	1	1
481	формы для	1	1
482	есть к	1	1
483	настоящего времени	1	1
484	такие же	1	1
485	интонации и	1	1
486	когда мы	1	1
487	лежит в	1	1
488	человека в	2	1
489	глубокое и	1	1
490	должны быть	3	1
491	всего в	1	1
492	значительной степени	2	1
493	с авторской	1	1
494	и другим	1	1
495	здесь они	1	1
496	его с	1	1
497	частной жизни	2	1
498	они и	3	1
499	все еще	1	1
500	но сама	1	1
501	не делает	1	1
502	предмет о	1	1
503	не всякая	1	1
504	как не	3	1
505	данном случае	2	1
506	здесь также	1	1
507	и диалогические	1	1
508	и стали	1	1
509	с самого	1	1
510	сознания с	1	1
511	роль в	7	1
512	своей речи	1	1
513	быть еще	1	1
514	не с	3	1
515	а порой	1	1
516	письмо как	1	1
517	еще в	3	1
518	его разновидностях	1	1
519	поэтому в	1	1
520	в эпоху	5	1
521	и вообще	2	1
522	с человеком	2	1
523	в позднейшем	1	1
524	типа но	1	1
525	не был	1	1
526	и герой	2	1
527	при наличии	1	1
528	чего она	1	1
529	этом последнем	1	1
530	среди всех	1	1
531	или на	3	1
532	один голос	1	1
533	на что	1	1
534	в значительной	2	1
535	авторства могут	1	1
536	определение и	1	1
537	она здесь	2	1
538	как жанр	3	1
539	во втором	4	1
540	этого высказывания	1	1
541	отметить что	1	1
542	и брань	1	1
543	наконец в	1	1
544	и существенно	1	1
545	в литературе	2	1
546	быть и	1	1
547	сюда же	1	1
548	лишь часть	1	1
549	один из	3	1
550	всей нашей	1	1
551	целое в	1	1
552	определенную позицию	1	1
553	в какой	2	1
554	для себя	4	1
555	в литературу	2	1
556	приходит в	1	1
557	точка зрения	2	1
558	в уста	1	1
559	к словесному	1	1
560	с одной	9	1
561	со всеми	1	1
562	вопроса о	1	1
563	ее а	1	1
564	можно определить	2	1
565	чужого высказывания	1	1
566	его и	1	1
567	к своим	1	1
568	всяком случае	1	1
569	в прозе	1	1
570	и также	1	1
571	как их	2	1
572	при всей	3	1
573	не о	1	1
574	может служить	1	1
575	не сводятся	1	1
576	как точка	1	1
577	реплики в	1	1
578	автора как	1	1
579	дистанцию по	1	1
580	для художественного	2	1
581	и побуждает	1	1
582	быть сведено	1	1
583	мы обратимся	1	1
584	никого не	2	1
585	жизни в	2	1
586	из двух	2	1
587	одной стороны	9	1
588	со стороны	7	1
589	даже не	1	1
590	с другим	1	1
591	оно лишь	1	1
592	его себе	1	1
593	не обязательно	4	1
594	именно в	3	1
595	по своим	4	1
596	а именно	1	1
597	в каких	1	1
598	к которому	2	1
599	уходит в	1	1
600	было и	1	1
601	а с	5	1
602	и др	2	1
603	что не	4	1
604	своих границ	1	1
605	отношения в	1	1
606	точке зрения	1	1
607	данного высказывания	1	1
608	в соответствии	2	1
609	связано с	1	1
610	этот термин	1	1
611	с жанровой	1	1
612	в любой	1	1
613	линии развития	1	1
614	ничем не	1	1
615	не на	1	1
616	для подтверждения	1	1
617	однако и	2	1
618	здесь имеет	1	1
619	в связи	1	1
620	в сторону	4	1
621	к лицу	1	1
622	свою речь	1	1
623	сама является	1	1
624	и речью	1	1
625	конкретном случае	1	1
626	к устному	2	1
627	до этого	1	1
628	и потому	3	1
629	как это	1	1
630	он ее	1	1
631	автора в	2	1
632	до настоящего	1	1
633	в речах	1	1
634	лицом к	1	1
635	принадлежащий к	1	1
636	с некоторыми	2	1
637	лежат в	1	1
638	в тех	2	1
639	данного типа	1	1
640	в форме	2	1
641	романе достоевского	1	1
642	и другой	1	1
643	как целое	1	1
644	что служит	1	1
645	этом случае	1	1
646	отношения говорящего	3	1
647	конкретное высказывание	1	1
648	свой диапазон	1	1
649	о мире	1	1
650	на слово	1	1
651	в книге	1	1
652	известной степени	2	1
653	высказывания два	1	1
654	не имея	2	1
655	что делает	2	1
656	котором он	2	1
657	своей собственной	2	1
658	а к	1	1
659	себя самого	1	1
660	но зато	2	1
661	я в	1	1
662	сводятся к	1	1
663	могли быть	1	1
664	не есть	2	1
665	в свою	3	1
666	личности и	1	1
667	с ней	1	1
668	отношением к	1	1
669	на более	1	1
670	в частности	9	1
671	высказывания по	1	1
672	говорящего к	3	1
673	одновременно и	2	1
674	в своих	3	1
675	это в	2	1
676	который не	1	1
677	к этому	2	1
678	им и	1	1
679	в таком	1	1
680	в роли	1	1
