N	2gram	Bakhtin_Fr_1	UchenyiS
199	лучше и	1	1
200	иначе в	1	1
201	и вся	1	1
202	его как	1	1
203	она не	1	1
204	его эстетической	1	1
205	еще раз	2	1
206	у стерна	3	1
207	его на	2	1
208	большей или	4	1
209	в своем	8	1
210	что с	1	1
211	как нам	1	1
212	но для	3	1
213	в большей	5	1
214	единственным героем	1	1
215	и все	5	1
216	вне его	1	1
217	и барокко	1	1
218	функции как	1	1
219	как таковое	1	1
220	есть ли	1	1
221	и действительно	1	1
222	частности с	1	1
223	в изобразительном	1	1
224	связаны и	1	1
225	в которой	1	1
226	бы ни	2	1
227	не было	1	1
228	он в	1	1
229	с одной	2	1
230	значимость и	1	1
231	с которыми	1	1
232	но именно	1	1
233	без этого	1	1
234	приобретает характер	1	1
235	в известном	1	1
236	главное же	1	1
237	что по	1	1
238	литературы в	2	1
239	уже не	3	1
240	творчество и	1	1
241	далеко не	3	1
242	имеем в	1	1
243	то и	1	1
244	же в	2	1
245	они находятся	1	1
246	в процессе	2	1
247	широком смысле	1	1
248	и искусства	4	1
249	что было	1	1
250	в нем	13	1
251	связанные с	1	1
252	или даже	2	1
253	с другом	1	1
254	он не	2	1
255	где бы	1	1
256	о которой	1	1
257	сказать что	6	1
258	они в	2	1
259	одно из	6	1
260	он называет	2	1
261	и так	2	1
262	он и	3	1
263	этот процесс	1	1
264	и материал	1	1
265	в современном	1	1
266	до предела	1	1
267	не для	2	1
268	в свое	2	1
269	но он	1	1
270	у него	1	1
271	и содержательность	1	1
272	и эстетики	1	1
273	о необходимости	2	1
274	и эта	3	1
275	это в	4	1
276	по-разному и	1	1
277	что при	1	1
278	к этому	1	1
279	что в	3	1
280	в таком	2	1
281	все что	1	1
282	резких и	1	1
