N	2gram	Kanaev_Sov_1	Problema
170	разобраться в	1	2
171	чем отличается	1	2
172	нет в	1	2
173	между собой	3	2
174	иное как	1	2
175	нет и	4	2
176	всю эту	1	2
177	является только	1	2
178	стороны и	1	2
179	все же	3	2
180	что это	2	2
181	ни одна	2	2
182	в известном	1	2
183	только один	2	2
184	на его	2	2
185	он не	1	2
186	в корне	1	2
187	с ее	1	2
188	не будет	1	2
189	и может	1	2
190	на этой	3	2
191	его в	1	2
192	весь мир	1	2
193	для них	1	2
194	этого не	1	2
195	как угодно	2	2
196	и тогда	1	2
197	она в	1	2
198	но эта	1	2
199	не будем	2	2
200	при условии	1	2
201	того же	1	2
202	но они	1	2
203	в обоих	1	2
204	дело в	1	2
205	но только	1	2
206	он с	1	2
207	и по	2	2
208	для его	2	2
209	и это	1	2
210	одном случае	1	2
211	под руководством	1	2
212	в совершенно	1	2
213	только так	2	2
214	и что	2	2
215	с его	1	2
216	в два	3	2
217	вся эта	1	2
218	уже чисто	1	2
219	том как	1	2
220	тот же	2	2
221	то он	1	2
222	тот или	2	2
223	со всеми	2	2
224	только на	1	2
225	функций в	1	2
226	сами по	1	2
227	в конце	3	2
228	не думаем	1	2
229	в самом	2	2
230	и прежде	1	2
231	что иное	1	2
232	виде и	1	2
233	все время	1	2
234	xix века	1	2
235	другое дело	1	2
236	еще более	2	2
237	ни было	1	2
238	жизни в	1	2
239	не что	1	2
240	а может	1	2
241	можно назвать	2	2
242	и наиболее	1	1
243	новое время	1	1
244	как известно	2	1
245	можно говорить	1	1
246	с жизнью	1	1
247	человека и	1	1
248	чего же	1	1
249	ним или	1	1
250	своими собственными	1	1
251	жизни мы	2	1
252	тем же	2	1
253	случае только	1	1
254	к другому	1	1
255	и до	1	1
256	входящих в	1	1
257	них это	1	1
258	что вся	1	1
259	элементы и	1	1
260	же как	1	1
261	вопрос о	4	1
262	именно к	1	1
263	на них	1	1
264	бы то	1	1
265	и значит	1	1
266	совсем не	1	1
267	мы будем	1	1
268	и все-таки	1	1
269	если в	1	1
270	под ногами	1	1
271	в гости	1	1
272	на какое-нибудь	1	1
273	как всякая	1	1
274	в действительности	1	1
275	в этот	1	1
276	на какой	1	1
277	для науки	1	1
278	в целом	4	1
279	он в	3	1
280	из этих	2	1
281	более в	1	1
282	и пространства	2	1
283	остановиться на	1	1
284	структур но	1	1
285	и те	1	1
286	но ведь	1	1
287	как он	3	1
288	в наших	3	1
289	какую бы	1	1
290	и еще	1	1
291	никакому сомнению	1	1
292	а потом	1	1
293	объяснения всех	1	1
294	поскольку она	1	1
295	то ни	2	1
296	категорический ответ	1	1
297	жизни вообще	1	1
298	своя собственная	1	1
299	развиваться дальше	1	1
300	отличать от	1	1
301	то само	1	1
302	к области	1	1
303	но уже	1	1
304	рядом с	1	1
305	если понимать	1	1
306	всегда и	1	1
307	жизни но	1	1
308	чем в	1	1
309	должно быть	1	1
310	и при	1	1
311	становится его	1	1
312	в такой	1	1
313	момент времени	3	1
314	мы называем	3	1
315	то его	1	1
316	что при	2	1
317	от его	1	1
318	когда и	1	1
319	для объяснения	1	1
320	лишено всякой	1	1
321	поэтому в	1	1
322	которые в	1	1
323	бы так	1	1
324	с бесконечным	1	1
325	так называемое	1	1
326	в своих	1	1
327	что эта	1	1
328	и вся	1	1
329	раз и	1	1
330	этой области	1	1
331	человек и	1	1
332	дело если	1	1
333	самого начала	3	1
334	но что	1	1
335	у него	2	1
336	никогда не	1	1
337	красоты в	1	1
338	ничего не	6	1
339	жизни не	1	1
340	это то	1	1
341	или как	1	1
342	же процесс	1	1
343	с новой	1	1
344	ничто не	1	1
345	тем легче	1	1
346	можно взять	1	1
347	в будущем	1	1
348	все данное	1	1
349	не могут	2	1
350	могут быть	2	1
351	что уже	1	1
352	в каждом	8	1
353	первом же	1	1
354	если же	2	1
355	диалектического материализма	1	1
356	что все	2	1
357	свою очередь	2	1
358	с самого	3	1
359	с понятием	1	1
360	всего человек	1	1
361	когда в	1	1
362	действительно если	1	1
363	это только	1	1
364	что дело	1	1
365	мы в	1	1
366	почти у	1	1
367	все-таки в	1	1
368	же необходимо	1	1
369	настоящее время	2	1
370	одного из	1	1
371	все его	1	1
372	может не	3	1
373	себе очень	1	1
374	этих двух	2	1
375	в которую	2	1
376	только своей	1	1
377	живых существ	1	1
378	ним и	1	1
379	природы и	1	1
380	вообще и	1	1
381	которая и	1	1
382	по своим	1	1
383	в самый	1	1
384	развития но	2	1
385	быть и	2	1
386	известном смысле	1	1
387	на которой	1	1
388	мы видим	2	1
389	и критика	1	1
390	этого можно	1	1
391	не сказано	1	1
392	собой но	1	1
393	по мнению	2	1
394	с одной	2	1
395	да еще	1	1
396	и у	1	1
397	ни одного	1	1
398	термин этот	1	1
399	в живом	2	1
400	нам представляются	1	1
401	ведь это	3	1
402	не случайно	1	1
403	бы все	1	1
404	ее на	2	1
405	из двух	3	1
406	развития в	2	1
407	подлежит никакому	1	1
408	до сих	1	1
409	нельзя сказать	1	1
410	бы эти	1	1
411	такое же	1	1
412	нужно сказать	1	1
413	бы ее	1	1
414	на эту	1	1
415	для их	1	1
416	современная наука	1	1
417	необходимости возникновения	1	1
418	не давая	1	1
419	и особенно	1	1
420	к вечеру	1	1
421	и красота	1	1
422	одной стороны	1	1
423	что же	5	1
424	явления то	1	1
425	в очень	1	1
426	с необходимостью	3	1
427	и нет	1	1
428	сих пор	1	1
429	ряд в	1	1
430	но для	1	1
431	случае он	1	1
432	новой силой	1	1
433	не знаем	2	1
434	уже на	1	1
435	не подлежит	3	1
436	в настоящее	2	1
437	но отнюдь	1	1
438	развития и	1	1
439	себя самого	1	1
440	в третьем	2	1
441	так называемых	3	1
442	наконец все	1	1
443	не дает	2	1
444	наконец не	2	1
445	между ними	1	1
446	не знает	1	1
447	природы не	1	1
448	определяет собою	1	1
449	ведь именно	1	1
450	но можно	1	1
451	равно как	1	1
452	в свою	2	1
453	это просто	1	1
454	мере в	1	1
455	только о	1	1
456	есть то	1	1
457	в заключение	1	1
458	строится эта	1	1
