N	2gram	Savitsky_P_1	Dialekti
251	и еще	1	1
252	не к	2	1
253	от нее	1	1
254	что все	1	1
255	главным образом	2	1
256	и менее	1	1
257	везде и	1	1
258	этом смысле	1	1
259	и тем	2	1
260	о личности	1	1
261	в них	2	1
262	далеко не	1	1
263	душа и	1	1
264	ибо только	1	1
265	когда в	1	1
266	в эту	2	1
267	но до	1	1
268	от первой	1	1
269	и понятиях	1	1
270	и ее	1	1
271	в котором	4	1
272	который конечно	1	1
273	понять в	1	1
274	знаем что	1	1
275	бы мы	1	1
276	не будем	2	1
277	творчества и	2	1
278	друг другу	2	1
279	теми же	1	1
280	в древней	1	1
281	и очень	1	1
282	что эта	1	1
283	лиц и	1	1
284	исторического бытия	1	1
285	есть прежде	1	1
286	идти в	1	1
287	нем в	1	1
288	и всегда	1	1
289	пространство в	1	1
290	она ни	2	1
291	одна из	2	1
292	к небу	1	1
293	два различных	1	1
294	и теперь	1	1
295	с другом	1	1
296	и другим	1	1
297	мы отнюдь	1	1
298	слова о	1	1
299	должен быть	1	1
300	к жизни	1	1
301	сохранить и	1	1
302	и о	5	1
303	вечности и	1	1
304	были бы	1	1
305	в собственном	1	1
306	в позднем	1	1
307	мысль о	2	1
308	стремиться к	1	1
309	чтобы дать	1	1
310	на нее	1	1
311	за то	1	1
312	те же	1	1
313	как таковую	1	1
314	еще в	1	1
315	и на	1	1
316	какой она	1	1
317	по сравнению	2	1
318	быть может	6	1
319	и здесь	1	1
320	ли или	1	1
321	она всегда	1	1
322	оно ни	1	1
323	частях своих	1	1
324	в которую	2	1
325	науке и	1	1
326	чем говорить	1	1
327	во всей	2	1
328	пор пока	1	1
329	них в	1	1
330	все существующее	1	1
331	глаза на	1	1
332	эти последние	1	1
333	существенно и	1	1
334	время в	2	1
335	обе эти	1	1
336	тот же	3	1
337	жизни она	1	1
338	именно о	1	1
339	не имеет	1	1
340	не являясь	1	1
341	их не	1	1
342	именно на	1	1
343	в эти	1	1
344	человека с	1	1
345	только на	1	1
346	новую и	1	1
347	и везде	1	1
348	на этих	2	1
349	эта основная	1	1
350	и наше	1	1
351	мы знаем	1	1
352	представить себе	1	1
353	говорили об	1	1
354	в прошлом	1	1
355	к ним	1	1
356	не о	2	1
357	друг друга	1	1
358	мы можем	1	1
359	широко и	1	1
360	всеми его	1	1
361	в других	1	1
362	из двух	1	1
363	или иной	1	1
364	т н	1	1
365	некотором смысле	1	1
366	и тех	1	1
367	на то	1	1
368	было и	1	1
369	– по	1	1
370	одних и	2	1
371	в живом	1	1
372	каком смысле	1	1
373	них и	1	1
374	к науке	1	1
375	и мертвых	1	1
376	одной стороны	3	1
377	из тех	1	1
378	может ли	2	1
379	уже она	1	1
380	с которым	1	1
381	в порядке	3	1
382	философской мысли	1	1
383	протекает не	1	1
384	там где	1	1
385	смысле на	1	1
386	нигде в	1	1
387	тем чтобы	1	1
388	бы оно	1	1
389	нет ничего	1	1
390	над ним	1	1
391	в церковь	1	1
392	реальность и	2	1
393	отдельности и	1	1
394	на какие	1	1
395	друг с	1	1
396	чувство и	1	1
397	не об	1	1
398	но для	1	1
399	только мы	1	1
400	тем и	1	1
401	об отношении	1	1
402	в его	2	1
403	сколько бы	2	1
404	из нее	1	1
405	пр в	1	1
406	область где	1	1
407	тем более	2	1
408	к внешнему	1	1
409	мы не	3	1
410	самосознание и	1	1
411	до тех	1	1
412	знаем и	1	1
413	факт она	1	1
414	и никому	1	1
415	в отдельности	1	1
416	который не	1	1
417	и самих	1	1
418	что то	1	1
419	видим в	1	1
420	это в	1	1
421	как на	2	1
422	и личности	1	1
423	гораздо более	1	1
