N	2gram	Medvedev_F_1	slovoVRo
309	в другом	1	2
310	одного из	1	2
311	можно сказать	1	2
312	а также	1	2
313	жизни но	2	2
314	наконец в	3	2
315	исторического развития	1	2
316	и всякое	3	2
317	в лучшем	3	2
318	предмета и	1	2
319	здесь не	3	2
320	мы видим	1	2
321	и роман	1	2
322	каждый момент	1	2
323	между тем	2	2
324	и тем	1	2
325	с которыми	1	2
326	так что	1	2
327	связи с	3	2
328	он их	1	2
329	уже не	2	2
330	если мы	2	2
331	только на	5	2
332	в виде	1	2
333	от других	1	2
334	или даже	1	2
335	в одном	2	2
336	произведения и	8	2
337	с этими	1	2
338	исторического становления	1	2
339	в другой	2	2
340	именно как	12	2
341	до сих	6	2
342	не есть	2	2
343	а с	1	2
344	романа но	1	2
345	а на	1	2
346	между этими	1	2
347	совершенно не	1	2
348	в частности	4	2
349	так же	4	2
350	его как	3	2
351	и социальных	1	2
352	и идеологической	1	2
353	быть только	1	2
354	со всею	5	2
355	должно быть	11	2
356	в контексте	1	2
357	в условиях	1	2
358	лучшем случае	3	2
359	того или	2	2
360	как раз	2	2
361	язык поэзии	2	2
362	не является	1	2
363	одна из	2	2
364	социальной группы	4	2
365	последнего времени	1	2
366	у них	3	2
367	потому что	1	2
368	ни было	2	2
369	обстоит дело	1	2
370	между ними	3	2
371	с ней	1	2
372	сказать что	1	2
373	автора в	1	2
374	или иного	3	2
375	одновременно и	1	2
376	и эта	1	2
377	к этому	1	2
378	и стилей	2	1
379	себя как	1	1
380	в замкнутой	1	1
381	его моменты	1	1
382	сохраняет свое	1	1
383	самостоятельность и	1	1
384	художественного произведения	23	1
385	и через	1	1
386	и методы	2	1
387	тех же	2	1
388	науки о	2	1
389	в данную	1	1
390	самодовлеющего и	1	1
391	между всеми	1	1
392	самый предмет	2	1
393	и есть	1	1
394	чего не	1	1
395	из самых	1	1
396	и до	5	1
397	из его	1	1
398	к особенностям	1	1
399	действительности и	3	1
400	входящих в	2	1
401	в германии	2	1
402	его не	2	1
403	со всех	1	1
404	и образования	1	1
405	что между	1	1
406	и свой	1	1
407	как из	1	1
408	место в	7	1
409	в основных	1	1
410	творчества а	1	1
411	непосредственно как	2	1
412	этого целого	1	1
413	роман как	1	1
414	но даже	1	1
415	и со	2	1
416	целого в	1	1
417	случае в	1	1
418	идеологических систем	1	1
419	всех сторон	1	1
420	ряд конкретных	1	1
421	языке в	1	1
422	литературе и	2	1
423	на их	2	1
424	заложены в	1	1
425	бы то	3	1
426	как целое	1	1
427	которая могла	1	1
428	могло быть	1	1
429	язык поэтического	2	1
430	а только	2	1
431	в сторону	1	1
432	не входит	1	1
433	в противовес	2	1
434	со всеми	3	1
435	в общем	3	1
436	менее всего	2	1
437	иногда и	1	1
438	а через	1	1
439	произведение не	1	1
440	отличие от	1	1
441	и изучены	1	1
442	или иное	1	1
443	его собственном	1	1
444	связи и	1	1
445	один и	1	1
446	характер и	1	1
447	его на	1	1
448	в конструкцию	2	1
449	произведений не	1	1
450	стороны и	4	1
451	какие бы	2	1
452	что как	1	1
453	очень трудно	1	1
454	в противном	1	1
455	целый ряд	3	1
456	разновидностей романа	1	1
457	в действительности	2	1
458	и свою	5	1
459	всякое иное	2	1
460	к конкретным	1	1
461	в этот	1	1
462	о самом	1	1
463	словом не	1	1
464	так или	1	1
465	еще далеко	1	1
466	сущности и	1	1
467	в этой	6	1
468	лингвистику и	2	1
469	на то	1	1
470	в замкнутом	4	1
471	и если	2	1
472	самых форм	1	1
473	направлено на	1	1
474	языком в	1	1
475	к миру	2	1
476	и задачи	1	1
477	единство в	2	1
478	всем своем	1	1
479	не значит	1	1
480	он должен	3	1
481	не изучены	1	1
482	пределах одного	1	1
483	к одному	1	1
484	оно должно	3	1
485	формы его	1	1
486	есть еще	1	1
487	нашего времени	1	1
488	не исчерпывают	1	1
489	особенностей и	2	1
490	какой бы	1	1
491	или иных	1	1
492	в нее	1	1
493	по аналогии	3	1
494	эта же	2	1
495	подход к	2	1
496	то ни	3	1
497	поэтому мы	1	1
498	не стать	1	1
499	не дает	2	1
500	является конечно	2	1
501	бы быть	2	1
502	этих форм	1	1
503	стилей и	1	1
504	в многообразии	1	1
505	заключается в	1	1
506	и единого	1	1
507	не умеет	1	1
508	особенно в	3	1
509	подходит к	3	1
510	из разновидностей	1	1
511	может стать	1	1
512	действительности в	2	1
513	того о	1	1
514	таких которые	1	1
515	этой работы	2	1
516	в жизни	3	1
517	и разрушить	1	1
518	включенные в	1	1
519	только одно	1	1
520	ни в	2	1
521	но уже	1	1
522	произведение как	3	1
523	исходили из	1	1
524	но вся	1	1
525	ни одной	1	1
526	он действительно	1	1
527	специфичности и	2	1
528	этого не	1	1
529	качественное своеобразие	1	1
530	самое же	1	1
531	и уже	1	1
532	среда в	3	1
533	несмотря на	1	1
534	мы видели	2	1
535	как целого	1	1
536	утверждение как	2	1
537	форма и	1	1
538	и идеологическими	1	1
539	как таковой	6	1
540	смысл и	1	1
541	места в	2	1
542	таким же	2	1
543	выработанные в	1	1
544	к истории	1	1
545	и без	1	1
546	к действительному	1	1
547	самого слова	1	1
548	своих моментах	1	1
549	не столько	1	1
550	в отличие	1	1
551	могла бы	2	1
552	бы мы	1	1
553	мире все	1	1
554	тем не	1	1
555	и более	2	1
556	произведения в	8	1
557	сама она	1	1
558	отличии от	2	1
559	ее конкретных	1	1
560	и вся	1	1
561	и разновидности	1	1
562	всякой художественной	1	1
563	от различных	1	1
564	не менее	11	1
565	поэтического произведения	3	1
566	и развивается	1	1
567	произведения это	2	1
568	самого начала	1	1
569	здесь лишь	2	1
570	мышления и	1	1
571	правда в	1	1
572	здесь на	1	1
573	с живым	1	1
574	к изучению	1	1
575	которого он	1	1
576	прошлого века	1	1
577	данную эпоху	2	1
578	но только	1	1
579	того чтобы	1	1
580	непосредственную причастность	1	1
581	только не	2	1
582	остановимся здесь	1	1
583	на котором	1	1
584	связанное с	1	1
585	только и	4	1
586	в самой	2	1
587	и лишь	2	1
588	специфический язык	1	1
589	видим что	1	1
590	по своей	1	1
591	людей и	1	1
592	во всем	2	1
593	и поэтическое	1	1
594	же он	1	1
595	этом отношении	1	1
596	сторонами действительности	1	1
597	точном смысле	1	1
598	за ними	1	1
599	без исключения	1	1
600	стиля как	1	1
601	не от	2	1
602	тем это	1	1
603	не оказать	1	1
604	и вступает	1	1
605	исходить из	4	1
606	все то	1	1
607	данного произведения	2	1
608	для литературы	1	1
609	конструкции и	2	1
610	есть только	1	1
611	во все	1	1
612	поэтом и	1	1
613	единства в	1	1
614	отличается от	3	1
615	всего в	3	1
616	и преломления	1	1
617	его с	2	1
618	ориентируется в	2	1
619	и организуются	1	1
620	мысли на	1	1
621	например на	1	1
622	но сама	1	1
623	должен быть	5	1
624	произведение должно	1	1
625	и это	2	1
626	специфическим особенностям	1	1
627	рассмотрения и	1	1
628	от произведения	2	1
629	фактором и	1	1
630	это единство	1	1
631	сторону и	1	1
632	социальное явление	2	1
633	для всего	1	1
634	с самого	1	1
635	культуры и	3	1
636	приводит к	2	1
637	не те	1	1
638	сознания с	1	1
639	социальную жизнь	1	1
640	дано в	1	1
641	и иные	1	1
642	в нескольких	1	1
643	каждого из	2	1
644	для всякого	2	1
645	как поэтическое	1	1
646	оно все	1	1
647	в чужом	2	1
648	остаться в	1	1
649	вне ее	3	1
650	жизнь и	3	1
651	своеобразие и	3	1
652	его разновидностях	1	1
653	даны в	1	1
654	создает новые	1	1
655	если бы	4	1
656	и делают	1	1
657	для этого	4	1
658	со стороны	5	1
659	громадное значение	3	1
660	смысле и	1	1
661	через этот	1	1
662	движения и	1	1
663	сводится к	3	1
664	этого языка	1	1
665	не был	1	1
666	своей книге	2	1
667	эта точка	1	1
668	как замкнутое	1	1
669	быть более	1	1
670	исследования и	2	1
671	и что	2	1
672	его жизни	1	1
673	притом в	1	1
674	характерна точка	1	1
675	иное значение	1	1
676	или на	2	1
677	образе в	1	1
678	и содержание	2	1
679	оно ни	1	1
680	как чисто	1	1
681	в различных	2	1
682	романа а	1	1
683	по их	1	1
684	как у	1	1
685	на всех	1	1
686	всей современной	1	1
687	что самое	1	1
688	смысле не	1	1
689	этих условий	1	1
690	творчества в	1	1
691	борьба с	3	1
692	на одном	1	1
693	что и	2	1
694	непосредственно в	5	1
695	в художественной	1	1
696	явления и	1	1
697	строится в	1	1
698	в литературе	5	1
699	время в	3	1
700	для самих	1	1
701	в двух	1	1
702	отражения в	1	1
703	в отрешенном	1	1
704	п в	1	1
705	через которую	1	1
706	к чисто	1	1
707	в стороне	1	1
708	а лишь	2	1
709	взаимодействием в	1	1
710	такая подмена	1	1
711	как стиль	1	1
712	или же	3	1
713	не мешает	1	1
714	жизни каждое	1	1
715	именно на	1	1
716	своего собственного	1	1
717	между отдельными	1	1
718	ведь в	1	1
719	из которого	1	1
720	сколько в	1	1
721	является замкнутым	1	1
722	ориентации в	1	1
723	при правильном	1	1
724	в душе	2	1
725	и понимание	1	1
726	на чужой	1	1
727	произведения которое	1	1
728	и их	10	1
729	и художественно	1	1
730	в первый	1	1
731	у нее	1	1
732	но что	1	1
733	только с	1	1
734	чтобы не	2	1
735	от того	2	1
736	его исторического	2	1
737	эти конкретные	1	1
738	самом же	1	1
739	ближайшим образом	4	1
740	в форме	1	1
741	отдаленным и	1	1
742	эти формы	1	1
743	нет и	2	1
744	же деле	1	1
745	на лингвистику	1	1
746	со всем	3	1
747	социальная жизнь	2	1
748	предмет изображения	1	1
749	влияние на	3	1
750	последнем счете	1	1
751	романа например	1	1
752	или иначе	2	1
753	введенного в	1	1
754	это основное	1	1
755	эти две	1	1
756	определенные формы	1	1
757	в ряде	1	1
758	здесь эта	1	1
759	литературное произведение	10	1
760	что не	1	1
761	социальной жизни	11	1
762	что для	1	1
763	предмет и	1	1
764	его из	1	1
765	противном случае	1	1
766	эти идеи	1	1
767	них и	1	1
768	индивидуального сознания	1	1
769	ничем не	3	1
770	и самый	2	1
771	в отвлечении	1	1
772	слове в	1	1
773	однако и	1	1
774	изображения в	1	1
775	идет уже	1	1
776	этим определяются	1	1
777	весь его	1	1
778	мы остановимся	1	1
779	произведение в	3	1
780	оценки и	1	1
781	должно исходить	1	1
782	мира в	2	1
783	он и	1	1
784	только теперь	1	1
785	отвлечении от	1	1
786	с помощью	3	1
787	эти особенности	1	1
788	быть адекватно	1	1
789	п на	1	1
790	резко и	1	1
791	бы оно	2	1
792	вступает в	2	1
793	конструкции в	2	1
794	и теми	1	1
795	поняты и	2	1
796	о себе	1	1
797	вместе с	2	1
798	ко всем	2	1
799	его содержание	2	1
800	литературных форм	1	1
801	над другими	1	1
802	были до	1	1
803	почти всех	1	1
804	лишь условно	1	1
805	и определить	1	1
806	к действительности	2	1
807	даже с	1	1
808	образ и	1	1
809	образом на	2	1
810	дает ей	1	1
811	и философии	1	1
812	и оценка	1	1
813	в изучении	1	1
814	в это	1	1
815	этого слова	3	1
816	в реальном	1	1
817	эти два	1	1
818	столько в	1	1
819	аналогии с	3	1
820	но это	3	1
821	между прочим	1	1
822	впрочем даже	1	1
823	о мире	2	1
824	и выразительных	1	1
825	между поэтом	1	1
826	тех или	1	1
827	в более	1	1
828	за его	1	1
829	слова но	1	1
830	живет и	1	1
831	потому не	1	1
832	в точном	1	1
833	тем более	1	1
834	может войти	2	1
835	в отдельных	1	1
836	его структуру	1	1
837	от них	1	1
838	бы в	3	1
839	пришлось бы	1	1
840	на языке	2	1
841	зрения в	1	1
842	дана в	2	1
843	эта характеристика	1	1
844	же в	3	1
845	в системе	2	1
846	становления и	3	1
847	социально и	1	1
848	не знает	1	1
849	отношением к	1	1
850	только как	2	1
851	от всех	3	1
852	себе произведение	1	1
853	авантюрного романа	1	1
854	художественное значение	1	1
855	от поэзии	1	1
856	в последнем	1	1
857	предмета изображения	1	1
858	есть и	1	1
859	та же	1	1
860	громадное влияние	1	1
861	его пределы	1	1
862	жизни и	7	1
863	пути к	1	1
864	и другие	1	1
865	свое и	1	1
866	значение в	3	1
867	как на	4	1
868	этой точки	1	1
869	они не	3	1
