N	2gram	Tiupa_Hudo_1	Psycholo
485	эта жизнь	1	1
486	она в	3	1
487	не столько	2	1
488	мысли и	1	1
489	ответить на	1	1
490	его жизнь	2	1
491	из области	1	1
492	по сторонам	2	1
493	не раз	2	1
494	есть его	1	1
495	и более	1	1
496	что после	1	1
497	том и	1	1
498	она или	1	1
499	с такими	2	1
500	бы быть	1	1
501	мы встречаемся	1	1
502	он непременно	1	1
503	в отношении	1	1
504	ничего такого	1	1
505	но они	1	1
506	на глазах	1	1
507	же самая	1	1
508	мысли в	1	1
509	как его	3	1
510	действующие лица	2	1
511	вопрос который	1	1
512	так много	1	1
513	и всегда	1	1
514	как два	1	1
515	последние десятилетия	1	1
516	дело в	1	1
517	с детства	1	1
518	этом так	1	1
519	в противоречие	1	1
520	или как	1	1
521	всего на	1	1
522	к концу	1	1
523	своей природе	2	1
524	такая же	1	1
525	уже говорили	1	1
526	к такого	1	1
527	не до	1	1
528	что на	2	1
529	что нельзя	1	1
530	глубочайшим образом	1	1
531	он бы	1	1
532	об одном	2	1
533	на это	1	1
534	души все	1	1
535	если же	1	1
536	и которая	1	1
537	свою очередь	1	1
538	личности и	2	1
539	характер и	2	1
540	в дальнейшем	1	1
541	для своей	1	1
542	о загадке	1	1
543	этого как	1	1
544	каждого из	2	1
545	и каждый	2	1
546	но у	1	1
547	художественное образование	1	1
548	он сам	1	1
549	звуки на	1	1
550	в новелле	1	1
551	тех кто	2	1
552	его художественной	1	1
553	героя не	1	1
554	из рассказа	3	1
555	на наших	1	1
556	два разных	1	1
557	а также	3	1
558	может не	1	1
559	сознания что	1	1
560	время не	1	1
561	согласиться с	2	1
562	в конечном	2	1
563	в природе	1	1
564	он берет	1	1
565	все в	1	1
566	за последние	1	1
567	к изображению	1	1
568	в которую	1	1
569	который все	1	1
570	романа как	1	1
571	творчества в	1	1
572	на одном	1	1
573	в другой	1	1
574	и содержания	1	1
575	непосредственно в	1	1
576	от нее	1	1
577	романа в	3	1
578	чрезвычайно важным	1	1
579	с а	1	1
580	следовало бы	1	1
581	в лице	3	1
582	другое не	1	1
583	в заключительной	3	1
584	казалось что	1	1
585	но так	1	1
586	которое было	1	1
587	но с	2	1
588	точно это	1	1
589	этой точки	1	1
590	совсем не	1	1
591	романа и	1	1
592	одной из	2	1
593	в стороне	1	1
594	поэтому и	2	1
595	все той	1	1
596	между тем	8	1
597	деле не	1	1
598	во времени	1	1
599	он действует	1	1
600	играет роль	1	1
601	именно на	1	1
602	с какой	1	1
603	же и	1	1
604	есть в	1	1
605	и событий	1	1
606	и у	1	1
607	только на	2	1
608	самую суть	1	1
609	больше не	2	1
610	равнодушие к	2	1
611	слова в	2	1
612	берет в	1	1
613	как показывает	1	1
614	действующего лица	1	1
615	не из	1	1
616	а то	2	1
617	эти два	1	1
618	именно они	1	1
619	и воображения	1	1
620	иначе как	1	1
621	лет но	1	1
622	уклоняется от	1	1
623	произведения и	1	1
624	ее не	1	1
625	всегда только	1	1
626	и никогда	1	1
627	п нет	1	1
628	жизни на	2	1
629	он один	1	1
630	и рассказывает	1	1
631	представляют собой	2	1
632	рассказа не	2	1
633	рядом с	1	1
634	в особенности	1	1
635	к его	1	1
636	и даже	3	1
637	не замечательная	1	1
638	всякой новой	1	1
639	живой и	1	1
640	о своей	2	1
641	не следует	2	1
642	с другим	2	1
643	или иначе	2	1
644	не один	1	1
645	по своим	1	1
646	эти две	1	1
647	действующих лиц	2	1
648	во второй	5	1
649	мы еще	1	1
650	и др	1	1
651	и единственной	1	1
652	себя и	2	1
653	превращается в	3	1
654	и своего	1	1
655	на рассказе	1	1
656	однако и	3	1
657	и своим	1	1
658	только от	1	1
659	и ты	2	1
660	ближе к	2	1
661	и об	2	1
662	которого она	1	1
663	какая же	1	1
664	него в	1	1
665	зеркале в	1	1
666	противоречие с	1	1
667	так в	2	1
668	их за	1	1
669	басни крылова	1	1
670	долгое время	1	1
671	то можно	1	1
672	который видит	1	1
673	забывать что	1	1
674	в жизнь	1	1
675	взглянул на	1	1
676	столь явно	1	1
677	на какой-то	1	1
678	отношению к	8	1
679	матери и	2	1
680	писателя его	1	1
681	там где	1	1
682	дело здесь	2	1
683	в гораздо	1	1
684	только для	2	1
685	но это	1	1
686	в чем	1	1
687	к двум	1	1
688	но для	1	1
689	в смысле	1	1
690	что изображает	1	1
691	к другим	1	1
692	себя с	1	1
693	чтобы создать	1	1
694	в связи	3	1
695	и состоит	1	1
696	формы и	1	1
697	душа не	1	1
698	трагедия в	1	1
699	совершенно иной	2	1
700	от него	3	1
701	бы в	1	1
702	своих героев	2	1
703	на других	1	1
704	у которого	1	1
705	как сказал	1	1
706	будто бы	3	1
707	идет об	1	1
708	с ужасом	1	1
709	по традиции	1	1
710	или не	3	1
711	же в	3	1
712	было просто	1	1
713	и другие	1	1
714	человека не	2	1
715	к ее	1	1
716	жизни в	6	1
717	нет ничего	2	1
718	не замечают	1	1
719	в свою	1	1
720	что была	1	1
721	а ведь	1	1
722	нее ни	1	1
723	это на	1	1
724	их с	1	1
725	она жила	1	1
726	внимания к	1	1
727	в трех	1	1
728	отличавшийся от	1	1
729	это так	2	1
730	но еще	2	1
731	того времени	1	1
732	хронологической последовательностью	1	1
733	ничего общего	1	1
