N	2gram	Voloshinov_1	Literetu
156	сознания с	1	2
157	если бы	2	2
158	в эстетической	1	2
159	во всей	2	2
160	с ними	2	2
161	класс и	1	2
162	со всеми	1	2
163	связи с	1	2
164	для него	2	2
165	тем что	2	2
166	и вместе	1	2
167	для того	1	2
168	себя и	1	2
169	в живом	1	2
170	а на	1	2
171	него не	1	2
172	если не	1	2
173	объекта и	1	2
174	в полном	2	2
175	так же	2	2
176	быть не	1	2
177	с этой	2	2
178	художественное произведение	2	2
179	один из	1	2
180	сознания и	2	2
181	что в	3	2
182	в каждой	1	2
183	внимание на	1	2
184	эти слова	1	2
185	еще и	4	2
186	ее в	2	2
187	в своих	2	2
188	к этому	1	2
189	и наиболее	2	1
190	как известно	1	1
191	зависимость от	1	1
192	и то	3	1
193	поэтому столь	1	1
194	на самом	1	1
195	это и	1	1
196	и есть	1	1
197	по которым	1	1
198	и до	1	1
199	трудный путь	1	1
200	которое может	2	1
201	мы уже	2	1
202	который в	1	1
203	исследования в	1	1
204	о помощи	1	1
205	в последнем	1	1
206	в решении	1	1
207	говорить о	3	1
208	что иное	2	1
209	пространство и	1	1
210	искусства есть	1	1
211	и он	1	1
212	в ней	2	1
213	именно этого	1	1
214	иное как	2	1
215	мысли и	1	1
216	в чем	2	1
217	тем как	1	1
218	и подобно	1	1
219	не знала	1	1
220	сознания не	1	1
221	конечном счете	1	1
222	художественного впечатления	1	1
223	нет и	1	1
224	значение имеет	1	1
225	за пределы	3	1
226	к сожалению	2	1
227	и эстетического	1	1
228	в истории	1	1
229	с этим	3	1
230	в своем	1	1
231	воззрений на	1	1
232	творческого сознания	2	1
233	что касается	1	1
234	для которой	1	1
235	более или	1	1
236	в этот	2	1
237	путь от	1	1
238	или иную	1	1
239	ни одна	1	1
240	что к	1	1
241	уже в	2	1
242	иннокентия анненского	1	1
243	мы чувствуем	1	1
244	к общей	1	1
245	закрепленное в	1	1
246	века к	1	1
247	тем не	1	1
248	творца и	1	1
249	момента в	1	1
250	п.н медведева	3	1
251	художественного высказывания	1	1
252	что без	1	1
253	же остается	1	1
254	людей и	1	1
255	угадывается в	1	1
256	здесь мы	3	1
257	слова и	2	1
258	исполнителя в	1	1
259	высказывания и	1	1
260	на все	1	1
261	в лирике	1	1
262	искусства в	1	1
263	еще одно	1	1
264	кажется что	2	1
265	только одно	1	1
266	литературного произведения	2	1
267	в них	2	1
268	о которых	1	1
269	соприкасается с	1	1
270	все равно	1	1
271	и уже	3	1
272	и вне	1	1
273	соприкасающийся с	1	1
274	в понимании	1	1
275	что такое	1	1
276	сознания но	1	1
277	в их	3	1
278	не столько	3	1
279	художника оказывается	1	1
280	но это	1	1
281	исторической поэтики	1	1
282	и является	2	1
283	сознание что	1	1
284	вне этого	1	1
285	бы быть	1	1
286	вовсе не	2	1
287	тому что	1	1
288	в отношении	2	1
289	с миром	1	1
290	в строфе	1	1
291	почти никогда	1	1
292	мысли в	1	1
293	к новым	1	1
294	в процессе	5	1
295	мы все	1	1
296	в самых	1	1
297	борьба с	1	1
298	не имеет	2	1
299	его творческого	1	1
300	поэтическое произведение	1	1
301	за исключением	1	1
302	во всем	2	1
303	как ни	1	1
304	в книге	2	1
305	шкловского и	1	1
306	поэта как	1	1
307	в действительности	2	1
308	т.п и	3	1
309	является той	1	1
310	когда мы	1	1
311	его понимании	1	1
312	его за	1	1
313	раньше не	1	1
314	как некая	1	1
315	ничего общего	3	1
316	и о	1	1
317	в виду	1	1
318	но при	1	1
319	языка и	5	1
320	но одно	2	1
321	так в	1	1
322	на том	1	1
323	на службу	1	1
324	в борьбе	1	1
325	здесь нет	1	1
326	и всякого	1	1
327	для этого	1	1
328	по мере	1	1
329	знает категории	1	1
330	другом месте	1	1
331	воспринимающее сознание	1	1
332	и т.д	5	1
333	столь же	1	1
334	но мы	4	1
335	и который	1	1
336	в значительной	1	1
337	времени в	1	1
338	поэта то	1	1
339	несомненно и	1	1
340	в конечном	1	1
341	в музыке	5	1
342	собственно говоря	2	1
343	в ряд	2	1
344	нуждается в	2	1
345	бы в	2	1
346	в художественной	1	1
347	которая и	1	1
348	и иных	1	1
349	и слушателя	2	1
350	и всякое	1	1
351	вообще в	1	1
352	сдвига в	1	1
353	тех пор	4	1
354	к нему	1	1
355	общих для	1	1
356	высказывание и	2	1
357	но так	2	1
358	автора героя	2	1
359	в искусстве	3	1
360	в двух	4	1
361	одной из	1	1
362	борьбы и	1	1
363	в литературоведении	1	1
364	роста и	1	1
365	для всех	1	1
366	бы по	1	1
367	переходит в	1	1
368	и у	1	1
369	и последовательно	1	1
370	речь в	1	1
371	в школе	4	1
372	или даже	1	1
373	и других	1	1
374	ту или	1	1
375	и их	7	1
376	так как	3	1
377	в каждом	4	1
378	превращается в	3	1
379	позволить себе	1	1
380	только на	1	1
381	книге п.н	1	1
382	эстетическое общение	1	1
383	есть не	2	1
384	если говорить	1	1
385	что они	2	1
386	это все	1	1
387	обратиться к	1	1
388	к более	1	1
389	не создает	1	1
390	не было	1	1
391	в.м жирмунского	1	1
392	из наиболее	1	1
393	не на	2	1
394	у такого	1	1
395	к литературному	1	1
396	в руках	2	1
397	в ряду	1	1
398	его эстетической	1	1
399	в связи	2	1
400	на фоне	4	1
401	чувствуем что	1	1
402	внимания к	1	1
403	в строке	1	1
404	ко всем	1	1
405	общего с	3	1
406	конечно не	1	1
407	не зная	1	1
408	как средство	1	1
409	и там	1	1
410	ли не	1	1
411	за которым	1	1
412	в контексте	1	1
413	статьи о	2	1
414	слово для	1	1
415	все это	4	1
416	в пространство	1	1
417	точно и	1	1
418	к другим	1	1
419	и более	1	1
420	с эстетикой	1	1
421	но такой	1	1
422	как система	1	1
423	о всемирном	1	1
424	или менее	1	1
425	и все	3	1
426	лишь как	1	1
427	из существеннейших	1	1
428	хотя бы	5	1
429	глаз и	1	1
430	в общем	2	1
431	может и	1	1
432	нет ничего	2	1
433	героя и	2	1
434	от своего	2	1
435	сказать что	1	1
436	не что	2	1
437	равно и	1	1
438	этой точки	1	1
439	они не	1	1
