N	2gram	Vinokur_Ku_2	FransuaR
256	нашего анализа	1	2
257	которые были	1	2
258	новой эпохи	1	2
259	или в	4	2
260	имеет дело	1	2
261	в результате	4	2
262	о котором	2	2
263	и самым	1	2
264	у них	1	2
265	и смысл	1	2
266	и как	1	2
267	в новых	1	2
268	ни было	1	2
269	для нашего	1	2
270	в свое	2	2
271	во всяком	5	2
272	широкое распространение	2	1
273	отношения к	2	1
274	в такой	1	1
275	сам по	1	1
276	самом деле	9	1
277	тех же	2	1
278	это и	3	1
279	было то	1	1
280	вряд ли	4	1
281	характерное для	2	1
282	речи на	2	1
283	смысл этого	1	1
284	вот его	1	1
285	ведь и	1	1
286	должна быть	5	1
287	едва ли	1	1
288	с темой	1	1
289	этот и	1	1
290	по его	1	1
291	жизни для	1	1
292	это объяснение	1	1
293	а как	1	1
294	время еще	1	1
295	в первый	3	1
296	на эти	1	1
297	есть нечто	1	1
298	свободная игра	1	1
299	время как	1	1
300	что иное	1	1
301	тема не	1	1
302	но даже	2	1
303	конечно и	2	1
304	а теперь	1	1
305	речь эта	1	1
306	подчеркнуть что	1	1
307	это время	1	1
308	меньше чем	2	1
309	за это	1	1
310	иное как	1	1
311	не был	1	1
312	это своего	1	1
313	только после	1	1
314	мне все	1	1
315	не без	1	1
316	то мы	1	1
317	сказать и	1	1
318	в обеих	1	1
319	в ее	1	1
320	но не	6	1
321	есть своя	1	1
322	свою жизнь	1	1
323	себе и	1	1
324	отличие от	2	1
325	земле в	1	1
326	значения что	1	1
327	что они	2	1
328	нужно поставить	1	1
329	что именно	1	1
330	вот как	1	1
331	все же	7	1
332	однако не	4	1
333	нами в	1	1
334	образом они	1	1
335	что слово	3	1
336	в самом	12	1
337	помощью которого	1	1
338	не приходится	1	1
339	бы сказать	2	1
340	тому же	1	1
341	в нашем	7	1
342	же вы	1	1
343	то обстоятельство	7	1
344	еще один	1	1
345	другом случае	1	1
346	здесь роль	1	1
347	не могла	1	1
348	все ее	1	1
349	на начало	1	1
350	по словам	2	1
351	а скорее	1	1
352	не как	2	1
353	силу своей	1	1
354	том чтобы	1	1
355	и которые	1	1
356	его от	1	1
357	пусть оно	1	1
358	именно это	1	1
359	том же	1	1
360	в каждом	1	1
361	смысле в	1	1
362	не будет	1	1
363	где нет	1	1
364	в совершенно	1	1
365	и лица	1	1
366	принцип и	1	1
367	как к	1	1
368	оказалась бы	1	1
369	вот например	1	1
370	особенно характерен	1	1
371	известно что	1	1
372	этом смысле	5	1
373	эта игра	1	1
374	и тем	5	1
375	данном случае	2	1
376	еще одно	3	1
377	но уже	2	1
378	этого не	3	1
379	с тем	2	1
380	в слове	1	1
381	и уже	1	1
382	оно имеет	1	1
383	чем в	3	1
384	и некоторые	1	1
385	понятия и	1	1
386	и становится	1	1
387	не так	1	1
388	и при	1	1
389	мысль и	2	1
390	свою речь	4	1
391	представляется мне	1	1
392	лежат в	1	1
393	и без	1	1
394	же это	1	1
395	всяком случае	5	1
396	которого является	1	1
397	в котором	1	1
398	вторая часть	1	1
399	языке но	1	1
400	знаем что	3	1
401	что я	4	1
402	признать что	1	1
403	в силу	7	1
404	нельзя было	2	1
405	эта не	4	1
406	которые в	1	1
407	этой же	1	1
408	в прямом	1	1
409	речи в	6	1
410	в корне	2	1
411	как от	1	1
412	по себе	10	1
413	даже в	1	1
414	что свидетельствует	1	1
415	она не	2	1
416	самого начала	1	1
417	но связь	1	1
418	на котором	1	1
419	реальных вещей	1	1
420	взглянуть на	2	1
421	были и	1	1
422	что вы	1	1
423	для всего	1	1
424	о природе	1	1
425	жалкое и	1	1
426	первая часть	1	1
427	этот оттенок	1	1
428	это слово	4	1
429	по земле	1	1
430	так например	1	1
431	связи с	3	1
432	своего первоначального	1	1
433	ее можно	1	1
434	что на	4	1
435	в стиле	1	1
436	у нас	12	1
437	среди них	1	1
438	и кое-что	1	1
439	но там	1	1
440	не могут	5	1
441	он и	2	1
442	в других	1	1
443	и свое	2	1
444	ничего общего	1	1
445	но вряд	1	1
446	некоторой степени	2	1
447	году в	1	1
448	и о	4	1
449	связи со	1	1
450	здесь не	3	1
451	в буквальном	2	1
452	требуется в	1	1
453	характер и	2	1
454	ее элементы	1	1
455	так в	3	1
456	нас даже	1	1
457	различие между	3	1
458	и когда	1	1
459	ином виде	1	1
460	не трудно	1	1
461	не с	1	1
462	которым в	1	1
463	именно этот	2	1
464	достаточной степени	1	1
465	поэтому в	1	1
466	в некоторой	1	1
467	выходит за	2	1
468	об этом	5	1
469	образом в	2	1
470	но здесь	2	1
471	тем чем	1	1
472	вот это	1	1
473	здесь влияние	1	1
474	все дело	2	1
475	часто и	1	1
476	на все	2	1
477	выражения вроде	1	1
478	вот почему	3	1
479	тех кто	1	1
480	это я	1	1
481	в другом	2	1
482	язык и	2	1
483	и что	8	1
484	аналогии с	3	1
485	но только	4	1
486	значение имеют	1	1
487	том или	1	1
488	от них	1	1
489	переходит в	1	1
490	кое-что от	1	1
491	ее содержание	1	1
492	так за	1	1
493	в лучшем	3	1
494	для самого	2	1
495	в него	1	1
496	находим и	1	1
497	по содержанию	1	1
498	что только	1	1
499	это мне	1	1
500	всех стран	1	1
501	характерный для	1	1
502	этот вопрос	6	1
503	во всем	1	1
504	еще и	2	1
505	те которые	1	1
506	очень много	1	1
507	он уже	2	1
508	между тем	6	1
509	здесь с	1	1
510	как обращение	1	1
511	нельзя провести	1	1
512	по другим	1	1
513	так что	1	1
514	если мы	4	1
515	не обходится	1	1
516	в виде	1	1
517	что по	1	1
518	или даже	1	1
519	существу она	1	1
520	его и	1	1
521	их как	1	1
522	одно из	1	1
523	ведь это	1	1
524	бы совершенно	1	1
525	от другого	1	1
526	слова в	6	1
527	нет никаких	1	1
528	к ним	1	1
529	до некоторой	2	1
530	содержанию своему	1	1
531	это почти	1	1
532	свое выражение	1	1
533	не говорит	2	1
534	или ином	1	1
535	даже и	2	1
536	уже совершенно	1	1
537	чтобы показать	1	1
538	почти с	1	1
539	но эти	1	1
540	возможно что	1	1
541	и даже	2	1
542	как только	1	1
543	как у	2	1
544	на этот	2	1
545	дает тот	1	1
546	и прежде	1	1
547	начало новой	1	1
548	по всей	1	1
549	или о	2	1
550	превращается в	2	1
551	у других	1	1
552	более того	1	1
553	самое слово	1	1
554	однако и	2	1
555	и непосредственно	1	1
556	один из	5	1
557	обстоятельство что	7	1
558	и слово	1	1
559	и некоторых	1	1
560	мы находим	1	1
561	на фоне	3	1
562	но оно	2	1
563	связь с	1	1
564	в частности	2	1
565	стиле ни	1	1
566	я уже	1	1
567	как это	5	1
568	мы говорим	2	1
569	производные от	1	1
570	общего с	1	1
571	становится и	1	1
572	что теперь	1	1
573	он говорит	1	1
574	знать что	1	1
575	лицом к	1	1
576	такого рода	1	1
577	и там	1	1
578	значение как	1	1
579	совершенно явственно	1	1
580	с этой	2	1
581	слова и	5	1
582	еще раз	1	1
583	несколько слов	1	1
584	рождение их	1	1
585	дошло до	1	1
586	только для	2	1
587	между прочим	2	1
588	из ряда	1	1
589	в достаточной	1	1
590	и где	2	1
591	природа их	1	1
592	кто не	1	1
593	в одно	1	1
594	слова из	1	1
595	элементы в	1	1
596	где и	1	1
597	она может	1	1
598	обращается к	1	1
599	в речи	6	1
600	лишь как	1	1
601	литература и	2	1
602	тем более	1	1
603	не должен	1	1
604	же к	1	1
605	указывает на	1	1
606	по пути	1	1
607	определяется его	1	1
608	может и	1	1
609	в период	1	1
610	свое значение	1	1
611	между ними	1	1
612	сказать что	4	1
613	не понимают	1	1
614	дело с	1	1
615	было показано	1	1
616	не что	1	1
617	в каком-то	1	1
618	такова первая	1	1
619	бьют по	1	1
620	в каком	4	1
621	речи как	1	1
622	заметить что	1	1
623	никаких оснований	2	1
624	в своих	2	1
625	именно здесь	1	1
626	свое и	1	1
627	как на	1	1
628	они не	1	1
629	которая не	1	1
630	подлинную природу	1	1
