N	2gram	Bakhtin_Pr_4	Sovremen
277	как их	1	1
278	в корне	2	1
279	по существу	3	1
280	другую сторону	2	1
281	сами по	2	1
282	вовсе не	9	1
283	как его	1	1
284	всеми этими	1	1
285	это конечно	1	1
286	в очень	1	1
287	определенных условиях	1	1
288	и только	3	1
289	а затем	1	1
290	в другом	2	1
291	одной стороны	1	1
292	и речи	1	1
293	чем в	1	1
294	мы это	1	1
295	и т.п	14	1
296	до сих	8	1
297	с другой	3	1
298	нельзя сказать	1	1
299	именно в	1	1
300	здесь в	2	1
301	по своим	1	1
302	этом смысле	2	1
303	должен был	1	1
304	его с	1	1
305	на ней	1	1
306	только к	2	1
307	к области	2	1
308	ни в	6	1
309	конечно совершенно	1	1
310	не было	2	1
311	рядом с	5	1
312	она и	1	1
313	все равно	2	1
314	и вся	1	1
315	на друга	2	1
316	разобранная нами	2	1
317	всегда и	1	1
318	несмотря на	1	1
319	отличается еще	1	1
320	жизни но	1	1
321	ведь именно	1	1
322	должно быть	4	1
323	обратимся к	1	1
324	и следовательно	2	1
325	находиться в	1	1
326	в связи	1	1
327	том что	4	1
328	другом как	1	1
329	и отчетливого	1	1
330	все более	1	1
331	этом случае	1	1
332	при определенных	1	1
333	но если	3	1
334	и при	3	1
335	так же	3	1
336	и особенно	1	1
337	в такой	1	1
338	мы конечно	2	1
339	почти не	2	1
340	мы говорим	1	1
341	и благодаря	1	1
342	что вся	1	1
343	в данном	2	1
344	мы проследим	1	1
345	может развиваться	1	1
346	но эта	1	1
347	которые в	2	1
348	такую же	1	1
349	совершенно невозможно	1	1
350	силу и	1	1
351	наконец мы	1	1
352	явления то	1	1
353	именно к	1	1
354	там где	2	1
355	человек с	2	1
356	жизни в	1	1
357	зрения и	2	1
358	по себе	7	1
359	в своем	3	1
360	если понимать	1	1
361	еще раз	1	1
362	благодаря этому	1	1
363	и нет	4	1
364	заставляя его	1	1
365	сих пор	8	1
366	при условии	1	1
367	но они	1	1
368	с ним	2	1
369	она не	3	1
370	и тогда	1	1
371	но для	3	1
372	свое время	2	1
373	которых он	1	1
374	мысли в	1	1
375	это последнее	1	1
376	например у	2	1
377	дело в	3	1
378	одном направлении	1	1
379	в процессе	4	1
380	уже на	1	1
381	раз подчеркнуть	1	1
382	всегда будет	1	1
383	но только	1	1
384	никогда не	6	1
385	или в	8	1
386	и всегда	1	1
387	это совершенно	1	1
388	хотя и	6	1
389	только и	2	1
390	жизни не	2	1
391	себя самого	1	1
392	с двух	1	1
393	ровно ничего	1	1
394	собой поэтому	1	1
395	все они	1	1
396	и его	6	1
397	связи с	1	1
398	ни было	1	1
399	но это	6	1
400	могли быть	1	1
401	на части	2	1
402	на которой	1	1
403	и жизненных	1	1
404	их по	1	1
405	всюду где	1	1
406	и несколько	3	1
407	между ними	10	1
408	не знает	4	1
409	сказать что	2	1
410	не сказано	1	1
411	и для	3	1
412	но можно	1	1
413	очень часто	4	1
414	они все	1	1
415	в духе	2	1
416	человека в	1	1
417	можно наблюдать	1	1
418	в то	5	1
419	в свое	2	1
420	возможностей в	1	1
421	отметить что	1	1
422	что наш	1	1
423	в заключение	2	1
424	приведения к	1	1
425	на конкретном	1	1
426	в какой	1	1
427	в окончательном	1	1
428	той или	2	1
429	в своих	1	1
430	причем эти	1	1
431	отвлекается от	1	1
432	и эта	1	1
433	и снова	1	1
434	на это	1	1
435	все что	2	1
436	они не	2	1
