N	2gram	Vinokur_Vv_1	FransuaR
214	на котором	2	2
215	дело в	3	2
216	было у	1	2
217	и отдельных	1	2
218	о них	2	2
219	дело не	3	2
220	того как	3	2
221	к концу	1	2
222	языков в	3	2
223	что на	1	2
224	в каком	1	2
225	не потому	1	2
226	он называет	1	2
227	языке и	1	2
228	похож на	1	2
229	той или	1	2
230	своему характеру	1	2
231	данном случае	5	2
232	исторической жизни	1	2
233	культуры и	1	2
234	и совершенно	2	2
235	и сам	2	2
236	сохранился и	1	2
237	две части	2	2
238	с ним	1	2
239	образом в	1	2
240	язык и	3	2
241	можно сказать	3	2
242	в значительной	2	2
243	к нему	2	2
244	вся эта	1	2
245	во всей	1	2
246	было бы	5	2
247	но с	4	2
248	что он	4	2
249	очень много	1	2
250	это не	8	2
251	вопрос об	1	2
252	судить о	1	2
253	уже в	5	2
254	только на	3	2
255	в известном	3	2
256	из них	3	2
257	в одном	4	2
258	к ним	1	2
259	как раз	4	2
260	для того	21	2
261	момент в	1	2
262	интерес к	1	2
263	человека и	1	2
264	эпоху возрождения	1	2
265	говорит о	3	2
266	них и	2	2
267	одной стороны	4	2
268	был в	2	2
269	то ни	1	2
270	языка в	4	2
271	знания и	3	2
272	не может	13	2
273	вместе с	6	2
274	так же	3	2
275	из которых	2	2
276	в данном	11	2
277	а не	3	2
278	такие явления	1	2
279	как целое	3	2
280	с этой	4	2
281	но это	1	2
282	все же	8	2
283	французского языка	1	2
284	и для	4	2
285	которых он	1	2
286	которые были	2	2
287	в эту	1	2
288	на языке	2	2
289	а в	5	2
290	французский язык	1	2
291	между ними	2	2
292	это в	2	2
293	другой стороны	5	2
294	средние века	1	2
295	культуры в	5	2
296	и эта	1	2
297	к этому	3	2
298	смысле слова	7	1
299	речь идет	2	1
300	и цельного	1	1
301	в этот	2	1
302	того же	3	1
303	языку и	1	1
304	первой половины	1	1
305	из самых	1	1
306	в какой-то	1	1
307	в германии	3	1
308	и литературы	2	1
309	включая и	1	1
310	а как	3	1
311	всего того	2	1
312	том насколько	1	1
313	уже после	3	1
314	на той	1	1
315	что между	1	1
316	и последующих	1	1
317	вопрос о	8	1
318	и новые	1	1
319	науки и	2	1
320	так чтобы	3	1
321	свою особую	1	1
322	и народов	1	1
323	и стилю	1	1
324	то это	3	1
325	и со	1	1
326	реальных исторических	1	1
327	или иным	1	1
328	нем все	1	1
329	литературы и	1	1
330	собой в	2	1
331	по этому	2	1
332	не нужно	2	1
333	между собой	1	1
334	наоборот как	1	1
335	в чем	4	1
336	различия между	1	1
337	системы языка	1	1
338	одном и	1	1
339	русского языка	1	1
340	одной общей	1	1
341	по отношению	4	1
342	в новом	1	1
343	и речи	1	1
344	тесно связан	1	1
345	себя в	2	1
346	которые не	1	1
347	заключено в	1	1
348	одного и	2	1
349	чем же	3	1
350	выясняется что	1	1
351	культуре в	1	1
352	в одной	1	1
353	эта связь	1	1
354	как в	1	1
355	из цикла	1	1
356	стороны и	3	1
357	в одних	1	1
358	что нет	2	1
359	не система	1	1
360	что по	1	1
361	прямо как	1	1
362	и принципиально	1	1
363	за собой	3	1
364	сливается с	3	1
365	та же	1	1
366	и у	1	1
367	подлинный смысл	1	1
368	не исчерпывается	2	1
369	из этих	5	1
370	тому же	1	1
371	во многих	1	1
372	но ведь	4	1
373	претендовать на	1	1
374	как он	6	1
375	этот процесс	3	1
376	вообще не	3	1
377	по словам	1	1
378	не следует	2	1
379	в определенном	1	1
380	его время	1	1
381	в реальной	1	1
382	момента в	2	1
383	состоит в	2	1
384	не к	2	1
385	и вот	3	1
386	своих товарищей	1	1
387	свое время	2	1
388	языком и	1	1
389	их из	1	1
390	из него	1	1
391	подобно тому	1	1
392	что ни	1	1
393	даже прямо	1	1
394	не бывает	2	1
395	можно было	7	1
396	в основу	2	1
397	это конечно	1	1
398	больше всего	1	1
399	можно действительно	1	1
400	на этой	3	1
401	лишь в	1	1
402	больше в	1	1
403	это было	1	1
404	заключается в	4	1
405	собственного имени	1	1
406	с другими	1	1
407	действительности в	2	1
408	на почве	5	1
409	этом смысле	11	1
410	след во	1	1
411	участие в	1	1
412	языка для	1	1
413	о которых	2	1
414	были в	1	1
415	устная речь	1	1
416	не всегда	1	1
417	его и	1	1
418	место у	1	1
419	чем в	3	1
420	здесь все	2	1
421	автора и	1	1
422	она была	2	1
423	понятия и	1	1
424	не больше	1	1
425	народа и	1	1
426	веков в	1	1
427	и сейчас	2	1
428	по ее	1	1
429	по внешности	1	1
430	наших дней	1	1
431	взять в	3	1
432	для второго	1	1
433	если можно	1	1
434	что всякий	1	1
435	так он	1	1
436	его современников	1	1
437	в отличие	3	1
438	мысли и	2	1
439	ее ни	1	1
440	быта и	3	1
441	нельзя было	1	1
442	не раз	1	1
443	точку зрения	1	1
444	самая идея	1	1
445	но во	1	1
446	тесно связаны	1	1
447	труда и	1	1
448	на другую	1	1
449	есть еще	2	1
450	том же	2	1
451	этой работы	3	1
452	же мы	1	1
453	тому что	2	1
454	задачи и	1	1
455	и своими	1	1
456	иной раз	2	1
457	она могла	1	1
458	самого начала	1	1
459	выделяются из	1	1
460	не имеет	4	1
461	тогда когда	3	1
462	правда в	1	1
463	и сама	1	1
464	не по	1	1
465	было не	1	1
466	он мог	3	1
467	следовательно и	1	1
468	и всегда	1	1
469	в отношениях	2	1
470	преимущественно в	2	1
471	в самой	1	1
472	слова как	2	1
473	которые и	1	1
474	таким путем	1	1
475	войны в	1	1
476	за исключением	1	1
477	и является	1	1
478	как будто	3	1
479	этом отношении	3	1
480	и названий	1	1
481	такие же	1	1
482	и далее	2	1
483	уже о	1	1
484	не могут	5	1
485	могут быть	4	1
486	же самое	2	1
487	с полной	1	1
488	для такого	1	1
489	этой книги	2	1
490	к тому	4	1
491	что оно	2	1
492	в полной	1	1
493	если же	2	1
494	в латинской	1	1
495	слово которое	1	1
496	и это	6	1
497	вещей в	1	1
498	он обладал	1	1
499	не ограничивается	1	1
500	из всего	1	1
501	а затем	1	1
502	в виду	4	1
503	он вовсе	1	1
504	значительной мере	1	1
505	здесь не	2	1
506	смешным и	1	1
507	реальной действительности	1	1
508	только то	1	1
509	в себя	1	1
510	с самого	1	1
511	на свой	1	1
512	первой половине	1	1
513	на том	3	1
514	диалектов и	1	1
515	мог бы	2	1
516	которые он	1	1
517	еще в	1	1
518	это только	4	1
519	по сравнению	3	1
520	для этого	3	1
521	точности и	1	1
522	или иной	1	1
523	смысле и	2	1
524	в глубине	1	1
525	на вопрос	6	1
526	и та	1	1
527	с разных	1	1
528	и что	4	1
529	после того	2	1
530	что его	1	1
531	из которой	1	1
532	как эта	1	1
533	и по-видимому	1	1
534	в вопросах	1	1
535	по их	2	1
536	должно было	1	1
537	своему значению	2	1
538	это изменение	1	1
539	на отдельные	1	1
540	места и	1	1
541	на протяжении	2	1
542	том или	1	1
543	тем или	1	1
544	ее от	2	1
545	тему о	1	1
546	непосредственно в	1	1
547	все в	1	1
548	также в	1	1
549	которой в	2	1
550	вообще в	2	1
551	более широко	1	1
552	и всего	1	1
553	быть и	2	1
554	известном смысле	3	1
555	в новой	1	1
556	целое в	1	1
557	том как	1	1
558	и ближайшие	1	1
559	тот же	1	1
560	дело с	6	1
561	целое не	1	1
562	скорее как	1	1
563	языка на	2	1
564	различных областей	1	1
565	что даже	2	1
566	явления в	1	1
567	языками в	1	1
568	и особые	1	1
569	должен был	4	1
570	и так	1	1
571	до нас	3	1
572	т.д в	1	1
573	тему об	1	1
574	или же	3	1
575	и тем	5	1
576	времени как	1	1
577	до наших	1	1
578	этой системе	1	1
579	что внутренняя	1	1
580	названий в	1	1
581	как нечто	8	1
582	вопроса о	1	1
583	отраслей знания	1	1
584	языка как	2	1
585	в начале	3	1
586	не одного	1	1
587	или даже	1	1
588	и обратно	4	1
589	у того	1	1
590	это требует	1	1
591	понятий в	1	1
592	за ним	1	1
593	из моих	1	1
594	мы знаем	1	1
595	одно из	5	1
596	деятельности он	1	1
597	ее задачи	1	1
598	и специфического	1	1
599	культура в	1	1
600	слова в	1	1
601	в языке	1	1
602	в прошлом	2	1
603	мы можем	2	1
604	из существенных	1	1
605	только с	3	1
606	каждый из	2	1
607	отличие от	3	1
608	чтобы не	1	1
609	она имеет	1	1
610	тем что	6	1
611	или ином	1	1
612	науки в	4	1
613	этот последний	1	1
614	того что	12	1
615	и из	1	1
616	не знать	1	1
617	именно в	8	1
618	а именно	6	1
619	после смерти	1	1
620	и прежде	1	1
621	в предисловии	1	1
622	была и	1	1
623	заложенный в	1	1
624	превращается в	1	1
625	самом же	1	1
626	нужно сказать	1	1
627	на этот	4	1
628	которых мы	1	1
629	однако и	1	1
630	жизнь в	1	1
631	единого и	2	1
632	по другому	1	1
633	эту тему	1	1
634	именно на	2	1
635	точности соответствует	1	1
636	мира в	1	1
637	и историческими	2	1
638	должна была	2	1
639	во франции	1	1
640	культуры не	3	1
641	имеет свои	1	1
642	идет уже	1	1
643	и вообще	3	1
644	все более	3	1
645	бы оно	1	1
646	него в	2	1
647	исторического характера	1	1
648	все свое	1	1
649	независимо от	3	1
650	речь не	1	1
651	и латинского	1	1
652	например когда	1	1
653	встречается с	1	1
654	именно для	1	1
655	предисловии к	1	1
656	сравнению с	3	1
657	языке или	1	1
658	тому как	1	1
659	в точности	1	1
660	в тех	2	1
661	больше похож	1	1
662	в ряду	1	1
663	указание на	1	1
664	в очень	3	1
665	имел в	1	1
666	здесь идет	1	1
667	дело здесь	1	1
668	этого слова	2	1
669	еще раз	1	1
670	всей европейской	1	1
671	и тогда	3	1
672	всего в	1	1
673	какой бы	2	1
674	в более	2	1
675	это уже	1	1
676	этот образ	1	1
677	и часто	1	1
678	слова но	1	1
679	отношениях между	1	1
680	и от	1	1
681	частности в	1	1
682	понять и	1	1
683	о котором	8	1
684	это как	1	1
685	к одной	1	1
686	исторической действительности	1	1
687	еще более	1	1
688	тем более	2	1
689	культуры наконец	1	1
690	ее в	1	1
691	это тоже	1	1
692	же в	1	1
693	язык это	1	1
694	но если	3	1
695	разных сторон	1	1
696	на части	1	1
697	в системе	1	1
698	современной исторической	1	1
699	по поводу	1	1
700	может и	1	1
701	называют иногда	1	1
702	мог не	1	1
703	слово в	1	1
704	только тому	1	1
705	новый и	1	1
706	только как	6	1
707	языки это	1	1
708	одновременно и	1	1
709	отношению к	4	1
710	которой был	1	1
711	нас дошел	1	1
712	в свое	2	1
713	эту традицию	1	1
714	работы в	3	1
715	время не	1	1
716	как один	1	1
717	жизни и	2	1
718	но еще	1	1
719	как на	11	1
720	и особенно	1	1
721	гораздо более	3	1
