N	2gram	Bakhtin_sl_1	Istorich
250	во всяком	7	2
251	что отношение	1	1
252	одним из	4	1
253	также и	3	1
254	силы и	1	1
255	и есть	1	1
256	которые были	1	1
257	оно было	2	1
258	в зависимости	3	1
259	а как	2	1
260	есть не	1	1
261	со всех	1	1
262	или наоборот	1	1
263	при анализе	1	1
264	именно к	1	1
265	эта форма	3	1
266	равно как	1	1
267	но она	1	1
268	всех сторон	1	1
269	сторону и	1	1
270	который может	1	1
271	так или	1	1
272	мы читаем	1	1
273	этот пример	1	1
274	нет так	1	1
275	во всех	17	1
276	еще далеко	1	1
277	не все	1	1
278	же служит	1	1
279	иногда и	1	1
280	отличие от	1	1
281	не просто	1	1
282	человек может	1	1
283	которые не	1	1
284	в истории	3	1
285	что как	1	1
286	и нет	1	1
287	и где	1	1
288	ними и	1	1
289	хотя и	2	1
290	его к	1	1
291	и к	5	1
292	более или	3	1
293	и раскрытии	1	1
294	в этот	1	1
295	в целом	2	1
296	он в	5	1
297	сил в	2	1
298	и тот	1	1
299	лица и	1	1
300	одно и	2	1
301	и если	1	1
302	жизнью и	1	1
303	в чужую	1	1
304	не имеют	1	1
305	задний план	1	1
306	тем не	1	1
307	не значит	1	1
308	на смерть	1	1
309	свое время	1	1
310	на этом	2	1
311	на задний	1	1
312	встречаются и	1	1
313	а затем	1	1
314	что все	2	1
315	связанные с	3	1
316	и может	3	1
317	на все	2	1
318	то есть	26	1
319	того или	2	1
320	месте и	1	1
321	в свой	1	1
322	здесь у	1	1
323	в жизни	1	1
324	по существу	3	1
325	от процесса	1	1
326	о которых	1	1
327	человек имеет	1	1
328	чем в	1	1
329	и разнообразие	1	1
330	в один	1	1
331	и становится	1	1
332	об особом	1	1
333	или менее	3	1
334	точки зрения	16	1
335	но если	1	1
336	от своего	1	1
337	в котором	2	1
338	случае в	1	1
339	не столько	1	1
340	было очень	1	1
341	не от	1	1
342	от его	3	1
343	правда эта	1	1
344	тоже нет	1	1
345	обращение к	1	1
346	на языке	1	1
347	все это	5	1
348	и более	1	1
349	только те	1	1
350	заставляет его	2	1
351	сам он	1	1
352	и вся	1	1
353	на один	2	1
354	при всех	2	1
355	не менее	1	1
356	а иногда	3	1
357	вне поля	1	1
358	правда в	1	1
359	ее с	1	1
360	в основе	5	1
361	к изучению	1	1
362	того чтобы	1	1
363	следовательно и	3	1
364	есть уже	1	1
365	по своей	1	1
366	такая же	2	1
367	то у	1	1
368	его он	1	1
369	со своим	5	1
370	только с	1	1
371	но даже	1	1
372	в стиле	1	1
373	не могут	3	1
374	есть только	1	1
375	языке и	2	1
376	тех же	1	1
377	не встречается	1	1
378	все попытки	1	1
379	время он	1	1
380	бы ни	3	1
381	должен быть	1	1
382	и о	2	1
383	тому что	2	1
384	с ее	4	1
385	в ее	2	1
386	языка так	3	1
387	приводит к	1	1
388	по аналогии	1	1
389	те же	2	1
390	не с	2	1
391	здесь как	1	1
392	или на	1	1
393	часто в	1	1
394	это только	1	1
395	наше внимание	1	1
396	могла быть	1	1
397	стоят на	1	1
398	жизнь и	1	1
399	для этого	1	1
400	образом в	3	1
401	находится в	1	1
402	связанное с	1	1
403	них не	1	1
404	и здесь	3	1
405	слова из	1	1
406	в другом	2	1
407	язык и	10	1
408	одного из	2	1
409	аналогии с	1	1
410	к одному	1	1
411	все его	4	1
412	можно встретить	1	1
413	этот элемент	2	1
414	к нему	5	1
415	его губы	1	1
416	между тем	2	1
417	этих условий	1	1
418	переходит в	3	1
419	на одном	1	1
420	находит свое	1	1
421	наконец в	2	1
422	с которыми	2	1
423	из видов	1	1
424	от которого	1	1
425	предмета и	2	1
426	быть и	4	1
427	но с	1	1
428	не как	4	1
429	вне себя	3	1
430	дело с	1	1
431	ли он	4	1
432	друг друга	3	1
433	из многих	2	1
434	те которые	1	1
435	поэтому и	3	1
436	в литературу	1	1
437	между этими	2	1
438	от них	1	1
439	помощи другого	1	1
440	по всей	3	1
441	из которого	1	1
442	же и	2	1
443	есть в	1	1
444	одной из	3	1
445	если мы	2	1
446	развития этого	1	1
447	обстоит дело	2	1
448	или даже	2	1
449	языка но	4	1
450	его и	3	1
451	характерно что	2	1
452	был бы	2	1
453	для него	3	1
454	он весь	2	1
455	в определенных	2	1
456	у нее	1	1
457	отношение к	7	1
458	может находиться	1	1
459	к ним	1	1
460	и язык	1	1
461	как его	5	1
462	но что	1	1
463	случае не	1	1
464	но уже	1	1
465	для того	2	1
466	другие более	1	1
467	где в	1	1
468	в особенности	8	1
469	именно как	2	1
470	и даже	6	1
471	а на	2	1
472	между которыми	1	1
473	главное и	1	1
474	или иначе	1	1
475	именно в	3	1
476	о своем	1	1
477	в меньшей	1	1
478	поля зрения	1	1
479	в многообразных	1	1
480	текст в	1	1
481	с другом	2	1
482	своего собственного	1	1
483	социальной жизни	1	1
484	он только	1	1
485	доступные нам	1	1
486	не знает	1	1
487	своем месте	1	1
488	его как	2	1
489	долгое время	1	1
490	на эту	1	1
491	когда она	1	1
492	несмотря на	1	1
493	как ни	1	1
494	вступает в	1	1
495	связанных с	4	1
496	других случаях	2	1
497	относятся к	1	1
498	этого момента	1	1
499	здесь оно	2	1
500	к другому	1	1
501	дня а	1	1
502	него есть	1	1
503	друг с	2	1
504	проходит мимо	1	1
505	этого слова	1	1
506	единства в	1	1
507	новые и	1	1
508	между прочим	1	1
509	его становления	1	1
510	с большой	1	1
511	на одной	1	1
512	не является	2	1
513	и для	4	1
514	и часто	4	1
515	однако и	1	1
516	этому миру	1	1
517	живет и	1	1
518	очень распространено	1	1
519	это может	1	1
520	наблюдения над	1	1
521	бы в	1	1
522	тем более	1	1
523	и могли	1	1
524	же в	1	1
525	городов и	1	1
526	в свою	3	1
527	между ними	2	1
528	через которую	1	1
529	состоит из	1	1
530	они были	2	1
531	на этот	1	1
532	оно не	6	1
533	формы его	1	1
534	пути к	1	1
535	в таком	1	1
536	этой точки	1	1
