N	2gram	Tiupa_Disk_1	Marksizm
127	в первом	3	3
128	в которой	1	3
129	к другому	2	3
130	этот процесс	1	3
131	понимания и	1	3
132	но все	1	3
133	различие между	2	3
134	этих форм	1	3
135	от одного	1	3
136	он не	1	3
137	том что	19	3
138	в своей	5	3
139	и ее	2	3
140	не становится	1	3
141	в котором	5	3
142	более того	2	3
143	войти в	1	3
144	в то	3	3
145	для каждого	1	3
146	для всего	1	3
147	не имеет	1	3
148	же время	4	3
149	науке о	2	3
150	этом отношении	1	3
151	в области	1	3
152	не могут	1	3
153	на границе	1	3
154	же самое	2	3
155	должны быть	3	3
156	не есть	2	3
157	и это	1	3
158	не существует	1	3
159	только при	1	3
160	понятно что	1	3
161	сводится к	5	3
162	одного из	2	3
163	можно сказать	5	3
164	с другими	1	3
165	здесь в	2	3
166	того что	3	3
167	быть и	1	3
168	одной из	4	3
169	в какой	2	3
170	и действительно	1	3
171	между тем	4	3
172	большинстве случаев	1	3
173	из них	3	3
174	момент в	1	3
175	или иной	5	3
176	в каком	1	3
177	не было	7	3
178	слова и	1	3
179	этом случае	1	3
180	и от	1	3
181	речевого общения	12	3
182	что делает	2	3
183	как такое	1	3
184	и при	1	3
185	речи и	1	3
186	мы должны	1	3
187	всех других	1	3
188	это и	1	3
189	говорили о	2	2
190	нем нет	1	2
191	одним из	2	2
192	языка с	2	2
193	не остается	1	2
194	данном конкретном	1	2
195	той же	1	2
196	не приходится	2	2
197	точкой зрения	2	2
198	таком случае	1	2
199	совпадает с	2	2
200	и он	2	2
201	свою очередь	3	2
202	но при	3	2
203	быть в	1	2
204	в чем	1	2
205	не все	1	2
206	себе и	1	2
207	из важнейших	1	2
208	что во	1	2
209	в одной	3	2
210	как к	2	2
211	к данному	2	2
212	в своем	6	2
213	его к	1	2
214	в действительности	3	2
215	исторические корни	2	2
216	от этого	1	2
217	бы и	1	2
218	в нашем	1	2
219	из этих	1	2
220	в себе	7	2
221	тем не	1	2
222	он ни	2	2
223	в понимании	1	2
224	не как	4	2
225	из виду	1	2
226	может существовать	1	2
227	человека в	2	2
228	в работе	1	2
229	могла бы	2	2
230	в другом	2	2
231	не сможет	2	2
232	всех областях	1	2
233	в данной	3	2
234	действительности в	1	2
235	этом смысле	1	2
236	в новое	1	2
237	для них	1	2
238	как вещь	1	2
239	имеет место	3	2
240	это делает	1	2
241	в философии	1	2
242	и более	1	2
243	и относительно	2	2
244	в русской	1	2
245	что такое	1	2
246	в основе	7	2
247	не могло	2	2
248	и является	1	2
249	социального взаимодействия	2	2
250	точке зрения	1	2
251	ни о	1	2
252	могут быть	4	2
253	во все	1	2
254	числе и	2	2
255	к тому	5	2
256	они и	3	2
257	с ее	2	2
258	в виду	2	2
259	речевых жанров	12	2
260	и иные	2	2
261	никогда не	2	2
262	по аналогии	1	2
263	мог бы	1	2
264	между собой	2	2
265	если бы	1	2
266	и вообще	2	2
267	и даже	3	2
268	по мере	2	2
269	к языку	1	2
270	громадное значение	1	2
271	и т.д	4	2
272	о том	8	2
273	и во	2	2
274	во втором	4	2
275	что и	3	2
276	ни к	6	2
277	в литературе	2	2
278	что он	4	2
279	целом ряде	1	2
280	в качестве	34	2
281	и др	2	2
282	на определенной	1	2
283	и других	1	2
284	и их	1	2
285	всяком случае	1	2
286	речевой акт	2	2
287	мы можем	1	2
288	как раз	1	2
289	тем что	3	2
290	связаны с	1	2
291	и прежде	1	2
292	что не	4	2
293	нового времени	1	2
294	зависит от	2	2
295	одну из	2	2
296	при более	1	2
297	еще только	1	2
298	не об	1	2
299	и вне	1	2
300	в частности	9	2
301	независимо от	1	2
302	стать объектом	1	2
303	для всех	1	2
304	проблема речевых	1	2
305	этого слова	1	2
306	с этой	1	2
307	но для	1	2
308	говорящего и	2	2
309	значения слова	1	2
310	или в	2	2
311	в свою	3	2
312	на смену	3	2
313	не знает	1	2
314	к его	2	2
315	отношению к	9	2
316	речи как	2	2
317	в своих	3	2
318	именно здесь	1	2
319	в таком	1	2
320	том числе	2	2
321	также и	3	1
322	например в	2	1
323	отделен от	1	1
324	новое время	1	1
325	и то	1	1
326	и без	2	1
327	тем же	1	1
328	от своей	1	1
329	не хочет	1	1
330	и до	1	1
331	слово же	1	1
332	в театре	1	1
333	этом направлении	1	1
334	речевой деятельности	1	1
335	что вся	1	1
336	правильного понимания	1	1
337	и само	1	1
338	только благодаря	1	1
339	высказывания в	6	1
340	говорить о	1	1
341	принадлежит к	1	1
342	они были	1	1
343	ситуации не	1	1
344	в целом	4	1
345	в каждой	3	1
346	форм в	1	1
347	т.п но	3	1
348	на них	1	1
349	он сам	1	1
350	эстетическая концепция	1	1
351	здесь не	1	1
352	столь же	3	1
353	в различных	2	1
354	с его	4	1
355	иного рода	1	1
356	различия между	3	1
357	ее к	1	1
358	но как	2	1
359	а только	1	1
360	со всеми	1	1
361	должны были	1	1
362	отношение к	4	1
363	в едином	2	1
364	форме и	1	1
365	как говорит	1	1
366	в акте	3	1
367	в особом	2	1
368	его на	1	1
369	высказывание не	1	1
370	просто как	1	1
371	каждой области	2	1
372	индивидуальностью и	1	1
373	хотя и	2	1
374	оказывается в	1	1
375	это тоже	1	1
376	всего как	1	1
377	более или	2	1
378	следующим образом	1	1
379	следует сказать	1	1
380	между историей	1	1
381	или иную	1	1
382	со своей	1	1
383	что это	1	1
384	или во	1	1
385	следующей главе	1	1
386	в этой	2	1
387	в известном	1	1
388	прав и	1	1
389	с их	1	1
390	сознания с	1	1
391	другом случае	1	1
392	эпохи и	2	1
393	вследствие этого	3	1
394	не следует	2	1
395	большей или	2	1
396	всех этих	1	1
397	данном отношении	1	1
398	в россии	1	1
399	нашего времени	1	1
400	как от	1	1
401	высказывание может	1	1
402	подобно тому	2	1
403	и по	2	1
404	так например	2	1
405	которое как	1	1
406	значительной степени	2	1
407	русском языке	1	1
408	подход к	1	1
409	которые уже	1	1
410	мы его	1	1
411	значение в	1	1
412	а по	2	1
413	на все	1	1
414	косвенной речи	1	1
415	для своей	1	1
416	зрения на	3	1
417	с целью	1	1
418	свои специфические	1	1
419	это не	3	1
420	которая как	1	1
421	то все	1	1
422	от остальной	1	1
423	и тем	2	1
424	своей основе	1	1
425	но уже	1	1
426	с тем	1	1
427	и вся	1	1
428	не определение	1	1
429	со своими	1	1
430	мы видели	1	1
431	отказаться от	1	1
432	слова является	1	1
433	задач в	1	1
434	то с	2	1
435	для реализации	1	1
436	еще в	3	1
437	как таковой	1	1
438	или менее	2	1
439	во время	1	1
440	если и	1	1
441	или точнее	1	1
442	художественного творчества	1	1
443	наших дней	2	1
444	два значения	1	1
445	одним и	1	1
446	нуждающаяся для	1	1
447	вторая часть	1	1
448	как совокупность	1	1
449	от его	1	1
450	которыми не	1	1
451	есть его	1	1
452	для многих	1	1
453	образом и	1	1
454	которые в	1	1
455	что было	1	1
456	лежит не	1	1
457	возможно только	2	1
458	где нет	1	1
459	не должна	1	1
460	случае такой	1	1
461	бы быть	3	1
462	чистом виде	1	1
463	в меру	1	1
464	тем самым	1	1
465	виду что	1	1
466	она могла	1	1
467	лежащему на	1	1
468	и должен	1	1
469	на него	1	1
470	не по	1	1
471	о них	1	1
472	проблема в	1	1
473	действительности ведь	1	1
474	этих двух	1	1
475	по своей	11	1
476	углом зрения	1	1
477	потому что	4	1
478	здесь же	1	1
479	события общения	2	1
480	перед ним	1	1
481	взаимодействия с	1	1
482	исходить из	1	1
483	стороны и	2	1
484	и принадлежит	1	1
485	и другой	1	1
486	отличается от	2	1
487	всего в	1	1
488	той или	3	1
489	бы это	2	1
490	если же	1	1
491	возникает как	1	1
492	не единственная	1	1
493	не делает	1	1
494	значения и	1	1
495	то она	2	1
496	характер и	2	1
497	что всякая	1	1
498	реальной действительности	1	1
499	в особенности	4	1
500	только то	1	1
501	чужой речи	1	1
502	приводит к	2	1
503	природе своей	5	1
504	из двух	2	1
505	времени и	3	1
506	особенно в	1	1
507	по природе	5	1
508	в роли	1	1
509	в новейшее	1	1
510	и классификации	1	1
511	строго говоря	2	1
512	индивидуального речевого	2	1
513	в определенной	1	1
514	собой и	1	1
515	с человеком	2	1
516	образом в	1	1
517	как формы	2	1
518	о нем	2	1
519	и должно	1	1
520	и что	2	1
521	всех подобных	1	1
522	идет о	1	1
523	как наиболее	1	1
524	основе своей	2	1
525	аналогии с	1	1
526	в значительной	2	1
527	до известной	1	1
528	о некоторых	1	1
529	должно было	1	1
530	в изложении	1	1
531	места и	1	1
532	сознания к	1	1
533	к нему	1	1
534	всей нашей	1	1
535	говорящего на	1	1
536	и требует	2	1
537	речевого акта	1	1
538	отметить что	1	1
539	ответного понимания	1	1
540	в форме	2	1
541	уходят в	2	1
542	действительно в	1	1
543	них в	2	1
544	формы речевого	1	1
545	а его	1	1
546	не несет	1	1
547	познания в	1	1
548	в каких	1	1
549	целое в	1	1
550	с ними	1	1
551	пришел к	1	1
552	непосредственно из	1	1
553	наше время	2	1
554	или же	1	1
555	сознания в	2	1
556	тот или	2	1
557	с одной	9	1
558	не соответствует	1	1
559	опыта к	1	1
560	отграничивается от	1	1
561	уже не	4	1
562	уже в	2	1
563	принадлежащих к	2	1
564	чужого высказывания	1	1
565	или даже	2	1
566	при помощи	1	1
567	первобытного человека	3	1
568	ту или	1	1
569	а потому	1	1
570	слова в	2	1
571	в одном	2	1
572	сами по	2	1
573	и один	1	1
574	данного высказывания	1	1
575	от сознания	1	1
576	у этих	1	1
577	граница между	1	1
578	не о	1	1
579	может служить	1	1
580	форм высказывания	1	1
581	различных сфер	1	1
582	в исследование	1	1
583	виду как	1	1
584	до наших	1	1
585	одной стороны	9	1
586	высказывания к	1	1
587	со стороны	7	1
588	выходит за	1	1
589	между которыми	1	1
590	на ее	2	1
591	этом как	1	1
592	лица в	1	1
593	как индивидуальное	1	1
594	или меньшей	2	1
595	еще и	1	1
596	тому как	3	1
597	репертуар речевых	1	1
598	определяется не	2	1
599	стремится к	1	1
600	романа в	1	1
601	себя и	1	1
602	нет как	1	1
603	к более	1	1
604	в любой	1	1
605	принципиальные различия	1	1
606	основных и	1	1
607	о чем	2	1
608	на слово	1	1
609	его как	2	1
610	мог быть	3	1
611	индивид не	1	1
612	своем качестве	2	1
613	как это	1	1
614	в рамках	5	1
615	как процесс	1	1
616	но не	11	1
617	форм языка	1	1
618	система не	1	1
619	требует от	1	1
620	их к	1	1
621	влияния на	2	1
622	если оно	1	1
623	в той	1	1
624	всякая система	1	1
625	эстетической деятельности	3	1
626	быть только	1	1
627	для понимания	2	1
628	лежит в	1	1
629	новейшее время	1	1
630	ли не	3	1
631	своих задач	1	1
632	высказывания и	2	1
633	к другим	2	1
634	литературе в	1	1
635	в наше	2	1
636	в следующей	1	1
637	в аналогичном	1	1
638	известной степени	2	1
639	каким бы	1	1
640	при таком	1	1
641	и может	1	1
642	здесь они	1	1
643	такого рода	4	1
644	к одной	1	1
645	данная мысль	1	1
646	у них	1	1
647	с языком	1	1
648	самого говорящего	1	1
649	в большей	1	1
650	же касается	2	1
651	бы на	1	1
652	и другие	1	1
653	в системе	1	1
654	становления и	2	1
655	с ней	1	1
656	значение а	1	1
657	их с	1	1
658	и художественного	1	1
659	формы высказывания	1	1
660	разрыв между	1	1
661	всем своим	1	1
662	конкретном случае	1	1
