N	2gram	Bakhtin_Pr_4	VeschiIm
227	первый тип	1	2
228	может не	1	2
229	или что	1	2
230	о которых	2	2
231	что на	1	2
232	образом и	3	2
233	приводит к	4	2
234	но она	2	2
235	и вот	1	2
236	во всяком	2	2
237	данном случае	1	2
238	это все	1	2
239	от всех	1	2
240	на их	1	2
241	бы на	1	2
242	от этого	2	2
243	так же	3	2
244	в более	1	2
245	суждения о	1	2
246	у меня	3	2
247	для всего	1	2
248	и самой	1	2
249	я сам	1	2
250	затем и	1	2
251	конечно и	3	2
252	и во	3	2
253	то есть	40	2
254	но между	1	2
255	как это	1	2
256	но можно	1	2
257	а только	1	2
258	это совершенно	1	2
259	бы ни	2	2
260	об этом	2	2
261	же они	1	2
262	который мы	1	2
263	от одного	2	2
264	но зато	1	2
265	же есть	1	2
266	знает и	1	2
267	но все	2	2
268	полную независимость	1	2
269	его и	1	2
270	жизни в	1	2
271	ничем не	1	2
272	но только	1	2
273	только один	1	2
274	при всем	2	2
275	по законам	1	2
276	превращается в	4	2
277	и сама	1	2
278	самим собою	3	2
279	себе как	2	2
280	а затем	1	2
281	но они	1	2
282	еще более	3	2
283	если же	5	2
284	не с	1	2
285	жизнь и	3	2
286	ее но	1	2
287	мысли и	2	2
288	на все	2	2
289	так или	1	2
290	находим в	2	2
291	на него	3	2
292	как в	4	2
293	как мы	12	2
294	и его	6	2
295	в сфере	1	2
296	жизнь не	2	2
297	и они	2	2
298	для нее	1	2
299	поэтому и	2	2
300	дело в	3	2
301	с собой	3	2
302	но к	1	2
303	свое выражение	1	2
304	ни в	6	2
305	себе что	2	2
306	в слове	3	2
307	той же	3	2
308	но ведь	2	2
309	в силу	1	2
310	ту же	2	2
311	отношении к	2	2
312	и тем	2	2
313	и понимает	3	2
314	мы уже	3	2
315	не нужно	2	2
316	из его	1	2
317	своей собственной	1	2
318	в первом	1	2
319	есть конечно	2	2
320	в одну	1	2
321	когда он	2	2
322	тому что	1	2
323	но именно	3	2
324	только к	2	2
325	мы можем	4	2
326	и если	1	2
327	он не	4	2
328	нею и	1	2
329	мы будем	2	2
330	и нет	4	2
331	в своих	1	2
332	мы говорили	1	2
333	степени и	2	2
334	на этой	1	2
335	в частности	1	2
336	не я	1	2
337	все равно	2	2
338	общение и	1	2
339	была бы	1	2
340	ее понимает	1	2
341	а я	1	2
342	тем же	3	2
343	обойтись без	1	2
344	и уже	1	2
345	никак не	3	2
346	в самой	5	2
347	просто как	1	2
348	что ему	1	2
349	себе и	3	2
350	в виду	4	2
351	или иначе	1	2
352	кроме того	4	2
353	есть уже	2	2
354	человека и	3	2
355	в первой	2	2
356	является в	1	2
357	во втором	1	2
358	все эти	4	1
359	тут это	1	1
360	который и	1	1
361	слово или	2	1
362	без труда	1	1
363	и совершенно	2	1
364	жизни а	1	1
365	зрения этого	1	1
366	из своей	1	1
367	а вот	1	1
368	но с	2	1
369	только одного	1	1
370	есть для	1	1
371	он остается	1	1
372	которых никто	1	1
373	то мы	1	1
374	должно стать	1	1
375	их к	1	1
376	и гносеологический	1	1
377	на анализе	1	1
378	в другом	2	1
379	бы оно	1	1
380	конце концов	1	1
381	отличие от	3	1
382	другой но	1	1
383	именно к	1	1
384	как ни	1	1
385	или в	8	1
386	о котором	2	1
387	и самый	1	1
388	по одному	1	1
389	в двух	1	1
390	одной стороны	1	1
391	его с	1	1
392	на том	2	1
393	было и	1	1
394	другое и	1	1
395	и также	1	1
396	вокруг себя	1	1
397	в условность	1	1
398	стремиться к	1	1
399	могло быть	1	1
400	они все	1	1
401	установки и	1	1
402	где нет	1	1
403	и определенным	1	1
404	переходим к	2	1
405	силой и	1	1
406	что как	1	1
407	мы замечаем	1	1
408	себя от	1	1
409	нельзя сказать	1	1
410	не к	3	1
411	это слово	5	1
412	и является	2	1
413	между собой	1	1
414	лишь как	2	1
415	и другой	1	1
416	ровно ничего	1	1
417	раз и	4	1
418	учение о	1	1
419	с ней	1	1
420	этого слова	2	1
421	не было	2	1
422	то этот	1	1
423	это я	1	1
424	к другим	2	1
425	говорят что	1	1
426	это вовсе	2	1
427	только себя	1	1
428	равно и	2	1
429	вовсе не	9	1
430	и вместе	1	1
431	мы сказали	3	1
432	же тут	1	1
433	есть а	1	1
434	есть лишь	1	1
435	глубины и	1	1
436	в сознании	1	1
437	сих пор	8	1
438	этом смысле	2	1
439	я и	1	1
440	в какой	1	1
441	это конечно	1	1
442	и так	2	1
443	конкретной и	1	1
444	под каким	1	1
445	даже в	1	1
446	к которому	1	1
447	сделать и	1	1
448	тем самым	1	1
449	этот образ	1	1
450	совершенно особая	1	1
451	словом как	2	1
452	человека по	1	1
453	которая как	1	1
454	возможности и	1	1
455	в конце	3	1
456	никак нельзя	1	1
457	до сих	8	1
458	дело не	1	1
459	в некоторых	1	1
460	и без	1	1
461	эта внутренняя	1	1
462	друг с	5	1
463	знает но	1	1
464	или обращение	1	1
465	правда это	1	1
466	в существенном	1	1
467	очень хорошо	1	1
468	может понять	1	1
469	осмысления и	1	1
470	и внешней	1	1
471	но может	1	1
472	жизнь в	3	1
473	как чисто	1	1
474	внутренняя жизнь	1	1
475	мыслить и	2	1
476	в это	1	1
477	и жизнь	2	1
478	станет ясным	1	1
479	не знать	1	1
480	стороны и	2	1
481	выставленные нами	1	1
482	на которую	1	1
483	явление в	2	1
484	время на	1	1
485	от которых	1	1
486	по своей	3	1
487	словом в	4	1
488	но для	3	1
489	на что	1	1
490	его как	2	1
491	к этому	1	1
492	теперь в	1	1
493	что же?	1	1
494	не хочет	2	1
495	не при	2	1
496	как не	1	1
497	а именно	1	1
498	сознания и	2	1
499	один и	1	1
500	резко отличается	1	1
501	этих моментов	1	1
502	реагирует на	2	1
503	с другом	5	1
504	не учитывает	1	1
505	есть определенное	1	1
506	на какой-то	1	1
507	если они	1	1
508	но вся	2	1
509	говорит только	1	1
510	и формы	1	1
511	тут что-нибудь	2	1
512	несколько подробнее	1	1
513	совершенно невозможно	1	1
514	раз в	2	1
515	к полному	1	1
516	в таком	1	1
517	существенно и	1	1
518	смысле а	1	1
519	сами по	2	1
520	и очень	1	1
521	двумя разными	2	1
522	таковы что	1	1
523	его собственная	1	1
524	второй тип	1	1
525	на меня	1	1
526	на более	1	1
527	собою а	1	1
528	он все	1	1
529	оно было	1	1
530	бы вбирает	1	1
531	и заставляет	1	1
532	как две	1	1
533	в обеих	1	1
534	быть ни	2	1
535	хотя и	6	1
536	будем говорить	1	1
537	по той	1	1
538	притом конечно	1	1
539	изменения в	1	1
540	наш анализ	1	1
541	этом случае	1	1
542	границы между	1	1
543	уже давно	1	1
544	она еще	1	1
545	не всегда	1	1
546	и к	9	1
547	представим себе	2	1
548	отождествляется с	1	1
549	более полное	1	1
550	всегда и	1	1
551	они не	2	1
552	которых мы	1	1
553	в других	2	1
554	мы увидим	6	1
555	и получить	1	1
556	тоже как	1	1
557	именно на	1	1
558	что если	1	1
559	себя а	1	1
560	зрения ни	1	1
561	и говорить	2	1
562	идет речь	1	1
563	если в	2	1
564	что у	1	1
565	может стремиться	1	1
566	существенным и	1	1
567	они в	1	1
568	самое наличие	1	1
569	на одном	1	1
570	что было	1	1
571	находиться в	1	1
572	как он	3	1
573	только с	1	1
574	его значение	1	1
575	она и	1	1
576	формы этого	1	1
577	можно назвать	1	1
578	к этой	1	1
579	вы не	1	1
580	слова он	1	1
581	нет ибо	1	1
582	он ничего	2	1
583	но на	2	1
584	есть прежде	1	1
585	конечно не	8	1
586	но эти	4	1
587	от некоторых	1	1
588	именно и	1	1
589	тому же	1	1
590	быть или	1	1
591	в очень	1	1
592	и еще	1	1
593	бы с	1	1
594	за пределами	1	1
595	всяком случае	1	1
596	или иной	2	1
597	какой-то другой	1	1
598	слово для	1	1
599	чрезвычайно существенно	1	1
600	что та	2	1
601	знаете что	1	1
602	уже здесь	1	1
603	явления так	1	1
604	как нам	2	1
605	не о	1	1
606	смысле это	1	1
607	лежит в	1	1
608	из самых	1	1
609	не могли	2	1
610	но чисто	1	1
611	в пределах	10	1
612	но сущность	1	1
613	в них	1	1
614	вид что	1	1
615	нами уже	2	1
616	теперь что	1	1
617	другой стороны	3	1
618	слова в	13	1
619	целое не	1	1
620	в котором	5	1
621	я его	1	1
622	они могут	1	1
623	в этой	3	1
624	к самому	2	1
625	при этом	5	1
626	проявляется и	1	1
627	у него	5	1
628	чтобы не	1	1
629	по преимуществу	1	1
630	свой смысл	1	1
631	же как	2	1
632	могут быть	2	1
633	и внутренней	1	1
634	дома то	1	1
635	как то	1	1
636	с одной	1	1
637	в живых	1	1
638	формы но	1	1
639	и идеи	3	1
640	они должны	3	1
641	к новой	1	1
642	слова и	7	1
643	не могут	3	1
644	в отличие	3	1
645	в научной	1	1
646	и на	11	1
647	да так	1	1
648	что вы	1	1
649	очень важное	1	1
650	как его	1	1
651	о них	1	1
652	но лишь	1	1
653	переживания и	1	1
654	поэтому в	1	1
655	их переживания	1	1
656	слово слово	3	1
657	почему же	2	1
658	и она	1	1
659	даже когда	1	1
660	так можно	1	1
661	далеко не	3	1
662	не как	3	1
663	общения оно	1	1
664	нет ничего	1	1
665	xix веке	1	1
666	уже нет	2	1
667	с его	5	1
668	о самом	1	1
669	от них	2	1
670	в общем	2	1
671	к иному	1	1
672	но конечно	2	1
673	в xix	1	1
674	однако в	1	1
675	слово какое	1	1
676	только так	2	1
677	другим в	1	1
678	мы переходим	1	1
679	выходя из	1	1
680	свою собственную	1	1
681	отчасти и	2	1
682	достигает своего	1	1
683	и полное	1	1
684	предмета но	1	1
685	не был	1	1
686	им в	1	1
687	слово из	1	1
688	заставляет его	1	1
689	по существу	3	1
690	и у	1	1
691	вместо того	1	1
692	является как	1	1
693	типов и	4	1
694	между двумя	3	1
695	ничего что	1	1
696	к своим	1	1
697	он должен	1	1
698	мы конечно	2	1
699	образом между	1	1
700	и всякая	1	1
701	но эта	1	1
702	он и	4	1
703	было только	1	1
704	может стать	2	1
705	должен был	1	1
706	и речи	1	1
707	вы в	1	1
708	ничего а	1	1
709	то уже	1	1
710	уже в	4	1
711	мы теперь	1	1
712	самого все	1	1
713	перед нами	12	1
714	слово в	6	1
715	на нее	1	1
716	ничего это	1	1
717	он как	2	1
718	нами как	1	1
719	и нужно	1	1
720	о нем	6	1
721	получает в	1	1
722	еще один	1	1
723	понимает и	1	1
724	не знаем	1	1
725	на части	2	1
726	форма есть	1	1
727	и эта	1	1
728	из своих	2	1
729	с самого	1	1
730	к одному	6	1
731	с первой	1	1
732	с явлением	1	1
733	этого реального	1	1
734	и по	2	1
735	всего на	1	1
736	его своим	1	1
737	во многом	1	1
738	форме и	1	1
739	не обязательно	1	1
740	уже сказали	2	1
741	остановиться несколько	1	1
