N	2gram	Vinokur_St_3	Hudozhes
160	и к	4	2
161	но в	5	2
162	из этих	6	2
163	о ее	1	2
164	т д	2	2
165	о которой	2	2
166	не как	2	2
167	на этом	3	2
168	а по	2	2
169	зрения на	1	2
170	лишь в	4	2
171	его в	1	2
172	это было	8	2
173	от которого	1	2
174	о которых	3	2
175	и тогда	2	2
176	место в	6	2
177	в г	12	2
178	с точки	4	2
179	если можно	1	2
180	не столько	2	2
181	что я	3	2
182	вместе со	1	2
183	сам он	2	2
184	дело не	2	2
185	того как	1	2
186	одна из	2	2
187	только не	1	2
188	к ней	4	2
189	ему в	1	2
190	к той	1	2
191	приходит к	1	2
192	как мы	2	2
193	приводит к	1	2
194	те же	1	2
195	которая была	1	2
196	до сих	2	2
197	том как	1	2
198	и т.д	1	2
199	в другом	3	2
200	а также	4	2
201	того или	1	2
202	жизни он	1	2
203	во втором	2	2
204	и только	2	2
205	один из	2	2
206	о двух	1	2
207	здесь не	1	2
208	ли он	1	2
209	он уже	1	2
210	именно на	1	2
211	и у	2	2
212	ни одного	1	2
213	в виде	3	2
214	из них	1	2
215	т п	6	2
216	вовсе не	2	2
217	сих пор	2	2
218	или иной	2	2
219	как у	1	2
220	именно в	1	2
221	еще и	1	2
222	себя и	2	2
223	что не	2	2
224	мы знаем	1	2
225	а за	1	2
226	именно так	1	2
227	однако и	1	2
228	нет ничего	1	2
229	вместе с	2	2
230	в духе	2	2
231	этот смысл	1	2
232	в данном	1	2
233	видит в	1	2
234	или иного	1	2
235	что же	1	2
236	в контексте	1	2
237	о его	1	2
238	это был	2	2
239	не является	3	2
240	и для	4	2
241	в двух	1	2
242	это уже	1	2
243	у которого	3	2
244	потому что	5	2
245	хотя бы	1	2
246	давно уже	1	2
247	точки зрения	7	2
248	а о	1	2
249	и эта	1	2
250	сказать что	4	2
251	я это	1	2
252	т е	8	2
253	как на	6	2
254	гораздо более	2	2
255	говорит это	1	1
256	одних и	1	1
257	отношения к	1	1
258	одним из	1	1
259	например в	4	1
260	течение всей	2	1
261	тех же	1	1
262	в молодые	1	1
263	мы имели	2	1
264	перед лицом	1	1
265	и так	1	1
266	отметим еще	1	1
267	его же	1	1
268	также и	1	1
269	на материале	1	1
270	мы имеем	5	1
271	мы не	2	1
272	что если	2	1
273	ответить на	1	1
274	нам в	1	1
275	не была	2	1
276	в сущности	2	1
277	время как	4	1
278	но то	1	1
279	этого термина	2	1
280	не совсем	2	1
281	что можно	1	1
282	которого в	2	1
283	различной длины	2	1
284	в каждой	2	1
285	ему хотелось	3	1
286	также о	1	1
287	разумеется не	2	1
288	идет за	1	1
289	он был	3	1
290	между собой	1	1
291	установку на	1	1
292	со словами	1	1
293	во всех	2	1
294	то он	2	1
295	точка зрения	4	1
296	в сторону	1	1
297	в общем	4	1
298	xix столетия	1	1
299	с каким	1	1
300	автора но	1	1
301	иногда и	1	1
302	не просто	2	1
303	нет и	2	1
304	серьезный глубокий	1	1
305	за пределы	1	1
306	смотрел на	3	1
307	в течение	4	1
308	в одной	2	1
309	в той	1	1
310	показать что	1	1
311	более и	2	1
312	и нет	1	1
313	остановиться на	1	1
314	когда он	1	1
315	но для	1	1
316	его к	2	1
317	самом начале	1	1
318	от этого	1	1
319	для которого	1	1
320	в которой	4	1
321	из жизни	1	1
322	отношения между	5	1
323	так или	1	1
324	представляет собой	1	1
325	все эти	3	1
326	приобретает характер	1	1
327	и тот	2	1
328	человек не	1	1
329	так сказать	2	1
330	по словам	1	1
331	а несколько	1	1
332	именно то	1	1
333	же это	1	1
334	и когда	1	1
335	том чтобы	2	1
336	классической традиции	1	1
337	свое время	1	1
338	какой бы	1	1
339	известном смысле	1	1
340	него было	1	1
341	но все	2	1
342	в каждом	4	1
343	смысле в	1	1
344	начинается словами	1	1
345	самим собой	1	1
346	то есть	2	1
347	г в	6	1
348	и других	2	1
349	которая как	1	1
350	что один	1	1
351	эти два	1	1
352	и тем	4	1
353	даже в	1	1
354	делает его	1	1
355	только одно	1	1
356	любви в	1	1
357	этого не	1	1
358	он и	2	1
359	жизни но	2	1
360	теперь у	1	1
361	не мог	2	1
362	и еще	1	1
363	во время	3	1
364	и при	1	1
365	бы такую	1	1
366	взгляд на	2	1
367	наших дней	1	1
368	начале xix	3	1
369	где мы	1	1
370	означало бы	1	1
371	на месте	1	1
372	он понимал	1	1
373	а потом	1	1
374	от себя	1	1
375	одном из	1	1
376	но он	3	1
377	внимания на	2	1
378	чего нельзя	1	1
379	была не	2	1
380	и более	3	1
381	не могли	1	1
382	в конце	6	1
383	том же	1	1
384	и шесть	1	1
385	в словах	3	1
386	слов о	1	1
387	нас к	2	1
388	произведения и	2	1
389	и какие	1	1
390	а иногда	1	1
391	важно что	2	1
392	трактовка темы	1	1
393	что ему	1	1
394	самого начала	2	1
395	дело в	1	1
396	ее с	1	1
397	на себе	2	1
398	было не	1	1
399	можно судить	1	1
400	и над	1	1
401	не могло	1	1
402	всей его	1	1
403	был в	1	1
404	найти в	2	1
405	и всегда	2	1
406	антагонизма между	1	1
407	на язык	3	1
408	в самой	1	1
409	этих двух	2	1
410	ему было	1	1
411	мыслей и	1	1
412	того в	1	1
413	к определенному	1	1
414	как она	1	1
415	вышел без	1	1
416	такая же	1	1
417	к вам	1	1
418	ср в	3	1
419	а лишь	1	1
420	предстает в	1	1
421	себе так	1	1
422	в области	6	1
423	в разговоре	1	1
424	встречается в	1	1
425	когда мы	1	1
426	что основные	1	1
427	и такие	2	1
428	отличается от	4	1
429	всего в	4	1
430	его с	1	1
431	от нее	3	1
432	бы он	1	1
433	той или	1	1
434	тот и	1	1
435	на это	2	1
436	вопросы а	1	1
437	при анализе	1	1
438	в театре	1	1
439	потому не	1	1
440	а затем	1	1
441	нет никакой	1	1
442	с самого	2	1
443	в дальнейшем	1	1
444	в классической	1	1
445	и необходимости	1	1
446	нельзя сказать	3	1
447	то как	1	1
448	в годы	1	1
449	на нее	2	1
450	времени и	2	1
451	особенно в	1	1
452	но у	1	1
453	мы в	1	1
454	является в	1	1
455	был не	1	1
456	на что	2	1
457	по себе	1	1
458	трактуется как	1	1
459	в разных	1	1
460	образом в	1	1
461	сказывается и	1	1
462	автор не	1	1
463	себя а	1	1
464	и здесь	3	1
465	в драматическом	2	1
466	и что	3	1
467	обратим внимание	1	1
468	и который	1	1
469	времени в	1	1
470	в значительной	1	1
471	второй половины	1	1
472	заключается в	2	1
473	героя до	1	1
474	а у	2	1
475	которых в	1	1
476	или иначе	1	1
477	должно было	1	1
478	пор мы	1	1
479	чем была	1	1
480	которая и	1	1
481	искусства он	2	1
482	судить по	1	1
483	того что	5	1
484	как например	8	1
485	по своей	1	1
486	по мнению	3	1
487	всей жизни	1	1
488	но как	2	1
489	за себя	2	1
490	собственного голоса	1	1
491	в уста	2	1
492	это же	1	1
493	тот или	1	1
494	со всеми	1	1
495	характерной для	1	1
496	так что	11	1
497	что хотел	1	1
498	для всех	1	1
499	оказывается в	1	1
500	уже в	3	1
501	периода по	1	1
502	вернуться к	1	1
503	действующего лица	1	1
504	в начале	4	1
505	целого ряда	1	1
506	могло бы	1	1
507	согласно которой	1	1
508	так как	3	1
509	то время	4	1
510	при всей	2	1
511	не о	1	1
512	может служить	1	1
513	отношении к	1	1
514	независимо от	5	1
515	имели дело	1	1
516	он мог	1	1
517	этом отношении	4	1
518	от того	2	1
519	на том	1	1
520	где в	1	1
521	же состоит	1	1
522	ней и	1	1
523	таков что	1	1
524	этом пути	1	1
525	последнего в	1	1
526	этого человека	1	1
527	по своим	1	1
528	а именно	1	1
529	действующих лиц	4	1
530	такое же	2	1
531	перед ним	1	1
532	системы и	1	1
533	термина а	1	1
534	до конца	3	1
535	жить без	1	1
536	не означает	1	1
537	что несмотря	1	1
538	с которым	3	1
539	долгое время	1	1
540	из названных	1	1
541	там где	1	1
542	более глубокое	1	1
543	и силы	1	1
544	характеризуется в	1	1
545	в речи	4	1
546	уже давно	1	1
547	все более	2	1
548	вступает в	1	1
549	и она	1	1
550	эти слова	1	1
551	ни на	2	1
552	значении этого	1	1
553	не сразу	2	1
554	в пределах	1	1
555	его личной	1	1
556	для искусства	2	1
557	к жизни	1	1
558	что за	1	1
559	это были	1	1
560	чем в	1	1
561	такого рода	5	1
562	это почти	1	1
563	эстетическое отношение	1	1
564	в воспоминаниях	1	1
565	это за	2	1
566	за рамки	2	1
567	это его	1	1
568	по существу	1	1
569	кстати и	1	1
570	xix в	1	1
571	смысл в	1	1
572	с этой	3	1
573	на другое	2	1
574	но это	4	1
575	но служит	1	1
576	к которому	3	1
577	трагедии это	1	1
578	только тогда	2	1
579	котором он	1	1
580	и среди	1	1
581	что нет	1	1
582	бы в	1	1
583	и н	1	1
584	что после	1	1
585	я хотел	1	1
586	в поле	1	1
587	но зато	1	1
588	на языке	1	1
589	жаловался на	1	1
590	чем же	1	1
591	этом свете	1	1
592	молодые годы	1	1
593	в творчестве	3	1
594	не знает	1	1
595	другой стороны	5	1
596	существует в	2	1
597	из этого	4	1
598	среди прочих	1	1
599	об отношении	1	1
600	на примере	1	1
601	к этой	2	1
602	люди и	1	1
603	в своих	8	1
604	это в	4	1
605	к м	1	1
606	к этому	3	1
607	можно назвать	4	1
608	которая не	1	1
609	годы своего	1	1
610	смысле что	1	1
