N	2gram	Bakhtin_KF_1	FransuaR
224	одной из	1	2
225	и оба	1	2
226	и ее	2	2
227	со всеми	2	2
228	уже не	7	2
229	в большинстве	1	2
230	только на	1	2
231	же в	1	2
232	большинстве случаев	1	2
233	и других	2	2
234	к человеку	1	2
235	отношению к	22	2
236	именно в	5	2
237	бытие но	2	2
238	и др	1	2
239	слиты в	1	2
240	до конца	3	2
241	а не	17	2
242	его как	5	2
243	нигде не	3	2
244	может иметь	2	2
245	из которых	2	2
246	в человеке	1	2
247	может стать	1	2
248	по своему	3	2
249	в данном	2	2
250	и оценок	1	2
251	в первой	1	2
252	или в	1	2
253	имеет дело	1	2
254	в результате	1	2
255	и смысл	2	2
256	и как	2	2
257	с ним	5	2
258	ни было	4	2
259	одновременно и	1	2
260	бы оно	2	2
261	однако по	1	2
262	во всяком	1	2
263	отношения к	1	1
264	функции в	1	1
265	как его	4	1
266	самом деле	3	1
267	это и	2	1
268	в первом	1	1
269	всем что	1	1
270	прошлое и	3	1
271	ведь и	1	1
272	должна быть	4	1
273	едва ли	2	1
274	вокруг человека	1	1
275	и время	2	1
276	свой мир	1	1
277	его не	1	1
278	а как	2	1
279	именно к	1	1
280	он как	1	1
281	оба эти	2	1
282	так чтобы	1	1
283	деталь его	1	1
284	мир с	1	1
285	целом не	2	1
286	бы ни	1	1
287	ему в	2	1
288	конечно и	1	1
289	пространство и	2	1
290	не остается	2	1
291	всех сторон	1	1
292	и временной	1	1
293	себя а	4	1
294	быть в	4	1
295	не был	1	1
296	мир мир	1	1
297	этим не	1	1
298	сказать и	1	1
299	в ее	16	1
300	землю и	1	1
301	но не	12	1
302	бы его	1	1
303	предмета его	1	1
304	абстрактный момент	2	1
305	к которой	2	1
306	свою жизнь	2	1
307	а он	1	1
308	него все	1	1
309	менее всего	6	1
310	себе и	3	1
311	в едином	9	1
312	в истории	1	1
313	его на	2	1
314	что именно	1	1
315	все остальные	1	1
316	все же	5	1
317	нами в	1	1
318	я должен	7	1
319	не являются	1	1
320	ни одно	5	1
321	и этим	3	1
322	в самом	1	1
323	истины и	2	1
324	которому подчиняется	1	1
325	в нашем	1	1
326	в час	3	1
327	из другого	1	1
328	думать что	2	1
329	и будущее	2	1
330	другом случае	1	1
331	но его	1	1
332	близости в	1	1
333	ее как	2	1
334	его действительный	1	1
335	всей его	2	1
336	человек не	2	1
337	вследствие этого	2	1
338	жизнью и	1	1
339	теории и	3	1
340	время и	5	1
341	к миру	1	1
342	а скорее	1	1
343	момента в	1	1
344	не как	4	1
345	мир как	6	1
346	новое и	1	1
347	к каждому	1	1
348	которого и	2	1
349	его от	1	1
350	этом мире	2	1
351	пространственный и	1	1
352	том же	1	1
353	в каждом	3	1
354	смысле в	2	1
355	не будет	2	1
356	что мир	1	1
357	и чтобы	1	1
358	с целью	1	1
359	есть тот	1	1
360	как к	2	1
361	и иных	1	1
362	он есть	1	1
363	форму и	1	1
364	этом смысле	3	1
365	эти моменты	2	1
366	и тем	3	1
367	в жизни	2	1
368	и находит	1	1
369	смерть и	1	1
370	в единое	2	1
371	но уже	1	1
372	этого не	1	1
373	с тем	2	1
374	и уже	1	1
375	все моменты	1	1
376	знать и	1	1
377	чем в	1	1
378	ее содержанием	1	1
379	мысль и	2	1
380	как все	1	1
381	лежат в	1	1
382	возможности в	2	1
383	всяком случае	1	1
384	в котором	24	1
385	даль и	1	1
386	и вокруг	1	1
387	мысли и	1	1
388	что я	5	1
389	признать что	1	1
390	рождение и	1	1
391	зрения формальной	1	1
392	и каждая	1	1
393	не будем	1	1
394	в корне	2	1
395	понятиями но	1	1
396	и близость	1	1
397	по себе	2	1
398	не была	1	1
399	содержит в	1	1
400	при всех	1	1
401	себя момент	1	1
402	мира не	3	1
403	она не	1	1
404	мысли в	1	1
405	и отсюда	2	1
406	в основе	5	1
407	для всего	1	1
408	к каждой	1	1
409	или как	2	1
410	первая часть	1	1
411	таким путем	1	1
412	более что	1	1
413	по своей	1	1
414	за исключением	1	1
415	это слово	1	1
416	ибо все	3	1
417	в сознании	2	1
418	ее можно	1	1
419	не по	4	1
420	чем ближе	1	1
421	уже и	1	1
422	и делает	2	1
423	у меня	1	1
424	нет даже	1	1
425	но там	1	1
426	места для	1	1
427	его для	1	1
428	он и	2	1
429	есть только	1	1
430	вошли в	1	1
431	и всех	1	1
432	вокруг него	2	1
433	смерти и	1	1
434	как с	1	1
435	ничего общего	2	1
436	своего развития	1	1
437	и о	1	1
438	определенного и	2	1
439	на нем	2	1
440	здесь не	3	1
441	характер и	1	1
442	долженствования и	4	1
443	и получает	1	1
444	мысль о	1	1
445	во главе	2	1
446	отвлечься от	1	1
447	дано в	1	1
448	и когда	2	1
449	котором мы	3	1
450	данте и	1	1
451	с собой	1	1
452	времени и	4	1
453	не с	1	1
454	что был	1	1
455	и которым	1	1
456	в весьма	1	1
457	мыслится и	1	1
458	поэтому в	1	1
459	об этом	1	1
460	образом в	1	1
461	но здесь	3	1
462	и смерть	1	1
463	все дело	1	1
464	каждый раз	1	1
465	на все	1	1
466	в другом	3	1
467	но к	1	1
468	нем для	1	1
469	и та	2	1
470	второй половине	1	1
471	я могу	5	1
472	его жизни	3	1
473	от своего	1	1
474	но только	1	1
475	в различных	1	1
476	нас от	1	1
477	все в	1	1
478	один момент	1	1
479	ценностное многообразие	1	1
480	из общих	1	1
481	мир и	1	1
482	от них	1	1
483	этот момент	6	1
484	подлежит сомнению	1	1
485	действительности в	2	1
486	в ту	2	1
487	в лучшем	1	1
488	и она	2	1
489	для самого	1	1
490	в него	2	1
491	что только	2	1
492	есть для	1	1
493	во всем	7	1
494	которой мы	1	1
495	как единственного	2	1
496	целого и	1	1
497	между тем	4	1
498	в контексте	5	1
499	необходимый момент	1	1
500	изнутри и	1	1
501	и новое	1	1
502	себя в	8	1
503	и всякий	1	1
504	момент не	1	1
505	если мы	1	1
506	в чисто	1	1
507	в виде	2	1
508	него и	1	1
509	здесь же	1	1
510	во втором	1	1
511	мог стать	1	1
512	многообразия мира	1	1
513	и рядом	1	1
514	его и	2	1
515	этого мира	3	1
516	нет места	1	1
517	одно из	1	1
518	себе в	1	1
519	ведь это	1	1
520	бы совершенно	1	1
521	слова в	2	1
522	к ним	4	1
523	к той	1	1
524	вне ее	3	1
525	мире где	1	1
526	но эти	1	1
527	познание его	1	1
528	и даже	1	1
529	и превращает	1	1
530	и из	1	1
531	осмысления и	1	1
532	моменты и	3	1
533	здесь в	1	1
534	по всей	1	1
535	но о	1	1
536	нет конечно	1	1
537	притом не	1	1
538	превращается в	1	1
539	только бытие	1	1
540	это мир	2	1
541	один из	2	1
542	мира со	1	1
543	и видения	2	1
544	ближе к	3	1
545	эти бесконечные	1	1
546	но оно	1	1
547	связь с	1	1
548	нет ничего	1	1
549	него в	1	1
550	я уже	2	1
551	как это	1	1
552	часть нашего	1	1
553	относятся к	1	1
554	мы говорим	1	1
555	к себе	2	1
556	мире нет	1	1
557	ним как	1	1
558	ибо оно	1	1
559	знать что	2	1
560	должен сказать	2	1
561	и другую	1	1
562	в мистерии	1	1
563	лицом и	1	1
564	первом случае	1	1
565	мир дан	1	1
566	знает и	2	1
567	и всей	1	1
568	в мир	1	1
569	образы ее	1	1
570	пространстве его	1	1
571	как целое	1	1
572	нем как	4	1
573	слова и	1	1
574	не касается	1	1
575	элемента в	1	1
576	только для	1	1
577	оба этих	2	1
578	культуры с	1	1
579	и таким	1	1
580	между прочим	1	1
581	его произнесения	1	1
582	же самое	1	1
583	здесь есть	1	1
584	ибо он	1	1
585	это уже	2	1
586	культуры и	5	1
587	каким бы	1	1
588	где и	1	1
589	она может	1	1
590	котором он	3	1
591	от него	3	1
592	лишь как	2	1
593	не должен	3	1
594	помимо его	1	1
595	границу между	1	1
596	но эта	5	1
597	между ними	1	1
598	неотделим от	1	1
599	с ней	1	1
600	дело с	2	1
601	к его	1	1
602	было показано	1	1
603	нет но	1	1
604	в последнем	1	1
605	ко всему	5	1
606	может становиться	1	1
607	в каком-то	1	1
608	ней то	1	1
609	в каком	4	1
610	ее в	1	1
611	в своих	3	1
612	всем своим	1	1
613	имеет определенного	1	1
614	этих момента	1	1
615	они не	1	1
