N	2gram	Potebnia_M_3	TeoriaLi
230	говоря о	4	1
231	те же	6	1
232	в сфере	1	1
233	таком случае	2	1
234	человека и	5	1
235	переходит к	1	1
236	себе этот	2	1
237	не такое	1	1
238	частей речи	1	1
239	и есть	3	1
240	тем же	4	1
241	отношения между	1	1
242	и до	2	1
243	из его	1	1
244	свое место	2	1
245	едва ли	1	1
246	действительности и	3	1
247	и должен	1	1
248	сливается с	2	1
249	одним из	1	1
250	со всех	1	1
251	что даже	4	1
252	той же	2	1
253	на первом	1	1
254	содержания в	2	1
255	вопрос о	1	1
256	из своих	1	1
257	единство и	2	1
258	чтобы не	1	1
259	от своих	4	1
260	от всего	3	1
261	не вполне	1	1
262	человек должен	1	1
263	и со	1	1
264	не знают	1	1
265	необходимая для	1	1
266	и на	3	1
267	на них	1	1
268	это возможно	1	1
269	как субъекта	1	1
270	столь же	4	1
271	время в	3	1
272	бы то	1	1
273	субъекту и	1	1
274	это бывает	1	1
275	совсем не	1	1
276	внутренняя форма	15	1
277	легко может	1	1
278	не входит	1	1
279	если в	1	1
280	оно объединяет	1	1
281	на то	2	1
282	еще один	1	1
283	в истории	1	1
284	пустым звуком	1	1
285	независимо от	5	1
286	от содержания	1	1
287	о жизни	1	1
288	что касается	1	1
289	и бессознательно	1	1
290	могли бы	1	1
291	целый ряд	2	1
292	что по	2	1
293	и внутреннюю	2	1
294	нему как	2	1
295	при чтении	1	1
296	то в	1	1
297	можно в	1	1
298	к чему	1	1
299	из жизни	1	1
300	что это	4	1
301	восприятия как	1	1
302	из этих	9	1
303	большей части	2	1
304	тоже не	1	1
305	отношение между	1	1
306	двух других	1	1
307	в наших	1	1
308	не могла	2	1
309	что одна	1	1
310	на его	2	1
311	что она	3	1
312	время и	2	1
313	но именно	1	1
314	при виде	1	1
315	в понимании	1	1
316	в силу	3	1
317	его сознание	2	1
318	принадлежащих к	1	1
319	в первом	3	1
320	он уже	1	1
321	не отделен	1	1
322	подобно тому	2	1
323	образа и	3	1
324	ни был	1	1
325	по его	1	1
326	не будет	3	1
327	что все	3	1
328	том случае	1	1
329	что скрыто	1	1
330	и внутренняя	1	1
331	времени и	1	1
332	художественный образ	2	1
333	его личности	1	1
334	свое я	1	1
335	было бы	9	1
336	напротив в	1	1
337	должен был	1	1
338	в них	5	1
339	она и	1	1
340	с тем	7	1
341	не всегда	2	1
342	с не	1	1
343	искусства может	1	1
344	о ком	1	1
345	сводятся к	1	1
346	но если	1	1
347	от своего	1	1
348	которым человек	1	1
349	или точнее	1	1
350	таким же	1	1
351	обращается к	1	1
352	в такой	1	1
353	и без	7	1
354	в котором	4	1
355	на свою	2	1
356	находятся между	1	1
357	себе а	4	1
358	впечатлений а	1	1
359	не как	2	1
360	от его	1	1
361	но эта	1	1
362	то под	1	1
363	друг другу	1	1
364	без его	1	1
365	и более	1	1
366	ли я	1	1
367	в прошлом	1	1
368	из виду	2	1
369	с такими	1	1
370	и наоборот	4	1
371	не должно	1	1
372	лично для	1	1
373	их отношении	1	1
374	вышел в	1	1
375	остановимся на	1	1
376	форму в	1	1
377	она по	1	1
378	есть деятельность	1	1
379	между людьми	2	1
380	таких случаях	1	1
381	в таких	1	1
382	знание что	1	1
383	ее не	1	1
384	с которой	1	1
385	по крайней	5	1
386	не имеет	6	1
387	принадлежат к	1	1
388	на себе	1	1
389	и сама	1	1
390	которого он	1	1
391	не составляет	2	1
392	восприятия впечатлений	1	1
393	себе самом	1	1
394	каждый из	1	1
395	того и	1	1
396	жизни не	3	1
397	с одним	1	1
398	эти стороны	1	1
399	как внутренняя	1	1
400	от него	2	1
401	и теперь	6	1
402	связи с	2	1
403	как я	1	1
404	из того	2	1
405	состоит не	3	1
406	не является	1	1
407	не принадлежат	1	1
408	него но	1	1
409	в каком	5	1
410	ему не	2	1
411	в тени	2	1
412	этот закон	1	1
413	настоящего времени	1	1
414	деятельности и	2	1
415	не могут	5	1
416	находящимся вне	1	1
417	образом что	1	1
418	когда мы	2	1
419	чем-то внешним	1	1
420	его за	1	1
421	его с	2	1
422	всего что	1	1
423	в поле	1	1
424	указывает на	6	1
425	слова с	3	1
426	в каждом	3	1
427	оно не	4	1
428	на это	4	1
429	быть назван	1	1
430	она не	2	1
431	самом общем	1	1
432	в каждой	4	1
433	должен быть	1	1
434	из всего	1	1
435	своего развития	1	1
436	как мы	7	1
437	значения и	1	1
438	того чтобы	3	1
439	имеет значение	6	1
440	к нам	1	1
441	только при	2	1
442	языка и	2	1
443	в собственном	2	1
444	то или	2	1
445	мысль о	5	1
446	только то	1	1
447	то время	4	1
448	однако на	1	1
449	свободу и	1	1
450	на нее	1	1
451	здесь как	3	1
452	особенно в	1	1
453	с самим	1	1
454	его лице	1	1
455	именно такого	1	1
456	жизнь и	1	1
457	на каждом	1	1
458	в словах	3	1
459	для этого	1	1
460	с ним	6	1
461	не дай	1	1
462	посредством его	1	1
463	именно потому	1	1
464	первом случае	2	1
465	искусства и	3	1
466	при котором	1	1
467	к знанию	1	1
468	никак не	3	1
469	как ее	2	1
470	одного из	1	1
471	такого что	1	1
472	после того	1	1
473	для говорящего	3	1
474	и который	1	1
475	в сущности	1	1
476	вопросу о	1	1
477	по слову	1	1
478	в которую	1	1
479	ограниченного числа	1	1
480	готово стать	1	1
481	содержанию которое	1	1
482	эти два	1	1
483	я думаю	2	1
484	стоит и	1	1
485	искусства к	1	1
486	от одного	1	1
487	крайней мере	5	1
488	в другой	1	1
489	уже до	1	1
490	сколько от	2	1
491	глядя на	2	1
492	искусство имеет	1	1
493	языка мы	2	1
494	всех сторон	1	1
495	эти последние	2	1
496	и е	1	1
497	на которой	3	1
498	один из	4	1
499	в двух	1	1
500	знаков в	1	1
501	образов и	2	1
502	тот же	1	1
503	в какой	2	1
504	целого и	1	1
505	и приобретает	1	1
506	риторических украшений	1	1
507	образа в	4	1
508	или же	4	1
509	к миру	1	1
510	между этими	1	1
511	или его	1	1
512	на мир	2	1
513	который в	1	1
514	отдельных лиц	1	1
515	так что	7	1
516	от одной	2	1
517	из которого	1	1
518	же и	3	1
519	есть в	3	1
520	с нею	2	1
521	если мы	1	1
522	только на	3	1
523	этого я	1	1
524	в единстве	1	1
525	в поэзии	1	1
526	сама собою	1	1
527	других в	1	1
528	на свое	3	1
529	но самое	1	1
530	не дает	2	1
531	или даже	1	1
532	из них	6	1
533	за ним	3	1
534	только одно	1	1
535	поэзии есть	1	1
536	одно из	5	1
537	никто не	3	1
538	представить себе	3	1
539	сказанное о	1	1
540	в одном	2	1
541	так как	13	1
542	тому же	1	1
543	в такое	1	1
544	к ним	1	1
545	без этого	1	1
546	не говорит	1	1
547	для того	4	1
548	точек зрения	1	1
549	к совокупности	1	1
550	как у	1	1
551	на ее	1	1
552	отказаться от	2	1
553	по своим	1	1
554	предположить в	1	1
555	на чем	2	1
556	еще и	1	1
557	такое же	3	1
558	души и	2	1
559	что для	4	1
560	к более	1	1
561	они представляются	1	1
562	превращается в	1	1
563	не было	4	1
564	не сама	1	1
565	стремится к	1	1
566	принадлежит не	1	1
567	зависит от	6	1
568	с которым	1	1
569	от мира	1	1
570	и я	1	1
571	при воспоминании	1	1
572	восприятия это	1	1
573	в ряду	3	1
574	дерево от	1	1
575	и слово	6	1
576	его как	1	1
577	в одно	3	1
578	если не	4	1
579	впечатлений в	1	1
580	имея в	1	1
581	в одной	1	1
582	я из	1	1
583	от ее	1	1
584	со словом	4	1
585	к своему	2	1
586	тому как	5	1
587	есть как	1	1
588	да и	1	1
589	чувства и	3	1
590	для понимания	4	1
591	многих других	1	1
592	с этой	2	1
593	к понятию	1	1
594	на время	1	1
595	художественное произведение	6	1
596	каждого из	2	1
597	произведением искусства	2	1
598	искусства в	1	1
599	все это	4	1
600	ее содержание	1	1
601	вкуса не	1	1
602	себе еще	1	1
603	к вопросу	1	1
604	каждой из	3	1
605	говорящего и	3	1
606	и от	4	1
607	душа не	1	1
608	в результате	1	1
609	о котором	1	1
610	которая в	1	1
611	например не	2	1
612	это может	1	1
613	из своего	1	1
614	места в	1	1
615	бы в	2	1
616	с другими	5	1
617	ни было	1	1
618	им с	1	1
619	же в	2	1
620	мы видим	2	1
621	не есть	17	1
622	над собою	1	1
623	к самому	1	1
624	может и	1	1
625	чем с	1	1
626	как ряд	1	1
627	а е	1	1
628	быть признано	1	1
629	внутреннее единство	2	1
630	я это	1	1
631	что такое	2	1
632	этот звук	3	1
633	и б	1	1
634	жизни и	2	1
635	ее в	1	1
636	случае если	1	1
637	по поводу	4	1
638	можно назвать	1	1
639	в таком	3	1
640	точно так	12	1
641	все что	4	1
