N	2gram	Tiupa_Lite_1	slovoVRo
131	исторической жизни	1	3
132	в состав	1	3
133	а также	5	3
134	к чужому	1	3
135	к нему	1	3
136	между тем	2	3
137	что и	1	3
138	у него	3	3
139	в особенности	1	3
140	в свою	1	3
141	в некоторых	1	3
142	стремится к	1	3
143	установкой на	1	3
144	как к	1	3
145	слова все	1	3
146	и от	1	3
147	что в	3	3
148	хотя бы	2	3
149	сказать что	1	3
150	во всяком	3	3
151	человеческой речи	1	2
152	одним из	5	2
153	также и	3	2
154	в сфере	3	2
155	установка на	1	2
156	оно было	1	2
157	и само	2	2
158	мы не	1	2
159	с ее	1	2
160	х годов	2	2
161	и чужого	1	2
162	не был	1	2
163	все говорят	1	2
164	но как	1	2
165	жанра но	1	2
166	за пределы	2	2
167	как уже	1	2
168	себе как	1	2
169	в нашем	1	2
170	в себе	7	2
171	роль в	2	2
172	воспитания и	1	2
173	на территории	1	2
174	как он	2	2
175	он не	1	2
176	в виде	1	2
177	и более	1	2
178	значение в	1	2
179	самого автора	1	2
180	далеко не	3	2
181	автора и	1	2
182	наконец даже	1	2
183	в их	3	2
184	и общества	1	2
185	однако в	2	2
186	даже в	2	2
187	в историческом	1	2
188	на котором	1	2
189	тогда когда	1	2
190	дело в	3	2
191	в одном	1	2
192	с материалом	1	2
193	в области	3	2
194	отличается от	1	2
195	и другим	1	2
196	должен быть	2	2
197	свою очередь	1	2
198	в себя	2	2
199	так в	1	2
200	в дальнейшем	1	2
201	как с	1	2
202	в другом	2	2
203	здесь как	2	2
204	о нем	1	2
205	и здесь	1	2
206	на него	1	2
207	о том	2	2
208	и т.п	4	2
209	в различных	1	2
210	нуждается в	3	2
211	ним и	1	2
212	единого и	1	2
213	используются в	1	2
214	как например	1	2
215	что он	5	2
216	всяком случае	2	2
217	со всеми	1	2
218	же и	3	2
219	уже в	5	2
220	всем его	1	2
221	в поэзии	1	2
222	проникает в	1	2
223	в различные	1	2
224	то что	10	2
225	не было	3	2
226	во власти	1	2
227	до сих	1	2
228	именно в	1	2
229	сознания для	2	2
230	индивидуального сознания	2	2
231	но лишь	1	2
232	более того	1	2
233	как о	1	2
234	не всегда	1	2
235	в связи	4	2
236	эти слова	1	2
237	вместе с	1	2
238	и особенно	1	2
239	может стать	1	2
240	в данном	5	2
241	если оно	2	2
242	и нет	2	2
243	сих пор	1	2
244	и единственного	1	2
245	или в	1	2
246	из существеннейших	1	2
247	все они	2	2
248	в новых	1	2
249	жизни в	1	2
250	на роль	2	2
251	только с	1	2
252	может и	1	2
253	есть от	1	2
254	не знает	1	2
255	лишь тогда	1	2
256	языка если	1	2
257	все что	1	2
258	они не	1	2
259	как известно	1	1
260	этого в	1	1
261	того же	2	1
262	не остается	2	1
263	идет о	1	1
264	и есть	3	1
265	между двумя	1	1
266	за собой	1	1
267	по преимуществу	4	1
268	можно лишь	1	1
269	разделяется на	1	1
270	когда это	1	1
271	и этот	1	1
272	и за	1	1
273	а как	2	1
274	есть не	1	1
275	в филологических	1	1
276	эпохи а	1	1
277	и о	1	1
278	нам в	1	1
279	эпохи в	1	1
280	к общему	2	1
281	таких же	1	1
282	освобождения от	2	1
283	он сам	1	1
284	людей в	1	1
285	того еще	1	1
286	быть в	1	1
287	что его	3	1
288	и миру	1	1
289	то он	2	1
290	к которой	1	1
291	в сторону	1	1
292	с каким	1	1
293	с легкой	2	1
294	не просто	1	1
295	с жадностью	1	1
296	в одной	1	1
297	его на	1	1
298	без другого	1	1
299	пределах одной	1	1
300	сознания в	12	1
301	могли бы	1	1
302	целый ряд	1	1
303	привносит в	1	1
304	и художественного	1	1
305	этой цели	2	1
306	или иную	2	1
307	не поддающегося	1	1
308	в самом	3	1
309	та же	2	1
310	собственное слово	1	1
311	в целом	8	1
312	он в	1	1
313	вне языка	1	1
314	в этой	4	1
315	однако как	1	1
316	формы не	1	1
317	говорят о	1	1
318	на то	1	1
319	его идеологической	1	1
320	первая же	1	1
321	вокруг себя	1	1
322	и только	2	1
323	и сам	6	1
324	у пушкина	1	1
325	целом как	1	1
326	и по	1	1
327	с собой	4	1
328	как таковое	1	1
329	в каждом	1	1
330	мне в	1	1
331	подход к	1	1
332	в мире	2	1
333	знает что	1	1
334	это было	1	1
335	не умеет	1	1
336	этого чужого	1	1
337	для нее	2	1
338	в последующем	1	1
339	и тем	4	1
340	мог бы	1	1
341	на основании	1	1
342	несмотря на	3	1
343	как сказано	2	1
344	ведет к	4	1
345	другой к	1	1
346	такой же	1	1
347	в один	1	1
348	над языком	1	1
349	слишком узка	1	1
350	одного и	1	1
351	на первый	1	1
352	в эту	1	1
353	в своей	4	1
354	авторитарности так	1	1
355	самого человека	1	1
356	не исчерпывается	1	1
357	для изучения	1	1
358	тем не	2	1
359	своего времени	2	1
360	по ту	1	1
361	как от	1	1
362	миром как	1	1
363	как проблема	1	1
364	освободиться от	2	1
365	и достоевского	1	1
366	например и	1	1
367	сознания по	1	1
368	как будет	1	1
369	xviii века	2	1
370	самого начала	1	1
371	не о	1	1
372	текста и	1	1
373	к определенному	1	1
374	к новым	1	1
375	дело не	2	1
376	иметь в	1	1
377	во всякой	1	1
378	и уже	1	1
379	карамазова и	1	1
380	лишнего человека	1	1
381	к подлинному	1	1
382	от эпохи	1	1
383	а во	1	1
384	это именно	1	1
385	ее с	1	1
386	по своей	3	1
387	и по-своему	1	1
388	же слова	1	1
389	языка который	1	1
390	в сознании	2	1
391	для осуществления	1	1
392	установление границ	1	1
393	или иных	1	1
394	xx века	2	1
395	к себе	3	1
396	с легкостью	1	1
397	было у	2	1
398	с авторской	1	1
399	что при	1	1
400	конца не	1	1
401	которой принадлежат	1	1
402	в виду	3	1
403	как один	1	1
404	и последовательной	1	1
405	и говорит	1	1
406	с самого	1	1
407	культуры и	1	1
408	приводит к	3	1
409	и иные	1	1
410	на том	2	1
411	становится лишь	1	1
412	и другими	1	1
413	особый мир	3	1
414	еще в	4	1
415	во второй	1	1
416	решающее значение	1	1
417	в последней	1	1
418	это как	2	1
419	одно из	3	1
420	он остается	1	1
421	но может	1	1
422	этого сознания	1	1
423	не на	2	1
424	никогда и	1	1
425	обращается к	2	1
426	никак не	1	1
427	и что	1	1
428	не поддается	1	1
429	можно сказать	1	1
430	самому себе	1	1
431	в евгении	1	1
432	такими же	1	1
433	это может	1	1
434	затем в	1	1
435	тем как	1	1
436	во всей	1	1
437	этот последний	1	1
438	в художественной	1	1
439	в лучшем	1	1
440	сознания его	1	1
441	как объект	1	1
442	того что	6	1
443	в формах	4	1
444	творческого процесса	2	1
445	слов или	1	1
446	поэтому для	1	1
447	последний модус	1	1
448	среди других	1	1
449	осознании и	1	1
450	одной из	1	1
451	в какой	1	1
452	друг друга	4	1
453	целом ряде	1	1
454	между этими	1	1
455	их не	2	1
456	иной характер	1	1
457	в качестве	17	1
458	от авторитарного	1	1
459	чаще всего	1	1
460	с какой	1	1
461	от автора	2	1
462	не можем	1	1
463	только на	2	1
464	оно в	1	1
465	за счет	1	1
466	за ним	1	1
467	мир в	4	1
468	представить себе	1	1
469	в конце	4	1
470	не для	1	1
471	ту сторону	1	1
472	может служить	1	1
473	мы можем	1	1
474	как такового	1	1
475	жизни на	2	1
476	как раз	4	1
477	тем что	2	1
478	и политического	1	1
479	перейти к	1	1
480	как прямой	1	1
481	в общественном	1	1
482	или иначе	9	1
483	с той	1	1
484	что не	2	1
485	должно быть	1	1
486	превращается в	2	1
487	а на	1	1
488	этого не	2	1
489	однако и	1	1
490	другой стороны	1	1
491	именно так	2	1
492	отнюдь не	2	1
493	или с	1	1
494	мира в	3	1
495	для этой	1	1
496	проникновения в	1	1
497	все более	2	1
498	я говорю	1	1
499	в частности	15	1
500	все то	1	1
501	о себе	4	1
502	в рамках	6	1
503	из форм	1	1
504	смысловую глубину	1	1
505	с общей	1	1
506	точному и	1	1
507	он говорит	1	1
508	продуктивным в	1	1
509	с миром	4	1
510	в литературе	1	1
511	да и	3	1
512	для понимания	2	1
513	ней не	1	1
514	евгении онегине	1	1
515	в условиях	1	1
516	только для	1	1
517	при условии	1	1
518	этом и	1	1
519	романа с	1	1
520	однако не	1	1
521	которые были	1	1
522	более и	1	1
523	в наше	1	1
524	тех или	1	1
525	не является	2	1
526	и времени	1	1
527	сознания и	1	1
528	за словом	1	1
529	в силах	1	1
530	себя самого	1	1
531	особого рода	2	1
532	но зато	1	1
533	на языке	1	1
534	своей внутренней	2	1
535	же в	5	1
536	нами не	1	1
537	лучшем случае	1	1
538	только как	1	1
539	бы быть	1	1
540	ко всему	2	1
541	в кругу	1	1
542	жанровых формах	1	1
543	что такое	2	1
544	лермонтова в	1	1
545	в своих	4	1
546	новое ощущение	1	1
547	или индивидуального	1	1
548	к этому	1	1
549	том числе	1	1
550	гораздо более	1	1
551	которая не	2	1
