N	2gram	Potebnia_M_2	Analitik
188	для него	10	2
189	от своего	1	2
190	не столько	2	2
191	на каждом	1	2
192	вопрос о	2	2
193	только для	5	2
194	которые в	1	2
195	самое время	1	2
196	как язык	1	2
197	тогда когда	10	2
198	в процессе	1	2
199	только не	1	2
200	никогда не	4	2
201	потому что	49	2
202	в сознании	23	2
203	отличается от	1	2
204	для себя	1	2
205	как мы	1	2
206	и о	1	2
207	быть может	7	2
208	ни одно	1	2
209	здесь не	1	2
210	мысль о	7	2
211	и сам	1	2
212	одного из	1	2
213	должно быть	2	2
214	и та	1	2
215	и просто	1	2
216	можно сказать	1	2
217	два различных	1	2
218	как внутреннее	1	2
219	деле в	1	2
220	может иметь	1	2
221	один из	2	2
222	который в	1	2
223	бы ни	5	2
224	или не	5	2
225	при помощи	1	2
226	его и	1	2
227	себе в	3	2
228	сами по	7	2
229	не о	1	2
230	может служить	1	2
231	каждый из	1	2
232	со стороны	3	2
233	было бы	13	2
234	в ряду	6	2
235	что из	1	2
236	душевной жизни	7	2
237	и потому	2	2
238	она есть	2	2
239	что же	1	2
240	внешнего мира	4	2
241	той мере	1	2
242	и тогда	3	2
243	это как	1	2
244	тем более	1	2
245	другой стороны	2	2
246	была бы	1	2
247	в какой	2	2
248	в понимающем	1	1
249	например в	3	1
250	предполагает что	2	1
251	зависимость от	1	1
252	человека и	3	1
253	сам по	4	1
254	тех же	1	1
255	к сказанному	1	1
256	самый предмет	2	1
257	отношения между	2	1
258	нем но	1	1
259	не имеют	2	1
260	должна быть	1	1
261	собственном смысле	1	1
262	видеть в	1	1
263	обойтись без	1	1
264	мы уже	1	1
265	и души	1	1
266	мы не	11	1
267	которую я	1	1
268	есть нечто	3	1
269	принадлежит к	1	1
270	оно есть	1	1
271	и другая	1	1
272	как я	1	1
273	которое не	1	1
274	открыться только	1	1
275	как не	3	1
276	здесь как	1	1
277	значения в	1	1
278	в ней	3	1
279	свою очередь	6	1
280	дает им	1	1
281	ожидать от	1	1
282	на нем	1	1
283	быть в	1	1
284	в чем	7	1
285	во всех	7	1
286	сознания а	1	1
287	тем как	2	1
288	без которого	1	1
289	в ее	1	1
290	ведущие к	1	1
291	они имеют	2	1
292	мы будем	1	1
293	но как	1	1
294	а только	8	1
295	в сторону	1	1
296	и сказать	1	1
297	сознания не	1	1
298	только тогда	3	1
299	могут и	1	1
300	или по	2	1
301	неизменным в	1	1
302	независимо от	9	1
303	его на	2	1
304	как в	10	1
305	если на	2	1
306	за этим	1	1
307	однороден с	1	1
308	есть в	2	1
309	что касается	1	1
310	помнить что	3	1
311	и той	2	1
312	рода в	1	1
313	и наконец	1	1
314	та и	1	1
315	более или	8	1
316	о самом	1	1
317	первой из	1	1
318	точкой зрения	1	1
319	степени как	1	1
320	вопрос почему	1	1
321	что это	3	1
322	бы с	1	1
323	он в	1	1
324	в известном	1	1
325	при понимании	1	1
326	и тот	2	1
327	только один	4	1
328	имеем в	1	1
329	мы наблюдаем	1	1
330	кажется не	2	1
331	равно и	2	1
332	когда два	1	1
333	всех этих	2	1
334	первой части	1	1
335	не как	3	1
336	отношений между	3	1
337	в человеческой	3	1
338	свою силу	1	1
339	из него	1	1
340	его от	1	1
341	что ни	2	1
342	только три	1	1
343	ни был	2	1
344	и наоборот	5	1
345	но все	2	1
346	а вместе	4	1
347	что все	2	1
348	же не	1	1
349	в состоянии	6	1
350	тем в	1	1
351	и может	3	1
352	том случае	1	1
353	его в	3	1
354	заключается в	1	1
355	за собою	2	1
356	следует рассматривать	1	1
357	и тем	3	1
358	этим именем	1	1
359	этом мы	1	1
360	в них	5	1
361	его частей	1	1
362	с тем	4	1
363	и уже	5	1
364	акте понимания	1	1
365	между собою	7	1
366	общего содержания	1	1
367	себе все	1	1
368	или менее	8	1
369	в этих	3	1
370	к мысли	2	1
371	во время	4	1
372	и при	3	1
373	предполагает его	1	1
374	том же	1	1
375	сознания но	1	1
376	в такой	1	1
377	ни малейшего	1	1
378	то его	1	1
379	не от	5	1
380	в которых	1	1
381	мысли от	1	1
382	одном из	4	1
383	втором случае	1	1
384	мере как	1	1
385	но он	2	1
386	по крайней	5	1
387	и эти	1	1
388	их в	2	1
389	возможно только	1	1
390	не должно	2	1
391	зрения и	7	1
392	есть всегда	1	1
393	случае мы	1	1
394	например и	1	1
395	тому что	2	1
396	раз и	1	1
397	по мере	5	1
398	между людьми	1	1
399	а от	3	1
400	не менее	5	1
401	человека есть	1	1
402	оба эти	2	1
403	в уединении	1	1
404	одна из	4	1
405	к этим	1	1
406	на него	3	1
407	или лучше	1	1
408	не вызывает	1	1
409	в самых	1	1
410	наблюдений над	1	1
411	одной и	2	1
412	полнота и	1	1
413	может только	1	1
414	на котором	1	1
415	нельзя не	1	1
416	не всякий	1	1
417	ничего не	1	1
418	этих двух	1	1
419	одном неделимом	1	1
420	не говорит	1	1
421	на природу	2	1
422	во всем	2	1
423	те свойства	1	1
424	но это	3	1
425	совмещает в	2	1
426	входят в	3	1
427	мы и	1	1
428	в каком	3	1
429	в тени	1	1
430	начаться с	1	1
431	представляется нам	5	1
432	одно и	2	1
433	начиная с	1	1
434	к себе	1	1
435	пространство и	2	1
436	под словом	1	1
437	его с	2	1
438	как для	2	1
439	вновь и	1	1
440	скорее в	1	1
441	отсюда вытекает	2	1
442	оно не	3	1
443	на это	1	1
444	но при	1	1
445	и сами	4	1
446	факт не	1	1
447	определенным образом	1	1
448	уже потому	1	1
449	языка и	3	1
450	когда наконец	1	1
451	лучше сказать	1	1
452	как с	1	1
453	на том	1	1
454	если они	1	1
455	же касается	1	1
456	что может	2	1
457	как содержание	2	1
458	понимание и	1	1
459	те же	3	1
460	сознания и	1	1
461	при одном	1	1
462	к тем	1	1
463	том как	3	1
464	и всякого	1	1
465	не отвечает	1	1
466	образом в	4	1
467	об одном	3	1
468	низкой степени	1	1
469	на руку	1	1
470	приближается к	1	1
471	в самой	3	1
472	это вполне	1	1
473	внимание на	2	1
474	слова как	1	1
475	но мы	3	1
476	и что	4	1
477	его жизни	1	1
478	на что	1	1
479	каком она	1	1
480	времени в	1	1
481	и во	3	1
482	связь между	2	1
483	ожидания и	2	1
484	состоит не	2	1
485	как предмета	1	1
486	мы ни	1	1
487	этом как	1	1
488	и только	6	1
489	крайней мере	5	1
490	при объяснении	1	1
491	следует обозначить	1	1
492	в ту	1	1
493	слов и	1	1
494	тех пор	1	1
495	предмета и	4	1
496	в формах	2	1
497	наконец в-третьих	1	1
498	оно и	1	1
499	тот же	5	1
500	а тем	1	1
501	друг друга	2	1
502	на смысл	1	1
503	как нечто	1	1
504	входит в	1	1
505	с прежним	4	1
506	их жизни	1	1
507	этих слов	1	1
508	ему самому	1	1
509	наша цель	1	1
510	все они	1	1
511	так что	10	1
512	для всех	1	1
513	связи с	6	1
514	не можем	6	1
515	если и	2	1
516	то и	9	1
517	других в	2	1
518	языка как	1	1
519	чужого языка	1	1
520	во втором	1	1
521	а то	2	1
522	в душе	23	1
523	и объективности	1	1
524	не так	3	1
525	всяком случае	7	1
526	могло бы	1	1
527	слова в	5	1
528	мы находим	2	1
529	в одном	6	1
530	в пространстве	2	1
531	для другого	1	1
532	от сознания	2	1
533	к первой	2	1
534	у него	2	1
535	при отсутствии	1	1
536	явлений в	1	1
537	и вместе	4	1
538	были бы	1	1
539	только на	1	1
540	в особенности	1	1
541	собою не	1	1
542	нам не	2	1
543	себе они	1	1
544	до сих	4	1
545	влияние на	4	1
546	может и	1	1
547	вслед за	3	1
548	человека а	1	1
549	и быть	1	1
550	один и	1	1
551	и др	1	1
552	и внешнее	1	1
553	что для	3	1
554	з и	1	1
555	всякого смысла	1	1
556	к человеку	1	1
557	превращается в	2	1
558	не было	6	1
559	его как	1	1
560	когда же	1	1
561	для человека	1	1
562	речи и	1	1
563	будет иметь	1	1
564	если не	4	1
565	в связи	2	1
566	искусства то	1	1
567	виде в	1	1
568	мог быть	1	1
569	связь с	1	1
570	говорит нам	1	1
571	одно слово	1	1
572	ни на	1	1
573	как представляется	1	1
574	ко всем	2	1
575	как это	2	1
576	не удается	1	1
577	к своему	1	1
578	в деятельности	2	1
579	для обозначения	2	1
580	если оно	1	1
581	в течение	1	1
582	смысле этого	3	1
583	в обратном	1	1
584	ли эта	1	1
585	форма в	1	1
586	с предметом	1	1
587	к определению	1	1
588	же точно	1	1
589	с этой	1	1
590	сих пор	4	1
591	и действия	2	1
592	в душевной	1	1
593	от нас	1	1
594	перед нами	1	1
595	к другим	3	1
596	этом смысле	2	1
597	то именно	1	1
598	и для	3	1
599	это правило	1	1
600	говорящего и	1	1
601	указать на	1	1
602	не имея	1	1
603	случае если	1	1
604	при таком	1	1
605	ко второй	1	1
606	прежде чем	1	1
607	и от	3	1
608	уединении а	1	1
609	все что	3	1
610	или в	2	1
611	том виде	1	1
612	имеет дело	1	1
613	что оно	4	1
614	понять что	1	1
615	между ними	2	1
616	о котором	2	1
617	человек и	1	1
618	хотя и	3	1
619	а скорее	2	1
620	для нас	31	1
621	от него	4	1
622	из себя	2	1
623	мы должны	2	1
624	только с	1	1
625	в большей	1	1
626	его уже	2	1
627	же оно	1	1
628	же в	5	1
629	есть уже	1	1
630	не я	1	1
631	в своих	1	1
632	даже при	2	1
633	до тех	1	1
634	к самому	1	1
635	сознании или	1	1
636	в свою	6	1
637	лишь по	1	1
638	но всякий	1	1
639	смысла а	1	1
640	не сами	1	1
641	и представления	1	1
642	что то	1	1
643	таким же	1	1
644	в действительности	2	1
645	где он	1	1
646	просто не	1	1
647	жизни и	1	1
648	действительно имеет	1	1
649	ее в	1	1
650	то оно	1	1
651	по поводу	6	1
652	они не	4	1
653	который не	1	1
654	во всяком	7	1
655	этой точки	1	1
