N	2gram	Bakhtin_Fr_2	RusskieA
190	своей книге	2	2
191	влияние на	1	2
192	после того	1	2
193	с другой	4	2
194	можно встретить	1	2
195	ее от	1	2
196	вся эта	1	2
197	что и	1	2
198	в форме	4	2
199	представления о	1	2
200	в г	3	2
201	в него	2	2
202	он есть	1	2
203	один из	7	2
204	в новой	2	2
205	и дело	1	2
206	к праздникам	1	2
207	в разные	1	2
208	и ее	1	2
209	иной характер	1	2
210	этого праздника	2	2
211	есть в	2	2
212	совершался в	1	2
213	на эту	2	2
214	одно из	1	2
215	связано с	2	2
216	в целях	2	2
217	смерти и	4	2
218	со смехом	1	2
219	же деле	1	2
220	чем в	1	2
221	здесь в	6	2
222	прежде всего	19	2
223	самом же	1	2
224	одной стороны	3	2
225	из наиболее	2	2
226	там где	4	2
227	совершенно не	2	2
228	что такие	1	2
229	если она	1	2
230	из которых	1	2
231	в течение	3	2
232	могут быть	2	2
233	быть только	1	2
234	с этой	1	2
235	человека который	1	2
236	видно что	1	2
237	вокруг него	1	2
238	под названием	2	2
239	и для	1	2
240	смех на	2	2
241	за этим	1	2
242	жизни в	3	2
243	только как	1	2
244	праздников в	1	2
245	в своих	4	2
246	это в	2	2
247	и встречали	1	1
248	отношение к	8	1
249	человека и	3	1
250	все обряды	1	1
251	относятся к	1	1
252	и есть	1	1
253	здесь и	1	1
254	и до	4	1
255	в нашу	1	1
256	что эти	1	1
257	очень много	2	1
258	с таким	1	1
259	обряды на	1	1
260	с вином	1	1
261	сливается с	1	1
262	мы уже	6	1
263	например в	1	1
264	г в	1	1
265	превратились в	1	1
266	не во	2	1
267	в первый	1	1
268	земле не	1	1
269	их с	1	1
270	разные сроки	1	1
271	мы и	1	1
272	в ней	2	1
273	каждый праздник	1	1
274	в иванов	1	1
275	от костра	1	1
276	которые имели	1	1
277	других праздниках	1	1
278	в различных	1	1
279	которое он	1	1
280	и фарса	1	1
281	еще далеко	1	1
282	не входит	1	1
283	он пишет	3	1
284	что они	2	1
285	относится к	5	1
286	смех это	2	1
287	независимо от	1	1
288	народа в	1	1
289	стороны и	1	1
290	в своем	5	1
291	все остальные	1	1
292	перед нами	1	1
293	и где	1	1
294	тех случаях	1	1
295	хотя и	2	1
296	и наконец	1	1
297	нового и	2	1
298	всего как	1	1
299	от этого	1	1
300	под таким	1	1
301	в самом	3	1
302	животных и	1	1
303	еще на	1	1
304	значение смеха	1	1
305	к необходимости	2	1
306	царстве мертвых	1	1
307	его также	1	1
308	уже в	5	1
309	он в	1	1
310	или во	1	1
311	в праздничном	1	1
312	выражение в	5	1
313	что к	1	1
314	многих праздниках	1	1
315	смеха в	6	1
316	и будущее	1	1
317	только один	1	1
318	на то	2	1
319	не могла	1	1
320	в нем	9	1
321	вера в	1	1
322	так сказать	1	1
323	всех этих	3	1
324	в первую	2	1
325	празднеств и	1	1
326	свою силу	1	1
327	только в	13	1
328	человек с	1	1
329	в нее	1	1
330	но все	4	1
331	в одну	2	1
332	однако все	1	1
333	могла бы	1	1
334	к г	1	1
335	что все	1	1
336	веселья и	2	1
337	значение в	4	1
338	в другом	2	1
339	связанных с	3	1
340	на все	3	1
341	этих форм	1	1
342	знает что	1	1
343	входит в	1	1
344	того или	1	1
345	смеха и	8	1
346	и высокую	1	1
347	пародии и	2	1
348	выходить из	1	1
349	известно что	1	1
350	связанным с	1	1
351	и была	1	1
352	однако здесь	1	1
353	по улицам	1	1
354	в новое	2	1
355	сосуществуют рядом	1	1
356	в развитии	1	1
357	хотя здесь	1	1
358	здесь все	1	1
359	их на	1	1
360	можно найти	2	1
361	таким же	1	1
362	в такой	1	1
363	уже к	2	1
364	место в	3	1
365	как символ	1	1
366	своего рода	1	1
367	смех в	3	1
368	но они	3	1
369	так называемое	1	1
370	что этот	1	1
371	стоит в	1	1
372	i в	1	1
373	эти дни	1	1
374	что эта	1	1
375	можно понимать	1	1
376	как о	1	1
377	все мы	1	1
378	считает что	1	1
379	эти формы	2	1
380	дело в	1	1
381	с и	1	1
382	к тебе	1	1
383	объясняется по-видимому	1	1
384	в коем	1	1
385	ничего не	2	1
386	именно с	1	1
387	место это	1	1
388	сущность его	1	1
389	и домашних	1	1
390	образа и	1	1
391	имели место	2	1
392	и его	17	1
393	же он	1	1
394	так например	2	1
395	на церковные	2	1
396	этом отношении	3	1
397	не является	1	1
398	и несколько	1	1
399	и здесь	1	1
400	форме это	1	1
401	всей их	1	1
402	но смех	1	1
403	в духе	4	1
404	во все	2	1
405	с полной	3	1
406	и другим	1	1
407	и за	2	1
408	например на	1	1
409	оно не	1	1
410	здесь еще	1	1
411	и это	3	1
412	некоторой степени	1	1
413	себе в	2	1
414	всем этим	1	1
415	силе смеха	2	1
416	здесь не	2	1
417	без всякого	2	1
418	на основе	2	1
419	в особенности	5	1
420	в пределах	2	1
421	может дать	1	1
422	и совершенно	1	1
423	и когда	1	1
424	поэтому мы	1	1
425	так и	6	1
426	особый интерес	1	1
427	обрядов и	1	1
428	можно только	1	1
429	он был	2	1
430	с этого	1	1
431	если бы	1	1
432	и вообще	3	1
433	нас нет	1	1
434	с ним	4	1
435	смех имеет	1	1
436	означает что	1	1
437	лицо его	2	1
438	другом месте	2	1
439	на этой	2	1
440	которых нет	1	1
441	настоящее время	1	1
442	который пишет	1	1
443	можно сказать	2	1
444	наряд и	1	1
445	и во	4	1
446	смех смех	1	1
447	этот момент	4	1
448	в его	18	1
449	смертью и	2	1
450	во всей	1	1
451	масленичные увеселения	1	1
452	можно проследить	1	1
453	в ту	2	1
454	если это	1	1
455	веселье и	1	1
456	в литературе	6	1
457	год и	1	1
458	тот же	5	1
459	в основном	5	1
460	с ними	1	1
461	что он	3	1
462	в какой	1	1
463	но ни	1	1
464	и действительно	1	1
465	несколько подробнее	1	1
466	они могут	1	1
467	и обновления	6	1
468	полям и	1	1
469	за которую	1	1
470	в эти	1	1
471	какой степени	1	1
472	по другим	1	1
473	из которого	1	1
474	акт и	1	1
475	с нею	1	1
476	в большинстве	1	1
477	только на	1	1
478	вернуться к	1	1
479	значение и	1	1
480	еще очень	1	1
481	раньше чем	1	1
482	а это	1	1
483	так называемый	1	1
484	в данной	1	1
485	ни с	1	1
486	который как	1	1
487	для него	9	1
488	своей книги	2	1
489	всяком случае	2	1
490	в одном	3	1
491	в конце	2	1
492	носит характер	1	1
493	для исполнения	1	1
494	к ним	1	1
495	до некоторой	1	1
496	как раз	1	1
497	это по	1	1
498	рядом с	6	1
499	и даже	2	1
500	живой и	1	1
501	простого народа	1	1
502	имеет и	1	1
503	игры и	2	1
504	античности не	1	1
505	по своим	1	1
506	в ряде	1	1
507	имеет место	1	1
508	и др	9	1
509	поминовения усопших	1	1
510	притом не	1	1
511	превращается в	3	1
512	смысла и	2	1
513	целым рядом	1	1
514	не на	1	1
515	понимать как	1	1
516	влияние и	1	1
517	а по	1	1
518	этой игры	1	1
519	и следовательно	2	1
520	на которые	1	1
521	под влиянием	2	1
522	которые будут	1	1
523	рассматривали как	1	1
524	эти слова	1	1
525	в одной	1	1
526	других праздников	1	1
527	и потому	5	1
528	некоторые из	1	1
529	другая сторона	1	1
530	более широкого	1	1
531	к себе	1	1
532	книге о	2	1
533	и античности	1	1
534	по окончании	1	1
535	по своему	1	1
536	что за	1	1
537	на тот	1	1
538	нашу задачу	1	1
539	он может	1	1
540	ко всему	2	1
541	обновления жизни	1	1
542	в тех	2	1
543	и более	4	1
544	и не	15	1
545	представляется как	1	1
546	но это	2	1
547	что касается	2	1
548	по времени	1	1
549	вошла в	1	1
550	в царстве	1	1
551	случаях когда	1	1
552	почти всем	1	1
553	но эту	1	1
554	место для	1	1
555	первую очередь	1	1
556	в настоящее	1	1
557	идеологии и	1	1
558	год в	1	1
559	и новое	1	1
560	не более	1	1
561	и создавать	1	1
562	мы должны	2	1
563	или другому	1	1
564	смехе и	1	1
565	же к	1	1
566	праздничное веселье	1	1
567	этот смех	1	1
568	не сумела	1	1
569	очень хорошо	2	1
570	священные тексты	4	1
571	имен и	1	1
572	несмотря на	3	1
573	только с	3	1
574	этой же	1	1
575	в свою	1	1
576	сказать что	6	1
577	другой стороны	3	1
578	в праздник	3	1
579	всех других	2	1
580	одновременно и	1	1
581	есть и	1	1
582	к смеху	7	1
583	из своей	2	1
584	и становится	2	1
585	день после	1	1
586	во всяком	2	1
587	и эта	2	1
588	день св	2	1
589	как на	4	1
590	и особенно	3	1
591	все что	2	1
