N	2gram	Bakhtin_fo_2	Poddanst
235	связанные с	5	1
236	не были	2	1
237	или иной	2	1
238	на этой	1	1
239	большинстве случаев	3	1
240	его в	6	1
241	просторы и	1	1
242	латинской и	1	1
243	весь мир	3	1
244	в природе	1	1
245	бы нас	2	1
246	что не	1	1
247	в это	3	1
248	по всему	3	1
249	них и	1	1
250	где он	1	1
251	далеко не	2	1
252	смерти но	1	1
253	в этой	2	1
254	в действии	1	1
255	как и	8	1
256	и уже	1	1
257	явления которые	1	1
258	раскрывается в	1	1
259	нисколько не	1	1
260	соотношений и	1	1
261	бы как	1	1
262	и еще	1	1
263	настоящее и	1	1
264	что если	1	1
265	так же	2	1
266	все основные	2	1
267	место в	4	1
268	на каждом	1	1
269	в отличие	1	1
270	в земледельческом	1	1
271	в данном	2	1
272	вопрос о	1	1
273	сравнению с	1	1
274	в церковь	1	1
275	можно говорить	1	1
276	совершенно новое	1	1
277	времени с	1	1
278	сохранить в	1	1
279	и смысла	1	1
280	что было	3	1
281	в отдельности	1	1
282	и эти	1	1
283	и более	2	1
284	в прошлом	3	1
285	там где	2	1
286	или что	1	1
287	друг с	4	1
288	этого сделать	1	1
289	распадается на	1	1
290	и великого	2	1
291	стремления к	1	1
292	в историческом	2	1
293	нет никакого	1	1
294	что есть	1	1
295	в формах	1	1
296	в основном	8	1
297	с которой	1	1
298	она не	2	1
299	иной раз	1	1
300	входят в	1	1
301	мире в	1	1
302	есть прежде	1	1
303	миру в	1	1
304	того чтобы	8	1
305	не имеет	1	1
306	рассматривать как	1	1
307	никогда не	6	1
308	и всегда	2	1
309	в результате	1	1
310	в настоящее	1	1
311	чтобы понять	1	1
312	этом мире	6	1
313	с двух	1	1
314	христа и	1	1
315	этих двух	1	1
316	и притом	1	1
317	как она	1	1
318	как явление	2	1
319	более что	2	1
320	что по	1	1
321	в наши	1	1
322	другой стороны	1	1
323	к разрушению	1	1
324	в этих	3	1
325	в случаях	1	1
326	в просторах	1	1
327	конечно и	1	1
328	есть у	1	1
329	в философии	1	1
330	и освещается	1	1
331	они как	1	1
332	в иной	2	1
333	и никому	1	1
334	одновременно и	1	1
335	что все	2	1
336	и жизнь	1	1
337	живого и	1	1
338	есть и	4	1
339	числе и	2	1
340	что то	1	1
341	частности в	1	1
342	и другие	3	1
343	вместе с	9	1
344	что от	1	1
345	темы и	1	1
346	ее по	1	1
347	в последующие	1	1
348	во всяком	2	1
349	они не	1	1
