N	2gram	Berdyaev_M_1	Istorich
183	на одном	1	2
184	вовсе не	1	2
185	в землю	1	2
186	у него	17	2
187	и вместе	4	2
188	связан с	1	2
189	во власти	2	2
190	до сих	2	2
191	попал в	1	2
192	как у	1	2
193	и быть	1	2
194	говорит о	1	2
195	а не	25	2
196	один из	4	2
197	что мы	1	2
198	под влиянием	1	2
199	бог в	1	2
200	что во	1	2
201	и потому	10	2
202	не знал	4	2
203	в течение	1	2
204	потому ли	2	2
205	есть на	1	2
206	как бы	2	2
207	это значит	3	2
208	и этим	1	2
209	с этой	4	2
210	сих пор	2	2
211	в наше	2	2
212	и для	2	2
213	с ней	2	2
214	сказать что	2	2
215	к его	1	2
216	отношению к	2	2
217	у которых	2	2
218	к этому	2	2
219	жизни и	2	2
220	вряд ли	3	1
221	также и	2	1
222	себя как	1	1
223	по отдельным	1	1
224	знает о	1	1
225	многих отношениях	1	1
226	переход от	1	1
227	и есть	14	1
228	между двумя	1	1
229	освободить себя	1	1
230	с началом	2	1
231	проникает в	2	1
232	она все	1	1
233	должна быть	6	1
234	он дал	1	1
235	но те	1	1
236	в зависимости	1	1
237	момент когда	1	1
238	он знает	2	1
239	ни у	1	1
240	место в	2	1
241	время как	2	1
242	под ним	2	1
243	не вполне	1	1
244	я не	1	1
245	зависимости от	1	1
246	мы читаем	1	1
247	не был	7	1
248	не без	1	1
249	то мы	1	1
250	одним словом	1	1
251	на самом	1	1
252	к образу	1	1
253	пройти через	2	1
254	ответ на	1	1
255	не путем	1	1
256	должны были	1	1
257	отношение к	4	1
258	иногда и	1	1
259	себе и	2	1
260	отличие от	1	1
261	а две	2	1
262	что они	1	1
263	человек может	2	1
264	и я	5	1
265	как говорит	1	1
266	в одной	1	1
267	почувствовал что	2	1
268	как к	1	1
269	что как	1	1
270	он потряс	1	1
271	целый ряд	1	1
272	говорит что	1	1
273	и наконец	1	1
274	и к	2	1
275	над собой	1	1
276	увидим что	4	1
277	но в	7	1
278	в противоположность	1	1
279	более глубокую	1	1
280	так человек	2	1
281	за собой	2	1
282	та же	1	1
283	за это	1	1
284	он в	2	1
285	переходит на	1	1
286	на нем	1	1
287	в иную	1	1
288	в себе	7	1
289	чем его	4	1
290	интересно что	1	1
291	во многих	1	1
292	если он	5	1
293	что она	1	1
294	этом он	2	1
295	вера в	3	1
296	приходят к	2	1
297	он ни	2	1
298	видел в	1	1
299	ключ к	1	1
300	всех этих	1	1
301	и еще	3	1
302	ее уже	1	1
303	как совершенно	1	1
304	в силу	1	1
305	есть один	1	1
306	и вот	3	1
307	они идут	1	1
308	в глубину	5	1
309	смысле в	2	1
310	человек а	1	1
311	и характер	1	1
312	они должны	1	1
313	из самой	1	1
314	в глубине	8	1
315	знает что	1	1
316	было бы	10	1
317	центральное место	1	1
318	чтобы узнать	1	1
319	к превращению	1	1
320	ставят проблемы	1	1
321	выходя из	1	1
322	в жизни	3	1
323	как живой	1	1
324	были в	1	1
325	одна и	1	1
326	нужно искать	2	1
327	многие другие	1	1
328	не сам	1	1
329	смысл и	1	1
330	в царстве	1	1
331	же я	1	1
332	лучше всего	1	1
333	которую он	2	1
334	одно дело	1	1
335	к тем	1	1
336	мир он	2	1
337	почти нет	1	1
338	там есть	1	1
339	он должен	3	1
340	нем было	1	1
341	в их	4	1
342	она в	1	1
343	в своем	10	1
344	в отличие	1	1
345	от его	2	1
346	его тайну	1	1
347	в одном	1	1
348	и эти	1	1
349	и более	1	1
350	войти в	1	1
351	в конце	7	1
352	может ее	1	1
353	происходит от	1	1
354	и освобождение	1	1
355	с которой	2	1
356	в пламени	1	1
357	что есть	5	1
358	то царство	1	1
359	стоит в	1	1
360	а иногда	1	1
361	этими двумя	1	1
362	не имеет	3	1
363	он еще	1	1
364	в самых	1	1
365	двумя мирами	1	1
366	и оттуда	1	1
367	не могло	1	1
368	так много	1	1
369	человека за	1	1
370	находятся в	1	1
371	и такой	1	1
372	него нет	1	1
373	к ней	4	1
374	же этот	1	1
375	мире и	1	1
376	же он	1	1
377	в каком	2	1
378	в момент	3	1
379	к себе	1	1
380	вокруг него	1	1
381	к тому	3	1
382	а что	1	1
383	его с	2	1
384	как для	2	1
385	не знающие	1	1
386	оно не	1	1
387	на это	1	1
388	время он	1	1
389	связывает его	1	1
390	приходит к	1	1
391	на помощь	2	1
392	и о	1	1
393	в виду	2	1
394	город и	1	1
395	можно сделать	1	1
396	на той	1	1
397	то время	2	1
398	приводит к	2	1
399	рассудка и	2	1
400	с собой	3	1
401	быть отнесена	1	1
402	мог бы	4	1
403	но нет	1	1
404	он сам	6	1
405	те которых	1	1
406	с человеком	1	1
407	в мою	1	1
408	первый и	1	1
409	сам был	1	1
410	одного из	1	1
411	быть человек	2	1
412	нет у	3	1
413	восходит к	1	1
414	доходит до	1	1
415	этот момент	1	1
416	это нужно	1	1
417	во всей	1	1
418	и русская	1	1
419	и только	1	1
420	это лишь	1	1
421	также в	1	1
422	снять с	1	1
423	новый момент	2	1
424	переносится на	1	1
425	уходит в	1	1
426	хотя бы	3	1
427	то он	1	1
428	характерна для	1	1
429	одной из	1	1
430	которым он	1	1
431	традиции в	1	1
432	началось с	1	1
433	пишет он	2	1
434	он уже	6	1
435	всяком случае	1	1
436	и ее	1	1
437	о пути	1	1
438	собой он	1	1
439	небо под	1	1
440	в эти	1	1
441	же и	1	1
442	и у	2	1
443	в нашей	1	1
444	что не	1	1
445	других он	1	1
446	одно из	3	1
447	не так	3	1
448	для него	11	1
449	себе в	1	1
450	ведь это	2	1
451	мир так	1	1
452	в котором	8	1
453	это верно	1	1
454	перед собой	1	1
455	ее не	1	1
456	него это	1	1
457	он великий	1	1
458	не видел	1	1
459	и всякий	1	1
460	нет в	4	1
461	еще ничего	1	1
462	в легенде	4	1
463	быть названа	1	1
464	к солнцу	1	1
465	не были	1	1
466	и даже	1	1
467	не связано	1	1
468	но одно	1	1
469	есть не	4	1
470	что человек	3	1
471	не знали	1	1
472	мы еще	2	1
473	мира это	1	1
474	или о	1	1
475	можно назвать	1	1
476	в огненную	1	1
477	отлетел от	1	1
478	то и	1	1
479	не было	18	1
480	относится к	2	1
481	не знает	4	1
482	который с	1	1
483	от мира	2	1
484	человек в	9	1
485	эта стихия	1	1
486	огонь а	1	1
487	и оно	1	1
488	не найдут	1	1
489	нет никаких	2	1
490	нет ничего	7	1
491	очень важное	1	1
492	исходит от	1	1
493	отразилось в	1	1
494	xix века	4	1
495	конечно не	3	1
496	по своему	2	1
497	знать что	1	1
498	и мировой	1	1
499	легенде о	2	1
500	и там	4	1
501	в состоянии	1	1
502	как будто	2	1
503	том смысле	2	1
504	быть не	2	1
505	для души	1	1
506	он от	1	1
507	есть и	3	1
508	на пути	4	1
509	является для	1	1
510	под собой	1	1
511	только для	1	1
512	новым человеком	1	1
513	трудно бывает	1	1
514	только одна	1	1
515	которых он	4	1
516	и часто	1	1
517	потому не	3	1
518	не отрицает	1	1
519	и от	2	1
520	в христианстве	2	1
521	его нет	1	1
522	это он	1	1
523	мира и	5	1
524	особого рода	1	1
525	этим связана	1	1
526	от него	4	1
527	в основе	2	1
528	или нет	1	1
529	бы в	2	1
530	к этой	2	1
531	есть уже	4	1
532	хотя в	1	1
533	уже нет	2	1
534	своего народа	1	1
535	к ее	1	1
536	но если	3	1
537	обычно не	1	1
538	остается на	1	1
539	и жизнь	2	1
540	в самом	11	1
541	проникнуть в	1	1
542	что такое	1	1
543	с небесной	1	1
544	в искусстве	1	1
545	это тем	1	1
546	в своих	1	1
547	во всяком	1	1
548	все что	2	1
