N	2gram	Berdyaev_M_1	NovoeSre
219	с собой	3	1
220	мы уже	1	1
221	ней нет	1	1
222	по природе	1	1
223	все свои	1	1
224	еще в	2	1
225	к тем	1	1
226	начинается в	3	1
227	мир не	2	1
228	и трудно	1	1
229	человека это	2	1
230	явление нового	1	1
231	с ним	2	1
232	такова судьба	1	1
233	нет уже	1	1
234	обречен на	2	1
235	оно есть	1	1
236	путь на	1	1
237	он принадлежал	1	1
238	и человека	5	1
239	до последних	1	1
240	к социализму	1	1
241	то это	1	1
242	не был	7	1
243	в виду	2	1
244	зависимости от	1	1
245	не способен	1	1
246	это я	1	1
247	есть вместе	1	1
248	нет возврата	1	1
249	теми которые	1	1
250	на нем	1	1
251	силы но	1	1
252	в покое	1	1
253	себя а	1	1
254	принадлежит уже	1	1
255	в совершенную	1	1
256	столь чуждую	1	1
257	и мира	3	1
258	не могу	1	1
259	человек выходит	1	1
260	и во	2	1
261	нет у	3	1
262	все в	6	1
263	не могут	5	1
264	вели к	1	1
265	к нему	7	1
266	всей нашей	1	1
267	россии и	1	1
268	нем не	2	1
269	из сторон	1	1
270	то он	1	1
271	академическая философия	1	1
272	бесконечность не	1	1
273	переходит в	15	1
274	принудить к	1	1
275	в его	9	1
276	в эти	1	1
277	культуру и	1	1
278	менее всего	7	1
279	но нет	1	1
280	подозрительностью и	1	1
281	себе и	2	1
282	отличие от	1	1
283	не хотел	3	1
284	ее он	1	1
285	и только	1	1
286	которая должна	1	1
287	движения в	2	1
288	последних пределов	2	1
289	глубочайшем смысле	2	1
290	и она	2	1
291	истину он	1	1
292	в значительной	1	1
293	к которому	1	1
294	человек от	2	1
295	в своем	10	1
296	и нет	2	1
297	космоса но	1	1
298	на человека	2	1
299	новый мир	1	1
300	путь нового	1	1
301	истории он	2	1
302	глубже чем	1	1
303	говорит что	1	1
304	человека в	13	1
305	что он	10	1
306	в каком-то	1	1
307	только в	6	1
308	во всем	1	1
309	по своей	2	1
310	к отрицанию	9	1
311	от этого	2	1
312	в этот	2	1
313	и греческой	1	1
314	добро и	3	1
315	то нет	4	1
316	в самом	11	1
317	к чему	2	1
318	не хочет	2	1
319	то время	2	1
320	он в	2	1
321	бога в	2	1
322	был ли	2	1
323	о свободе	18	1
324	государство не	1	1
325	что ничего	1	1
326	же и	1	1
327	если есть	1	1
328	человеке и	8	1
329	к идее	1	1
330	но во	1	1
331	мира то	1	1
332	и у	2	1
333	уже в	4	1
334	формальное право	1	1
335	человек не	10	1
336	духовной культуры	1	1
337	человеческого духа	26	1
338	вообще не	2	1
339	него и	2	1
340	не интересуется	1	1
341	идей и	3	1
342	движения духа	1	1
343	творческое явление	1	1
344	содержания жизни	1	1
345	вера в	3	1
346	что вообще	1	1
347	человека на	5	1
348	всякое подлинное	1	1
349	шекспира и	1	1
350	все еще	1	1
351	мир в	3	1
352	для того	2	1
353	есть переход	1	1
354	земли и	1	1
355	это тем	1	1
356	и их	3	1
357	века не	1	1
358	всяком случае	1	1
359	и когда	2	1
360	истории на	1	1
361	к одному	1	1
362	духа как	2	1
363	в конце	7	1
364	но те	1	1
365	защитником свободы	1	1
366	говорим что	1	1
367	но ведь	1	1
368	общество и	1	1
369	своей первооснове	1	1
370	людей и	2	1
371	тем что	4	1
372	заключает в	3	1
373	духа все	3	1
374	в принятии	1	1
375	в глубину	5	1
376	от того	1	1
377	ее жизни	1	1
378	и вместе	4	1
379	значительной степени	1	1
380	что революция	1	1
381	от нее	5	1
382	лишь для	1	1
383	это значит	3	1
384	в платоновском	1	1
385	весь смысл	1	1
386	этом он	2	1
387	значение в	1	1
388	революции духа	3	1
389	духовной глубине	2	1
390	человеческой свободы	9	1
391	мир который	1	1
392	том случае	1	1
393	во власти	2	1
394	не были	1	1
395	выходит за	1	1
396	в глубине	8	1
397	из всех	1	1
398	них не	1	1
399	перестать быть	1	1
400	и из	1	1
401	п верховенского	1	1
402	знает что	1	1
403	общества в	1	1
404	лишь те	1	1
405	был в	4	1
406	который и	2	1
407	было бы	10	1
408	христианской истины	1	1
409	свою противоположность	2	1
410	и быть	1	1
411	но дух	1	1
412	весь мир	1	1
413	испытание человеческой	3	1
414	лишь по	1	1
415	себя и	3	1
416	в отличие	1	1
417	что не	1	1
418	ней нужно	1	1
419	свободу как	2	1
420	но оно	1	1
421	на поверхности	5	1
422	обратиться к	1	1
423	с богом	1	1
424	для них	3	1
425	связано с	2	1
426	нет в	4	1
427	и возвращается	1	1
428	общество не	1	1
429	а на	1	1
430	попал в	1	1
431	они не	1	1
432	в этой	6	1
433	с большей	1	1
434	не на	1	1
435	его было	1	1
436	всю жизнь	4	1
437	быть принята	2	1
438	власти и	1	1
439	от мира	2	1
440	жизнь в	1	1
441	не быть	1	1
442	как ни	1	1
443	платоновском смысле	1	1
444	в космосе	1	1
445	долгое время	2	1
446	человеческой жизни	2	1
447	бог и	7	1
448	русского народа	1	1
449	в боге	3	1
450	когда она	1	1
451	свободе в	4	1
452	что мы	1	1
453	не больше	1	1
454	ближе к	1	1
455	он и	2	1
456	бога нет	1	1
457	свободы к	4	1
458	который я	1	1
459	перед собой	1	1
460	и еще	3	1
461	себя на	1	1
462	сама истина	2	1
463	истории для	1	1
464	в этих	4	1
465	во время	1	1
466	есть бог	1	1
467	имея в	1	1
468	но если	3	1
469	непосредственно реально	1	1
470	человек а	1	1
471	свобода избрания	2	1
472	в такой	1	1
473	на это	1	1
474	хаос но	1	1
475	к себе	1	1
476	в котором	8	1
477	только для	1	1
478	беспредельной свободы	1	1
479	что вся	1	1
480	возможны только	1	1
481	ничего нет	1	1
482	установить что	1	1
483	не столько	1	1
484	нет ни	1	1
485	и красота	1	1
486	и мир	2	1
487	не должно	1	1
488	антропологии и	1	1
489	у нас	5	1
490	мы опять	1	1
491	в зависимости	1	1
492	всякого духовного	1	1
493	в силу	1	1
494	с миром	1	1
495	отпадения от	1	1
496	духа свобода	1	1
497	движение к	1	1
498	как конец	1	1
499	но он	9	1
500	творчества и	1	1
501	о человеке	23	1
502	в мир	3	1
503	хочет перейти	1	1
504	принятии истины	1	1
505	и более	1	1
506	истину и	2	1
507	в состоянии	1	1
508	он видел	1	1
509	том смысле	2	1
510	быть не	2	1
511	мира с	1	1
512	есть всегда	1	1
513	в это	1	1
514	в той	2	1
515	и вся	1	1
516	будто бы	3	1
517	возврата к	2	1
518	и истории	1	1
519	в атмосфере	1	1
520	глубину в	2	1
521	приблизиться к	1	1
522	уже от	1	1
523	сих пор	2	1
524	так как	3	1
525	что совершается	1	1
526	природу и	2	1
527	привела к	2	1
528	мира не	3	1
529	не свободен	1	1
530	человека не	4	1
531	есть прежде	1	1
532	еще люди	1	1
533	истории с	1	1
534	и зло	1	1
535	лишь знаки	1	1
536	в более	2	1
537	за его	1	1
538	предположении что	1	1
539	зла в	4	1
540	протяжении всей	1	1
541	до сих	2	1
542	совершается в	1	1
543	и оттуда	1	1
544	в христианстве	2	1
545	мира так	1	1
546	последние пределы	1	1
547	эпохе по	1	1
548	так много	1	1
549	к старой	1	1
550	нет бога	2	1
551	это мало	1	1
552	а к	1	1
553	но также	1	1
554	идут на	1	1
555	особого рода	1	1
556	всего что	2	1
557	а во	1	1
558	бы он	1	1
559	или нет	1	1
560	к этой	2	1
561	от веры	1	1
562	к ней	4	1
563	в глубочайшем	2	1
564	я хочу	3	1
565	свобода человека	2	1
566	и его	9	1
567	исторического пути	1	1
568	есть уже	4	1
569	так называемый	2	1
570	человека так	1	1
571	уже нет	2	1
572	потребность в	1	1
573	все более	1	1
574	давно уже	1	1
575	человеческого общества	1	1
576	речи о	1	1
577	были еще	1	1
578	процессы в	1	1
579	вступает в	1	1
580	образ человека	7	1
581	смысле в	2	1
582	возможно лишь	1	1
583	или к	4	1
584	в области	1	1
585	конец гуманизма	1	1
586	только одна	1	1
587	нет ничего	7	1
588	в период	1	1
589	в каком	2	1
590	духом человек	1	1
591	в свою	2	1
592	бытия как	1	1
593	и оно	1	1
594	от всех	1	1
595	русские люди	3	1
596	характерны для	1	1
597	и учителей	1	1
598	жизни а	1	1
599	не та	1	1
600	есть только	2	1
601	есть и	3	1
602	и всех	1	1
603	про себя	1	1
604	ли он	1	1
605	в которой	6	1
606	эти слова	2	1
607	быть признана	1	1
608	всегда была	1	1
609	не терпит	2	1
610	боге и	1	1
611	во всяком	1	1
612	случае если	1	1
613	творчества не	1	1
614	оно не	1	1
615	все что	2	1
616	него как	2	1
617	равенства в	1	1
618	он часто	1	1
