N	2gram	Propp_Isto_2	Psycholo
158	у меня	1	3
159	не могут	1	3
160	когда мы	2	3
161	что при	5	3
162	и это	3	3
163	только при	1	3
164	роль в	3	3
165	и когда	2	3
166	так и	5	3
167	что у	2	3
168	что самое	1	3
169	он не	8	3
170	нуждается в	1	3
171	в частности	1	3
172	который в	1	3
173	или его	2	3
174	рассматриваться как	1	3
175	не можем	1	3
176	только на	1	3
177	и других	1	3
178	человека не	1	3
179	слова в	2	3
180	и только	2	3
181	до сих	6	3
182	не было	2	3
183	в одной	4	3
184	из его	1	3
185	исходя из	1	3
186	в состоянии	3	3
187	сих пор	7	3
188	но это	4	3
189	т е	29	3
190	в таком	1	3
191	что образ	1	2
192	и то	2	2
193	на самом	2	2
194	оно было	1	2
195	есть не	1	2
196	как мы	1	2
197	бы что	1	2
198	этом не	1	2
199	в область	4	2
200	на основе	1	2
201	но как	1	2
202	а только	1	2
203	не то	1	2
204	что они	10	2
205	как говорит	1	2
206	как к	1	2
207	когда он	3	2
208	увидим что	3	2
209	есть ли	2	2
210	в себя	3	2
211	к чему	2	2
212	представляет собой	5	2
213	остановиться на	1	2
214	и тот	1	2
215	как он	3	2
216	в нем	7	2
217	главным образом	2	2
218	этого вопроса	1	2
219	в немецкой	2	2
220	совпадают с	1	2
221	и с	4	2
222	его в	10	2
223	если при	1	2
224	в них	1	2
225	он же	1	2
226	далеко не	1	2
227	и очень	1	2
228	не всегда	1	2
229	нигде не	2	2
230	такой же	2	2
231	что такое	1	2
232	для уяснения	1	2
233	как одна	1	2
234	тем не	1	2
235	их в	2	2
236	даже в	1	2
237	они сами	1	2
238	не менее	1	2
239	тем самым	2	2
240	в науке	1	2
241	исследования для	1	2
242	казалось бы	1	2
243	ничего не	7	2
244	в русском	2	2
245	видим что	5	2
246	исследования мы	1	2
247	их от	1	2
248	в основу	1	2
249	на это	1	2
250	если же	1	2
251	на вопрос	2	2
252	приходит к	1	2
253	связи со	1	2
254	без всякого	1	2
255	приводит к	2	2
256	подойти к	2	2
257	это только	2	2
258	с ним	1	2
259	и здесь	9	2
260	там же	1	2
261	но и	14	2
262	этих двух	1	2
263	и во	1	2
264	этому поводу	1	2
265	отметить что	1	2
266	в другой	4	2
267	и следовательно	1	2
268	как она	4	2
269	в него	2	2
270	к нему	5	2
271	что здесь	4	2
272	видели что	3	2
273	тот же	1	2
274	и потому	1	2
275	по этому	1	2
276	в качестве	3	2
277	из которого	1	2
278	уже не	1	2
279	в жизни	2	2
280	от других	1	2
281	из них	2	2
282	одно из	2	2
283	и их	2	2
284	в одном	5	2
285	но что	1	2
286	и вместе	2	2
287	а слово	1	2
288	себе представить	1	2
289	в каком	1	2
290	себя и	2	2
291	о чем	1	2
292	когда она	3	2
293	в связи	5	2
294	мы видели	2	2
295	к жизни	1	2
296	смысле этого	2	2
297	что же	1	2
298	образ и	1	2
299	стоит только	1	2
300	от социального	1	2
301	в книге	1	2
302	не знаем	1	2
303	должна была	1	2
304	и состоит	1	2
305	и может	2	2
306	его не	2	2
307	тот кто	2	2
308	ее и	1	2
309	от него	1	2
310	к этой	4	2
311	и как	1	2
312	будто бы	2	2
313	не обладает	3	2
314	на один	2	2
315	из этого	1	2
316	только о	1	2
317	который должен	1	1
318	и наиболее	1	1
319	совершенно новой	1	1
320	в объяснении	1	1
321	к нашему	1	1
322	связана с	6	1
323	и понимает	1	1
324	уже к	1	1
325	полагают что	1	1
326	когда человек	1	1
327	на этих	1	1
328	в силе	2	1
329	едва ли	1	1
330	и этот	1	1
331	и могут	1	1
332	но животное	1	1
333	в несколько	1	1
334	ее по-своему	1	1
335	при анализе	1	1
336	прийти к	1	1
337	еще до	2	1
338	в египетской	1	1
339	но она	1	1
340	и над	1	1
341	что иное	2	1
342	принадлежит к	2	1
343	свою особую	1	1
344	я не	2	1
345	и ее	2	1
346	то это	6	1
347	слова при	1	1
348	это время	1	1
349	в ней	4	1
350	который может	1	1
351	сложный и	1	1
352	к рассмотрению	2	1
353	еще не	9	1
354	и на	4	1
355	время в	1	1
356	с его	1	1
357	во всех	2	1
358	только после	4	1
359	тем как	1	1
360	там и	1	1
361	по своему	1	1
362	то мы	2	1
363	о смерти	1	1
364	теряет свой	1	1
365	в сторону	1	1
366	другие предметы	1	1
367	ответ на	1	1
368	тогда как	1	1
369	традиции в	1	1
370	исторический факт	1	1
371	этом очень	1	1
372	перед нами	2	1
373	тех случаях	1	1
374	и наконец	5	1
375	его к	1	1
376	в трудах	1	1
377	составить предмет	2	1
378	он на	1	1
379	можно сделать	1	1
380	за собой	1	1
381	привести к	3	1
382	в тех	2	1
383	на его	2	1
384	как оно	1	1
385	задний план	1	1
386	человек не	1	1
387	и почему	3	1
388	и социальной	2	1
389	он должен	2	1
390	к одному	1	1
391	сказал что	2	1
392	но вместе	1	1
393	что ни	1	1
394	действительно так	1	1
395	мы обратимся	1	1
396	является не	2	1
397	в нее	2	1
398	конца и	1	1
399	есть источник	1	1
400	но все	5	1
401	человека в	2	1
402	согласуется с	1	1
403	могла бы	2	1
404	а затем	2	1
405	этом он	1	1
406	затем уже	1	1
407	она оказывается	1	1
408	об этом	11	1
409	явной рационализацией	1	1
410	связанных с	1	1
411	от такой	1	1
412	для своей	1	1
413	а как	1	1
414	особенно в	1	1
415	чтобы все	1	1
416	это не	2	1
417	живет в	2	1
418	но их	1	1
419	сперва в	1	1
420	это положение	1	1
421	исходили из	1	1
422	эта система	1	1
423	она и	2	1
424	в общей	1	1
425	этим и	1	1
426	и вне	1	1
427	чем в	1	1
428	ведет к	1	1
429	значение как	1	1
430	значения этого	1	1
431	обратимся к	2	1
432	но я	1	1
433	существу то	1	1
434	но если	3	1
435	к тем	1	1
436	но старая	1	1
437	женщин и	1	1
438	можно найти	5	1
439	попасть в	1	1
440	из которой	1	1
441	указать что	3	1
442	стоит в	3	1
443	знаем что	12	1
444	должны были	8	1
445	а есть	1	1
446	иных форм	1	1
447	над ними	1	1
448	при рассмотрении	1	1
449	и более	2	1
450	или что	1	1
451	с такими	1	1
452	что этот	3	1
453	когда с	1	1
454	он дает	2	1
455	же мы	2	1
456	случае мы	2	1
457	нас к	1	1
458	это верно	1	1
459	с которой	2	1
460	я вас	1	1
461	вплоть до	1	1
462	в таких	2	1
463	как можно	1	1
464	что сущность	1	1
465	виду что	1	1
466	быть признан	1	1
467	самого начала	2	1
468	как о	1	1
469	дело не	4	1
470	то чего	3	1
471	характерную черту	1	1
472	д все	1	1
473	в самых	1	1
474	однако если	1	1
475	на котором	2	1
476	найти в	1	1
477	того как	4	1
478	здесь совершенно	1	1
479	в толкование	1	1
480	увидим ниже	4	1
481	вместо того	2	1
482	как полагают	1	1
483	связи с	8	1
484	так то	1	1
485	проверке его	1	1
486	к таким	2	1
487	во все	1	1
488	лежит в	1	1
489	как только	1	1
490	его за	1	1
491	в поле	1	1
492	бы составить	2	1
493	они и	1	1
494	все еще	2	1
495	наконец что	1	1
496	которой она	1	1
497	которые входят	1	1
498	отношения и	1	1
499	на другой	2	1
500	можно показать	1	1
501	характер и	1	1
502	же и	3	1
503	с самого	2	1
504	духа и	1	1
505	в пределах	1	1
506	идет речь	1	1
507	века но	1	1
508	мнение что	2	1
509	нельзя мы	1	1
510	стоят в	1	1
511	на нее	2	1
512	раз он	1	1
513	здесь нет	2	1
514	она была	1	1
515	том как	1	1
516	часто в	2	1
517	по ее	1	1
518	вопроса необходимо	1	1
519	мире в	1	1
520	уснул и	1	1
521	говорят что	5	1
522	одного человека	1	1
523	автор не	1	1
524	сводится к	1	1
525	о нем	4	1
526	именно потому	1	1
527	и русской	1	1
528	вот почему	1	1
529	то они	1	1
530	в глаза	2	1
531	одного из	1	1
532	почему же	1	1
533	людей как	1	1
534	а также	2	1
535	образом мы	1	1
536	все в	1	1
537	по двум	1	1
538	чтобы получить	1	1
539	огромную роль	1	1
540	его особенно	1	1
541	которые мы	1	1
542	уже только	1	1
543	в свете	2	1
544	не знаю	1	1
545	его еще	1	1
546	бросается в	1	1
547	но так	1	1
548	содержится в	1	1
549	но с	2	1
550	д и	2	1
551	в точном	1	1
552	в двух	1	1
553	только у	2	1
554	чем это	1	1
555	одной из	4	1
556	всегда приходится	1	1
557	и между	1	1
558	и действительно	1	1
559	должен быть	1	1
560	в стороне	1	1
561	очень много	8	1
562	здесь с	1	1
563	иное как	2	1
564	итак в	2	1
565	вместить в	1	1
566	в нашей	2	1
567	а это	1	1
568	за ним	1	1
569	объясняется то	1	1
570	влиянии на	1	1
571	или это	1	1
572	заметить что	2	1
573	ясно показывает	1	1
574	ее на	1	1
575	в других	3	1
576	в особенности	2	1
577	она начинает	1	1
578	со всем	1	1
579	формах в	1	1
580	и из	2	1
581	связаны с	1	1
582	именно в	2	1
583	оно будет	1	1
584	здесь в	2	1
585	в свою	1	1
586	или при	1	1
587	такое же	1	1
588	а с	2	1
589	мы еще	1	1
590	и др	4	1
591	соответствии с	1	1
592	и пр	7	1
593	есть у	1	1
594	и материала	1	1
595	она является	1	1
596	целым рядом	1	1
597	на которых	1	1
598	зависит от	2	1
599	да не	1	1
600	своего рода	1	1
601	одну из	1	1
602	но никогда	1	1
603	чрезвычайно много	1	1
604	если это	3	1
605	и пришли	1	1
606	в центре	1	1
607	они подвергаются	1	1
608	наталкивается на	1	1
609	из форм	1	1
610	верно что	1	1
611	женщины с	1	1
612	только с	2	1
613	их к	1	1
614	представления о	5	1
615	он говорит	1	1
616	а если	1	1
617	в той	1	1
618	же представления	1	1
619	а потом	4	1
620	в обратном	1	1
621	является вопрос	1	1
622	указанием на	1	1
623	в это	1	1
624	всем что	1	1
625	туда и	1	1
626	о его	2	1
627	думают что	1	1
628	д то	1	1
629	которые были	2	1
630	же значение	1	1
631	в более	1	1
632	в тесном	1	1
633	совершается в	2	1
634	при таком	1	1
635	того есть	1	1
636	на задний	1	1
637	или в	2	1
638	его с	1	1
639	форм в	1	1
640	то не	2	1
641	живого в	1	1
642	человека или	1	1
643	мы должны	4	1
644	находится в	2	1
645	стороны в	1	1
646	хотя бы	2	1
647	же в	1	1
648	всего человека	1	1
649	его утверждение	1	1
650	из тех	1	1
651	как явление	1	1
652	в системе	2	1
653	в их	3	1
654	также в	2	1
655	с ними	2	1
656	не что	2	1
657	бы его	1	1
658	можно привести	3	1
659	людей но	1	1
660	который он	1	1
661	никто не	1	1
662	самое важное	1	1
663	от нового	1	1
664	а может	1	1
665	видим в	1	1
666	см в	2	1
667	и вновь	1	1
