N	2gram	Propp_Isto_3	formyVre
144	и даже	2	3
145	и прежде	1	3
146	не было	2	3
147	на смерть	3	3
148	о чем	1	3
149	это значит	1	3
150	к вопросу	1	3
151	в этих	11	3
152	ее в	3	3
153	а в	6	3
154	но эти	1	3
155	и другие	4	3
156	к этому	7	3
157	том числе	1	3
158	ту же	2	2
159	и есть	2	2
160	этого мира	1	2
161	и так	2	2
162	и до	1	2
163	почти всегда	1	2
164	времени он	1	2
165	мы имеем	19	2
166	в фольклоре	1	2
167	столько же	1	2
168	бы она	2	2
169	они у	1	2
170	роль их	1	2
171	к ним	1	2
172	вступают в	2	2
173	друг от	1	2
174	в одной	3	2
175	приведенных примеров	1	2
176	и к	3	2
177	гл ii	1	2
178	в этой	5	2
179	с одной	2	2
180	не могла	2	2
181	человек не	1	2
182	после этого	2	2
183	перестает быть	1	2
184	весь и	1	2
185	в корне	1	2
186	и вот	2	2
187	по всем	1	2
188	он так	1	2
189	на этом	4	2
190	форма в	1	2
191	по себе	1	2
192	здесь это	1	2
193	далеко не	3	2
194	с тем	2	2
195	со своими	2	2
196	которой он	1	2
197	мы видели	13	2
198	очень важный	1	2
199	в царстве	1	2
200	и становится	1	2
201	женщин и	1	2
202	смерть как	1	2
203	необходимо указать	1	2
204	представление о	3	2
205	одном из	3	2
206	своей жизни	1	2
207	но он	4	2
208	над ними	2	2
209	друг другу	2	2
210	и более	2	2
211	вплоть до	1	2
212	она не	4	2
213	эти формы	1	2
214	там где	7	2
215	если кто	1	2
216	на землю	2	2
217	и столько	1	2
218	очень часто	3	2
219	принадлежит к	1	2
220	могут быть	5	2
221	во все	2	2
222	здесь они	2	2
223	и потому	2	2
224	и это	2	2
225	и о	2	2
226	от друга	1	2
227	здесь не	3	2
228	и от	3	2
229	в себя	1	2
230	не мог	2	2
231	гл iii	2	2
232	отсюда и	1	2
233	но здесь	1	2
234	находится в	4	2
235	и должно	1	2
236	и та	1	2
237	можно сказать	2	2
238	это не	6	2
239	и только	1	2
240	наконец и	1	2
241	что здесь	6	2
242	быть и	3	2
243	один из	5	2
244	мы видим	8	2
245	со всеми	1	2
246	него и	2	2
247	характерно что	1	2
248	до того	1	2
249	сами по	1	2
250	смерти с	1	2
251	до сих	5	2
252	с другой	7	2
253	сюда же	2	2
254	было бы	3	2
255	и затем	1	2
256	в некоторых	5	2
257	и пр	11	2
258	у нас	4	2
259	а на	1	2
260	не знает	1	2
261	если не	2	2
262	для чего	1	2
263	не может	4	2
264	так же	3	2
265	как это	4	2
266	по своему	1	2
267	в данном	4	2
268	лежит в	1	2
269	этом случае	5	2
270	сих пор	5	2
271	только для	1	2
272	о его	1	2
273	здесь имеет	1	2
274	на небе	1	2
275	но это	3	2
276	равно как	3	2
277	в иной	1	2
278	как на	1	2
279	во всяком	2	2
280	все что	3	2
281	жизнь с	1	1
282	богов и	1	1
283	увидим дальше	1	1
284	кто бы	1	1
285	например в	2	1
286	и действительно	2	1
287	случаях только	1	1
288	мы здесь	4	1
289	связан с	2	1
290	и то	2	1
291	на самом	2	1
292	это и	1	1
293	она у	1	1
294	обстоит дело	1	1
295	и живут	1	1
296	я тебя	2	1
297	здесь и	2	1
298	не имеют	2	1
299	должна быть	1	1
300	видеть в	1	1
301	действительности и	1	1
302	кости и	1	1
303	с вином	1	1
304	их и	3	1
305	в несколько	1	1
306	а как	1	1
307	есть не	1	1
308	со всех	1	1
309	очень широко	1	1
310	у тебя	2	1
311	большую роль	1	1
312	вопрос о	2	1
313	на место	1	1
314	выходит из	1	1
315	на эти	1	1
316	начинается с	1	1
317	время как	2	1
318	ни один	2	1
319	из того	2	1
320	в ней	2	1
321	между собой	1	1
322	туда в	2	1
323	он сам	1	1
324	пока они	1	1
325	в чем	3	1
326	заключил союз	1	1
327	тем как	1	1
328	но конечно	2	1
329	самом деле	1	1
330	могло быть	3	1
331	не входит	1	1
332	а он	5	1
333	в церковь	1	1
334	себе и	2	1
335	показаться что	1	1
336	друга и	1	1
337	это древнейшая	1	1
338	как говорит	1	1
339	такую большую	1	1
340	его на	2	1
341	что как	1	1
342	в него	2	1
343	все остальные	1	1
344	что по	2	1
345	его к	1	1
346	следующим образом	3	1
347	и этим	1	1
348	начинает играть	1	1
349	жизни так	1	1
350	бы не	1	1
351	мяса и	1	1
352	так в	6	1
353	идут в	1	1
354	остановиться на	1	1
355	и тот	1	1
356	и те	1	1
357	в наших	2	1
358	иногда этот	1	1
359	но прежде	1	1
360	вообще не	1	1
361	мы можем	6	1
362	они в	2	1
363	не как	1	1
364	образом и	2	1
365	на его	3	1
366	его от	1	1
367	никому не	2	1
368	будем говорить	1	1
369	так например	1	1
370	но все	2	1
371	от нее	1	1
372	в состоянии	1	1
373	об этом	1	1
374	на этой	1	1
375	и иногда	1	1
376	дома и	3	1
377	рассматриваются как	1	1
378	или просто	1	1
379	собой на	1	1
380	и тем	1	1
381	желудка и	1	1
382	ни в	2	1
383	этого она	1	1
384	все равно	3	1
385	а за	1	1
386	небом в	1	1
387	он и	3	1
388	становится и	1	1
389	чем в	1	1
390	мы не	1	1
391	такой же	2	1
392	в один	1	1
393	он сказал	1	1
394	наконец особую	1	1
395	на островах	2	1
396	в своей	1	1
397	целого но	1	1
398	имеется и	1	1
399	с самого	1	1
400	он весь	1	1
401	и также	1	1
402	живут в	1	1
403	которые в	1	1
404	превратиться в	1	1
405	и эти	3	1
406	приведем несколько	1	1
407	однако в	1	1
408	ним в	1	1
409	случае мы	1	1
410	сам он	1	1
411	и ноги	1	1
412	не представляют	2	1
413	ему как	2	1
414	в таких	1	1
415	не имеет	2	1
416	самого начала	1	1
417	одна из	2	1
418	и сама	1	1
419	функцию в	1	1
420	они стали	1	1
421	и уже	2	1
422	это мы	1	1
423	почему в	3	1
424	правда в	1	1
425	на волю	1	1
426	здесь на	2	1
427	пьян и	1	1
428	как она	1	1
429	такая же	1	1
430	на одной	2	1
431	во всем	1	1
432	одет в	1	1
433	нам важно	2	1
434	только с	1	1
435	уже и	1	1
436	есть у	2	1
437	и здесь	7	1
438	начиная с	1	1
439	и объявляются	1	1
440	как только	2	1
441	с полной	1	1
442	погружаются в	1	1
443	союз с	1	1
444	сказать что	3	1
445	тот и	1	1
446	если же	1	1
447	где он	1	1
448	из чрева	1	1
449	всегда в	1	1
450	и умер	1	1
451	необходимо изучить	1	1
452	приходит к	1	1
453	значении в	1	1
454	себе в	2	1
455	с ее	1	1
456	как не	1	1
457	свою очередь	1	1
458	в ее	1	1
459	отношений и	1	1
460	данном случае	3	1
461	пребывают в	1	1
462	голову в	1	1
463	действия и	1	1
464	то время	2	1
465	из желудка	1	1
466	и сам	1	1
467	достаточно чтобы	2	1
468	меч и	1	1
469	это вовсе	1	1
470	которые он	1	1
471	с собой	2	1
472	этим в	1	1
473	она была	1	1
474	имеется в	1	1
475	этой жизни	1	1
476	если бы	6	1
477	будем рассматривать	1	1
478	мире в	1	1
479	для превращения	1	1
480	в разных	1	1
481	на море	1	1
482	в порядке	1	1
483	вот почему	2	1
484	имеет еще	1	1
485	и поэтому	1	1
486	за пределами	1	1
487	никак не	1	1
488	и что	2	1
489	в различных	1	1
490	там же	2	1
491	средневековья и	1	1
492	как нет	1	1
493	между тем	2	1
494	можно видеть	2	1
495	функций в	1	1
496	и град	1	1
497	он по	2	1
498	исходя из	1	1
499	представления о	2	1
500	отношениях и	1	1
501	тех пор	1	1
502	ее оттуда	1	1
503	герой в	2	1
504	которой и	1	1
505	землю и	1	1
506	и дело	1	1
507	вступить в	3	1
508	мы увидим	3	1
509	как нечто	1	1
510	мертвец и	3	1
511	должен был	3	1
512	почти обычным	1	1
513	это становится	1	1
514	и ее	3	1
515	находят себе	1	1
516	по этому	1	1
517	в теле	1	1
518	больше чем	1	1
519	трупа в	1	1
520	именно на	1	1
521	где они	2	1
522	по другим	1	1
523	с нею	1	1
524	тем временем	1	1
525	не можем	1	1
526	то и	6	1
527	всем его	1	1
528	вернуться к	1	1
529	в виде	2	1
530	еще одну	2	1
531	этому вопросу	1	1
532	превращаются в	1	1
533	и путем	1	1
534	дома но	1	1
535	руки и	1	1
536	они с	1	1
537	вначале когда	1	1
538	и вместе	1	1
539	ее на	1	1
540	не противоречит	5	1
541	из приведенных	3	1
542	никого не	3	1
543	мы это	1	1
544	после смерти	2	1
545	несколько примеров	1	1
546	характерно для	2	1
547	такое же	1	1
548	в год	1	1
549	когда герой	2	1
550	что не	2	1
551	по нескольку	1	1
552	них и	1	1
553	введения в	1	1
554	на этот	1	1
555	которых мы	1	1
556	ничем не	1	1
557	другой стороны	7	1
558	в руках	1	1
559	а так	1	1
560	или с	1	1
561	под влиянием	1	1
562	но как	1	1
563	мог быть	1	1
564	живущих в	2	1
565	какая же	1	1
566	на голове	1	1
567	и иной	1	1
568	полной ясностью	1	1
569	этих случаях	7	1
570	одной стороны	2	1
571	и никому	1	1
572	ей и	1	1
573	есть на	1	1
574	в тех	2	1
575	ее во	1	1
576	с тех	1	1
577	другая особенность	1	1
578	да и	2	1
579	человек с	1	1
580	сущность этого	1	1
581	и функций	1	1
582	дело здесь	1	1
583	этого слова	1	1
584	и строя	1	1
585	в использовании	1	1
586	гл viii	1	1
587	он слышит	1	1
588	оба они	1	1
589	видно что	2	1
590	между прочим	3	1
591	из него	1	1
592	что рост	1	1
593	это уже	1	1
594	в немецкой	3	1
595	он видел	1	1
596	мы найдем	2	1
597	указать на	2	1
598	уже на	1	1
599	войти в	1	1
600	же случай	2	1
601	которая в	1	1
602	но когда	1	1
603	особого рода	3	1
604	них были	1	1
605	на более	1	1
606	внутри которых	1	1
607	а ему	1	1
608	в свою	4	1
609	не узнает	1	1
610	его дочери	2	1
611	в большом	8	1
612	их нельзя	1	1
613	состоит из	1	1
614	в отдельности	1	1
615	от всех	1	1
616	совершенно не	2	1
617	дело с	2	1
618	в быту	1	1
619	но этот	2	1
620	нет но	1	1
621	ко всему	1	1
622	на своем	1	1
623	чтобы найти	1	1
624	для создания	1	1
625	правда все	1	1
626	в таком	1	1
627	этой точки	1	1
628	они не	4	1
629	ночь надо	1	1
