N	2gram	Bakhtin_sl_2	VLabPisa
266	сюжета и	1	2
267	образом даже	1	2
268	в точном	2	2
269	мира и	5	2
270	все они	2	2
271	а в	4	2
272	в системе	1	2
273	к его	2	2
274	что действие	1	2
275	отметить что	3	2
276	частности в	1	2
277	в своих	1	2
278	они не	2	2
279	которая не	1	2
280	пор не	2	1
281	новое время	2	1
282	можно говорить	2	1
283	речь идет	1	1
284	лежат в	1	1
285	в сфере	2	1
286	коренное отличие	1	1
287	в движение	1	1
288	с новыми	1	1
289	сводится именно	1	1
290	прозаический план	1	1
291	и без	1	1
292	проблемы в	1	1
293	и истолкования	2	1
294	применении к	1	1
295	силы и	1	1
296	этого в	1	1
297	п все	3	1
298	оно может	2	1
299	все те	1	1
300	должна быть	3	1
301	процессе этого	1	1
302	всей ее	1	1
303	со всех	1	1
304	за его	1	1
305	правильного понимания	1	1
306	предмета в	1	1
307	как мы	7	1
308	и свой	1	1
309	нам в	1	1
310	сливается в	1	1
311	именно к	2	1
312	или отношение	1	1
313	почти все	2	1
314	и стиль	1	1
315	но она	2	1
316	способности и	1	1
317	по замыслу	2	1
318	оно входит	2	1
319	как своеобразный	1	1
320	п это	1	1
321	всех сторон	2	1
322	к общему	1	1
323	проявляется в	1	1
324	свою очередь	2	1
325	становится в	1	1
326	между собой	1	1
327	быть в	1	1
328	не был	2	1
329	здесь не	4	1
330	процесс этот	1	1
331	жанрах например	1	1
332	не бессознательно	1	1
333	значение и	1	1
334	не все	2	1
335	сама по	3	1
336	две основные	1	1
337	в истории	11	1
338	процесс формирования	1	1
339	этого развития	1	1
340	на высоту	1	1
341	кроме того	2	1
342	частей и	1	1
343	сознания в	1	1
344	целый ряд	1	1
345	и наконец	5	1
346	сказал бы	1	1
347	связанный с	1	1
348	в социальном	1	1
349	и свою	1	1
350	лишь о	2	1
351	или иную	1	1
352	следует говорить	1	1
353	и невозможно	1	1
354	уже в	2	1
355	только два	1	1
356	сущности и	1	1
357	обязательно должен	1	1
358	сил в	1	1
359	что так	1	1
360	рассказ о	1	1
361	на то	1	1
362	если он	1	1
363	но на	1	1
364	дальше и	1	1
365	так сказать	6	1
366	характерны для	1	1
367	на его	2	1
368	и оттенков	1	1
369	очень важную	2	1
370	время и	1	1
371	да и	1	1
372	художественном образе	2	1
373	и еще	1	1
374	не значит	1	1
375	поставлена во	1	1
376	очень разнообразны	1	1
377	но некоторые	1	1
378	идеологического творчества	3	1
379	уже не	5	1
380	его от	3	1
381	на этом	3	1
382	внутренней логикой	2	1
383	своих персонажей	1	1
384	не завершается	1	1
385	и речи	2	1
386	одно и	1	1
387	кстати сказать	1	1
388	буквально может	1	1
389	борьбы и	1	1
390	и характер	1	1
391	и лишенного	1	1
392	самого автора	2	1
393	или целиком	2	1
394	и качеств	1	1
395	то есть	26	1
396	однако такая	1	1
397	для своей	1	1
398	зрения на	2	1
399	входит в	4	1
400	те или	1	1
401	на протяжении	2	1
402	эти высказывания	1	1
403	на почве	4	1
404	то все	1	1
405	чаще всего	1	1
406	в новое	4	1
407	материал для	2	1
408	говорим о	1	1
409	в общественной	1	1
410	однако при	1	1
411	этого не	1	1
412	как сказал	1	1
413	этим и	1	1
414	несмотря на	1	1
415	полный разрыв	1	1
416	их автора	1	1
417	дальше к	2	1
418	себе все	1	1
419	в этих	7	1
420	образ а	1	1
421	единство и	3	1
422	но он	2	1
423	развитии его	1	1
424	слова к	4	1
425	бы быть	1	1
426	зрения и	2	1
427	освободиться от	1	1
428	форму в	1	1
429	степень его	1	1
430	и жанров	1	1
431	в таких	1	1
432	о значении	1	1
433	с которой	1	1
434	ему принадлежит	1	1
435	дело не	1	1
436	эти формы	4	1
437	того как	2	1
438	на себе	1	1
439	этими двумя	1	1
440	его собственного	1	1
441	без остатка	1	1
442	материала в	2	1
443	и имеет	1	1
444	иметь в	1	1
445	и автор	1	1
446	мышления и	5	1
447	наиболее полно	1	1
448	это то	1	1
449	и художественную	1	1
450	к ней	2	1
451	от него	5	1
452	друг друга	1	1
453	как не	1	1
454	моменты в	1	1
455	глубину и	1	1
456	только с	2	1
457	в основе	4	1
458	все то	1	1
459	говорят в	1	1
460	лежит в	1	1
461	этой способности	2	1
462	одну и	1	1
463	анализа и	1	1
464	которые его	1	1
465	перейти к	1	1
466	в применении	1	1
467	и это	1	1
468	момент познания	1	1
469	с ее	2	1
470	органически связано	1	1
471	как один	1	1
472	и служит	1	1
473	типы и	1	1
474	и образа	1	1
475	в дальнейшем	2	1
476	и сам	1	1
477	и ту	1	1
478	и социальные	1	1
479	поэтому в	1	1
480	для этого	4	1
481	громадное значение	2	1
482	с ним	7	1
483	связанная с	1	1
484	же роман	1	1
485	о нем	2	1
486	затем у	1	1
487	что часто	1	1
488	материала и	3	1
489	на него	2	1
490	и что	1	1
491	для нас	5	1
492	а также	3	1
493	на данном	1	1
494	знает что	1	1
495	или как	4	1
496	говорят о	1	1
497	которой мы	1	1
498	затем в	1	1
499	или иначе	1	1
500	очень близко	1	1
501	и слове	2	1
502	таких же	1	1
503	в форме	2	1
504	материалом не	1	1
505	сомнения в	1	1
506	романа в	5	1
507	всего этого	1	1
508	даже на	3	1
509	в ту	1	1
510	в свете	3	1
511	в русском	1	1
512	какой мере	1	1
513	в него	7	1
514	вся игра	1	1
515	все зависит	1	1
516	различных моментов	1	1
517	быть и	3	1
518	быть при	1	1
519	речи о	1	1
520	или иные	1	1
521	в какой	1	1
522	то прежде	1	1
523	быть сведены	1	1
524	не имеющих	1	1
525	ему самому	1	1
526	между этими	1	1
527	же и	2	1
528	конечно не	5	1
529	только на	1	1
530	в поэзии	2	1
531	воспроизводятся в	1	1
532	оно в	1	1
533	в виде	2	1
534	и чисто	2	1
535	этого процесса	3	1
536	или даже	3	1
537	и других	4	1
538	в борьбу	1	1
539	его и	2	1
540	характерно что	1	1
541	ни в	4	1
542	в известной	1	1
543	сами по	1	1
544	для правильного	1	1
545	не для	1	1
546	отношение к	4	1
547	дело и	1	1
548	в систему	1	1
549	и никогда	1	1
550	тем что	1	1
551	этой категории	4	1
552	в рамки	2	1
553	достаточно напомнить	1	1
554	в более	2	1
555	смысла и	3	1
556	с традицией	1	1
557	в едином	1	1
558	один тип	1	1
559	не обязательно	1	1
560	а именно	2	1
561	и создает	3	1
562	в свою	3	1
563	это необходимо	1	1
564	и чужое	1	1
565	могут иметь	1	1
566	себя и	4	1
567	богаче и	1	1
568	связано с	3	1
569	них и	2	1
570	материал в	3	1
571	поскольку она	1	1
572	а наоборот	1	1
573	с большей	1	1
574	и самый	1	1
575	психологии а	1	1
576	в действии	1	1
577	однако и	1	1
578	наконец в	4	1
579	самого начала	1	1
580	или с	1	1
581	обычно не	1	1
582	мира в	1	1
583	и словесного	1	1
584	говорить только	1	1
585	проникновения в	1	1
586	может иметь	3	1
587	и особенно	2	1
588	и художественном	1	1
589	сказал и	1	1
590	представить себе	1	1
591	из форм	1	1
592	мы говорим	1	1
593	индивидуальный характер	1	1
594	в духе	1	1
595	как в	13	1
596	приходится однако	1	1
597	в данном	2	1
598	его исторической	1	1
599	в той	4	1
600	романа или	1	1
601	образом на	1	1
602	однако отметить	1	1
603	ней не	1	1
604	слова все	3	1
605	может идти	1	1
606	должно быть	1	1
607	их отношение	1	1
608	всего может	1	1
609	этого факта	1	1
610	и бытового	1	1
611	других видов	1	1
612	слова и	8	1
613	еще раз	3	1
614	может ограничиться	1	1
615	вне себя	2	1
616	только для	1	1
617	но это	3	1
618	романа с	1	1
619	слова с	4	1
620	и борьба	1	1
621	лишь его	1	1
622	этих формах	2	1
623	это как	1	1
624	человека это	1	1
625	что делать	1	1
626	романа и	5	1
627	и все	5	1
628	той или	5	1
629	еще более	2	1
630	и ни	2	1
631	и смысл	1	1
632	вообще в	1	1
633	ни к	2	1
634	еще в	1	1
635	исторического романа	2	1
636	науке и	1	1
637	чужой материал	2	1
638	дело с	4	1
639	при определенных	1	1
640	авантюрного романа	3	1
641	вступает с	1	1
642	в последнем	1	1
643	или иного	1	1
644	этот последний	1	1
645	в кругу	1	1
646	работы в	1	1
647	или точнее	1	1
648	это было	1	1
649	и другие	2	1
650	в таком	4	1
651	законченное выражение	1	1
