N	2gram	Trubetskoy_1	Dialekti
196	что эти	1	2
197	из всего	1	2
198	не во	1	2
199	от своих	1	2
200	так чтобы	3	2
201	бы ни	2	2
202	то это	3	2
203	как не	1	2
204	в ней	2	2
205	и говорить	1	2
206	во всех	5	2
207	нею в	1	2
208	на народ	1	2
209	если в	6	2
210	в общем	1	2
211	очевидно что	1	2
212	которые не	1	2
213	в истории	1	2
214	перед нами	1	2
215	что по	1	2
216	более или	4	2
217	но в	2	2
218	еще на	1	2
219	в которой	1	2
220	все эти	2	2
221	иначе и	1	2
222	но ведь	1	2
223	на его	1	2
224	время и	1	2
225	но все	1	2
226	не будет	7	2
227	в мире	4	2
228	об этой	1	2
229	на все	1	2
230	не умеет	1	2
231	часто это	1	2
232	в жизни	1	2
233	она и	1	2
234	с тем	6	2
235	несмотря на	3	2
236	хотя в	1	2
237	или менее	4	2
238	во время	2	2
239	от религии	1	2
240	и при	6	2
241	в их	4	2
242	в зависимости	1	2
243	тем не	1	2
244	их в	2	2
245	необходимо чтобы	1	2
246	тому что	2	2
247	что с	2	2
248	самого начала	1	2
249	в сущности	1	2
250	на него	1	2
251	не по	1	2
252	иметь в	1	2
253	может только	3	2
254	только не	1	2
255	того и	1	2
256	наука и	1	2
257	не всякий	1	2
258	что на	1	2
259	в области	2	2
260	однако это	1	2
261	и надо	1	2
262	к тому	7	2
263	этих самых	1	2
264	когда они	4	2
265	в конце	3	2
266	с ее	1	2
267	та или	1	2
268	данном случае	3	2
269	и человек	2	2
270	с самого	1	2
271	культуры и	2	2
272	что у	1	2
273	остается только	1	2
274	мы в	1	2
275	и должно	2	2
276	но мы	3	2
277	в новую	1	2
278	между тем	5	2
279	его личности	1	2
280	когда оно	1	2
281	всяком случае	6	2
282	что бы	3	2
283	этих последних	1	2
284	мы должны	7	2
285	с ними	1	2
286	себя в	4	2
287	если мы	1	2
288	или в	3	2
289	а потому	5	2
290	тем что	3	2
291	в очень	1	2
292	где есть	1	2
293	до сих	5	2
294	именно в	3	2
295	будет ли	2	2
296	и прежде	1	2
297	– к	1	2
298	души и	1	2
299	только к	3	2
300	в некоторых	2	2
301	был в	1	2
302	не на	1	2
303	зависит от	2	2
304	человеческой жизни	1	2
305	органа и	1	2
306	в частности	2	2
307	ни на	1	2
308	вместе с	4	2
309	так же	2	2
310	что же	4	2
311	в состоянии	1	2
312	сих пор	5	2
313	же самое	1	2
314	тех или	1	2
315	в результате	2	2
316	в другое	4	2
317	не будучи	1	2
318	или не	1	2
319	может и	1	2
320	не быть	1	2
321	в виде	3	2
322	ее в	2	2
323	того или	2	2
324	в своих	6	2
325	во всяком	9	2
326	тою разницей	1	1
327	от этой	2	1
328	речь идет	2	1
329	говоря о	2	1
330	потом и	1	1
331	того же	1	1
332	тех же	1	1
333	идет о	1	1
334	выражается в	1	1
335	существо а	1	1
336	всякой чужой	1	1
337	их и	1	1
338	эти самые	2	1
339	не была	1	1
340	такое положение	1	1
341	но она	2	1
342	и ни	3	1
343	проявляется в	2	1
344	что оба	1	1
345	чем больше	1	1
346	и видеть	1	1
347	он был	1	1
348	на них	1	1
349	он сам	3	1
350	и физически	1	1
351	следовательно как	1	1
352	сам а	1	1
353	бы то	4	1
354	в различных	1	1
355	природы и	1	1
356	ее к	1	1
357	которые для	1	1
358	они имеют	1	1
359	точка зрения	1	1
360	к которой	6	1
361	есть по	1	1
362	часто совершенно	1	1
363	нет и	1	1
364	есть личность	1	1
365	во что	3	1
366	первый взгляд	1	1
367	показать что	1	1
368	по которому	1	1
369	стороны и	1	1
370	что касается	1	1
371	когда он	1	1
372	для которой	1	1
373	то в	3	1
374	только один	1	1
375	к чему	2	1
376	и конечно	1	1
377	перестанет быть	1	1
378	из этих	3	1
379	сущности и	1	1
380	художников и	1	1
381	остановиться на	1	1
382	другом случае	2	1
383	тому же	1	1
384	во многих	2	1
385	в жертву	1	1
386	если он	1	1
387	но на	1	1
388	освобождению от	1	1
389	не могла	1	1
390	же но	1	1
391	вообще не	1	1
392	как оно	1	1
393	по самому	2	1
394	а скорее	1	1
395	раз навсегда	2	1
396	сами эти	2	1
397	– реально	1	1
398	одному из	2	1
399	и эти	1	1
400	никакому сомнению	1	1
401	этого вопроса	1	1
402	не к	2	1
403	пор мы	1	1
404	– на	1	1
405	только такой	1	1
406	мало того	1	1
407	на земле	4	1
408	чтобы их	2	1
409	но дело	1	1
410	что все	3	1
411	русского или	1	1
412	главным образом	3	1
413	и доказательством	1	1
414	и никакого	1	1
415	причем все	1	1
416	или даже	1	1
417	нечего и	1	1
418	которая как	1	1
419	на почве	2	1
420	привести только	1	1
421	и тем	2	1
422	со своими	1	1
423	не всегда	1	1
424	всегда и	1	1
425	ибо только	1	1
426	жизнь а	1	1
427	одного и	1	1
428	на первый	1	1
429	бы на	1	1
430	но если	3	1
431	и сейчас	3	1
432	смотрит на	1	1
433	могут не	2	1
434	в котором	2	1
435	просто в	1	1
436	в принципе	1	1
437	вполне похож	1	1
438	знаем что	3	1
439	и другого	1	1
440	своему существу	1	1
441	друг другу	2	1
442	теми же	1	1
443	силу и	1	1
444	превратиться в	1	1
445	том и	2	1
446	тому чтобы	4	1
447	ним в	1	1
448	на эти	1	1
449	есть ничто	1	1
450	от чисто	1	1
451	самостоятельные и	1	1
452	ведет нас	1	1
453	что эта	1	1
454	в психике	1	1
455	и другое	1	1
456	и проч	1	1
457	ее с	1	1
458	ибо каждая	1	1
459	в основе	1	1
460	бытия и	1	1
461	не вызывает	1	1
462	или больше	1	1
463	к такому	2	1
464	он с	1	1
465	и всегда	1	1
466	больше чем	2	1
467	одна из	3	1
468	это то	1	1
469	все члены	2	1
470	и теперь	1	1
471	и сама	1	1
472	остается в	2	1
473	дело сводится	1	1
474	этом отношении	1	1
475	но даже	2	1
476	ли это	4	1
477	с другом	14	1
478	похож на	1	1
479	разницей что	1	1
480	отличается от	2	1
481	наконец что	1	1
482	и смотреть	2	1
483	должен быть	1	1
484	то ни	4	1
485	оно может	1	1
486	нас от	1	1
487	и о	2	1
488	у себя	1	1
489	но при	1	1
490	всем этим	2	1
491	были бы	2	1
492	ни стало	3	1
493	таит в	1	1
494	и подобию	1	1
495	в собственном	1	1
496	важно только	1	1
497	последнее время	2	1
498	мысль о	1	1
499	приводит к	4	1
500	стремиться к	2	1
501	котором мы	1	1
502	за то	2	1
503	те же	1	1
504	себе черты	1	1
505	одного из	1	1
506	мог бы	1	1
507	к его	1	1
508	не должны	1	1
509	и неизбежно	1	1
510	и на	5	1
511	по сравнению	1	1
512	быть может	1	1
513	из одного	1	1
514	образом в	1	1
515	необходимо иметь	1	1
516	не был	1	1
517	в состав	1	1
518	с тою	1	1
519	же должны	1	1
520	говорить не	1	1
521	и просто	1	1
522	к освобождению	1	1
523	вне всякой	2	1
524	любви к	2	1
525	не вникая	1	1
526	по их	1	1
527	и во	3	1
528	путь к	4	1
529	от них	1	1
530	целиком в	1	1
531	всякого другого	1	1
532	не интересуют	1	1
533	земле это	1	1
534	эти последние	1	1
535	наконец и	1	1
536	оно и	1	1
537	время в	2	1
538	обе эти	1	1
539	а если	1	1
540	важно то	1	1
541	на другие	1	1
542	во всем	4	1
543	и действительно	1	1
544	даже если	2	1
545	они –	1	1
546	сторон в	1	1
547	их не	2	1
548	это же	1	1
549	именно на	2	1
550	человека с	1	1
551	всем мире	1	1
552	и хочет	1	1
553	из которых	5	1
554	только на	2	1
555	то и	1	1
556	является не	2	1
557	а это	1	1
558	этой новой	1	1
559	но совершенно	2	1
560	его и	2	1
561	мы знаем	1	1
562	теснейшим образом	1	1
563	если такое	1	1
564	представить себе	2	1
565	греха и	1	1
566	в прошлом	1	1
567	чтобы она	2	1
568	жизни конечно	1	1
569	к ним	1	1
570	не о	2	1
571	друг друга	3	1
572	мы можем	2	1
573	у него	2	1
574	случае не	1	1
575	это мировоззрение	1	1
576	почему не	1	1
577	и вместе	2	1
578	в других	2	1
579	создать и	1	1
580	даже и	2	1
581	это будет	1	1
582	смотря по	1	1
583	данной личности	1	1
584	из двух	1	1
585	или иной	5	1
586	даже не	2	1
587	против нас	1	1
588	на то	5	1
589	к которому	1	1
590	еще и	1	1
591	к полной	1	1
592	себя и	5	1
593	на ней	1	1
594	и направление	2	1
595	связано с	1	1
596	обратится в	1	1
597	превращается в	1	1
598	же будет	1	1
599	из тех	1	1
600	может ли	1	1
601	что христианство	1	1
602	ничем не	1	1
603	принципиально не	1	1
604	с которым	1	1
605	молиться о	1	1
606	и гибели	1	1
607	в руках	1	1
608	в порядке	2	1
609	свое собственное	2	1
610	факт что	2	1
611	тем чтобы	3	1
612	и никакая	1	1
613	без помощи	1	1
614	надо было	1	1
615	всех людей	2	1
616	вникая в	1	1
617	который мы	1	1
618	которые являются	1	1
619	когда же	1	1
620	происходит в	1	1
621	по существу	5	1
622	друг с	14	1
623	с этой	1	1
624	может привести	1	1
625	однако они	2	1
626	своей жизни	1	1
627	только для	2	1
628	не об	1	1
629	но для	2	1
630	всегда будет	1	1
631	в его	4	1
632	своей собственной	1	1
633	человек и	1	1
634	из нее	1	1
635	ее и	1	1
636	и оба	1	1
637	которые будут	1	1
638	тем более	1	1
639	не должен	2	1
640	конце концов	3	1
641	ибо в	3	1
642	мы не	1	1
643	все они	3	1
644	этой общей	1	1
645	быть христианином	1	1
646	к самому	1	1
647	не видят	1	1
648	к культуре	2	1
649	знаем и	1	1
650	и живет	1	1
651	или иного	2	1
652	ко всему	1	1
653	из этого	3	1
654	есть то	1	1
655	эти элементы	1	1
656	если же	2	1
657	можно назвать	1	1
658	только они	1	1
659	это в	2	1
660	только она	1	1
661	как на	8	1
662	точно так	2	1
663	все что	4	1
