N	2gram	Nazirov_Tr_1	StatiiOP
185	а также	1	2
186	что и	2	2
187	отметить что	1	2
188	чем он	2	2
189	и дело	1	2
190	только в	1	2
191	это очень	5	2
192	самозванца в	1	2
193	на всем	2	2
194	в конце	3	2
195	на меня	2	2
196	может быть	7	2
197	в них	1	2
198	в особенности	1	2
199	в период	1	2
200	и др	1	2
201	только к	2	2
202	говорит о	2	2
203	только по	1	2
204	на этот	1	2
205	его как	1	2
206	как говорит	2	2
207	эти слова	1	2
208	и потому	1	2
209	как это	3	2
210	что именно	1	2
211	в данном	2	2
212	что за	3	2
213	только о	2	2
214	с этой	1	2
215	это был	2	2
216	как своего	1	2
217	всегда будет	1	2
218	из романа	1	2
219	в результате	1	2
220	а к	1	2
221	только что	1	2
222	очень хорошо	1	2
223	совершенно не	1	2
224	утверждать что	1	2
225	собрания сочинений	1	1
226	а между	1	1
227	ту же	1	1
228	xvii века	1	1
229	с жизнью	1	1
230	сам по	1	1
231	и то	2	1
232	к своей	1	1
233	это и	1	1
234	что когда	1	1
235	в первом	2	1
236	за все	1	1
237	мудрено что	2	1
238	и до	2	1
239	в какой-то	1	1
240	для понимания	1	1
241	высшей степени	1	1
242	века в	1	1
243	той же	1	1
244	смотреть на	1	1
245	поле в	1	1
246	не вполне	1	1
247	событий и	1	1
248	с рукописью	1	1
249	что судьба	1	1
250	литературы и	1	1
251	еще не	4	1
252	на них	1	1
253	он сам	7	1
254	в чем	1	1
255	на другой	1	1
256	но как	1	1
257	в голове	1	1
258	что роман	1	1
259	жизни своей	1	1
260	отношение к	2	1
261	тут же	2	1
262	не просто	2	1
263	чем же	1	1
264	более чем	1	1
265	вот как	1	1
266	говорит что	2	1
267	новую жизнь	1	1
268	силе и	1	1
269	именно эта	1	1
270	и хотя	1	1
271	чего же	1	1
272	при создании	1	1
273	средство для	1	1
274	представляет собой	1	1
275	из соображений	1	1
276	только один	1	1
277	и если	1	1
278	что она	2	1
279	идей и	1	1
280	чем для	1	1
281	который сам	1	1
282	одному из	1	1
283	перестает быть	1	1
284	которой не	1	1
285	и еще	1	1
286	его кажется	1	1
287	к одному	1	1
288	не как	1	1
289	теперь еще	1	1
290	на этом	1	1
291	презрение к	4	1
292	ненависть и	1	1
293	обратился к	1	1
294	говорил что	1	1
295	а по	1	1
296	заключается в	1	1
297	обоих случаях	1	1
298	ума и	1	1
299	известно что	1	1
300	роль в	1	1
301	и презрение	1	1
302	на первую	1	1
303	повод для	1	1
304	но уже	1	1
305	нет в	2	1
306	в высшей	1	1
307	а за	1	1
308	мы располагаем	1	1
309	для чего	1	1
310	говорится о	1	1
311	знать и	1	1
312	с такой	1	1
313	в развитии	1	1
314	еще раз	2	1
315	но я	1	1
316	которую я	1	1
317	но если	1	1
318	и их	1	1
319	то для	1	1
320	представление о	1	1
321	в черновиках	1	1
322	в условиях	1	1
323	значение для	1	1
324	вплоть до	1	1
325	сам же	1	1
326	объявил себя	1	1
327	права на	2	1
328	в эпилоге	1	1
329	несовместимое с	1	1
330	она не	1	1
331	не моя	1	1
332	одна из	2	1
333	него была	1	1
334	нельзя ли	1	1
335	но только	1	1
336	он с	1	1
337	же время	6	1
338	живых картин	1	1
339	к ней	1	1
340	он пытался	1	1
341	не читал	1	1
342	вместо того	1	1
343	был так	1	1
344	как будто	3	1
345	на все	1	1
346	в стиле	1	1
347	и далее	1	1
348	по нашему	1	1
349	в момент	1	1
350	и вместе	1	1
351	не могут	2	1
352	он и	2	1
353	в газетах	1	1
354	его за	2	1
355	что вы	3	1
356	а что	2	1
357	всего что	1	1
358	в поле	3	1
359	признается что	1	1
360	с жаром	1	1
361	что при	1	1
362	как мы	1	1
363	что все	2	1
364	данном случае	2	1
365	х годов	1	1
366	ноты в	1	1
367	сей день	2	1
368	мысль о	1	1
369	не понял	1	1
370	ввел в	1	1
371	и совершенно	1	1
372	iii в	3	1
373	с собой	1	1
374	можно было	1	1
375	не за	2	1
376	не нравится	1	1
377	не так	2	1
378	в борьбе	1	1
379	и глубоким	1	1
380	не мудрено	2	1
381	по сравнению	1	1
382	а там	1	1
383	он объявил	1	1
384	в диалог	1	1
385	в эпоху	1	1
386	эту сцену	1	1
387	похожим на	1	1
388	вот почему	1	1
389	столь же	2	1
390	под маской	1	1
391	с того	1	1
392	критики в	1	1
393	внешней формы	1	1
394	связь между	1	1
395	васильевского острова	1	1
396	нуждается в	1	1
397	в форме	1	1
398	какой-то мере	1	1
399	все время	1	1
400	для самого	1	1
401	говорит в	1	1
402	конце концов	1	1
403	нашел в	1	1
404	о рассказе	1	1
405	казалось что	1	1
406	не случайно	2	1
407	один из	3	1
408	в двух	1	1
409	романа и	3	1
410	согласиться с	1	1
411	с ними	1	1
412	лишь на	1	1
413	бы может	1	1
414	в самое	1	1
415	который в	2	1
416	по мнению	2	1
417	к числу	1	1
418	это же	1	1
419	и унижения	1	1
420	уже в	3	1
421	только на	1	1
422	в журнале	1	1
423	всем его	1	1
424	такие слова	1	1
425	а это	1	1
426	одно из	1	1
427	был вполне	1	1
428	в известной	2	1
429	могло бы	1	1
430	не для	1	1
431	как его	1	1
432	у него	6	1
433	это слова	1	1
434	этот счет	1	1
435	для публики	1	1
436	и герои	1	1
437	таком виде	1	1
438	даже не	1	1
439	а на	1	1
440	и низким	1	1
441	за пределы	1	1
442	в каких	1	1
443	его романа	1	1
444	под заглавием	1	1
445	романа в	1	1
446	естественно что	1	1
447	не верит	1	1
448	то и	2	1
449	и стал	1	1
450	попал в	1	1
451	ничем не	2	1
452	за год	1	1
453	с которым	1	1
454	одну из	1	1
455	для прочтения	1	1
456	точности соответствует	1	1
457	в связи	1	1
458	виде в	1	1
459	было в	2	1
460	в последней	1	1
461	при его	1	1
462	время с	1	1
463	этом варианте	1	1
464	над ним	1	1
465	у себя	1	1
466	сравнению с	1	1
467	по плечу	1	1
468	очень важно	2	1
469	к образу	1	1
470	жизни в	1	1
471	на свете	1	1
472	который он	1	1
473	быть не	1	1
474	нам еще	1	1
475	все как	1	1
476	этом случае	1	1
477	таково происхождение	1	1
478	и самозванец	1	1
479	на одной	1	1
480	в книге	1	1
481	является ли	1	1
482	и от	1	1
483	причем в	1	1
484	что оно	1	1
485	для нас	1	1
486	характеры и	1	1
487	от него	1	1
488	и все	4	1
489	бы в	1	1
490	и первое	1	1
491	у которого	1	1
492	случае и	1	1
493	не выдерживает	1	1
494	в стихах	1	1
495	в точности	1	1
496	но этот	1	1
497	стиля и	1	1
498	всегда была	1	1
499	в голову	1	1
500	к этой	1	1
501	а я	5	1
502	о себе	1	1
503	в таком	2	1
504	точно так	2	1
