N	2gram	Trubetskoy_1	EvropaiC
129	именно в	2	5
130	и если	3	5
131	основано на	2	5
132	как к	1	5
133	из всех	3	5
134	далеко не	4	5
135	быть и	2	5
136	но в	7	5
137	что с	1	5
138	не только	10	5
139	с культурой	1	5
140	все прочие	1	4
141	одним из	2	4
142	ибо в	1	4
143	у романогерманцев	1	4
144	течением времени	3	4
145	культуру и	1	4
146	это есть	1	4
147	совершенно так	1	4
148	связи с	9	4
149	что его	1	4
150	в виде	4	4
151	поэтому что	2	4
152	хотя бы	3	4
153	не так	1	4
154	в конце	6	4
155	в области	9	4
156	та же	1	4
157	отношение к	5	4
158	в их	1	4
159	социальной жизни	1	4
160	тот факт	1	4
161	значительная часть	2	4
162	факт что	1	4
163	между собой	1	4
164	совершенно не	1	4
165	эта культура	2	4
166	в таком	3	4
167	народ в	1	4
168	конце концов	3	4
169	никогда не	5	4
170	то же	4	4
171	с течением	3	4
172	из которых	4	4
173	запас культурных	1	4
174	состоит из	1	4
175	европейские ученые	1	4
176	мы должны	6	4
177	и сейчас	2	4
178	оказывается что	3	4
179	в течение	4	4
180	должно быть	1	4
181	а с	7	4
182	тем не	3	4
183	этой области	1	4
184	ни один	2	4
185	и т.д	6	4
186	мы уже	1	4
187	всех этих	1	4
188	не выше	1	4
189	том же	1	4
190	в одну	1	4
191	первое время	2	4
192	не могут	2	4
193	он не	4	4
194	а потому	1	4
195	в такой	1	4
196	и проч	2	4
197	признать что	2	4
198	и у	8	4
199	из них	7	4
200	то ясно	2	4
201	пор не	1	4
202	не есть	1	4
203	может не	1	3
204	материальной культуры	1	3
205	бы в	1	3
206	и наконец	2	3
207	данном случае	1	3
208	в связи	3	3
209	должны быть	1	3
210	в разных	2	3
211	прежде всего	2	3
212	и германцев	1	3
213	народ не	1	3
214	в жизни	1	3
215	настоящее время	1	3
216	та культура	1	3
217	в нем	4	3
218	даже в	1	3
219	рассматриваться как	1	3
220	эти элементы	1	3
221	ничего общего	2	3
222	и того	1	3
223	а в	4	3
224	в нашем	1	3
225	от тех	1	3
226	на этой	1	3
227	в начале	2	3
228	запаса культурных	1	3
229	это не	1	3
230	только что	2	3
231	в этих	4	3
232	различия между	2	3
233	очень много	2	3
234	отличие от	1	3
235	одного и	1	3
236	на почве	1	3
237	у нас	1	3
238	общего запаса	1	3
239	тот же	2	3
240	то ни	2	3
241	по одному	1	3
242	можно назвать	2	3
243	и потому	6	3
244	но даже	1	3
245	и других	1	3
246	у европейцев	1	3
247	не вполне	3	3
248	же как	3	3
249	в настоящее	1	3
250	с одной	7	3
251	как известно	1	3
252	то они	1	3
253	на земле	1	3
254	представление о	6	3
255	только те	1	3
256	при помощи	1	3
257	тем более	1	3
258	но по	3	3
259	сейчас же	1	3
260	чем в	1	3
261	целый ряд	4	3
262	таким же	1	3
263	с тем	18	3
264	так или	3	3
265	заключается в	1	3
266	что оно	4	3
267	и это	2	3
268	конечно не	2	3
269	или иначе	3	3
270	что мы	2	3
271	образом в	5	3
272	и по	4	3
273	в данном	1	3
274	вступают в	1	2
275	и из	2	2
276	культура в	3	2
277	по тем	1	2
278	что значительная	1	2
279	на более	1	2
280	в них	2	2
281	широком смысле	1	2
282	эти черты	2	2
283	но не	8	2
284	на поверхность	1	2
285	другой вид	1	2
286	на себе	1	2
287	невозможно но	1	2
288	же время	2	2
289	во всяком	6	2
290	в одно	2	2
291	многих других	1	2
292	мы и	1	2
293	наше отношение	1	2
294	этого последнего	2	2
295	только не	2	2
296	что они	1	2
297	ко всему	2	2
298	каковом случае	1	2
299	нет в	1	2
300	не стоит	1	2
301	никто не	1	2
302	и ее	1	2
303	этими двумя	2	2
304	этого слова	1	2
305	не было	2	2
306	из таких	1	2
307	из этой	2	2
308	так чтобы	2	2
309	носят на	1	2
310	из предыдущего	1	2
311	к нему	7	2
312	и так	1	2
313	к двум	1	2
314	пришлось бы	1	2
315	совершенно ясно	1	2
316	то есть	4	2
317	но с	3	2
318	только то	1	2
319	культура не	1	2
320	если он	1	2
321	своем целом	1	2
322	в ней	1	2
323	знаем и	1	2
324	то в	1	2
325	те же	2	2
326	заключает в	2	2
327	одно из	2	2
328	гораздо менее	2	2
329	в эту	2	2
330	не более	1	2
331	и только	4	2
332	том виде	2	2
333	с этой	3	2
334	для него	3	2
335	из него	2	2
336	что она	1	2
337	которого в	1	2
338	как не	1	2
339	в себя	1	2
340	но если	2	2
341	мы видели	2	2
342	и некоторые	1	2
343	с момента	1	2
344	и весь	1	2
345	выше что	1	2
346	для романогерманцев	1	2
347	и более	1	2
348	во внимание	1	2
349	они не	1	2
350	и непонятны	1	2
351	то с	3	2
352	другими словами	1	2
353	тогда когда	2	2
354	в свою	2	2
355	более как	1	2
356	общего с	2	2
357	жизни и	2	2
358	свою очередь	1	2
359	в сущности	1	2
360	бы то	2	2
361	говорить что	1	2
362	вследствие этого	1	2
363	и те	3	2
364	к другу	2	2
365	те черты	1	2
366	при таком	2	2
367	всяком случае	6	2
368	к ним	3	2
369	друг к	1	2
370	представить себе	1	2
371	него в	1	2
372	что эти	3	2
373	с ними	1	2
374	сообразно с	1	2
375	в среде	2	2
376	мы разумеем	1	2
377	очень мало	4	2
378	из одного	1	2
379	одной стороны	7	2
380	в котором	4	2
381	ни было	2	2
382	исторического развития	2	2
383	же что	1	2
384	которые по	1	2
385	культуры ибо	1	2
386	в сторону	1	2
387	такой же	1	2
388	или нескольких	1	2
389	в процессе	2	2
390	на каждом	1	2
391	только тогда	1	2
392	между отдельными	1	2
393	на этом	1	2
394	и развитие	1	2
395	двух или	1	2
396	время после	2	2
397	этот вопрос	1	2
398	одну из	1	2
399	и состоит	1	2
400	между этими	2	2
401	смотреть на	2	2
402	не следует	1	2
403	и до	1	2
404	давно уже	1	2
405	борьбы с	1	2
406	к своим	4	2
407	он должен	1	2
408	от нее	1	2
409	в которых	4	2
410	лишь о	1	2
411	в ту	1	2
412	в глазах	2	2
413	было бы	1	2
414	именно потому	1	2
415	и особенно	2	2
416	в самой	2	2
417	всех прочих	1	2
418	с ее	1	2
419	отличные от	1	2
420	однако это	1	2
421	на нее	3	2
422	в виду	2	2
423	всех тех	1	2
424	все в	1	2
425	совершенно иной	2	2
426	он тоже	1	2
427	них в	1	2
428	но для	1	2
429	в каковом	1	2
430	во втором	1	2
431	несколько иной	1	1
432	перед которой	2	1
433	знают лишь	1	1
434	разные стадии	1	1
435	не могла	2	1
436	этих новых	1	1
437	к нашим	1	1
438	культур а	1	1
439	такою же	1	1
440	может только	1	1
441	лишь то	1	1
442	себя эти	1	1
443	приводит к	2	1
444	общей суммы	1	1
445	всегда в	1	1
446	в значительной	3	1
447	на его	1	1
448	лишь отдельных	1	1
449	разных народов	1	1
450	может ли	2	1
451	существование и	1	1
452	они являются	1	1
453	друг друга	1	1
454	с вполне	1	1
455	имеются и	1	1
456	так когда	1	1
457	к их	1	1
458	он препятствует	1	1
459	когда же	2	1
460	все те	1	1
461	если они	1	1
462	входит в	1	1
463	их отношение	1	1
464	этим двум	1	1
465	то не	1	1
466	же старые	1	1
467	на пути	2	1
468	за исключением	1	1
469	в саму	1	1
470	в общих	1	1
471	т.е к	1	1
472	единой культуры	1	1
473	помимо этого	1	1
474	или через	1	1
475	заставить их	1	1
476	людей и	2	1
477	жизни с	1	1
478	если в	3	1
479	частей и	1	1
480	на эту	1	1
481	этом последнем	1	1
482	которого уже	1	1
483	случае не	3	1
484	стоит и	1	1
485	что когда	1	1
486	т.д в	1	1
487	за тем	1	1
488	к этим	1	1
489	других существ	1	1
490	не к	2	1
491	необходимо чтобы	1	1
492	это слово	1	1
493	в этот	1	1
494	время как	1	1
495	здесь не	1	1
496	что этому	1	1
497	и другой	2	1
498	этих людей	1	1
499	что роль	1	1
500	всех народов	1	1
501	но при	2	1
502	крайней мере	5	1
503	существ ибо	1	1
504	как с	1	1
505	главным предметом	1	1
506	люди которые	1	1
507	на национальный	1	1
508	кроме того	1	1
509	выбирать между	1	1
510	более широкую	1	1
511	зато в	1	1
512	зависит от	1	1
513	жизни он	1	1
514	симпатического подражания	1	1
515	тем с	2	1
516	невозможно и	1	1
517	в так	4	1
518	числе и	4	1
519	к концу	3	1
520	мы поймем	1	1
521	благодаря антропологическому	1	1
522	широкую группу	1	1
523	не по	1	1
524	наоборот все	1	1
525	с ней	3	1
526	эквивалента в	1	1
527	творить в	2	1
528	из двух	1	1
529	иначе как	1	1
530	в заблуждение	1	1
531	не исчерпывается	2	1
532	такое положение	2	1
533	его можно	2	1
534	причем в	1	1
535	ней и	1	1
536	к которому	2	1
537	но вместе	2	1
538	принятая в	1	1
539	эти последние	1	1
540	мы не	1	1
541	и другие	3	1
542	это по	1	1
543	тот который	1	1
544	не были	1	1
545	с нами	1	1
546	считаются уже	1	1
547	надо думать	1	1
548	сравняться с	5	1
549	с другими	4	1
550	за время	1	1
551	в своей	1	1
552	ввиду того	1	1
553	сложнее и	1	1
554	мало удачны	1	1
555	что надо	1	1
556	тем этот	1	1
557	национального целого	5	1
558	не знаем	1	1
559	чаще всего	1	1
560	для успешного	2	1
561	покоится на	1	1
562	случае между	1	1
563	котором они	1	1
564	в уме	1	1
565	нужно чтобы	2	1
566	культура была	1	1
567	возможно что	1	1
568	всех других	2	1
569	целом есть	1	1
570	ли это	2	1
571	же эти	1	1
572	как нечто	1	1
573	порвать с	1	1
574	над тем	1	1
575	для россии	1	1
576	начиная с	2	1
577	германские и	1	1
578	эти слова	1	1
579	иметь в	1	1
580	русского интеллигента	1	1
581	ее нет	1	1
582	он сам	1	1
583	славян и	1	1
584	борьбу с	1	1
585	обстоит дело	1	1
586	выход из	2	1
587	собой на	1	1
588	но когда	2	1
589	отдельных единиц	1	1
590	видели выше	1	1
591	культура есть	1	1
592	смысле этого	1	1
593	культуры мы	1	1
594	народов земного	1	1
595	есть не	1	1
596	а именно	1	1
597	всего что	1	1
598	который можно	1	1
599	к жизни	5	1
600	далее в	1	1
601	и перед	2	1
602	нашей культуре	1	1
603	простой народ	1	1
604	в разные	1	1
605	могут рассматриваться	1	1
606	во всей	1	1
607	видели что	1	1
608	свидетельствует о	2	1
609	отношения к	1	1
610	уже очень	1	1
611	в корне	1	1
612	на путь	1	1
613	какое содержание	1	1
614	в широком	1	1
615	следовательно и	1	1
616	видим что	1	1
617	или о	1	1
618	в ином	1	1
619	в нашей	1	1
620	и отчасти	1	1
621	задний план	1	1
622	в народных	3	1
623	конечно нет	1	1
624	отдельных этнических	1	1
625	ценностей и	1	1
626	психологической точки	1	1
627	и даже	3	1
628	народных массах	2	1
629	культурное целое	1	1
630	он усматривает	1	1
631	вполне ясно	1	1
632	как из	1	1
633	различие между	1	1
634	русские интеллигенты	1	1
635	ли они	2	1
636	одно культурное	1	1
637	существовать и	1	1
638	некоторые другие	1	1
639	всякий кто	1	1
640	может случиться	1	1
641	и люди	2	1
642	не имеет	5	1
643	является лишь	1	1
644	можно только	2	1
645	они сейчас	1	1
646	мы видим	1	1
647	эти ценности	1	1
648	а как	1	1
649	он может	1	1
650	как в	1	1
651	в других	3	1
652	надеяться на	1	1
653	на которой	1	1
654	факта победы	1	1
655	у народов	1	1
656	для этих	2	1
657	причиной и	1	1
658	некоторые из	2	1
659	когда их	1	1
660	и его	1	1
661	выйти из	1	1
662	есть ли	1	1
663	это и	1	1
664	предрассудками и	1	1
665	похоже на	1	1
666	всегда более	1	1
667	силы и	2	1
668	к его	2	1
669	что предки	1	1
670	на стороне	1	1
671	положение дела	2	1
672	что среди	1	1
673	у всех	2	1
674	что такое	1	1
675	виде в	2	1
676	являются не	1	1
677	на одном	1	1
678	чистом виде	1	1
679	смысле слова	1	1
680	психологии но	1	1
681	есть как	2	1
682	в отношении	6	1
683	только с	1	1
684	жизни из	1	1
685	удовлетворения своих	1	1
686	благодаря этому	2	1
687	на этих	1	1
688	в учении	1	1
689	людьми и	1	1
690	да и	1	1
691	когда она	1	1
692	и следовательно	1	1
693	что от	1	1
694	основана на	1	1
695	сказать что	2	1
696	он в	2	1
697	в создании	2	1
698	деле если	1	1
699	к сожалению	3	1
700	один из	2	1
701	с психологической	1	1
702	нет вовсе	2	1
703	непременно будет	1	1
704	сливаются в	1	1
705	стремление к	1	1
706	ничего не	1	1
707	сам он	1	1
708	ее с	2	1
709	бы с	1	1
710	выше всех	1	1
711	тем что	1	1
712	в первом	1	1
713	и таким	3	1
714	явствует что	1	1
715	перестает быть	2	1
716	так называемых	1	1
717	немцами и	1	1
718	случае мы	1	1
719	великие культуры	1	1
720	на них	1	1
721	той же	1	1
722	уже говорили	1	1
723	уже не	3	1
724	это было	1	1
725	романцев и	1	1
726	от этих	1	1
727	всю эволюцию	1	1
728	духе и	1	1
729	всех существ	1	1
730	лишь на	1	1
731	что так	1	1
732	без всякого	1	1
733	тем чтобы	5	1
734	собой и	1	1
735	а во-вторых	1	1
736	причем эта	1	1
737	то станет	1	1
738	преобладают над	1	1
739	как от	2	1
740	на задний	1	1
741	больше чем	2	1
742	этих элементов	1	1
743	с однородной	1	1
744	не надо	1	1
745	а у	1	1
746	у многих	1	1
747	отчасти и	1	1
748	по крайней	5	1
749	всех их	1	1
750	из своих	2	1
751	они довольно	1	1
752	и быстрому	1	1
753	к тем	1	1
754	было когда	1	1
755	которые совершенно	1	1
756	очень давно	1	1
757	могут быть	1	1
758	или ином	1	1
759	что именно	2	1
760	есть продукт	1	1
761	от этой	1	1
762	та часть	1	1
763	этот путь	2	1
764	народом в	1	1
765	не потому	2	1
766	то для	1	1
767	у славян	2	1
768	народ с	1	1
769	который как	1	1
770	этих частей	2	1
771	самые эти	1	1
772	т.д таким	1	1
773	которые раньше	1	1
774	пути к	2	1
775	а так	3	1
776	осталось и	1	1
777	указаний на	1	1
778	себя как	1	1
779	она и	1	1
780	для себя	1	1
781	совершенно чужды	1	1
782	такому человеку	1	1
783	однако не	1	1
784	в религиозном	7	1
785	не похожим	1	1
786	же культуры	1	1
787	не совсем	1	1
788	получили из	1	1
789	в качестве	3	1
790	имеет параллель	1	1
791	роль в	1	1
792	показаться что	1	1
793	находим в	1	1
794	не похоже	1	1
795	их в	1	1
796	ясно представить	1	1
797	нет ничего	1	1
798	и как	3	1
799	помнить что	1	1
800	характер не	1	1
801	тоже с	1	1
802	с его	2	1
803	том числе	5	1
804	что тот	1	1
805	и германских	1	1
806	разные стороны	1	1
807	для каждого	2	1
808	в своих	1	1
809	момента когда	1	1
810	параллельно с	1	1
811	от них	2	1
812	с каким-нибудь	1	1
813	культуры к	1	1
814	создают для	1	1
815	еще и	1	1
816	к одному	1	1
817	живет и	1	1
818	самого начала	2	1
819	однако в	1	1
820	у этих	1	1
821	пор еще	2	1
822	с самого	3	1
823	к сознанию	1	1
824	в состав	1	1
825	не осталось	1	1
826	заметить что	1	1
827	на друга	2	1
828	большей частью	3	1
829	отличаются от	2	1
830	то время	1	1
831	только для	2	1
832	главным образом	8	1
833	кроме этих	1	1
834	много но	1	1
835	которых каждый	1	1
836	может показаться	1	1
837	а следовательно	1	1
838	во-первых с	1	1
839	этом не	1	1
840	этот факт	2	1
841	а не	5	1
842	столь многих	1	1
843	и пр	1	1
844	поворот к	1	1
845	культура на	1	1
846	но совершенно	1	1
847	все более	1	1
848	конечно невозможно	1	1
849	должна была	2	1
850	тем же	1	1
851	не принадлежат	1	1
852	а после	3	1
853	культуры таким	2	1
854	быть в	1	1
855	судя по	1	1
856	его к	1	1
857	точно так	3	1
858	над другими	1	1
859	уже в	2	1
860	для всех	2	1
861	роли в	1	1
862	мира в	1	1
863	только на	1	1
864	эти народные	1	1
865	друг на	2	1
866	у другого	1	1
867	или иной	2	1
868	только еще	1	1
869	антропологическому смешению	1	1
870	на одну	1	1
871	состоит в	2	1
872	культурные ценности	2	1
873	за соответствующее	1	1
874	совсем не	1	1
875	но именно	1	1
876	национальной психики	2	1
877	с виду	1	1
878	не имея	1	1
879	том или	1	1
880	удается но	1	1
881	единое целое	1	1
882	мысль о	2	1
883	как о	3	1
884	над этими	1	1
885	тех пор	2	1
886	смотря по	1	1
887	же самое	2	1
888	не приходится	1	1
889	общих чертах	1	1
890	связь между	1	1
891	и заставить	1	1
892	каждом шагу	1	1
893	спутником и	1	1
894	и продолжают	1	1
895	близости к	1	1
896	ли эти	1	1
897	надо иметь	1	1
898	русской жизни	4	1
899	это нам	1	1
