N	2gram	Potebnia_M_2	StatiiOP
409	в нее	4	1
410	как оно	2	1
411	повторяет в	1	1
412	смысле в	1	1
413	тем с	1	1
414	же касается	1	1
415	к другу	1	1
416	вместе со	2	1
417	делает его	1	1
418	между отдельными	1	1
419	остановиться на	1	1
420	этом мы	1	1
421	рядом с	3	1
422	на которую	1	1
423	этого не	2	1
424	а за	1	1
425	отражается в	1	1
426	во внимание	1	1
427	мы видели	1	1
428	основывается на	1	1
429	мы знаем	2	1
430	чем в	1	1
431	для одного	2	1
432	можно считать	1	1
433	и прямо	1	1
434	и того	6	1
435	особенно для	1	1
436	или менее	8	1
437	что значит	1	1
438	бы на	1	1
439	и при	3	1
440	не во	2	1
441	но сила	1	1
442	например слово	1	1
443	то его	1	1
444	от себя	2	1
445	могло бы	1	1
446	приблизительно так	3	1
447	одном из	4	1
448	и той	2	1
449	поэтому в	1	1
450	дает в	1	1
451	не понимает	1	1
452	но во	3	1
453	друг другу	1	1
454	и эти	1	1
455	том же	1	1
456	того кто	3	1
457	бы быть	3	1
458	первоначального значения	1	1
459	на присутствие	1	1
460	ж з	1	1
461	по себе	15	1
462	свою силу	1	1
463	что есть	2	1
464	некоторых случаях	2	1
465	это чувство	1	1
466	что ему	2	1
467	не о	1	1
468	может служить	1	1
469	дело в	1	1
470	того как	7	1
471	на него	3	1
472	который при	1	1
473	для кого	2	1
474	в деятельности	2	1
475	что вы	1	1
476	чувствует что	1	1
477	того чтобы	2	1
478	смысле что	1	1
479	не могло	1	1
480	он мог	1	1
481	вытекает из	2	1
482	судя по	5	1
483	хотя все	1	1
484	его от	1	1
485	что общество	1	1
486	в самой	3	1
487	обратим внимание	1	1
488	или как	1	1
489	с одним	1	1
490	с нами	2	1
491	мыслей и	1	1
492	как она	1	1
493	на те	1	1
494	по своей	1	1
495	друг друга	2	1
496	на мой	1	1
497	своей цели	1	1
498	разнообразия в	1	1
499	до того	1	1
500	от их	4	1
501	в механическом	1	1
502	очень часто	1	1
503	все то	1	1
504	поэтому то	1	1
505	да рядом	1	1
506	когда мы	2	1
507	и другой	1	1
508	под словом	1	1
509	его с	2	1
510	бы он	1	1
511	слова с	1	1
512	мой взгляд	1	1
513	тот и	1	1
514	как новое	1	1
515	в наше	1	1
516	него как	1	1
517	для себя	1	1
518	как они	1	1
519	и о	1	1
520	и образ	2	1
521	свою очередь	6	1
522	на нем	1	1
523	здесь не	1	1
524	в ее	1	1
525	к нам	2	1
526	только при	1	1
527	формы и	1	1
528	с каким	2	1
529	в собственном	2	1
530	их связь	1	1
531	нет никакой	1	1
532	второго лица	1	1
533	с первого	2	1
534	так в	4	1
535	вопрос что	1	1
536	как с	1	1
537	на том	1	1
538	и сам	1	1
539	не за	1	1
540	те же	3	1
541	здесь как	1	1
542	том как	3	1
543	мы в	3	1
544	а эта	1	1
545	был не	1	1
546	о котором	2	1
547	и вообще	3	1
548	по мере	5	1
549	с ним	5	1
550	стремление к	2	1
551	в содержании	1	1
552	образом в	4	1
553	находится в	3	1
554	все его	1	1
555	приближается к	1	1
556	или только	1	1
557	в применении	1	1
558	известной степени	1	1
559	то они	1	1
560	это вполне	1	1
561	язык и	1	1
562	его жизни	1	1
563	влияние на	4	1
564	подобные же	1	1
565	времени в	1	1
566	связь между	2	1
567	выразились в	1	1
568	что и	11	1
569	вообще и	2	1
570	который до	1	1
571	именно в	1	1
572	для самого	4	1
573	и самые	1	1
574	же можно	1	1
575	но так	1	1
576	его в	3	1
577	менее в	1	1
578	как нечто	1	1
579	наше время	1	1
580	который в	1	1
581	в обществе	2	1
582	между этими	1	1
583	в выражении	1	1
584	собою как	1	1
585	для всех	1	1
586	не одну	1	1
587	действие на	1	1
588	именно на	1	1
589	конечно не	1	1
590	с нею	2	1
591	которому он	1	1
592	не можем	6	1
593	указания на	4	1
594	и они	2	1
595	в значении	1	1
596	первое и	1	1
597	а это	2	1
598	не дает	2	1
599	из них	5	1
600	но которое	1	1
601	и их	5	1
602	в известной	1	1
603	слова в	5	1
604	нас только	1	1
605	в одном	6	1
606	и язык	1	1
607	воспоминания в	1	1
608	которое делает	1	1
609	но что	2	1
610	в других	4	1
611	указание на	2	1
612	следует признать	1	1
613	даже и	2	1
614	не противоречит	2	1
615	из приведенных	1	1
616	чтобы показать	1	1
617	с общим	2	1
618	не были	1	1
619	имеет и	1	1
620	в немногих	1	1
621	что новые	1	1
622	то это	3	1
623	этот взгляд	2	1
624	связаны с	1	1
625	по своим	1	1
626	а именно	1	1
627	на которые	1	1
628	часты и	1	1
629	тем для	1	1
630	в рассуждениях	1	1
631	именно так	1	1
632	и принимает	1	1
633	там где	4	1
634	речи и	1	1
635	и силы	2	1
636	свидетельствует не	1	1
637	в одно	8	1
638	если не	4	1
639	виде в	1	1
640	уже давно	1	1
641	эти слова	1	1
642	в разговоре	2	1
643	не знал	1	1
644	видит в	1	1
645	что за	2	1
646	знать что	2	1
647	в той	1	1
648	этой последней	2	1
649	смысле этого	3	1
650	тому как	4	1
651	что же	1	1
652	это его	1	1
653	языку по	1	1
654	то к	2	1
655	при ближайшем	1	1
656	форма в	1	1
657	в состоянии	6	1
658	сначала это	1	1
659	должно быть	2	1
660	сплошь да	1	1
661	в формах	2	1
662	в пример	2	1
663	этом и	1	1
664	ни для	1	1
665	но для	1	1
666	словах того	1	1
667	это уже	1	1
668	из тюрьмы	1	1
669	время его	1	1
670	основаны на	1	1
671	том виде	1	1
672	это как	1	1
673	чтобы понять	1	1
674	что тогда	1	1
675	с содержанием	1	1
676	а к	2	1
677	для нас	31	1
678	и все	3	1
679	собственно говоря	1	1
680	или нет	3	1
681	бы в	2	1
682	вообще в	1	1
683	хотя бы	2	1
684	них и	1	1
685	на такой	1	1
686	в связь	1	1
687	давно уже	1	1
688	отношении к	2	1
689	с теми	2	1
690	но всякий	1	1
691	состоит из	1	1
692	они как	1	1
693	и еще	1	1
694	перейти к	1	1
695	есть и	1	1
696	занимает в	1	1
697	в трех	1	1
698	возможности не	1	1
699	жизни и	1	1
700	но эти	2	1
701	как слово	1	1
702	этой точки	1	1
703	только не	1	1
704	была для	1	1
705	значат то	1	1
706	я могу	1	1
707	которая не	1	1
708	так же	2	1
709	все что	3	1
710	они не	4	1
