N	2gram	Tiupa_Anal_2	Tvorches
275	отвлеченной мысли	2	1
276	по отношению	4	1
277	а и	1	1
278	как справедливо	1	1
279	тогда как	19	1
280	как говорит	2	1
281	из уст	1	1
282	в художественном	1	1
283	о жизни	2	1
284	на человека	1	1
285	выступают как	1	1
286	как уже	3	1
287	к этой	1	1
288	мне стало	2	1
289	его к	1	1
290	и к	5	1
291	в действительности	3	1
292	искусство и	1	1
293	жизни есть	1	1
294	при таком	2	1
295	со своей	1	1
296	всего лишь	8	1
297	бы и	1	1
298	всего романа	1	1
299	он в	4	1
300	все эти	1	1
301	жизни так	1	1
302	него столь	1	1
303	поскольку в	1	1
304	еще один	1	1
305	в известном	1	1
306	особое место	1	1
307	сливаются в	1	1
308	тому же	4	1
309	и те	1	1
310	если он	1	1
311	у а	1	1
312	вследствие этого	2	1
313	и если	3	1
314	наш взгляд	1	1
315	в статье	1	1
316	да и	1	1
317	выше уже	2	1
318	всех этих	1	1
319	в первую	1	1
320	идеи и	1	1
321	к одному	1	1
322	не к	1	1
323	означает в	1	1
324	у читателя	1	1
325	на наш	1	1
326	на этом	4	1
327	его можно	1	1
328	же не	2	1
329	трансформируется в	1	1
330	отвлеченный характер	1	1
331	значение в	1	1
332	внутренней форме	1	1
333	его не	1	1
334	по смыслу	1	1
335	на этой	2	1
336	в несколько	1	1
337	его в	2	1
338	это было	2	1
339	заключается в	1	1
340	воспринимается как	1	1
341	эстетическую ценность	1	1
342	в глазах	1	1
343	было бы	3	1
344	то все	1	1
345	роль в	2	1
346	лишь на	1	1
347	ни в	1	1
348	но мы	1	1
349	в них	1	1
350	он же	2	1
351	все равно	1	1
352	этого персонажа	2	1
353	с этой	1	1
354	читательское впечатление	1	1
355	он и	2	1
356	ниже их	1	1
357	жизни но	2	1
358	сказал он	1	1
359	ключ к	3	1
360	событий за	1	1
361	я как	2	1
362	свою собственную	1	1
363	рассказа о	1	1
364	и ее	1	1
365	к предмету	2	1
366	вспять к	1	1
367	и читателя	3	1
368	миф о	1	1
369	от себя	1	1
370	и повышенной	2	1
371	и уж	1	1
372	дается в	1	1
373	но эта	2	1
374	художественного мира	2	1
375	художественный мир	1	1
376	времени не	1	1
377	было написано	4	1
378	борьбу с	1	1
379	и более	1	1
380	его до	1	1
381	том же	1	1
382	что этот	1	1
383	по себе	2	1
384	а вот	1	1
385	тому что	1	1
386	в отношении	1	1
387	вплоть до	1	1
388	в таких	2	1
389	что с	2	1
390	и другое	1	1
391	меня не	1	1
392	не имеет	2	1
393	так уж	1	1
394	от чужого	1	1
395	на него	2	1
396	и имеет	1	1
397	кстати что	1	1
398	в нас	2	1
399	это еще	1	1
400	для всего	1	1
401	он с	1	1
402	казалось бы	3	1
403	не вполне	1	1
404	жизни не	1	1
405	личности природа	1	1
406	на себя	5	1
407	всего на	1	1
408	глядя на	1	1
409	как она	1	1
410	и эстетическим	2	1
411	со своим	3	1
412	только с	1	1
413	о предопределении	5	1
414	у нас	1	1
415	начиная с	1	1
416	м о	1	1
417	выход из	1	1
418	мы узнаем	2	1
419	сама жизнь	1	1
420	бахтина о	1	1
421	бы он	1	1
422	что на	3	1
423	указывает на	1	1
424	мысли о	1	1
425	вырождается в	1	1
426	не есть	2	1
427	анализа в	1	1
428	же его	4	1
429	имеет место	4	1
430	если же	1	1
431	главным героем	1	1
432	она не	2	1
433	его художественной	1	1
434	и о	1	1
435	в конце	4	1
436	читателя он	1	1
437	свою очередь	1	1
438	внимание на	2	1
439	но при	1	1
440	и самим	1	1
441	в ее	1	1
442	другой стороны	2	1
443	только не	4	1
444	только то	1	1
445	по способу	1	1
446	однако эта	1	1
447	если они	1	1
448	что может	1	1
449	с первым	1	1
450	в образе	1	1
451	самого автора	1	1
452	особенно в	7	1
453	имеет тот	1	1
454	участия в	1	1
455	ли и	1	1
456	жизнь и	1	1
457	сам не	1	1
458	волосы и	1	1
459	нас и	1	1
460	в глубине	1	1
461	в таком	2	1
462	автора к	1	1
463	и здесь	1	1
464	никак не	2	1
465	и что	1	1
466	романа мы	1	1
467	все его	1	1
468	но когда	1	1
469	как дым	1	1
470	как у	1	1
471	что ведет	1	1
472	в которую	1	1
473	которая сама	1	1
474	к нему	1	1
475	том или	2	1
476	путь к	1	1
477	между тем	2	1
478	от них	1	1
479	была бы	2	1
480	складывается из	1	1
481	автор как	1	1
482	нуждается в	1	1
483	восходит к	1	1
484	чем и	2	1
485	выступает как	1	1
486	вообще и	2	1
487	на словах	1	1
488	от свободы	1	1
489	известном смысле	1	1
490	как он	1	1
491	с ними	3	1
492	грань между	2	1
493	делает его	1	1
494	с одной	5	1
495	себя в	2	1
496	для всех	2	1
497	к принципиально	1	1
498	то и	1	1
499	по законам	1	1
500	не все	1	1
501	и генерализации	1	1
502	на этих	1	1
503	мышления и	1	1
504	его и	1	1
505	что происходило	1	1
506	вступая в	1	1
507	жизнь для	1	1
508	ведь это	2	1
509	в прозе	1	1
510	в одном	2	1
511	сами по	1	1
512	не совпадают	1	1
513	в диалоге	2	1
514	к ним	1	1
515	его внутренний	1	1
516	тем что	3	1
517	представляют собой	2	1
518	и стал	2	1
519	читатель в	1	1
520	и из	1	1
521	с другим	1	1
522	личности из	1	1
523	особое внимание	1	1
524	мне не	1	1
525	с той	2	1
526	мне показалось	1	1
527	по выражению	2	1
528	себя и	1	1
529	исходит из	1	1
530	совмещается с	1	1
531	и их	2	1
532	превращается в	2	1
533	одной стороны	4	1
534	связи с	1	1
535	на этот	2	1
536	см главу	1	1
537	есть лишь	1	1
538	означало бы	1	1
539	а так	1	1
540	о чем	2	1
541	и я	2	1
542	на лице	2	1
543	тенденцией к	1	1
544	как это	6	1
545	на втором	1	1
546	установкой на	1	1
547	столкновение с	1	1
548	во все	1	1
549	что же	1	1
550	самого себя	1	1
551	и всей	1	1
552	известной книге	1	1
553	и мотивы	1	1
554	материал для	1	1
555	ли не	2	1
556	и смерти	4	1
557	слова и	1	1
558	только для	1	1
559	о его	4	1
560	эпизодов с	1	1
561	отличается от	1	1
562	между прочим	1	1
563	же самое	1	1
564	эстетический факт	1	1
565	и тогда	1	1
566	как раз	4	1
567	в полном	1	1
568	и сам	3	1
569	с автором	1	1
570	в мировой	1	1
571	в связи	1	1
572	восходящая к	1	1
573	с повышенной	1	1
574	лице его	1	1
575	но на	1	1
576	сколько бы	1	1
577	он по	2	1
578	начала и	1	1
579	еще раз	1	1
580	человек и	1	1
581	позиции самого	2	1
582	с установкой	1	1
583	от него	1	1
584	в последней	1	1
585	тем более	1	1
586	мы должны	1	1
587	на улице	1	1
588	все они	1	1
589	не одну	1	1
590	я в	3	1
591	же в	1	1
592	отношении к	1	1
593	с людьми	2	1
594	читательского восприятия	1	1
595	может и	1	1
596	этот вопрос	1	1
597	мне как-то	2	1
598	и внутренне	2	1
599	к его	2	1
600	не сами	1	1
601	не что	1	1
602	отношению к	4	1
603	ко всему	1	1
604	т е	2	1
605	и жизнь	1	1
606	этой сцены	2	1
607	воли необходимое	1	1
608	первую очередь	1	1
609	в какой	1	1
610	о нем	1	1
611	именно здесь	1	1
612	с самим	3	1
