N	2gram	Vygotskiy__1	NovoeSre
118	и даже	2	2
119	связаны с	1	2
120	этом смысле	1	2
121	в природе	3	2
122	к образованию	1	2
123	зависит от	1	2
124	для чего	1	2
125	том что	21	2
126	вместе с	9	2
127	так же	16	2
128	мы говорим	1	2
129	мысли и	6	2
130	одной стороны	9	2
131	центр тяжести	1	2
132	такого рода	1	2
133	другой стороны	9	2
134	по существу	4	2
135	не могли	2	2
136	как будто	1	2
137	как это	2	2
138	такой же	3	2
139	но для	1	2
140	в смысле	2	2
141	в то	7	2
142	мысли в	5	2
143	того чтобы	17	2
144	жизнью в	1	2
145	и от	3	2
146	хотя бы	4	2
147	а в	2	2
148	когда мы	1	2
149	могут быть	3	2
150	не хотим	2	2
151	можно назвать	2	2
152	применить к	1	1
153	неспособность к	1	1
154	системы это	1	1
155	для себя	4	1
156	он может	2	1
157	переход от	1	1
158	чтобы быть	1	1
159	приводит к	4	1
160	как результат	1	1
161	и до	2	1
162	и мысли	2	1
163	с собой	2	1
164	на нее	2	1
165	мы уже	1	1
166	не с	2	1
167	еще в	1	1
168	к новой	1	1
169	можно сказать	5	1
170	говорить о	2	1
171	системы которая	1	1
172	оно есть	2	1
173	и другая	1	1
174	мы всегда	1	1
175	то это	1	1
176	только так	1	1
177	под этим	1	1
178	в виду	1	1
179	зависимости от	2	1
180	не способен	1	1
181	с большим	1	1
182	вопрос об	6	1
183	под знак	1	1
184	освобождения от	1	1
185	же мере	3	1
186	на них	1	1
187	на их	2	1
188	что его	2	1
189	в чем	4	1
190	не могу	3	1
191	по многим	1	1
192	критики это	1	1
193	то он	1	1
194	на решение	1	1
195	вопросу о	1	1
196	скрывается в	1	1
197	также еще	2	1
198	в его	14	1
199	в эти	1	1
200	но нет	1	1
201	себе и	2	1
202	отличие от	1	1
203	лишь к	1	1
204	которая должна	1	1
205	значение для	1	1
206	путь которым	1	1
207	в значительной	2	1
208	и целостности	1	1
209	в своем	3	1
210	как например	1	1
211	известном смысле	2	1
212	после катастрофы	1	1
213	что нет	1	1
214	который составляет	1	1
215	говорит что	4	1
216	возможно было	1	1
217	что он	7	1
218	иные они	1	1
219	только в	6	1
220	во всем	3	1
221	по своей	5	1
222	сама наука	1	1
223	от этого	2	1
224	в самом	7	1
225	не хочет	1	1
226	бы сказать	2	1
227	то время	5	1
228	он в	3	1
229	из этих	3	1
230	тоже не	1	1
231	в известном	2	1
232	для всех	4	1
233	мы отлично	1	1
234	истину или	1	1
235	и у	1	1
236	уже в	3	1
237	к единству	4	1
238	вопроса о	2	1
239	отнести к	1	1
240	вообще не	1	1
241	раньше чем	1	1
242	не интересуется	1	1
243	от других	1	1
244	все другие	2	1
245	из них	1	1
246	она становится	1	1
247	бы к	1	1
248	мир в	1	1
249	для того	15	1
250	к внутренней	1	1
251	всяком случае	3	1
252	всю мысль	2	1
253	и нового	1	1
254	нуждается в	2	1
255	к одному	1	1
256	слова в	1	1
257	в конце	2	1
258	мысли как	3	1
259	которые могут	1	1
260	всех своих	1	1
261	показал что	1	1
262	тем что	6	1
263	заключает в	1	1
264	от того	6	1
265	вот что	1	1
266	и вместе	1	1
267	в основу	2	1
268	но все	2	1
269	значительной степени	2	1
270	это значит	1	1
271	играют большую	1	1
272	форм к	1	1
273	значение в	3	1
274	жизни от	1	1
275	не были	1	1
276	ней и	1	1
277	из всех	2	1
278	и из	1	1
279	на ее	2	1
280	с другими	2	1
281	нельзя сказать	1	1
282	было бы	4	1
283	свою противоположность	1	1
284	а это	1	1
285	в отличие	1	1
286	что не	1	1
287	социальной жизни	1	1
288	обратиться к	3	1
289	для них	1	1
290	связано с	2	1
291	превращается в	3	1
292	не право	1	1
293	в этой	7	1
294	ничем не	1	1
295	не на	1	1
296	не быть	1	1
297	как ни	1	1
298	он стремится	1	1
299	ее на	4	1
300	имеет никакой	1	1
301	что мы	5	1
302	ближе к	2	1
303	и ему	1	1
304	и еще	1	1
305	себя на	1	1
306	в эту	1	1
307	в этих	2	1
308	может иметь	1	1
309	во время	1	1
310	но до	2	1
311	но если	1	1
312	нашей мысли	1	1
313	и сейчас	1	1
314	так сейчас	1	1
315	до этого	1	1
316	мысли нашего	1	1
317	в такой	3	1
318	мы конечно	1	1
319	на это	1	1
320	знать он	1	1
321	ее судьбы	1	1
322	другая сторона	1	1
323	в котором	4	1
324	только для	3	1
325	что вся	1	1
326	возможны только	1	1
327	одну из	4	1
328	не столько	4	1
329	пр в	1	1
330	в зависимости	2	1
331	но сам	1	1
332	в силу	6	1
333	не удалось	1	1
334	становится все	1	1
335	оно должно	1	1
336	эти черты	2	1
337	мы должны	5	1
338	и более	5	1
339	их в	4	1
340	что этот	2	1
341	в состоянии	2	1
342	он видел	1	1
343	распадается на	1	1
344	это скорее	1	1
345	по себе	5	1
346	в это	1	1
347	нас к	8	1
348	и вся	1	1
349	оказывается совершенно	1	1
350	и стремится	1	1
351	сих пор	4	1
352	так как	7	1
353	и развивается	1	1
354	есть прежде	2	1
355	должны быть	1	1
356	к вопросу	2	1
357	она должна	4	1
358	в сущности	6	1
359	в более	1	1
360	процесс возникновения	1	1
361	до сих	4	1
362	совершается в	1	1
363	этого конечно	1	1
364	в силах	1	1
365	нам предстоит	2	1
366	о природе	4	1
367	которая в	2	1
368	а к	1	1
369	бы он	2	1
370	к этой	1	1
371	своей природе	2	1
372	я хочу	1	1
373	мышления не	1	1
374	логики и	1	1
375	и его	6	1
376	а также	1	1
377	вот этот	1	1
378	потребность в	1	1
379	все более	3	1
380	сам собой	1	1
381	гораздо больше	1	1
382	или к	1	1
383	в области	3	1
384	в каком	3	1
385	ему не	1	1
386	в свою	4	1
387	для решения	1	1
388	и оно	1	1
389	от всех	3	1
390	выход из	1	1
391	привел к	2	1
392	себе нового	1	1
393	во все	1	1
394	оставить в	2	1
395	есть и	1	1
396	про себя	2	1
397	в которой	3	1
398	числе и	1	1
399	мысли но	2	1
400	движение мысли	1	1
401	во всяком	3	1
402	уступить место	1	1
403	я могу	1	1
404	оно не	1	1
405	который не	1	1
406	как на	4	1
407	все что	1	1
408	том числе	1	1
