N	2gram	Vinokur_St_2	OGranits
199	разговорного языка	1	1
200	по себе	3	1
201	понимании этого	1	1
202	его за	1	1
203	связанное с	1	1
204	на себя	3	1
205	и который	2	1
206	из того	1	1
207	событий и	1	1
208	этого термина	1	1
209	не совсем	1	1
210	другом месте	2	1
211	и он	3	1
212	в каждой	1	1
213	внимание на	4	1
214	и что	6	1
215	еще не	1	1
216	столь же	1	1
217	пр на	1	1
218	не могу	1	1
219	на самом	3	1
220	совсем не	1	1
221	но не	3	1
222	что язык	1	1
223	этого элемента	1	1
224	борьба с	2	1
225	борьбе с	1	1
226	отношение к	1	1
227	слову в	1	1
228	отметить что	2	1
229	тут же	1	1
230	нет и	2	1
231	и речи	2	1
232	на то	2	1
233	но столь	1	1
234	сказался в	1	1
235	в истории	2	1
236	в одной	2	1
237	статье о	1	1
238	не зная	1	1
239	до его	1	1
240	в своем	9	1
241	что касается	1	1
242	один из	1	1
243	и как	2	1
244	не хотят	1	1
245	одной из	3	1
246	этот вопрос	2	1
247	что он	13	1
248	более или	2	1
249	что слово	1	1
250	собою разумеется	2	1
251	который в	1	1
252	в значительной	2	1
253	не приходится	4	1
254	или же	1	1
255	в выражении	1	1
256	так в	1	1
257	выражение в	2	1
258	в этой	2	1
259	что к	1	1
260	с их	1	1
261	остановиться на	1	1
262	и тот	1	1
263	важна не	1	1
264	конечно не	1	1
265	на всем	2	1
266	только на	1	1
267	себя и	1	1
268	вследствие этого	1	1
269	и если	1	1
270	что она	1	1
271	поэта это	1	1
272	в статье	2	1
273	речь в	1	1
274	этого процесса	1	1
275	на эту	1	1
276	одно из	1	1
277	в понимании	1	1
278	говорил не	1	1
279	ни была	1	1
280	в конце	2	1
281	но что	1	1
282	только с	2	1
283	отличие от	2	1
284	на этом	1	1
285	образом не	2	1
286	и вместе	1	1
287	данной статьи	1	1
288	для того	7	1
289	в век	1	1
290	ни о	1	1
291	воплощенной в	1	1
292	в особенности	2	1
293	и характер	1	1
294	в совершенно	1	1
295	в чисто	2	1
296	к другому	1	1
297	на все	1	1
298	как мог	2	1
299	для своей	2	1
300	не нашел	2	1
301	и здесь	3	1
302	его в	2	1
303	те или	1	1
304	к которому	1	1
305	такого понимания	1	1
306	в предисловии	3	1
307	представляет собою	1	1
308	заключается в	1	1
309	под заглавием	1	1
310	еще одно	1	1
311	в живом	1	1
312	только к	2	1
313	само собою	2	1
314	для них	1	1
315	из нее	3	1
316	нужно сказать	1	1
317	о которых	2	1
318	не было	3	1
319	а на	1	1
320	которые не	3	1
321	из наиболее	1	1
322	и самый	2	1
323	он и	1	1
324	все время	1	1
325	выйти за	1	1
326	этого произведения	1	1
327	такой же	1	1
328	особенностей и	1	1
329	если не	2	1
330	или менее	2	1
331	которую он	2	1
332	одно дело	1	1
333	и вполне	1	1
334	связь с	2	1
335	но если	1	1
336	полностью в	1	1
337	на который	1	1
338	себе в	1	1
339	внимания к	1	1
340	эти слова	2	1
341	к истории	2	1
342	как это	2	1
343	которого является	1	1
344	о возможности	1	1
345	языке но	1	1
346	представление о	1	1
347	стилистического анализа	1	1
348	в отличие	2	1
349	бы что	1	1
350	предисловии к	2	1
351	к этому	4	1
352	такого рода	2	1
353	должно было	3	1
354	утверждая что	1	1
355	времени не	2	1
356	тем не	2	1
357	в эпоху	1	1
358	и более	2	1
359	в ряду	1	1
360	для понимания	1	1
361	два направления	1	1
362	своего времени	4	1
363	где нет	2	1
364	в последнем	1	1
365	отношениями между	1	1
366	быть не	1	1
367	не создает	1	1
368	что такое	2	1
369	в контексте	1	1
370	тому что	7	1
371	нет никакого	2	1
372	письма к	2	1
373	в условиях	1	1
374	до конца	3	1
375	вплоть до	1	1
376	но это	3	1
377	и свободной	1	1
378	в начале	3	1
379	виду что	1	1
380	истории и	2	1
381	была создана	1	1
382	в то	2	1
383	мысли в	1	1
384	одна из	1	1
385	к новым	1	1
386	вопрос в	1	1
387	форме в	1	1
388	поэта как	1	1
389	которых он	1	1
390	напр у	1	1
391	речь может	1	1
392	того чтобы	6	1
393	уже на	1	1
394	иметь в	3	1
395	не существует	1	1
396	однако если	1	1
397	или в	1	1
398	найти в	1	1
399	этой системы	1	1
400	того как	7	1
401	свою историческую	1	1
402	то не	1	1
403	же время	1	1
404	отметить еще	1	1
405	в основе	1	1
406	властью и	2	1
407	от него	1	1
408	это слово	3	1
409	только что	2	1
410	потому что	9	1
411	связи с	4	1
412	для осуществления	1	1
413	до того	4	1
414	в стихотворной	1	1
415	входя в	1	1
416	этом отношении	9	1
417	не вполне	1	1
418	об этом	6	1
419	языка в	2	1
420	сказать что	2	1
421	предположение о	1	1
422	поэт не	2	1
423	и именно	3	1
424	с его	2	1
425	только о	2	1
426	должны быть	1	1
427	вместе с	7	1
428	же только	1	1
429	упреков в	1	1
430	например в	3	1
431	по поводу	8	1
432	что при	1	1
433	они не	2	1
