N	4gram	Tiupa_Disk_1	Analitik
114	нами два события событие	1	1
115	они таковыми не являлись	1	1
116	одни и те же	1	1
117	от тестя к зятю	1	1
118	что не есть она	1	1
119	приобретают вид сюжетных сами	1	1
120	котором рассказано в произведении	1	1
121	воспринимающему знаковую данность чьего-то	1	1
122	его событийной полноте влэ	1	1
123	но в таком случае	1	1
124	реальной единицы речевого общения	1	1
125	чисто внешним объективным ни	1	1
126	их личностные и социальные	1	1
127	лучшую одежду и оденьте	1	1
128	того о ком или	1	1
129	аномалий который окружал человека	1	1
130	может быть ни чисто	1	1
131	о ком или о	1	1
132	характеристики другие аспекты социальной	1	1
133	или о чем говорят	1	1
134	преданий о царских детях	1	1
135	в специальном значении этого	1	1
136	употребление языка и дискурс	1	1
137	не только в том	1	1
138	нельзя не сделав хуже	1	1
139	другие аспекты социальной ситуации	1	1
140	перстень на руку его	1	1
141	и до сего времени	1	1
142	события событие о котором	1	1
143	и дайте перстень на	1	1
144	в принципе не может	1	1
145	объективным ни чисто внутренним	1	1
146	взаимодействия трех говорящего автора	1	1
147	трех говорящего автора слушающего	1	1
148	со-общения при-общения раз-общения которое	1	1
149	являлись они трактовали не	1	1
150	не было и не	1	1
151	ван дейк четко разграничивая	1	1
152	они трактовали не об	1	1
153	интерсубъективное пространство общения со-общения	1	1
154	сюжетных сами по себе	1	1
155	сами по себе они	1	1
156	то же время они	1	1
157	в произведении и событие	1	1
158	в равной степени как	1	1
159	знаковую данность чьего-то высказывания	1	1
160	событие самого рассказывания в	1	1
161	произведение в его событийной	1	1
162	прибавить ни убавить ни	1	1
163	ни прибавить ни убавить	2	1
164	и того о ком	1	1
165	не говоря уже о	2	1
166	воцариться в чужой стране	1	1
167	изменить ничего нельзя не	1	1
168	дайте перстень на руку	1	1
169	большей или меньшей степени	1	1
170	рассказано в произведении и	1	1
171	читателя и того о	1	1
172	общения со-общения при-общения раз-общения	1	1
173	произведении и событие самого	1	1
174	раз-общения которое не может	1	1
175	продукт социального взаимодействия трех	1	1
176	ни изменить ничего нельзя	1	1
177	не об однократных и	1	1
178	множества преданий о царских	1	1
