N	2gram	Kanaev_Sov_1	FransuaR
108	не подлежит	3	3
109	в настоящее	2	3
110	новое время	1	2
111	лишь там	1	2
112	самом деле	2	2
113	на самом	1	2
114	по преимуществу	1	2
115	на две	3	2
116	их и	1	2
117	из всех	1	2
118	для своего	1	2
119	мы не	9	2
120	к началу	1	2
121	конечно в	2	2
122	бы то	1	2
123	с другой	1	2
124	совсем не	1	2
125	хотя и	1	2
126	в действительности	1	2
127	в нашем	2	2
128	и те	1	2
129	что она	3	2
130	все те	2	2
131	ни было	1	2
132	и еще	1	2
133	в виде	2	2
134	в мире	1	2
135	его в	1	2
136	ни в	1	2
137	несмотря на	1	2
138	в развитии	4	2
139	и при	1	2
140	с точки	5	2
141	если бы	1	2
142	на котором	2	2
143	дело в	1	2
144	к концу	1	2
145	ни о	1	2
146	он называет	1	2
147	той или	1	2
148	данном случае	1	2
149	только не	1	2
150	во многом	1	2
151	когда в	1	2
152	с ним	1	2
153	и во	2	2
154	к нему	1	2
155	вся эта	1	2
156	отметить что	1	2
157	во всей	1	2
158	было бы	3	2
159	это не	4	2
160	ничто не	1	2
161	уже в	3	2
162	только на	1	2
163	ни одного	1	2
164	в известном	1	2
165	из них	4	2
166	точка зрения	1	2
167	в одном	3	2
168	человека и	1	2
169	видим что	1	2
170	одной стороны	1	2
171	а на	2	2
172	то ни	2	2
173	у всех	3	2
174	не может	17	2
175	с какою	1	2
176	вместе с	4	2
177	так же	1	2
178	из которых	2	2
179	в данном	1	2
180	а не	3	2
181	благодаря этому	1	2
182	но это	1	2
183	все же	3	2
184	и для	1	2
185	которых он	1	2
186	в эту	1	2
187	а в	4	2
188	между ними	1	2
189	и эта	1	2
190	к этому	1	2
191	как известно	2	1
192	с жизнью	1	1
193	в этот	1	1
194	того же	1	1
195	роль играет	1	1
196	стадию развития	1	1
197	идет о	1	1
198	между всеми	2	1
199	тем же	2	1
200	от всяких	1	1
201	и могут	1	1
202	по мнению	2	1
203	это что	1	1
204	вопрос о	4	1
205	равно как	1	1
206	подчеркнуть что	1	1
207	между собой	3	1
208	живых существ	1	1
209	но конечно	1	1
210	различия между	1	1
211	как у	1	1
212	то он	1	1
213	по отношению	1	1
214	с совершенно	2	1
215	и речи	1	1
216	таком споре	1	1
217	чем же	1	1
218	стороны и	1	1
219	развития все	1	1
220	за собой	1	1
221	жизни к	1	1
222	не можем	7	1
223	та же	1	1
224	и у	1	1
225	части на	1	1
226	он в	3	1
227	из этих	2	1
228	и действительное	1	1
229	но ведь	1	1
230	как он	3	1
231	этот процесс	1	1
232	к одному	1	1
233	характерное для	1	1
234	свое время	1	1
235	можно было	1	1
236	в основу	1	1
237	это конечно	1	1
238	и сделал	1	1
239	те же	1	1
240	на этой	3	1
241	дома и	1	1
242	но самый	1	1
243	этом смысле	1	1
244	в новое	1	1
245	только одно	1	1
246	само собою	3	1
247	его и	1	1
248	вот пример	1	1
249	как целого	1	1
250	чем в	1	1
251	это совершенно	1	1
252	обратимся к	1	1
253	в один	2	1
254	понятия и	1	1
255	все элементы	1	1
256	наших дней	1	1
257	момент времени	3	1
258	то его	1	1
259	в отличие	2	1
260	своему существу	1	1
261	почти совершенно	1	1
262	точку зрения	4	1
263	которые в	1	1
264	такую же	1	1
265	быть таким	1	1
266	на другую	1	1
267	общего и	1	1
268	же мы	2	1
269	и вся	1	1
270	далее что	1	1
271	но они	1	1
272	самого начала	3	1
273	не имеет	1	1
274	полного и	1	1
275	в науке	2	1
276	в стадии	5	1
277	он с	1	1
278	остановимся здесь	1	1
279	не стремится	1	1
280	и всегда	1	1
281	под углом	1	1
282	на язык	1	1
283	только и	1	1
284	через все	1	1
285	так называемый	1	1
286	с другом	2	1
287	такие же	2	1
288	не могут	2	1
289	могут быть	2	1
290	же самое	2	1
291	его с	1	1
292	для его	2	1
293	если же	2	1
294	самый тип	1	1
295	правда не	1	1
296	и это	1	1
297	своего развития	1	1
298	речи мы	1	1
299	а затем	1	1
300	но мы	3	1
301	с самого	3	1
302	так в	1	1
303	еще в	1	1
304	это только	1	1
305	мы в	1	1
306	или иной	2	1
307	каждый раз	6	1
308	в отдельных	1	1
309	и та	1	1
310	и что	2	1
311	утверждает что	1	1
312	что его	1	1
313	для нас	3	1
314	в вопросах	1	1
315	науке и	1	1
316	образом одна	1	1
317	как большинство	1	1
318	в которую	2	1
319	самая которая	1	1
320	быть и	2	1
321	известном смысле	1	1
322	есть такой	1	1
323	тридцати двух	1	1
324	том как	1	1
325	сомнению что	1	1
326	тот же	2	1
327	природой и	1	1
328	углом зрения	1	1
329	должен был	1	1
330	или же	2	1
331	что эта	1	1
332	со всеми	2	1
333	до наших	1	1
334	да еще	1	1
335	и они	2	1
336	в начале	1	1
337	не из	1	1
338	мы знаем	2	1
339	мы можем	6	1
340	как его	1	1
341	много и	1	1
342	например при	1	1
343	но затем	1	1
344	отличие от	2	1
345	нет в	1	1
346	науки в	1	1
347	о каком	1	1
348	с общим	2	1
349	и из	1	1
350	что дело	1	1
351	именно в	1	1
352	и прежде	1	1
353	такое же	1	1
354	воздействуют на	1	1
355	на ней	1	1
356	нужно сказать	1	1
357	на этот	2	1
358	к живой	1	1
359	позиции в	1	1
360	не быть	1	1
361	та самая	1	1
362	для их	1	1
363	в живой	1	1
364	которой он	2	1
365	очень часто	1	1
366	действия в	1	1
367	и вообще	1	1
368	все более	1	1
369	стадии своего	1	1
370	же законам	1	1
371	независимо от	1	1
372	xix века	1	1
373	пример такого	1	1
374	это за	2	1
375	быть только	1	1
376	на различные	1	1
377	он ставит	1	1
378	друг с	2	1
379	в очень	1	1
380	дело идет	1	1
381	еще раз	1	1
382	не будем	2	1
383	и тогда	1	1
384	какой бы	1	1
385	это уже	1	1
386	сказать классический	1	1
387	системы совершенно	1	1
388	и от	1	1
389	этой системы	1	1
390	это как	1	1
391	или другой	1	1
392	действительное значение	1	1
393	еще более	2	1
394	и ни	1	1
395	наконец все	1	1
396	же в	1	1
397	но если	1	1
398	на части	1	1
399	в системе	3	1
400	всеми его	1	1
401	всюду где	1	1
402	не знает	1	1
403	и только	1	1
404	но этим	1	1
405	свой первый	1	1
406	этот третий	1	1
407	отношению к	1	1
408	можно наблюдать	1	1
409	в свое	1	1
410	работы в	1	1
411	жизни и	4	1
412	но еще	1	1
413	ряд в	1	1
414	рот и	2	1
415	и особенно	1	1
