N	2gram	Nazirov_Tv_1	Otkroven
147	учение о	1	2
148	произведений достоевского	1	2
149	так что	2	2
150	уже в	3	2
151	зла в	1	2
152	в душе	1	2
153	антропологии достоевского	1	2
154	о которой	1	2
155	что для	2	2
156	одно из	1	2
157	же это	1	2
158	ведь это	1	2
159	он весь	1	2
160	так как	3	2
161	тем что	1	2
162	в других	1	2
163	даже и	1	2
164	этом он	2	2
165	из мертвого	1	2
166	и из	1	2
167	его в	1	2
168	достоевского с	8	2
169	сказать что	2	2
170	с тем	1	2
171	чем в	1	2
172	русского народа	1	2
173	личности и	2	2
174	для человека	3	2
175	него не	1	2
176	достоевского нет	1	2
177	том что	11	2
178	человека к	1	2
179	и против	2	2
180	к этому	2	2
181	что же	1	2
182	то к	1	2
183	свобода и	1	2
184	человеческая природа	1	2
185	романов достоевского	3	2
186	не имеет	1	2
187	у кого	1	2
188	природы в	1	2
189	о достоевском	1	2
190	к ней	2	2
191	не есть	1	2
192	жизни в	6	2
193	иван карамазов	2	2
194	в своей	4	2
195	что все	3	2
196	свободы и	2	2
197	мертвого дома	2	2
198	к этой	1	2
199	хотя и	3	2
200	ее в	3	2
201	но в	7	2
202	и это	1	1
203	вихревое движение	1	1
204	вкус к	1	1
205	также и	1	1
206	чтобы не	1	1
207	и действительно	1	1
208	и через	1	1
209	достоевского у	1	1
210	связана с	1	1
211	в виду	2	1
212	людей в	2	1
213	не могу	2	1
214	на самом	3	1
215	с каким	2	1
216	но тем	1	1
217	него была	1	1
218	чего не	1	1
219	нет никакой	1	1
220	из самых	1	1
221	когда человек	2	1
222	и до	1	1
223	не имеют	4	1
224	и когда	2	1
225	человека он	1	1
226	бы эта	1	1
227	достоевского тут	1	1
228	к чему	1	1
229	из всех	4	1
230	всей ее	1	1
231	в бездну	1	1
232	достоевский достигает	1	1
233	есть не	2	1
234	по природе	6	1
235	собой в	2	1
236	и сразу	1	1
237	преступления и	5	1
238	ту же	3	1
239	связан с	3	1
240	человек по	4	1
241	в эпоху	1	1
242	с иваном	1	1
243	его романов	5	1
244	для раскрытия	1	1
245	в сущности	1	1
246	главное у	1	1
247	не вполне	1	1
248	о нем	1	1
249	к преступлению	1	1
250	себе что	1	1
251	это я	1	1
252	земле к	1	1
253	не исчезнет	1	1
254	в ней	2	1
255	бежать от	1	1
256	и что	1	1
257	в глаза	2	1
258	с того	1	1
259	все его	1	1
260	братьев карамазовых	1	1
261	раскольникова и	1	1
262	все та	1	1
263	и общественной	1	1
264	вопросу о	1	1
265	своих героев	3	1
266	самому себе	1	1
267	и оскорбленные	2	1
268	одним словом	1	1
269	самом деле	2	1
270	в которую	1	1
271	искать ключ	1	1
272	бедные люди	2	1
273	которого не	1	1
274	но не	3	1
275	петербург и	1	1
276	и всякий	1	1
277	к творчеству	1	1
278	нуждается в	1	1
279	и дьявола	1	1
280	отметить что	1	1
281	чем и	1	1
282	и достоевский	2	1
283	преступление и	5	1
284	диккенса и	1	1
285	вообще и	1	1
286	человек может	2	1
287	литературе у	1	1
288	все время	1	1
289	и я	1	1
290	человека как	2	1
291	но сам	1	1
292	героев его	1	1
293	достоевского совершенно	1	1
294	в одной	2	1
295	как в	8	1
296	и мир	2	1
297	что как	2	1
298	бросается в	1	1
299	в частности	2	1
300	один из	4	1
301	князь мышкин	3	1
302	на человека	1	1
303	поле битвы	1	1
304	сознания в	1	1
305	и как	4	1
306	дается в	1	1
307	с ними	1	1
308	и антиномичность	1	1
309	униженные и	2	1
310	к загадке	1	1
311	человек совершает	1	1
312	то в	2	1
313	человеком в	1	1
314	за собой	1	1
315	жизни есть	1	1
316	с чертом	1	1
317	который в	3	1
318	человеке но	1	1
319	по достоевскому	2	1
320	из жизни	1	1
321	бы и	1	1
322	что это	1	1
323	вопрос об	1	1
324	представляет собой	3	1
325	со всеми	3	1
326	в эти	1	1
327	человека с	2	1
328	с какой	1	1
329	же и	2	1
330	уже не	3	1
331	говорят о	1	1
332	достоевского говорят	1	1
333	для счастья	1	1
334	что она	2	1
335	на этих	1	1
336	больше всего	1	1
337	достоевский сделал	1	1
338	и других	3	1
339	бытия но	1	1
340	да и	1	1
341	из них	2	1
342	достоевский во	1	1
343	его и	1	1
344	к злу	1	1
345	ключ к	1	1
346	был бы	2	1
347	самом последнем	1	1
348	чем у	1	1
349	к одному	1	1
350	человека не	1	1
351	в одном	1	1
352	вовсе не	5	1
353	и сам	1	1
354	у нее	1	1
355	о сложной	1	1
356	достоевскому он	1	1
357	мысли подпольного	1	1
358	показал что	1	1
359	людей и	2	1
360	творчеству достоевского	1	1
361	его целиком	1	1
362	лишь один	1	1
363	в каждом	3	1
364	же не	1	1
365	человек а	1	1
366	подпольного человека	11	1
367	от свободы	1	1
368	и даже	3	1
369	достоевского о	1	1
370	самим собой	4	1
371	как у	1	1
372	заключается в	1	1
373	он выступает	1	1
374	в глазах	1	1
375	он ни	3	1
376	с той	1	1
377	всего творчества	1	1
378	а это	1	1
379	лишь на	1	1
380	связанным с	1	1
381	было и	1	1
382	приходит в	1	1
383	гуманизма и	1	1
384	и наказания	5	1
385	они живут	1	1
386	в жизни	2	1
387	кажется что	1	1
388	говорит о	3	1
389	подросток с	1	1
390	в них	1	1
391	достоевский и	3	1
392	свободы от	1	1
393	а с	1	1
394	на этот	1	1
395	стремится к	3	1
396	и самый	1	1
397	души он	1	1
398	их взаимоотношения	1	1
399	всю жизнь	1	1
400	романы достоевского	1	1
401	он любил	1	1
402	о чем	1	1
403	ведет к	2	1
404	не изображал	1	1
405	бога и	2	1
406	в мире	4	1
407	и тогда	1	1
408	мира в	2	1
409	его характер	1	1
410	он и	1	1
411	в одно	2	1
412	стремился к	1	1
413	не так	3	1
414	места в	1	1
415	связь с	1	1
416	начиная с	1	1
417	художественного творчества	1	1
418	и тут	1	1
419	и жаждал	1	1
420	русской литературы	2	1
421	его как	2	1
422	и бессмертие	1	1
423	как это	1	1
424	в котором	6	1
425	он понимал	1	1
426	человеком и	1	1
427	свои фантастические	1	1
428	и наказание	4	1
429	он говорит	3	1
430	достоевский предвидел	1	1
431	в сферу	1	1
432	личности всегда	1	1
433	для многих	1	1
434	это есть	1	1
435	в мир	2	1
436	и более	1	1
437	в конце	1	1
438	как от	1	1
439	других романах	1	1
440	представляется ему	1	1
441	человеческой психики	1	1
442	и жестокости	1	1
443	свободы в	1	1
444	в отношении	1	1
445	и здесь	1	1
446	но это	5	1
447	оба они	1	1
448	но у	1	1
449	отличается от	1	1
450	она не	1	1
451	и зло	1	1
452	дело в	3	1
453	одна из	2	1
454	ее с	1	1
455	в процессе	1	1
456	не по	3	1
457	дневника писателя	1	1
458	не случайно	4	1
459	в уме	1	1
460	в нас	1	1
461	творчества достоевского	4	1
462	не существует	3	1
463	его всегда	1	1
464	ушел от	1	1
465	раскольников и	1	1
466	человека для	1	1
467	а что	2	1
468	и личной	1	1
469	человека от	1	1
470	жизни не	1	1
471	и способы	1	1
472	ее и	2	1
473	братья карамазовы	1	1
474	что их	1	1
475	борьба добра	1	1
476	еще более	2	1
477	в русском	1	1
478	и прекрасного	1	1
479	мира достоевский	1	1
480	высокого и	1	1
481	вот что	1	1
482	ведь этот	1	1
483	достоевский в	3	1
484	природа человека	1	1
485	он рисует	1	1
486	и впрямь	1	1
487	заключает в	1	1
488	достоевский дает	1	1
489	отношении к	1	1
490	как будто	5	1
491	эти писатели	1	1
492	угрызения совести	1	1
493	достоевским в	4	1
494	это все	1	1
495	всего мира	1	1
496	у нас	1	1
497	в движении	2	1
498	петербурга и	1	1
499	среди них	1	1
500	была бы	1	1
501	от всех	1	1
502	не одно	1	1
503	достоевского только	1	1
504	природе и	1	1
505	к его	1	1
506	жизни а	1	1
507	миру для	1	1
508	ко всему	1	1
509	та же	4	1
510	особенно в	1	1
511	чтобы человек	1	1
512	ставрогина и	1	1
513	стремлением к	1	1
514	жизни и	3	1
515	не принять	1	1
516	бы он	1	1
517	достоевский как	3	1
518	применима к	1	1
519	указывает на	1	1
520	он видит	3	1
521	что бог	1	1
522	быть назван	1	1
