N	2gram	Nazirov_Vr_1	FransuaR
326	том как	1	1
327	оказалось что	1	1
328	человека в	3	1
329	тому назад	1	1
330	не страшен	1	1
331	начало в	1	1
332	которых он	1	1
333	и перед	1	1
334	был также	1	1
335	уже не	2	1
336	для него	2	1
337	с различными	1	1
338	говорить об	1	1
339	для правильного	1	1
340	ее не	1	1
341	к ним	2	1
342	любил и	1	1
343	и из	1	1
344	о влиянии	2	1
345	к которому	1	1
346	характерно для	1	1
347	в предисловии	1	1
348	во второй	1	1
349	такое же	1	1
350	а с	2	1
351	что для	1	1
352	говорит о	1	1
353	к сожалению	1	1
354	не было	5	1
355	и стал	2	1
356	на этот	1	1
357	забудем что	1	1
358	о чем	2	1
359	что из	1	1
360	под влиянием	1	1
361	в связи	3	1
362	о себе	3	1
363	него в	1	1
364	знали что	1	1
365	он собрал	1	1
366	что за	1	1
367	наряду с	3	1
368	ее своей	1	1
369	что же	1	1
370	матери и	3	1
371	да и	1	1
372	в числе	1	1
373	которым он	1	1
374	в условиях	1	1
375	в основном	1	1
376	героя в	1	1
377	этими тремя	1	1
378	между прочим	1	1
379	нем самом	1	1
380	в мировой	1	1
381	это как	1	1
382	тот кто	1	1
383	сходство между	1	1
384	конце концов	1	1
385	года в	7	1
386	не слишком	1	1
387	они как	1	1
388	бы его	1	1
389	к этой	1	1
390	это в	2	1
391	как на	1	1
392	в таком	1	1
393	образа его	1	1
