N	2gram	Bakhtin_Fr_2	Tragedij
122	под влиянием	2	2
123	о его	1	2
124	еще раз	2	2
125	это уже	1	2
126	от всего	1	2
127	потому что	1	2
128	состоит из	1	2
129	в частности	1	2
130	по поводу	2	2
131	одним из	2	1
132	например в	1	1
133	человека и	3	1
134	что наконец	1	1
135	и др	9	1
136	самом деле	1	1
137	силы и	1	1
138	к своей	1	1
139	это и	2	1
140	и есть	1	1
141	проникает в	1	1
142	перед миром	1	1
143	в какой-то	2	1
144	должна быть	1	1
145	той же	1	1
146	то для	1	1
147	для достижения	1	1
148	xvii века	9	1
149	что уже	1	1
150	откровенностью и	1	1
151	относится еще	1	1
152	роман в	1	1
153	не вполне	1	1
154	целое на	2	1
155	веке в	4	1
156	средство для	1	1
157	в виду	3	1
158	начала в	1	1
159	за этот	1	1
160	в ней	2	1
161	в xix	3	1
162	литературы и	2	1
163	в чем	1	1
164	и мира	1	1
165	основном на	1	1
166	во всех	6	1
167	но не	5	1
168	могло быть	1	1
169	всем его	1	1
170	в противовес	1	1
171	значение и	1	1
172	в комментариях	1	1
173	за пределы	2	1
174	его романа	2	1
175	чем же	1	1
176	в истории	6	1
177	в центре	1	1
178	власть и	1	1
179	и наконец	1	1
180	но несмотря	2	1
181	именно эта	1	1
182	со своей	1	1
183	шутки и	1	1
184	в которой	1	1
185	сливается с	1	1
186	он в	1	1
187	бы не	1	1
188	всего необходимо	1	1
189	только один	1	1
190	этого образа	1	1
191	не могла	1	1
192	это право	1	1
193	в переводе	1	1
194	заявляет что	1	1
195	так сказать	1	1
196	чем для	1	1
197	перестает быть	2	1
198	и еще	2	1
199	стороне его	1	1
200	содержит в	2	1
201	так часто	1	1
202	и по	1	1
203	на этом	1	1
204	он раскрывал	2	1
205	таким образом	7	1
206	здесь мы	1	1
207	а затем	3	1
208	распространяется на	1	1
209	в другом	2	1
210	на все	3	1
211	лишь в	4	1
212	известно что	1	1
213	а это	1	1
214	с начала	1	1
215	по улицам	1	1
216	этом мы	1	1
217	в них	13	1
218	мировой литературы	2	1
219	эту тему	1	1
220	в развитии	1	1
221	очень важный	1	1
222	года и	1	1
223	все как	1	1
224	линии в	1	1
225	но если	1	1
226	в своей	5	1
227	в женеве	1	1
228	в такой	1	1
229	наших дней	2	1
230	почти не	1	1
231	во времена	1	1
232	в котором	1	1
233	представление о	1	1
234	понятно что	2	1
235	должны были	1	1
236	значение для	1	1
237	и вот	3	1
238	не понимает	1	1
239	страха и	4	1
240	но он	6	1
241	не менее	1	1
242	века а	1	1
243	вплоть до	2	1
244	действительности от	1	1
245	романа на	1	1
246	xviii века	6	1
247	что эта	1	1
248	она не	1	1
249	на земле	3	1
250	считает что	1	1
251	того как	2	1
252	он еще	2	1
253	он с	1	1
254	только не	1	1
255	в самой	2	1
256	или как	1	1
257	к ней	2	1
258	сохраняют свою	1	1
259	для нас	1	1
260	и теперь	1	1
261	связи с	2	1
262	был так	1	1
263	смысл этой	1	1
264	входят в	1	1
265	в области	4	1
266	и далее	1	1
267	мы встречаем	1	1
268	к себе	1	1
269	своей книге	2	1
270	могут быть	2	1
271	именно таков	1	1
272	и т.д	2	1
273	всего что	2	1
274	указывает на	1	1
275	не есть	1	1
276	свое значение	2	1
277	любовь в	1	1
278	с образом	1	1
279	я первая	1	1
280	образы и	1	1
281	как мы	7	1
282	и о	4	1
283	того чтобы	2	1
284	его произведение	1	1
285	романе в	1	1
286	с самого	1	1
287	говорили что	1	1
288	отметим также	1	1
289	роль в	5	1
290	можно было	3	1
291	дальнейшем этот	1	1
292	в борьбе	1	1
293	в последующих	3	1
294	во многом	1	1
295	известной мере	3	1
296	по сравнению	2	1
297	на них	1	1
298	в эпоху	13	1
299	стремление к	1	1
300	только за	1	1
301	в болтовне	1	1
302	в прошлое	1	1
303	из популярнейших	1	1
304	а по	1	1
305	году и	1	1
306	после того	1	1
307	и который	1	1
308	над всем	1	1
309	нуждается в	2	1
310	отметить что	1	1
311	в форме	4	1
312	романа в	1	1
313	и она	1	1
314	о своих	1	1
315	в литературе	6	1
316	того что	1	1
317	он есть	1	1
318	в новой	2	1
319	он стал	1	1
320	и дело	1	1
321	мы видим	1	1
322	с ними	1	1
323	ответа на	1	1
324	только в	13	1
325	во всем	3	1
326	с одной	3	1
327	именно на	2	1
328	лишь бы	1	1
329	эти образы	3	1
330	есть в	2	1
331	только на	1	1
332	и чисто	4	1
333	но самое	1	1
334	за счет	2	1
335	все образы	1	1
336	в общем	1	1
337	характерно что	2	1
338	одно из	1	1
339	и их	1	1
340	всяком случае	2	1
341	всегда оказывается	1	1
342	слова в	1	1
343	с этими	1	1
344	к ним	1	1
345	жизни на	1	1
346	это по	1	1
347	характерны для	1	1
348	переплетается с	1	1
349	рядом с	6	1
350	в особенности	5	1
351	чувствует себя	1	1
352	на уровне	1	1
353	развития в	1	1
354	и низким	1	1
355	именно в	6	1
356	к роману	1	1
357	была и	1	1
358	в большую	2	1
359	что не	1	1
360	не было	4	1
361	на этот	1	1
362	а не	1	1
363	власти и	2	1
364	своей любовнице	1	1
365	одну из	2	1
366	года с	1	1
367	которые так	1	1
368	этом случае	1	1
369	в связи	2	1
370	только раз	1	1
371	с помощью	1	1
372	эти слова	1	1
373	вместе с	2	1
374	и особенно	3	1
375	ко всем	1	1
376	и потому	5	1
377	в духе	4	1
378	в человеке	1	1
379	над ним	1	1
380	не знал	1	1
381	xix века	2	1
382	видит в	3	1
383	сравнению с	2	1
384	смеются над	1	1
385	одному человеку	1	1
386	для понимания	2	1
387	с этой	1	1
388	еще к	1	1
389	и от	1	1
390	в условиях	2	1
391	перед смертью	2	1
392	в книге	3	1
393	любовь к	1	1
394	не является	1	1
395	известной степени	1	1
396	как своего	1	1
397	за свое	1	1
398	вот его	2	1
399	это как	1	1
400	о нем	1	1
401	бы в	1	1
402	и совершенно	1	1
403	конце концов	1	1
404	шутов и	1	1
405	хотя бы	1	1
406	очень хорошо	2	1
407	за этим	1	1
408	в стихах	1	1
409	еще ничего	1	1
410	гораздо больше	1	1
411	жизни в	3	1
412	к числу	2	1
413	контекст в	1	1
414	совершенно не	2	1
415	ко всему	2	1
416	в кругу	1	1
417	есть и	1	1
418	ii с	1	1
419	и эта	2	1
420	это в	2	1
421	во всяком	2	1
