N	2gram	Bakhtin_Pr_1	EvropaiE
228	следует отметить	1	2
229	в одном	1	2
230	значение только	1	2
231	в других	4	2
232	в некоторых	2	2
233	на этот	1	2
234	а не	5	2
235	человеческой культуры	6	2
236	что все	2	2
237	вместе с	1	2
238	сравнению с	1	2
239	для понимания	2	2
240	или хотя	1	2
241	происходит в	1	2
242	или в	2	2
243	и все	3	2
244	бы в	1	2
245	еще более	1	2
246	стороны в	1	2
247	и наконец	6	2
248	значения для	1	2
249	а в	6	2
250	не есть	6	2
251	имеет в	1	2
252	между ними	4	2
253	не говоря	1	2
254	культуры как	1	2
255	другой стороны	4	2
256	жизни и	1	2
257	и эта	2	2
258	себя как	5	1
259	рода и	1	1
260	и т	14	1
261	например в	3	1
262	мы здесь	4	1
263	в тех	3	1
264	и это	3	1
265	тех же	1	1
266	с природой	1	1
267	от своей	1	1
268	в чисто	1	1
269	в определенный	2	1
270	исходит из	1	1
271	противном случае	3	1
272	точнее и	1	1
273	из всего	1	1
274	политики в	1	1
275	в основных	1	1
276	почти все	1	1
277	время как	1	1
278	говорить о	3	1
279	в каждой	1	1
280	выходит и	1	1
281	оценок и	2	1
282	с его	2	1
283	тем как	5	1
284	и всего	1	1
285	мы будем	3	1
286	к которой	1	1
287	значение и	1	1
288	мы же	1	1
289	по отношению	21	1
290	с совершенно	2	1
291	в новом	1	1
292	постановка проблемы	1	1
293	других областей	1	1
294	более как	1	1
295	отличие от	5	1
296	за пределы	12	1
297	только путем	1	1
298	пределы и	1	1
299	относится к	4	1
300	которые не	1	1
301	показать в	1	1
302	дает нам	2	1
303	ней в	1	1
304	все остальные	1	1
305	все же	6	1
306	в противном	3	1
307	кроме того	3	1
308	в полном	1	1
309	смысле этого	1	1
310	могли бы	1	1
311	что по	1	1
312	мы различаем	1	1
313	к культуре	1	1
314	психологии и	1	1
315	в нашем	4	1
316	которые в	1	1
317	за их	2	1
318	нами в	2	1
319	имеет для	1	1
320	бы только	1	1
321	и те	2	1
322	зрения чтобы	1	1
323	к выводу	1	1
324	из указанных	1	1
325	при этом	5	1
326	т д	1	1
327	от которых	1	1
328	эта последняя	1	1
329	эмпирической науки	1	1
330	в принципе	1	1
331	не как	1	1
332	в корне	2	1
333	методологического анализа	1	1
334	бытия это	1	1
335	на этом	2	1
336	его можно	1	1
337	в характере	1	1
338	значительной степени	1	1
339	от нее	1	1
340	бы они	1	1
341	было только	1	1
342	в нем	15	1
343	они должны	1	1
344	в совершенно	1	1
345	значение в	1	1
346	ценности и	2	1
347	входя в	2	1
348	лишь в	2	1
349	входит в	8	1
350	и иных	1	1
351	в свой	1	1
352	истории и	1	1
353	мы сказали	1	1
354	стало возможным	1	1
355	отражение в	1	1
356	о которых	2	1
357	рядом с	5	1
358	она и	1	1
359	этом явлении	1	1
360	активности и	1	1
361	потому и	1	1
362	как таковой	2	1
363	и необходимость	1	1
364	и всей	1	1
365	чтобы войти	1	1
366	установить что	1	1
367	в отличие	5	1
368	значение для	3	1
369	определяется как	1	1
370	творчества и	5	1
371	совершенно допустимо	1	1
372	войти в	2	1
373	том же	2	1
374	быть новая	1	1
375	же может	1	1
376	для нее	8	1
377	с так	1	1
378	тому что	1	1
379	входящие в	1	1
380	некоторых случаях	1	1
381	последняя не	1	1
382	все эти	5	1
383	не менее	4	1
384	вплоть до	1	1
385	но они	4	1
386	что эта	2	1
387	что с	1	1
388	правда в	1	1
389	одна из	2	1
390	здесь на	1	1
391	она никогда	1	1
392	или это	1	1
393	мы все	1	1
394	та или	1	1
395	области где	1	1
396	областей то	1	1
397	действительности но	2	1
398	в самой	2	1
399	именно с	1	1
400	находятся в	1	1
401	в форму	2	1
402	или иная	1	1
403	к определенному	1	1
404	к концу	1	1
405	осуществляется в	1	1
406	во всем	2	1
407	мире и	1	1
408	и его	16	1
409	связи с	2	1
410	в сознании	1	1
411	так называемый	2	1
412	следует что	2	1
413	так то	1	1
414	в основе	5	1
415	только отдельные	1	1
416	и несколько	1	1
417	у нас	2	1
418	есть к	1	1
419	мир в	2	1
420	должны быть	4	1
421	для мышления	1	1
422	но необходимо	1	1
423	оно может	2	1
424	приходит к	1	1
425	и о	5	1
426	и художественное	2	1
427	то или	2	1
428	то время	1	1
429	степени и	2	1
430	имеют в	1	1
431	как с	1	1
432	был бы	1	1
433	и другими	3	1
434	и происходит	1	1
435	имеется в	1	1
436	которое оно	1	1
437	поэтому в	2	1
438	чем обычно	1	1
439	той области	1	1
440	которая в	1	1
441	и вообще	2	1
442	с ним	5	1
443	мире в	1	1
444	этой концепции	1	1
445	суждения не	1	1
446	нас в	1	1
447	затем в	1	1
448	положения и	1	1
449	не выходит	1	1
450	в которую	1	1
451	это может	1	1
452	концепции и	1	1
453	эти два	1	1
454	дело по	1	1
455	и наука	1	1
456	того в	1	1
457	но нельзя	2	1
458	всего этого	1	1
459	нем и	2	1
460	мы во	1	1
461	и следовательно	1	1
462	в лучшем	2	1
463	различия между	1	1
464	случайна в	1	1
465	быть и	1	1
466	ибо в	2	1
467	в двух	2	1
468	связь и	2	1
469	с ними	4	1
470	дело с	6	1
471	всех этих	1	1
472	мы увидим	3	1
473	ли он	1	1
474	за старые	1	1
475	как нечто	3	1
476	который в	1	1
477	почти всего	1	1
478	они могут	1	1
479	или же	1	1
480	и ее	2	1
481	ведь в	1	1
482	со своим	1	1
483	конечно не	5	1
484	уже не	1	1
485	мы принуждены	1	1
486	в начале	2	1
487	что не	4	1
488	к созданию	1	1
489	но совершенно	2	1
490	связывается с	1	1
491	для него	1	1
492	и должна	3	1
493	исторического процесса	1	1
494	и искусства	2	1
495	не о	1	1
496	как его	3	1
497	бытия и	1	1
498	гораздо сложнее	1	1
499	в более	4	1
500	вне ее	2	1
501	которые как	1	1
502	или иное	2	1
503	значение имеет	3	1
504	выходит за	1	1
505	а на	1	1
506	или иначе	1	1
507	творчества оно	1	1
508	не входя	2	1
509	оно будет	1	1
510	в каких	2	1
511	к которому	4	1
512	где к	1	1
513	точнее в	1	1
514	она является	1	1
515	обратиться к	1	1
516	не было	2	1
517	которых мы	4	1
518	власти и	1	1
519	человеческой жизни	1	1
520	с которым	1	1
521	сдвиг в	1	1
522	так называемой	1	1
523	что мы	1	1
524	в связи	2	1
525	со значением	1	1
526	именно поэтому	2	1
527	входить в	1	1
528	связь с	3	1
529	уже о	1	1
530	политической и	1	1
531	основных чертах	1	1
532	если так	1	1
533	в столь	1	1
534	для всех	1	1
535	она есть	1	1
536	есть только	2	1
537	она неизбежно	1	1
538	том смысле	1	1
539	должно быть	5	1
540	с ее	1	1
541	этого слова	1	1
542	слова и	3	1
543	аналогии с	1	1
544	живет и	1	1
545	лучшем случае	2	1
546	и где	1	1
547	более того	4	1
548	она может	3	1
549	это можно	1	1
550	что оно	2	1
551	о котором	2	1
552	а к	2	1
553	дальше чем	1	1
554	ее и	1	1
555	может в	1	1
556	но это	3	1
557	и другие	2	1
558	сказали бы	1	1
559	но этот	1	1
560	оно не	3	1
561	в свое	1	1
562	имеют дело	3	1
563	есть то	1	1
564	к этой	1	1
565	это в	1	1
566	все что	3	1
567	смысле что	1	1
