N	2gram	Tiupa_Vved_1	Narrotol
217	действующее лицо	2	2
218	если она	2	2
219	события свидетель	2	2
220	отнюдь не	7	2
221	данном рассказе	4	2
222	нести в	2	2
223	в этих	3	2
224	в маркированном	3	2
225	между собой	2	2
226	событийности как	2	2
227	которая в	3	2
228	двух или	3	2
229	она была	2	2
230	тот кто	2	2
231	t при	2	2
232	сливаются в	2	2
233	в детскую	2	2
234	национального языка	2	2
235	а на	2	2
236	установкой на	2	2
237	них как	2	2
238	не могло	2	2
239	событийности бытия	2	2
240	событие это	3	2
241	событие самого	2	2
242	ненадежного нарратора	2	2
243	принадлежат взрослому	2	2
244	язык как	2	2
245	двумя или	2	2
246	не сводится	4	2
247	в свою	4	2
248	наррации в	4	2
249	повествуемое событие	2	2
250	по своим	3	2
251	к его	3	2
252	как мы	3	2
253	в событии	4	2
254	в романе	6	2
255	и того	2	2
256	и событие	2	2
257	рассказывания в	4	2
258	характеризуется определенной	2	2
259	с появлением	2	2
260	к ее	3	2
261	и судии	3	2
262	при отсутствии	2	2
263	является событием	2	2
264	ролан барт	2	2
265	свою очередь	4	2
266	по своему	2	2
267	происходящего вокруг	2	2
268	своего и	2	2
269	все что	3	2
270	взрослому голосу	2	2
271	нарратора в	3	2
272	имеем дело	3	2
273	до конца	3	2
274	в пределах	2	2
275	в войне	2	2
276	участников рассказываемой	2	2
277	языковой картины	2	2
278	а его	2	2
279	отрезок времени	2	2
280	формах косвенной	2	2
281	в случае	2	2
282	коммуникативной ситуации	3	2
283	новое состояние	2	2
284	где в	3	2
285	к ним	2	2
286	никак не	2	2
287	маркированном положении	3	2
288	но возможно	2	2
289	не вполне	3	2
290	xix столетия	2	2
291	если в	2	2
292	точек зрения	2	2
293	не имеет	2	2
294	местах и	2	2
295	по сути	2	2
296	детская речь	2	2
297	ситуации и	3	2
298	словесный показ	2	2
299	свидетеля и	3	2
300	рассказ событие	2	2
301	кадров ментального	3	2
302	быть и	2	2
303	в кино	2	2
304	героя и	3	2
305	в е	2	2
306	единиц текста	2	2
307	человеческого присутствия	3	2
308	ли не	2	2
309	человеческой жизни	3	2
310	другой стороны	2	2
311	речевой деятельности	2	2
312	семантических единиц	2	2
313	и действия	2	2
314	или несколькими	2	2
315	жизни в	4	2
316	в отличие	2	2
317	повествуемый мир	2	2
318	ментального вúдения	2	2
319	все равно	2	2
320	и чужого	2	2
321	человеческого сознания	2	2
322	с установкой	2	2
323	сознания в	3	2
324	лицо события	2	2
325	дистанция между	2	2
326	в той	4	2
327	подлинного смысла	2	2
328	который в	2	2
329	времени в	3	2
330	с другой	5	2
331	и для	3	2
332	сводятся к	2	2
333	войне и	2	2
334	отличие от	2	2
335	и мире	2	2
336	поля рикёра	2	2
337	некоторые эпизоды	2	2
338	самого рассказывания	3	2
339	нарратора и	6	2
340	дело с	2	2
341	социально-языковыми кругозорами	2	2
342	в результате	3	2
343	участок текста	2	2
344	с нарратором	2	2
345	рассказе событие	2	2
346	мы можем	2	2
347	не о	2	2
348	и от	2	2
349	сознания ни	2	2
350	[...] в	2	2
351	− в	2	2
352	что касается	5	2
353	он и	2	2
354	в наиболее	2	2
355	история это	2	2
356	что мы	2	2
357	х гг	3	2
358	от этих	2	2
359	ни от	2	2
360	рассказа о	2	2
361	в кадры	2	2
362	здесь не	2	2
363	так сказать	2	2
364	может изменить	2	2
365	о событии	2	2
366	с ним	3	2
367	в области	3	2
368	другим потому	2	2
369	наррации это	2	2
370	весь текст	2	2
371	событийной стороны	2	2
372	за пределами	3	2
