N	2gram	Losev_Prob_2	Dialekti
256	же и	2	2
257	быть только	3	2
258	в своих	3	2
259	также и	12	2
260	никак не	11	2
261	их в	4	2
262	в ней	2	2
263	как именно	3	2
264	она и	2	2
265	для себя	9	2
266	и здесь	4	2
267	крайнем случае	2	2
268	от его	2	2
269	но вот	2	2
270	уже о	4	2
271	когда мы	6	2
272	бы в	3	2
273	слово в	2	2
274	но в	6	2
275	же мы	2	2
276	с которой	3	2
277	своего собственного	5	2
278	существует но	2	2
279	тех или	3	2
280	без которых	3	2
281	перестает быть	3	2
282	в разные	2	2
283	в зависимости	2	2
284	содержится в	2	2
285	бы его	2	2
286	в их	3	2
287	все еще	4	2
288	или иного	5	2
289	в условиях	2	2
290	тело или	3	2
291	и уж	5	2
292	но как	6	2
293	но не	4	2
294	говорят что	2	2
295	ведь это	2	2
296	если я	2	2
297	в крайнем	2	2
298	никто не	3	2
299	тех пор	4	2
300	разного рода	4	2
301	все равно	3	2
302	как мы	5	2
303	и для	6	2
304	или в	2	2
305	или иначе	6	2
306	нас в	3	2
307	тот или	5	2
308	в данном	10	2
309	бы то	2	2
310	во всяком	13	2
311	в себе	5	2
312	и вообще	16	2
313	иной раз	3	2
314	из этого	2	2
315	же такое	4	2
316	в его	7	2
317	более не	2	2
