N	2gram	Tiupa_Hudo_1	TeoriaLi
305	потребности и	2	2
306	между собой	2	2
307	событийных границ	2	2
308	жизни в	2	2
309	ролевой границей	3	2
310	передо мной	2	2
311	диалогическим углом	2	2
312	это позиция	2	2
313	способ существования	2	2
314	того же	2	2
315	в аспекте	2	2
316	как элемента	2	2
317	текста в	3	2
318	этического выбора	2	2
319	это не	2	2
320	в кадры	2	2
321	полку игореве	2	2
322	другого я	2	2
323	художественности состоит	2	2
324	человеческого я	3	2
325	всех подобных	2	2
326	текста по	2	2
327	и маргариты	2	2
328	элемента эстетической	2	2
329	одного и	2	2
330	о себе	2	2
331	эстетической доминантой	2	2
332	это хронотоп	2	2
333	поступки только	2	2
334	и весьма	2	2
335	кому говорят	2	2
336	этих двух	2	2
337	нас самих	2	2
338	ролевую границу	2	2
339	вовсе не	2	2
340	взаимодействия людей	2	2
341	или иных	2	2
342	форма авторства	2	2
343	кругозор рассказчика	2	2
344	по себе	2	2
345	в читателя	2	2
346	вокруг я	2	2
347	что он	3	2
348	о полку	2	2
349	совершенно иной	2	2
350	оказывается шире	2	2
351	все расположилось	2	2
352	эстетической реальности	2	2
353	крупным планом	2	2
354	художественную целостность	2	2
355	не принадлежит	2	2
356	принципиальное отличие	2	2
357	к тому	4	2
358	иного жанра	2	2
359	что может	2	2
360	личности как	2	2
361	внутренняя граница	3	2
362	об этом	2	2
363	существующее в	2	2
364	о законе	2	2
365	при условии	2	2
366	равной степени	2	2
367	м.м бахтиным	2	2
368	анна каренина	3	2
369	данный момент	2	2
370	сатирической художественности	2	2
371	ангел гармонии	2	2
372	самостоятельный эпизод	2	2
373	или субъектом	2	2
374	искусства но	3	2
375	мы легко	2	2
376	говоря иначе	2	2
377	судьбы а	2	2
378	легко догадываемся	2	2
379	это тоже	2	2
380	но как	2	2
381	и того	2	2
382	объективной предпосылкой	2	2
383	в тарасе	2	2
384	личного самоопределения	2	2
385	и как	3	2
386	эстетического субъекта	3	2
387	пушкина что	2	2
388	есть высшая	2	2
389	внешних предметов	2	2
390	дома и	2	2
391	реального читателя	2	2
392	расположилось в	2	2
393	субъекта жизни	2	2
394	речевого замысла	2	2
395	и адресата	2	2
396	особого рода	5	2
397	всех без	3	2
398	что каждый	2	2
399	папоротники например	2	2
400	воображаемого мира	2	2
401	говорит в	2	2
402	перед лицом	3	2
403	внутренний голос	2	2
404	одной стороны	2	2
405	такой деятельности	2	2
406	а на	5	2
407	для самоактуализации	2	2
408	в противном	2	2
409	литературы как	3	2
410	однако с	2	2
411	в глаза	2	2
412	во втором	4	2
413	имеем дело	2	2
414	эстетической деятельности	2	2
415	коммуникативной природе	2	2
416	одно и	3	2
417	внешнему бытию	2	2
418	рассказ о	2	2
419	литературной нормы	2	2
420	его текст	2	2
421	в войне	2	2
422	слове о	2	2
423	или иным	3	2
424	сегментов текста	2	2
425	к субъективной	2	2
426	внутренней и	2	2
427	и больше	2	2
428	к области	3	2
429	для такого	2	2
430	внутреннего мира	2	2
431	одной из	2	2
432	данного текста	3	2
433	вторичное переживание	2	2
434	же художественное	2	2
435	предпосылкой эстетического	2	2
436	между внутренней	2	2
437	художественного содержания	2	2
438	становится самим	2	2
439	литературного текста	3	2
440	жизнь личности	2	2
441	имеет место	2	2
442	иначе говоря	4	2
443	причастная вненаходимость	2	2
444	бытию других	2	2
445	этом мире	2	2
446	прихода в	2	2
447	в пляске	2	2
448	однако если	2	2
449	к его	2	2
450	художественности и	2	2
451	в роли	3	2
452	слова как	5	2
453	в виду	5	2
454	чем это	2	2
455	по бахтину	2	2
456	частной жизни	2	2
457	как художественное	2	2
458	к жизни	2	2
459	на папоротник	2	2
460	так или	3	2
461	даже в	3	2
462	мясную лавку	3	2
463	времени в	2	2
464	его внешней	8	2
465	своей природе	2	2
466	к какому-либо	2	2
467	и особенно	2	2
468	не могло	2	2
469	причастной вненаходимости	2	2
470	в последовательностях	2	2
471	субъект и	2	2
472	и тем	2	2
473	не с	2	2
474	к нему	3	2
475	превращения реального	2	2
476	коммуникативную стратегию	2	2
477	телячьей головки	2	2
478	как говорит	3	2
479	могут оказаться	2	2
480	в целом	3	2
481	принадлежит к	3	2
482	к такой	2	2
483	в культуре	3	2
484	это всеобъемлющая	2	2
485	знания о	2	2
486	во всех	3	2
487	эстетическое завершение	2	2
488	художественности может	2	2
489	усматривая в	2	2
490	первичной знаковой	3	2
491	дело не	2	2
492	но она	2	2
493	завершенности художественного	2	2
494	русской литературе	2	2
495	и неизбыточность	2	2
496	коммуникативное событие	2	2
497	образом и	2	2
498	качестве текста	2	2
499	со стороны	2	2
500	в притче	2	2
501	жанровая форма	2	2
502	могло быть	2	2
503	а именно	2	2
504	личности к	2	2
505	начальные и	2	2
506	человеческой жизни	2	2
507	жизни то	2	2
508	и способности	2	2
509	позиция автора	2	2
510	вытекает из	2	2
511	обратного параллелизма	2	2
512	внешними границами	2	2
513	не на	3	2
514	заданности и	2	2
515	стихотворении пушкина	2	2
516	здесь не	2	2
517	словами гегеля	2	2
518	текста наиболее	2	2
519	как к	2	2
520	факторов художественного	3	2
521	собственно говоря	2	2
522	в романе	3	2
523	соединении с	2	2
524	коммуникативной стратегии	2	2
525	злата стола	2	2
526	следует смешивать	3	2
527	повесть о	2	2
528	и для	2	2
529	текст произведения	2	2
530	модусы художественности	4	2
531	я как	2	2
532	однако при	3	2
533	сближение но	2	2
534	известного рода	2	2
535	с одной	2	2
536	реализуется в	2	2
537	читателя концепированного	2	2
538	и состоит	3	2
539	от себя	3	2
540	его речевой	2	2
541	бахтин смотря	2	2
542	смешивать с	3	2
543	читательского восприятия	2	2
544	в имени	2	2
545	в себя	2	2
546	в году	2	2
547	вследствие этой	2	2
548	тех или	2	2
549	свою жизнь	2	2
550	в той	3	2
551	трагической художественностью	2	2
552	люди но	3	2
553	отношение представляет	2	2
554	и некоторые	2	2
555	в данный	2	2
556	порядке образующем	2	2
557	своей событийной	2	2
558	значении этого	4	2
559	мастера и	2	2
560	и о	3	2
561	в совмещении	2	2
562	говорит что	2	2
563	внешнего мира	3	2
564	аналогичным образом	4	2
565	а.н веселовского	2	2
566	с точки	3	2
567	непосредственным участником	2	2
568	следует подчеркнуть	3	2
569	и притом	3	2
570	внутритекстовых высказываний	2	2
571	модусу художественности	2	2
572	во всей	3	2
573	высказывания и	2	2
574	войне и	2	2
575	поведение в	2	2
576	так же	2	2
577	право на	2	2
578	художественности героика	2	2
579	либо в	2	2
580	и мире	2	2
581	сверхличной заданности	2	2
582	или иначе	4	2
583	форм высказывания	2	2
584	деятельность художника	2	2
585	в художественной	2	2
586	человеческого бытия	2	2
587	повествования а	2	2
588	я героя	2	2
589	тот или	2	2
590	высказывания не	2	2
591	либо от	2	2
592	в рассказе	3	2
593	жизни леса	2	2
594	с художественной	3	2
595	культуры в	2	2
596	их в	3	2
597	типа эстетического	2	2
598	автора и	3	2
599	воспринимающего сознания	2	2
600	существования в	2	2
601	как способу	2	2
602	ясно говорит	2	2
603	человеческое я	2	2
604	не сумеет	2	2
605	самим собою	2	2
606	некоторые иные	2	2
607	человеческих отношений	2	2
608	с языком	3	2
609	таких состояний	2	2
610	даже самая	2	2
611	индивидуального речевого	2	2
612	однако все	2	2
613	могла бы	2	2
614	жизни оказывается	2	2
615	без исключения	4	2
616	в структуре	3	2
617	художественное впечатление	2	2
618	не следует	4	2
619	и соответственно	2	2
620	воображенного мира	2	2
621	в равной	2	2
622	о том	2	2
623	жизни но	2	2
624	произведения искусства	4	2
625	и это	2	2
626	м.м бахтин	2	2
627	процесс превращения	2	2
628	до прихода	2	2
629	внутренних границ	2	2
630	автора как	2	2
631	природа литературы	11	2
632	этого текста	2	2
633	произведений искусства	3	2
634	не слияние	2	2
635	в чем	2	2
636	референтная компетенция	2	2
637	в которой	2	2
638	отношения к	2	2
639	в области	6	2
640	имени тебе	2	2
641	ролевой границы	2	2
642	на деле	3	2
643	я-для-себя от	2	2
644	тарасе бульбе	2	2
645	я и	7	2
646	противном случае	2	2
647	глаза в	2	2
648	мире и	2	2
649	в состав	6	2
650	любой своей	2	2
651	что сама	2	2
652	в катарсисе	2	2
653	к герою	2	2
654	для меня	2	2
