N	2gram	Bakhtin_sl_1	Problemy
163	чужой речи	7	3
164	в своей	7	3
165	его слова	2	3
166	и о	2	3
167	себя в	9	3
168	войти в	2	3
169	или менее	3	3
170	только на	2	3
171	еще более	5	3
172	авторским словом	2	3
173	в той	10	3
174	той же	2	3
175	в слове	7	3
176	почти всегда	3	3
177	слова как	6	3
178	далеко не	5	3
179	установка на	6	3
180	и этим	3	3
181	от автора	3	2
182	же тему	2	2
183	социальных диалектов	3	2
184	время и	2	2
185	и одновременно	2	2
186	чужое высказывание	2	2
187	или меньшей	4	2
188	на все	2	2
189	речи героя	2	2
190	для понимания	2	2
191	или иной	9	2
192	к тому	3	2
193	все время	3	2
194	для нас	2	2
195	его как	2	2
196	в известной	2	2
197	знает только	2	2
198	следовательно и	3	2
199	так что	2	2
200	лишь как	3	2
201	оно и	4	2
202	же как	2	2
203	лингвистики и	3	2
204	большей или	4	2
205	смысле слова	2	2
206	в большей	3	2
207	для него	3	2
208	в кавычки	5	2
209	меньшей степени	4	2
210	и следовательно	7	2
211	той или	9	2
212	и тем	2	2
213	слову в	2	2
214	на том	2	2
215	языка и	12	2
216	в других	3	2
217	есть свой	2	2
218	не было	3	2
219	те же	2	2
220	последней смысловой	4	2
221	лишь в	4	2
222	речь и	3	2
223	и по	2	2
224	а в	6	2
225	широком смысле	2	2
226	в результате	3	2
227	сказать что	2	2
228	в узком	10	2
229	именно как	2	2
230	языка в	16	2
231	единого и	4	2
232	с ним	7	2
233	авторской речи	11	2
234	между тем	2	2
235	явление в	2	2
236	поэтому и	3	2
237	и прямо	3	2
238	а как	2	2
239	вне его	2	2
240	и оценок	3	2
241	и всякое	2	2
242	самом предмете	3	2
243	с этим	3	2
244	в духе	2	2
245	из одного	2	2
246	из своих	2	2
247	бы ни	3	2
248	остановимся на	2	2
249	у нас	2	2
250	одна из	2	2
251	зрения и	2	2
252	здесь в	4	2
253	ни одному	2	2
254	уже сказали	2	2
255	в свое	3	2
256	на почве	4	2
257	не могло	3	2
258	бы и	3	2
259	при всем	3	2
260	так в	2	2
261	в языке	5	2
262	узком смысле	10	2
263	нас здесь	2	2
264	или к	3	2
265	прямое авторское	2	2
266	хотя бы	3	2
267	речь в	2	2
268	у рабле	3	2
269	высказывания и	2	2
270	можно было	2	2
271	ничего не	4	2
272	в атмосфере	2	2
273	в данном	3	2
274	во всяком	7	2
275	прямой и	3	2
276	от этого	2	2
277	автора и	4	2
278	могут быть	19	2
279	в другом	2	2
280	ту же	4	2
281	в поэзии	3	2
282	отношении к	6	2
283	которые в	3	2
284	автор не	4	2
285	там где	4	2
286	а между	2	2
