N	2gram	Tiupa_Teor_1	Hudozhes
246	творческого акта	2	3
247	смешивать с	3	3
248	как и	4	3
249	в той	2	3
250	лишь в	6	3
251	и что	3	3
252	во втором	3	3
253	внешнего мира	2	3
254	в единое	3	3
255	с точки	3	3
256	и для	2	3
257	порядок в	3	3
258	являет собой	2	3
259	не следует	4	3
260	в рассказе	2	3
261	не случайно	5	3
262	их в	3	3
263	потому что	3	3
264	все прочие	3	3
265	но он	3	3
266	эстетическая ситуация	3	3
267	что можно	3	3
268	и ее	3	3
269	в данном	8	3
270	в структуре	2	3
271	как правило	4	3
272	и внешней	3	3
273	в русской	6	3
274	его в	2	3
275	законе искусства	3	3
276	в художественном	3	3
277	в произведении	3	3
278	человека с	2	3
279	герой не	3	3
280	всего лишь	6	3
281	произведений искусства	2	3
282	в которой	2	3
283	в области	4	3
284	ритмического ряда	3	3
285	на деле	2	3
286	телячья головка	4	3
287	в виду	5	3
288	слова в	2	2
289	во мне	2	2
290	художественного высказывания	3	2
291	отношении обратного	2	2
292	художественное целое	2	2
293	единое целое	2	2
294	том числе	2	2
295	эмоциональную рефлексию	2	2
296	создает эффект	2	2
297	я не	2	2
298	на холсте	2	2
299	стилистическом отношении	2	2
300	в порядке	3	2
301	ясно говорит	2	2
302	и составляет	3	2
303	искусства слова	3	2
304	ни к	3	2
305	помимо системы	2	2
306	поскольку не	2	2
307	объектная организация	2	2
308	ни был	2	2
309	пушкина что	2	2
310	из которого	3	2
311	искусства как	2	2
312	в контексте	3	2
313	так или	4	2
314	способность к	2	2
315	ролевой маски	2	2
316	в нашем	4	2
317	потребности и	2	2
318	событийных границ	2	2
319	тому что	2	2
320	жизни в	2	2
321	в своем	4	2
322	в них	2	2
323	передо мной	2	2
324	превращается в	2	2
325	способ существования	2	2
326	может оказаться	2	2
327	в одноименной	2	2
328	или даже	4	2
329	в кадры	2	2
330	полку игореве	2	2
331	другого я	2	2
332	и особенно	2	2
333	человеческого я	3	2
334	последнее означает	2	2
335	в пространстве	2	2
336	в одном	2	2
337	границ между	2	2
338	этих двух	2	2
339	в имени	2	2
340	ролевую границу	2	2
341	вовсе не	3	2
342	в итоге	2	2
343	кругозор рассказчика	2	2
344	других произведений	2	2
345	субъект и	2	2
346	этого текста	2	2
347	для понимания	2	2
348	в литературе	2	2
349	о полку	2	2
350	оказывается шире	2	2
351	все расположилось	2	2
352	роль в	2	2
353	крупным планом	2	2
354	принципиальное отличие	2	2
355	что может	2	2
356	личности как	2	2
357	в коем	2	2
358	во внутренней	2	2
359	об этом	2	2
360	о законе	2	2
361	равной степени	3	2
362	анна каренина	3	2
363	данный момент	2	2
364	сатирической художественности	2	2
365	ангел гармонии	2	2
366	самостоятельный эпизод	2	2
367	искусства но	3	2
368	мы легко	2	2
369	легко догадываемся	2	2
370	это тоже	2	2
371	объективной предпосылкой	2	2
372	текста характеризующийся	2	2
373	нового эпизода	2	2
374	в тарасе	2	2
375	к внутреннему	2	2
376	личного самоопределения	2	2
377	введено в	2	2
378	есть высшая	2	2
379	внешних предметов	2	2
380	произведении искусства	2	2
381	расположилось в	2	2
382	есть в	2	2
383	что каждый	2	2
384	свою очередь	2	2
385	времени и	2	2
386	однако все	2	2
387	говорит в	2	2
388	внутренний голос	2	2
389	без остатка	2	2
390	упрощается и	2	2
391	для самоактуализации	2	2
392	в глаза	2	2
393	имеем дело	2	2
394	могла бы	2	2
395	внешнему бытию	2	2
396	рассказ о	2	2
397	художественную целостность	2	2
398	весь целиком	2	2
399	с их	2	2
400	литературной нормы	2	2
401	в войне	2	2
402	одной стороны	2	2
403	слове о	2	2
404	говорит что	2	2
405	случае не	2	2
406	стили могут	2	2
407	сегментов текста	2	2
408	внутренней и	2	2
409	в аспекте	2	2
410	искусстве слова	2	2
411	внутреннего мира	2	2
412	это хронотоп	2	2
413	структурной единицей	2	2
414	никто не	2	2
415	предпосылкой эстетического	2	2
416	между внутренней	2	2
417	личности к	2	2
418	за пределы	2	2
419	становится самим	2	2
420	в стилистическом	2	2
421	причастная вненаходимость	2	2
422	бытию других	2	2
423	прихода в	2	2
424	к действительности	3	2
425	и о	4	2
426	внутритекстовых высказываний	2	2
427	художественно значимой	2	2
428	одной из	2	2
429	совпадает с	3	2
430	и потому	2	2
431	не вполне	2	2
432	обратного параллелизма	2	2
433	глаза в	2	2
434	за пределами	5	2
435	чем это	2	2
436	частной жизни	2	2
437	дома и	2	2
438	как художественное	2	2
439	к жизни	2	2
440	на папоротник	2	2
441	на почве	4	2
442	даже в	3	2
443	структуре текста	3	2
444	не является	4	2
445	к субъективной	2	2
446	причастности к	2	2
447	к какому-либо	2	2
448	художественности состоит	2	2
449	не могло	2	2
450	не все	3	2
451	в последовательностях	2	2
452	уникальный художественный	2	2
453	хронотоп в	3	2
454	м.м бахтина	3	2
455	вторичное переживание	2	2
456	могут оказаться	2	2
457	рамках художественного	2	2
458	художественного мира	2	2
459	принадлежит к	3	2
460	к такой	2	2
461	это всеобъемлющая	2	2
462	по преимуществу	4	2
463	художественного содержания	2	2
464	эстетическое завершение	2	2
465	каждый такой	2	2
466	таких состояний	2	2
467	художественности может	2	2
468	повествования а	2	2
469	дело не	2	2
470	но она	2	2
471	русской литературе	2	2
472	и неизбыточность	2	2
473	качестве текста	3	2
474	жизни однако	2	2
475	как в	5	2
476	бахтин смотря	2	2
477	могло быть	2	2
478	а именно	2	2
479	может выступать	3	2
480	начальные и	2	2
481	искусства если	2	2
482	воображаемой реальности	2	2
483	объектной организацией	2	2
484	повесть о	2	2
485	слова как	3	2
486	внешними границами	2	2
487	заданности и	2	2
488	стихотворении пушкина	2	2
489	словами гегеля	2	2
490	текста наиболее	2	2
491	факторов художественного	3	2
492	в романе	3	2
493	соединении с	2	2
494	злата стола	2	2
495	художественный язык	2	2
496	его организации	2	2
497	тарасе бульбе	2	2
498	диалогическим углом	2	2
499	я как	2	2
500	а с	3	2
501	однако при	3	2
502	и притом	2	2
503	с одной	2	2
504	именно в	3	2
505	все эти	2	2
506	своей событийной	2	2
507	читательского восприятия	2	2
508	в себя	3	2
509	этом мире	2	2
510	от себя	3	2
511	вследствие этой	2	2
512	для читателя	2	2
513	греческое слово	2	2
514	свою жизнь	2	2
515	трагической художественностью	2	2
516	люди но	3	2
517	отношение представляет	2	2
518	до известной	2	2
519	и некоторые	2	2
520	порядке образующем	2	2
521	первичного языка	3	2
522	в совмещении	2	2
523	и больше	2	2
524	литературных текстов	2	2
525	в пляске	2	2
526	непосредственным участником	2	2
527	следует подчеркнуть	2	2
528	существующее в	2	2
529	модусу художественности	2	2
530	времени в	2	2
531	и по	2	2
532	или в	3	2
533	сводятся к	2	2
534	войне и	2	2
535	коем случае	2	2
536	так же	2	2
537	материала в	2	2
538	и мире	2	2
539	он тем	2	2
540	сверхличной заданности	2	2
541	художественного впечатления	5	2
542	живописного полотна	3	2
543	словами м.м	2	2
544	или иначе	5	2
545	форм высказывания	2	2
546	с другими	5	2
547	языкового знака	2	2
548	человеческого бытия	2	2
549	деятельность художника	2	2
550	я на	3	2
551	тот или	2	2
552	либо от	2	2
553	субъективной значимостью	2	2
554	жизни леса	2	2
555	с художественной	3	2
556	участок текста	2	2
557	типа эстетического	2	2
558	нового времени	3	2
559	между двумя	3	2
560	существования в	2	2
561	как способу	2	2
562	человеческое я	2	2
563	субъекту и	2	2
564	самим собою	2	2
565	языка в	4	2
566	некоторые иные	2	2
567	с языком	2	2
568	литературных произведений	5	2
569	определенным образом	2	2
570	не принадлежит	2	2
571	известной степени	3	2
572	о себе	2	2
573	даже самая	2	2
574	в финале	3	2
575	однако с	2	2
576	принципу иносказательности	2	2
577	жизни оказывается	2	2
578	в этой	3	2
579	отношении к	2	2
580	художественному языку	2	2
581	и соответственно	2	2
582	воображенного мира	2	2
583	лирического героя	4	2
584	в равной	3	2
585	для возникновения	3	2
586	в организации	2	2
587	жизни но	2	2
588	системы эпизодов	2	2
589	и это	2	2
590	м.м бахтин	2	2
591	до прихода	2	2
592	внутренних границ	2	2
593	художественности героика	2	2
594	в данный	2	2
595	имени тебе	2	2
596	ролевой границы	2	2
597	я-для-себя от	2	2
598	и способности	2	2
599	мире и	2	2
600	любой своей	2	2
601	что сама	2	2
602	в катарсисе	2	2
603	папоротники например	2	2
604	для меня	2	2
605	говоря и	2	2
