N	2gram	Losev_Prob_2	Psycholo
202	а только	6	2
203	бы что	2	2
204	или не	2	2
205	тем не	12	2
206	уже не	8	2
207	мы считаем	2	2
208	только о	8	2
209	и всякий	3	2
210	представляет собой	2	2
211	что они	3	2
212	более или	4	2
213	в качестве	2	2
214	есть нечто	7	2
215	настоящее время	16	2
216	что с	2	2
217	никак нельзя	3	2
218	ли это	2	2
219	тот же	4	2
220	случае не	4	2
221	и тот	3	2
222	по поводу	2	2
223	о чем	6	2
224	это отношение	3	2
225	что такое	18	2
226	и их	3	2
227	в область	4	2
228	большей частью	3	2
229	и следовательно	4	2
230	тех или	3	2
231	далеко не	4	2
232	в него	2	2
233	отношение и	2	2
234	даже в	2	2
235	гораздо более	4	2
236	и тем	4	2
237	из отдельных	2	2
238	не знаем	3	2
239	но и	16	2
240	или менее	4	2
241	без всякого	4	2
242	что же	9	2
243	мысли и	2	2
244	как мы	5	2
245	отличается от	2	2
246	как раз	8	2
247	то и	4	2
248	в связи	5	2
249	этому поводу	2	2
250	в настоящее	16	2
251	слова то	3	2
252	в голове	2	2
253	же самое	6	2
254	русском языке	2	2
255	на самом	4	2
256	этой области	3	2
257	тем самым	7	2
258	в науке	3	2
259	к нему	2	2
260	есть только	8	2
261	то или	3	2
262	что для	3	2
263	ничего не	10	2
264	нас в	3	2
265	как они	2	2
266	их в	4	2
267	и с	10	2
268	мы все	3	2
269	в каком	4	2
270	бы и	7	2
271	но как	6	2
272	и то	10	2
273	это только	3	2
274	бы в	3	2
275	на это	2	2
276	будто бы	5	2
277	если же	3	2
278	его в	3	2
279	таком случае	10	2
280	из этого	2	2
281	предмета с	2	2
282	только то	3	2
283	то на	2	2
284	то чтобы	2	2
285	не то	2	2
286	и поэтому	2	2
287	или как	2	2
