N	2gram	Vinokur_Vv_1	KulturaY
175	в особенности	4	3
176	что оно	2	3
177	в их	11	3
178	есть лишь	2	3
179	и даже	5	3
180	несмотря на	2	3
181	должно быть	2	3
182	той же	4	3
183	должна быть	2	3
184	с их	5	3
185	и то	5	3
186	хотя и	3	3
187	даже и	3	3
188	нуждается в	2	3
189	в себе	4	3
190	это только	4	3
191	науки о	9	3
192	здесь не	2	3
193	а если	2	3
194	как это	5	3
195	в одном	4	3
196	любовь к	4	2
197	до того	2	2
198	о чем	4	2
199	и есть	3	2
200	никогда не	3	2
201	что история	6	2
202	с этой	4	2
203	одного и	2	2
204	но с	4	2
205	этого не	2	2
206	в каждом	4	2
207	так или	4	2
208	так называемой	3	2
209	значение и	2	2
210	не могут	5	2
211	вопрос о	8	2
212	по себе	9	2
213	большей части	2	2
214	в собственном	2	2
215	быть в	4	2
216	так называемая	2	2
217	в то	5	2
218	как о	4	2
219	видеть что	6	2
220	этом случае	6	2
221	история литературы	2	2
222	и того	2	2
223	как и	5	2
224	и как	9	2
225	е не	2	2
226	при том	5	2
227	но все	3	2
228	это есть	2	2
229	как история	3	2
230	и при	2	2
231	лишь как	2	2
232	что если	2	2
233	же время	5	2
234	что с	3	2
235	данном отношении	2	2
236	разумеется и	3	2
237	в своей	4	2
238	культурной истории	3	2
239	обратить внимание	2	2
240	свое время	2	2
241	одним из	5	2
242	в ряде	2	2
243	том же	2	2
244	от себя	3	2
245	но если	3	2
246	в свое	2	2
247	себе и	2	2
248	с историей	3	2
249	речь идет	2	2
250	тем более	2	2
251	и тем	5	2
252	наука о	3	2
253	и именно	12	2
254	не говоря	2	2
255	дело не	3	2
256	был в	2	2
257	бы и	2	2
258	а именно	6	2
259	так например	6	2
260	смысле и	2	2
261	как например	5	2
262	котором идет	2	2
263	мы говорим	2	2
264	как об	9	2
265	и для	4	2
266	в разных	5	2
267	этого термина	2	2
268	не мог	2	2
269	во втором	2	2
270	этих случаях	2	2
271	на этот	4	2
272	между ними	2	2
273	не имеет	4	2
274	а во-вторых	2	2
275	другое дело	3	2
276	когда мы	2	2
277	языка на	2	2
278	или иначе	4	2
279	от истории	4	2
280	не столько	2	2
281	также и	16	2
282	иное как	5	2
283	которое в	2	2
284	в более	2	2
285	от этого	5	2
286	одно из	5	2
287	для которых	3	2
288	что можно	2	2
289	о котором	8	2
290	может служить	3	2
291	заключается в	4	2
292	е в	4	2
293	но ведь	4	2
294	иной раз	2	2
295	идет речь	2	2
296	до конца	3	2
297	тогда как	2	2
298	ничего не	2	2
299	но в	10	2
300	но также	14	2
