N	2gram	Tiupa_Narr_1	Analitik
212	в первом	3	2
213	в культуре	2	2
214	когда он	3	2
215	в форме	5	2
216	мифологического предания	2	2
217	художественного дискурса	2	2
218	анекдота и	2	2
219	бытийной компетенции	2	2
220	не может	10	2
221	в отличие	5	2
222	как к	2	2
223	отношения к	2	2
224	стороны адресата	2	2
225	с одной	7	2
226	жанры как	2	2
227	те же	4	2
228	в себя	6	2
229	сводится к	3	2
230	в той	6	2
231	самом деле	2	2
232	в значительной	2	2
233	не мог	4	2
234	в принципе	4	2
235	с точки	2	2
236	и он	3	2
237	коммуникативный статус	2	2
238	или притчи	3	2
239	и для	2	2
240	позиции и	2	2
241	в иной	2	2
242	тому как	2	2
243	жизненной позиции	4	2
244	сказать что	4	2
245	тем что	3	2
246	одну из	2	2
247	нуждается в	5	2
248	на себя	3	2
249	в себе	8	2
250	коммуникативным событием	2	2
251	что мы	2	2
252	только в	4	2
253	и т.д	7	2
254	этого слова	2	2
255	и все	2	2
256	хотя в	2	2
257	и рецептивная	3	2
258	индивидуального речевого	2	2
259	этом ряду	2	2
260	когда мы	2	2
261	отличие от	5	2
262	говорящего или	2	2
263	художественной литературы	3	2
264	но в	6	2
265	о своей	2	2
