N	2gram	Losev_Vesc_1	Problema
189	что иное	7	3
190	мы должны	2	3
191	но ведь	2	3
192	его в	2	3
193	есть тоже	4	3
194	а это	4	3
195	бы в	5	3
196	то не	4	3
197	это будет	3	3
198	с тем	5	3
199	только не	2	3
200	перестает быть	3	3
201	или других	4	3
202	тогда когда	5	3
203	вещи или	3	3
204	не что	7	3
205	только тогда	3	3
206	и того	2	3
207	это и	6	3
208	одна из	5	3
209	нельзя было	4	3
210	не нужно	2	3
211	она не	4	3
212	по самому	3	3
213	тех или	5	3
214	и этот	2	3
215	оно не	3	3
216	если оно	4	3
217	не знаем	2	3
218	от всего	12	3
219	даже не	7	3
220	все равно	2	3
221	можно говорить	2	3
222	в свете	7	3
223	для того	2	3
224	и притом	3	3
225	то или	2	3
226	в слове	2	3
227	тому как	4	3
228	нас в	3	3
229	быть только	3	3
230	обойтись без	2	3
231	я могу	2	3
232	смысла и	5	2
233	для определения	2	2
234	перед нами	2	2
235	содержит в	4	2
236	она должна	2	2
237	от ее	6	2
238	и вещи	3	2
239	в с	2	2
240	бы что	2	2
241	в той	3	2
242	не в	5	2
243	знает что	2	2
244	независимо от	5	2
245	и само	2	2
246	в и	2	2
247	в действительности	7	2
248	вещи и	20	2
249	себе что	3	2
250	бы то	4	2
251	сводится к	2	2
252	ни с	6	2
253	для всякого	2	2
254	вообще и	4	2
255	отличается от	7	2
256	что оно	8	2
257	можно только	4	2
258	и нечто	5	2
259	или в	2	2
260	должно быть	6	2
261	есть просто	5	2
262	или не	2	2
263	комплекс звуков	2	2
264	или как	2	2
265	в ней	12	2
266	точки зрения	5	2
267	себе в	3	2
268	ведь и	5	2
269	чисто смысловой	2	2
270	этого предмета	2	2
271	ли в	3	2
272	говорится о	2	2
273	только мы	2	2
274	слово в	2	2
275	только с	3	2
276	однако это	2	2
277	какой-нибудь определенный	2	2
278	нет никакой	2	2
279	от чего	2	2
280	ли сказать	3	2
281	сами по	3	2
282	содержится в	3	2
283	с нею	18	2
284	об этом	3	2
285	языка как	2	2
286	внутри себя	3	2
287	зачем же	2	2
288	ли мы	2	2
289	мы возьмем	2	2
290	если я	6	2
291	ли это	7	2
292	мною в	2	2
293	и а	2	2
294	это совершенно	4	2
295	по преимуществу	2	2
296	значит ли	5	2
297	что из	2	2
298	не значит	7	2
299	что и	3	2
300	во всех	2	2
301	мысли и	3	2
302	в последние	2	2
303	это вовсе	2	2
304	как нечто	2	2
305	совершенно не	5	2
306	собственно говоря	4	2
307	смысловое и	2	2
308	еще более	2	2
309	в в	2	2
310	того чтобы	3	2
311	слово и	4	2
312	свидетельствует о	3	2
313	той же	2	2
314	от всякого	4	2
315	ничем не	3	2
316	является в	2	2
317	из самых	2	2
318	ни просто	3	2
319	подобно тому	4	2
320	определенным образом	6	2
321	и ее	18	2
322	вещь и	14	2
323	от его	2	2
324	смысл или	3	2
325	на это	4	2
326	ни от	5	2
327	не то	4	2
328	то чтобы	3	2
329	если это	2	2
