N	2gram	Tiupa_Narr_1	Narrotol
189	преосвященного петра	3	2
190	в случае	7	2
191	на свой	2	2
192	себе самом	2	2
193	было ясно	2	2
194	в свою	3	2
195	живет теперь	3	2
196	центрального персонажа	2	2
197	для автора	2	2
198	говорит о	2	2
199	аспект нарративного	2	2
200	тем более	2	2
201	и судии	2	2
202	присутствия в	3	2
203	как было	3	2
204	должна быть	2	2
205	в памяти	2	2
206	имеем дело	2	2
207	эпизода к	2	2
208	еще не	7	2
209	было бы	4	2
210	во второй	2	2
211	и он	3	2
212	картины мира	5	2
213	ему в	2	2
214	в будущем	2	2
215	несмотря на	2	2
216	имеет место	4	2
217	ни для	7	2
218	в обоих	2	2
219	все то	2	2
220	все те	4	2
221	не являются	2	2
222	в нарративном	2	2
223	оно не	2	2
224	не могло	2	2
225	не все	5	2
226	его жизни	2	2
227	нарративный дискурс	5	2
228	себя в	5	2
229	не будет	3	2
230	в культуре	2	2
231	бытия в	3	2
232	нового времени	2	2
233	жизнью и	2	2
234	в самую	2	2
235	теперь как	4	2
236	детстве и	4	2
237	а с	3	2
238	если не	4	2
239	именно в	6	2
240	те же	4	2
241	том свете	2	2
242	быть может	2	2
243	они не	2	2
244	нарративного текста	4	2
245	от эпизода	2	2
246	с точки	2	2
247	не имеет	2	2
248	в детстве	5	2
249	главного героя	2	2
250	в чужой	2	2
251	так же	2	2
252	роль в	2	2
253	смерть героя	2	2
254	можно было	2	2
255	или иначе	3	2
256	тому как	2	2
257	нарратологического анализа	3	2
258	глядела на	2	2
259	не случайно	2	2
260	в результате	2	2
261	казалось что	5	2
262	в ней	3	2
263	за границей	4	2
264	к эпизоду	2	2
265	подобно тому	2	2
266	всей своей	2	2
267	в церкви	4	2
268	говорить о	2	2
269	в диегетическом	2	2
270	представляют собой	2	2
271	картину мира	2	2
272	зрения на	2	2
273	героя и	4	2
274	здесь не	4	2
275	в области	2	2
276	к которому	2	2
