N	2gram	Tiupa_Narr_1	Narrotol
147	обращает на	3	3
148	свою очередь	2	3
149	в сущности	2	3
150	хотя и	4	3
151	в ней	4	3
152	он не	3	3
153	и самого	2	3
154	и даже	2	3
155	и племянницы	3	3
156	если в	2	3
157	один из	6	3
158	с ее	2	3
159	себя внимание	3	3
160	не будет	2	3
161	в первом	4	3
162	статус события	4	3
163	из них	4	3
164	жизни и	6	3
165	в эпизоде	4	3
166	свидетель и	3	3
167	особенно в	2	3
168	этом отношении	3	3
169	повествуемого мира	5	3
170	о приезде	2	3
171	как мы	2	3
172	сводится к	3	3
173	племянницы в	3	3
174	истории в	4	3
175	столь же	5	3
176	и он	6	3
177	жизни как	2	3
178	быстро весело	3	3
179	и на	5	3
180	о ней	3	3
181	между тем	3	3
182	не о	2	3
183	на себя	4	3
184	служба кончилась	2	3
185	в конечном	3	3
186	этого эпизода	3	3
187	в то	4	3
188	как будто	3	3
189	героя к	2	3
190	в произведении	2	3
191	присутствия в	3	3
192	каким он	2	2
193	дело с	2	2
194	художественного высказывания	2	2
195	в известном	2	2
196	после смерти	2	2
197	он сам	3	2
198	зависит от	2	2
199	по полю	2	2
200	на другой	5	2
201	рассказываемой истории	4	2
202	главного персонажа	2	2
203	как птица	3	2
204	действующее лицо	2	2
205	третьем эпизоде	2	2
206	между собой	2	2
207	архиерея но	2	2
208	которая в	2	2
209	в своем	3	2
210	что у	4	2
211	он идет	2	2
212	первом случае	3	2
213	текста в	3	2
214	нарративной истории	3	2
215	оно не	2	2
216	та же	2	2
217	персонажа и	2	2
218	современной нарратологии	6	2
219	не могло	2	2
220	эпизоды и	4	2
221	про чертог	2	2
222	другой день	3	2
223	она может	2	2
224	не всегда	3	2
225	преосвященного в	2	2
226	в литературе	4	2
227	не сводится	2	2
228	идет о	3	2
229	идет по	2	2
230	своей матери	2	2
231	в детство	2	2
232	что на	4	2
233	ему в	2	2
234	купца еракина	2	2
235	точек зрения	2	2
236	центрального персонажа	3	2
237	а по	2	2
238	кто говорит	2	2
239	таким каким	2	2
240	известном смысле	2	2
241	происходящего в	2	2
242	рассказывания в	2	2
243	на эпизоды	3	2
244	свободен теперь	3	2
245	и судии	2	2
246	речь центрального	2	2
247	о своей	2	2
248	у нее	4	2
249	между ними	2	2
250	всех его	2	2
251	имеем дело	2	2
252	как известно	3	2
253	полю быстро	2	2
254	сообщают о	3	2
255	и после	2	2
256	для него	4	2
257	постукивая палочкой	2	2
258	в пределах	2	2
259	она не	2	2
260	о воскресении	3	2
261	художественных текстах	2	2
262	коммуникативной ситуации	2	2
263	эпизодов в	2	2
264	как сияние	2	2
265	вплоть до	4	2
266	он уже	2	2
267	рассказе о	2	2
268	в обоих	2	2
269	в роли	2	2
270	тексте архиерея	2	2
271	матери с	2	2
272	не имеет	2	2
273	сами по	2	2
274	эпизоде первого	2	2
275	лица и	2	2
276	по сути	2	2
277	героя из	2	2
278	его жизни	3	2
279	и физически	2	2
280	седьмые эпизоды	2	2
281	и судия	4	2
282	рассказа о	2	2
283	жизни а	3	2
284	нами не	2	2
285	преосвященный петр	2	2
286	эпизоды в	3	2
287	персонажа глава	2	2
288	как хорошо	2	2
289	один голос	2	2
290	который в	2	2
291	первого цикла	2	2
292	как раз	6	2
293	в связи	2	2
294	ударили к	2	2
295	и только	2	2
296	шестые эпизоды	2	2
297	про жениха	2	2
298	не было	3	2
299	по терминологии	2	2
300	ключ к	2	2
301	человека в	2	2
302	чуда сверхсобытия	2	2
303	происходит и	2	2
304	самом деле	3	2
305	архиерея в	2	2
306	что мы	2	2
307	трех докторов	2	2
308	со словами	2	2
309	весело постукивая	2	2
310	времени в	2	2
311	и для	2	2
312	главного героя	3	2
313	это не	3	2
314	событийность излагаемых	2	2
315	роль в	2	2
316	в таком	2	2
317	или в	6	2
318	тому как	3	2
319	являет собой	4	2
320	форме несобственно-прямой	2	2
321	в результате	2	2
322	участок текста	2	2
323	каждый из	2	2
324	однако в	3	2
325	повествователя и	4	2
326	подобно тому	3	2
327	что касается	2	2
328	и ее	3	2
329	но как	3	2
330	исходя из	3	2
331	события в	2	2
332	прошлого и	2	2
333	граница эпизода	2	2
334	протяжении этого	2	2
335	и все	3	2
336	жизни но	2	2
337	представляют собой	3	2
338	событие в	5	2
339	всего лишь	3	2
340	когда преосвященный	2	2
341	ничего не	2	2
342	мы имеем	3	2
343	более не	2	2
344	то они	2	2
345	текста как	2	2
346	и про	2	2
347	о чем	4	2
