N	2gram	Tiupa_Narr_1	Hudozhes
149	во всей	2	3
150	и для	2	3
151	в таком	2	3
152	являет собой	2	3
153	в рассказе	4	3
154	не случайно	2	3
155	и ее	2	3
156	в данном	5	3
157	в структуре	2	3
158	как правило	4	3
159	его в	2	3
160	в произведении	3	3
161	всего лишь	2	3
162	в области	2	3
163	художественного высказывания	2	2
164	возможность иного	2	2
165	том числе	6	2
166	по мысли	3	2
167	к сообщаемому	2	2
168	речь идет	4	2
169	или анекдота	3	2
170	таком случае	2	2
171	ни столь	2	2
172	с человеком	2	2
173	себя и	2	2
174	так или	2	2
175	числе и	4	2
176	сказания это	2	2
177	коммуникативный статус	2	2
178	жизни в	3	2
179	в своем	2	2
180	может оказаться	2	2
181	или даже	2	2
182	этического выбора	2	2
183	не как	2	2
184	в пространстве	4	2
185	с.с аверинцева	2	2
186	биографического дискурса	2	2
187	риторический предел	2	2
188	форма авторства	2	2
189	по себе	5	2
190	вокруг я	2	2
191	в литературе	2	2
192	совершенно иной	2	2
193	только о	2	2
194	роль в	2	2
195	при всей	4	2
196	присутствующего в	2	2
197	идет о	2	2
198	позицию внутренне	2	2
199	основе своей	4	2
200	тем более	2	2
201	речевого замысла	2	2
202	есть в	2	2
203	одна из	3	2
204	свою очередь	3	2
205	времени и	7	2
206	в значительной	2	2
207	имеем дело	2	2
208	одной стороны	7	2
209	в аспекте	2	2
210	несмотря на	2	2
211	мира в	5	2
212	значительной степени	2	2
213	ни для	7	2
214	статус знания	2	2
215	одной из	4	2
216	маска такого	2	2
217	ситуации рассказывания	2	2
218	и потому	2	2
219	по бахтину	3	2
220	для автора	2	2
221	даже в	2	2
222	не является	8	2
223	оно не	2	2
224	не могло	2	2
225	не все	5	2
226	и др	2	2
227	в сказании	2	2
228	притча не	2	2
229	коммуникативную стратегию	2	2
230	коммуникативное событие	3	2
231	или субъектом	2	2
232	как в	7	2
233	а именно	3	2
234	или притчи	3	2
235	или напротив	4	2
236	в анекдоте	2	2
237	здесь не	4	2
238	одного сознания	2	2
239	коммуникативной стратегии	3	2
240	стороны адресата	2	2
241	а с	3	2
242	с одной	7	2
243	именно в	6	2
244	все эти	2	2
245	анекдот не	2	2
246	это и	3	2
247	в себя	6	2
248	из которых	4	2
249	времени в	2	2
250	сути дела	2	2
251	или в	2	2
252	к другому	2	2
253	высказывания и	3	2
254	так же	2	2
255	в иной	2	2
256	от всех	2	2
257	или иначе	3	2
258	я героя	2	2
259	и на	3	2
260	участок текста	2	2
261	и возможность	2	2
262	в силу	4	2
263	нового времени	2	2
264	между двумя	5	2
265	у него	4	2
266	одно из	2	2
267	речевой маски	2	2
268	всей своей	2	2
269	но как	2	2
270	индивидуального речевого	2	2
271	коммуникативным событием	2	2
272	в этой	5	2
273	и соответственно	2	2
274	о том	6	2
275	в организации	2	2
276	жизни но	2	2
277	м.м бахтин	2	2
278	всей его	2	2
279	мира и	2	2
280	референтная компетенция	3	2
281	бы не	2	2
282	художественной литературы	3	2
