N	2gram	Berdyaev_O_1	Mirosoze
244	мысли и	3	2
245	с разных	2	2
246	на земле	4	2
247	так человек	2	2
248	т е	4	2
249	того чтобы	4	2
250	достоевский раскрыл	4	2
251	и для	2	2
252	человека достоевский	2	2
253	кажется и	2	2
254	любовь к	2	2
255	черту и	2	2
256	идеалом содомским	2	2
257	он в	2	2
258	с чего	2	2
259	не все	2	2
260	что человеку	2	2
261	все герои	5	2
