N	2gram	Vygotskiy__2	Psycholo
220	того же	3	2
221	но что	2	2
222	не дает	2	2
223	что с	5	2
224	тот же	7	2
225	случае не	2	2
226	когда она	2	2
227	по поводу	4	2
228	и их	5	2
229	том же	2	2
230	последнее время	5	2
231	даже в	4	2
232	речь и	5	2
233	что речь	2	2
234	и тем	2	2
235	мы видели	6	2
236	как говорит	2	2
237	из них	3	2
238	когда он	3	2
239	но и	10	2
240	в мышлении	2	2
241	или менее	2	2
242	без всякого	2	2
243	что же	2	2
244	приводит к	5	2
245	и тогда	2	2
246	как мы	6	2
247	только что	3	2
248	как раз	4	2
249	действия и	3	2
250	в полном	2	2
251	в связи	6	2
252	этому поводу	3	2
253	этом отношении	3	2
254	же самое	2	2
255	на самом	3	2
256	в себя	2	2
257	идет о	3	2
258	на основе	7	2
259	тем самым	3	2
260	к чему	2	2
261	существу дела	2	2
262	с точки	18	2
263	что для	3	2
264	увидим что	2	2
265	и самым	2	2
266	ничего не	3	2
267	нас в	2	2
268	их в	4	2
269	бы ни	2	2
270	и с	4	2
271	из виду	2	2
272	как например	2	2
273	бы и	3	2
274	ту же	2	2
275	психологии в	2	2
276	как он	6	2
277	к этой	3	2
278	не то	2	2
279	в одном	2	2
280	стало быть	2	2
281	или как	2	2
