N	2gram	Losev_Vesc_1	Dialekti
181	себя и	4	3
182	совершенно не	5	3
183	идею и	2	3
184	и тут	3	3
185	смысл и	9	3
186	все эти	3	3
187	можно только	4	3
188	есть только	7	3
189	с этим	3	3
190	даже и	4	3
191	с ним	8	3
192	себя как	2	3
193	ни просто	3	3
194	это будет	3	3
195	но в	5	3
196	от этого	2	3
197	только не	2	3
198	от нее	2	3
199	или других	4	3
200	об этом	3	3
201	– то	2	3
202	у нас	7	3
203	так чтобы	2	3
204	есть и	4	3
205	когда она	4	3
206	мы уже	3	3
207	– только	4	3
208	в своей	5	3
209	я называю	4	3
210	и бытия	2	3
211	и потому	5	3
212	нет никакого	2	3
213	со стороны	5	3
214	при помощи	2	3
215	от всего	12	3
216	бы и	5	3
217	чего не	2	3
218	оно –	3	3
219	что не	5	3
220	и притом	3	3
221	то или	2	3
222	есть всегда	4	3
223	вот почему	3	3
224	д и	5	3
225	или другой	2	3
226	в данном	5	3
227	и то	10	3
228	то мы	2	3
229	мы можем	4	3
230	не менее	3	2
231	она должна	2	2
232	мы еще	2	2
233	и без	3	2
234	или что	3	2
235	в отношении	4	2
236	она является	3	2
237	с этой	4	2
238	имя имя	3	2
239	по законам	2	2
240	что на	2	2
241	и само	2	2
242	имя есть	15	2
243	собственном смысле	3	2
244	можно и	2	2
245	вообще но	5	2
246	без всякого	4	2
247	да и	3	2
248	слово –	3	2
249	совершенно ясно	2	2
250	свою очередь	4	2
251	нечто третье	3	2
252	и может	2	2
253	кроме того	4	2
254	мог бы	5	2
255	вещи мы	3	2
256	в самом	9	2
257	понять и	2	2
258	никогда не	2	2
259	в котором	3	2
260	себе что	3	2
261	из них	4	2
262	и их	7	2
263	смыслу своему	2	2
264	я вижу	2	2
265	есть нечто	6	2
266	другой стороны	2	2
267	и материи	3	2
268	то и	4	2
269	для этого	4	2
270	как таковая	2	2
271	и только	3	2
272	вещи с	11	2
273	быть не	4	2
274	в разных	4	2
275	от того	3	2
276	мы находим	2	2
277	должно быть	6	2
278	всякой иной	3	2
279	всегда есть	3	2
280	между собою	6	2
281	о ней	2	2
282	думают что	4	2
283	и когда	4	2
284	ведь и	5	2
285	необходимо чтобы	3	2
286	всего иного	3	2
287	есть тоже	4	2
288	таково что	2	2
289	даже вообще	2	2
290	как это	2	2
291	как смысл	2	2
292	е в	7	2
293	сам по	3	2
294	под собой	2	2
295	есть еще	3	2
296	нисколько не	4	2
297	чем же	3	2
298	есть подлинная	2	2
299	сравнению с	6	2
300	от чего	2	2
301	и во	3	2
302	только мы	2	2
303	не мешает	4	2
304	в понятии	4	2
305	в ее	7	2
306	данной личности	2	2
307	все же	4	2
308	или иную	2	2
309	со всей	2	2
310	е не	2	2
311	не будет	12	2
312	тут мы	4	2
313	равно как	2	2
314	не нужно	2	2
315	бы ни	2	2
316	ту или	2	2
317	но именно	2	2
318	как вещь	9	2
319	никак не	3	2
320	в свое	2	2
321	не значит	7	2
322	что есть	5	2
323	себе не	3	2
324	для нее	2	2
325	оно не	3	2
326	и возможно	2	2
327	тем не	3	2
328	себя в	10	2
329	по сравнению	7	2
330	по смыслу	5	2
331	во всех	2	2
332	сделать это	2	2
333	что же	8	2
334	находится в	3	2
335	даже не	7	2
336	как нечто	2	2
337	собственно говоря	4	2
338	истории и	2	2
339	все равно	2	2
340	а это	4	2
341	можно говорить	2	2
342	только что	2	2
343	имя а	4	2
344	или иначе	4	2
345	ничто не	2	2
346	во всяком	3	2
347	и чем	3	2
348	тем что	2	2
349	вещи и	20	2
350	но для	2	2
351	я могу	2	2
352	и другое	4	2
353	и вне	2	2
354	тут –	6	2
355	ни от	5	2
356	мы говорим	5	2
357	тут не	5	2
358	для меня	2	2
