N	2gram	Tiupa_Narr_1	DiskursI
249	и он	3	2
250	времени в	2	2
251	сути дела	2	2
252	к другому	2	2
253	текста в	2	2
254	высказывания и	3	2
255	и его	5	2
256	нарративного высказывания	6	2
257	или в	2	2
258	я героя	2	2
259	в рассказе	4	2
260	одну из	2	2
261	мы имеем	2	2
262	героя в	8	2
263	следует признать	2	2
264	подобно тому	2	2
265	что касается	2	2
266	на себя	3	2
267	коммуникативным событием	2	2
268	и ее	2	2
269	н.д тамарченко	4	2
270	но как	2	2
271	форма высказывания	2	2
272	к которому	2	2
273	на протяжении	6	2
274	индивидуального речевого	2	2
275	в этой	5	2
276	в организации	2	2
277	всей его	2	2
278	они не	2	2
279	о чем	2	2
