N	2gram	Losev_Prob_1	Vladivir
287	из них	3	2
288	совершенно не	6	2
289	в сущности	2	2
290	общего с	8	2
291	но еще	2	2
292	по преимуществу	2	2
293	но уже	5	2
294	данном случае	8	2
295	быть и	3	2
296	ровно ничего	4	2
297	оказывается что	2	2
298	только что	2	2
299	не на	3	2
300	и всю	2	2
301	тем самым	4	2
302	для того	8	2
303	свидетельствует о	3	2
304	и всегда	2	2
305	мы не	2	2
306	или иначе	2	2
307	сам по	7	2
308	является в	2	2
309	на себя	2	2
310	связи с	5	2
311	что а	2	2
312	без всякой	2	2
313	ни только	4	2
314	в которой	2	2
315	которые не	3	2
