N	2gram	Losev_Prob_4	Dialekti
250	на земле	2	2
251	все эти	16	2
252	мы имеем	6	2
253	можно только	2	2
254	если мы	5	2
255	чтобы не	2	2
256	уже не	5	2
257	и для	4	2
258	отличается от	4	2
259	между собою	2	2
260	с ними	2	2
261	то он	2	2
262	и совершенно	2	2
263	учения о	2	2
264	то мы	2	2
265	же и	3	2
266	то и	5	2
267	и где	2	2
268	но как	3	2
269	в другом	3	2
270	во всем	2	2
271	об его	2	2
272	или по	2	2
273	и это	2	2
274	есть тоже	2	2
275	которая не	3	2
276	нет ни	4	2
277	время как	2	2
278	если и	3	2
279	это было	2	2
