N	2gram	Vygotskiy__7	Psycholo
263	мы находим	3	2
264	приводит к	4	2
265	и другое	3	2
266	достигает своего	2	2
267	с точки	21	2
268	и он	2	2
269	между ними	3	2
270	есть только	2	2
271	должно быть	2	2
272	отличие от	2	2
273	время как	2	2
274	ничего не	2	2
275	в которых	2	2
276	нас и	2	2
277	от одного	2	2
278	и с	5	2
279	является в	5	2
280	в нашем	4	2
281	во всем	3	2
282	в то	3	2
283	ту же	2	2
284	с несомненностью	2	2
285	вопроса о	2	2
286	такое что	3	2
287	если же	2	2
288	том и	3	2
289	все эти	6	2
290	естественно что	3	2
291	из этого	2	2
292	едва ли	4	2
293	только о	2	2
294	связь между	6	2
295	на самом	3	2
